drug_name	total_signals	female_signals	male_signals	mean_log_ratio	total_reports	pct_female
PIROXICAM	21	17	4	0.6258238326959015	2388	81.0
PROCHLORPERAZINE	21	10	11	0.02482536112184728	2589	47.6
CETIRIZINE;PSEUDOEPHEDRINE	21	12	9	0.332429656477251	17818	57.1
ROCURONIUM	21	9	12	-0.06897603610806655	1397	42.9
TRANEXAMIC ACID	21	8	13	-0.3391261318971306	1240	38.1
DEXTROMETHORPHAN;QUINIDINE	21	3	18	-0.5193757061764076	3436	14.3
IOHEXOL	21	3	18	-0.5322001480513917	1471	14.3
ISOSORBIDE DINITRATE	21	14	7	0.22505641417593653	4034	66.7
TREOSULFAN	21	18	3	0.7481980969291129	1181	85.7
FLUVASTATIN	21	9	12	-0.20033825012464643	1349	42.9
CABOTEGRAVIR;RILPIVIRINE	21	10	11	0.025230502145759382	2067	47.6
TREMELIMUMAB	21	18	3	0.7891827752983611	1244	85.7
RUPATADINE	20	4	16	-1.162505840230137	2644	20.0
NYSTATIN	20	7	13	-0.4226744312017193	1150	35.0
PHENYLEPHRINE	20	9	11	0.14104956677075386	3716	45.0
BELATACEPT	20	19	1	0.9434008744654628	1187	95.0
TENOFOVIR DISOPROXIL FUMARATE	20	10	10	0.10282071854553916	1455	50.0
POTASSIUM CHLORIDE	20	5	15	-0.4350514244467827	944	25.0
METFORMIN;ROSIGLITAZONE	20	20	0	0.6930446996133427	5151	100.0
MACROGOL;POTASSIUM;SODIUM BICARBONATE;SODIUM CHLORIDE	20	10	10	0.005664758941125975	1485	50.0
LIFITEGRAST	20	2	18	-0.7342269185289866	4518	10.0
INOTERSEN	20	20	0	0.7748884821404278	847	100.0
LARONIDASE	20	7	13	-0.17519718306593743	952	35.0
IVERMECTIN	20	4	16	-0.543525997435628	1299	20.0
ETORICOXIB	20	5	15	-0.44444137228330655	987	25.0
HYDROMORPHONE HYDROCHLORIDE	20	10	10	0.08179442504885856	1611	50.0
SAPROPTERIN	20	0	20	-0.7500769023509017	1299	0.0
ICATIBANT	20	1	19	-0.7237776371395724	3353	5.0
TETRABENAZINE	20	5	15	-0.36091683660039503	2096	25.0
INOTUZUMAB	20	15	5	0.31902678461355727	1196	75.0
BRIMONIDINE;TIMOLOL	20	0	20	-0.7050097020722814	1236	0.0
GUAIFENESIN	20	7	13	-0.29902113248086676	1199	35.0
CENEGERMIN	20	0	20	-0.6827083833476146	3729	0.0
ERGOCALCIFEROL	20	3	17	-0.7560612550878347	1399	15.0
VISMODEGIB	20	13	7	0.10648874584064054	4406	65.0
ACETYLSALICYLIC ACID;CAFFEINE;PARACETAMOL	20	2	18	-0.5707222053212673	1578	10.0
CAPTOPRIL	20	4	16	-0.6939446344674518	876	20.0
CASIRIVIMAB;IMDEMIVAB	20	8	12	-0.13102030208742835	1365	40.0
WARFARIN SODIUM	20	15	5	0.3723368748600886	1614	75.0
TRASTUZUMAB DERUXTECAN	20	5	15	-0.607454397539599	5780	25.0
COBIMETINIB	20	10	10	0.039301786982683405	845	50.0
ADAPALENE	20	5	15	-0.30790479267147003	58475	25.0
ELOSULFASE ALFA	20	2	18	-0.5229483702613948	1265	10.0
AVELUMAB	19	14	5	0.34107398637042624	829	73.7
VITAMIN K	19	1	18	-1.5948835894395987	2617	5.3
TOPOTECAN	19	12	7	0.15856524083526238	2139	63.2
DECITABINE	19	15	4	0.4429052506450987	1113	78.9
NORDAZEPAM	19	16	3	0.7079558598556452	1881	84.2
HYDROCHLOROTHIAZIDE;OLMESARTAN	19	1	18	-0.6530635916153591	1249	5.3
ATROPINE	19	10	9	0.078751519157222	1857	52.6
ALUMINIUM;MAGNESIUM	19	3	16	-1.1645474717103534	1538	15.8
MIANSERIN	19	8	11	-0.22582642817881257	1237	42.1
IMIPENEM	19	13	6	0.29319846534686556	912	68.4
SUCRALFATE	19	9	10	0.06653259971389314	2149	47.4
FOSFOMYCIN	19	0	19	-0.9626737653349113	1071	0.0
GUANFACINE	19	13	6	0.40092648549047877	1751	68.4
SODIUM BICARBONATE;SODIUM CHLORIDE	19	1	18	-2.1829791035931443	2723	5.3
ALENDRONATE SODIUM	19	7	12	-0.5793404931246562	6453	36.8
RIPRETINIB	19	6	13	-0.36139333683798397	1884	31.6
DAPSONE	19	4	15	-0.636248412955045	1598	21.1
ALGLUCOSIDASE ALFA	19	6	13	-0.3003965799742259	1076	31.6
CLOFARABINE	18	12	6	0.29533525144594275	928	66.7
REGADENOSON	18	7	11	-0.15681765280933022	1502	38.9
SALICYLIC ACID	18	11	7	0.12217255014438393	2058	61.1
MIDOSTAURIN	18	9	9	-0.14189882531953593	1593	50.0
DELAMANID	18	15	3	0.5931123965297542	881	83.3
URAPIDIL	18	12	6	0.21574671672017287	942	66.7
VITAMIN B7	18	0	18	-1.9662764825828773	1433	0.0
TEICOPLANIN	18	15	3	0.5457680305404278	996	83.3
SAXAGLIPTIN	18	12	6	0.2710425885910905	856	66.7
TELOTRISTAT	18	2	16	-0.4779112058620327	1352	11.1
AMLODIPINE;HYDROCHLOROTHIAZIDE;VALSARTAN	18	10	8	-0.013777989493832089	1034	55.6
SUVOREXANT	18	3	15	-0.47241751471418403	695	16.7
ADEFOVIR	18	16	2	0.8297388851647486	1513	88.9
IVACAFTOR	18	6	12	-0.2995934024779873	1112	33.3
VALPROATE SODIUM	18	12	6	0.23644709148526571	726	66.7
MICAFUNGIN	18	17	1	0.8217829447804761	856	94.4
CLOTRIMAZOLE	18	6	12	-0.8135871757092292	3141	33.3
ESTRADIOL	18	0	18	-2.804994828066596	5752	0.0
PROPYLENE GLYCOL	17	0	17	-1.3387647863129664	2145	0.0
VILAZODONE	17	6	11	-0.2886489197516818	1659	35.3
TRASTUZUMAB EMTANSINE	17	0	17	-1.693906329135105	4276	0.0
ROFLUMILAST	17	14	3	0.6660617553916485	1107	82.4
TRIHEXYPHENIDYL	17	14	3	0.5845743200519212	753	82.4
MINERALS, UNSPECIFIED;VITAMINS, UNSPECIFIED	17	13	4	0.527129689199226	1304	76.5
HEPARIN SODIUM	17	10	7	0.05234825488213515	1048	58.8
GLIPIZIDE	17	8	9	-0.043075771741112316	1303	47.1
VELAGLUCERASE ALFA	17	3	14	-0.46845636020373727	956	17.6
DEXMETHYLPHENIDATE	17	13	4	0.5536672313958123	907	76.5
NEFOPAM	17	12	5	0.4246232885114295	1191	70.6
LEVOTHYROXINE SODIUM	17	6	11	-0.34847831519981554	1527	35.3
MOLNUPIRAVIR	17	11	6	0.19041032956887505	1206	64.7
DRONABINOL	17	8	9	-0.008253271020555971	1720	47.1
LETROZOLE	17	3	14	-1.6084215070653196	12170	17.6
TROPATEPINE	17	15	2	0.6434589748630423	916	88.2
CLORAZEPIC ACID	17	16	1	0.7012622688095689	1050	94.1
DEXTROPROPOXYPHENE	16	7	9	-0.062496040372151715	3270	43.8
MENTHOL	16	5	11	-0.6541399301471109	1367	31.2
ALBUTEROL SULFATE	16	2	14	-0.5226223676113699	900	12.5
DORZOLAMIDE;TIMOLOL	16	3	13	-0.5169639359279109	743	18.8
ARMODAFINIL	16	2	14	-0.5477719376875462	856	12.5
TRABECTEDIN	16	5	11	-0.27876353125605513	1076	31.2
FRUQUINTINIB	16	6	10	-0.15864125976950844	1757	37.5
VITAMIN E	16	5	11	-0.8018491429798329	1774	31.2
DEFIBROTIDE	16	15	1	0.8017092236568459	1136	93.8
PROPAFENONE	16	8	8	-0.015374316130244398	923	50.0
ATROPINE;DIPHENOXYLATE	16	9	7	0.2340374987100883	2911	56.2
PANTOPRAZOLE SODIUM	16	14	2	0.48774587431911953	875	87.5
GADOBENIC ACID	16	2	14	-0.447120171581983	1084	12.5
LORATADINE;PSEUDOEPHEDRINE	16	1	15	-0.634883086996104	796	6.2
PRAZEPAM	15	9	6	0.08883287445791309	857	60.0
PERPHENAZINE	15	8	7	-0.12276196878261682	1466	53.3
QUINAPRIL	15	4	11	-0.3068144770517739	1413	26.7
