drug_name	total_signals	female_signals	male_signals	mean_log_ratio	total_reports	pct_female
METHYLPREDNISOLONE SODIUM SUCCINATE	68	62	6	0.7716483349780594	6084	91.2
CANAKINUMAB	68	18	50	-0.7298848959464155	8363	26.5
MELATONIN	68	21	47	-0.8293837743808876	10102	30.9
SELEXIPAG	68	17	51	-0.40778861137027755	9130	25.0
SODIUM AUROTHIOMALATE	68	21	47	-1.052110389684542	31937	30.9
BROMAZEPAM	68	36	32	0.04687360444297486	5743	52.9
GOLD (198 AU)	68	19	49	-0.9305631503453793	28219	27.9
DICLOFENAC SODIUM	67	18	49	-0.26428815737267797	13275	26.9
OLMESARTAN	67	33	34	-0.15651728838482148	7031	49.3
OXYCODONE HYDROCHLORIDE	67	40	27	0.3655821219201159	7273	59.7
PRAVASTATIN	67	25	42	-0.22668696663454174	4718	37.3
OFATUMUMAB	67	8	59	-0.6881456289483717	8347	11.9
PHENOBARBITAL	66	40	26	0.10663365372749814	7038	60.6
LOPINAVIR;RITONAVIR	66	36	30	0.10211005293915418	7356	54.5
CALCIUM;ICODEXTRIN;MAGNESIUM;SODIUM CHLORIDE;SODIUM LACTATE	66	36	30	0.0936002334025951	10912	54.5
RABEPRAZOLE	65	21	44	-0.6044654134372607	7053	32.3
ETHANOL	65	51	14	0.5210049700778608	9246	78.5
COCAINE	65	48	17	0.4861358129670547	12901	73.8
CLOBAZAM	64	22	42	-0.2811489471263211	5944	34.4
VEMURAFENIB	64	39	25	0.2103911366503328	4553	60.9
NORTRIPTYLINE	64	31	33	0.042192827634561114	12006	48.4
AXITINIB	64	38	26	0.1973280343953558	8337	59.4
PEGINTERFERON ALFA-2B	64	35	29	0.06076503766234932	6892	54.7
EPOPROSTENOL	64	18	46	-0.4231764482171462	10373	28.1
UNSATURATED FATTY ACIDS	64	39	25	0.1629678686917519	7983	60.9
TERBINAFINE	63	28	35	-0.09430668631677197	4726	44.4
ATORVASTATIN CALCIUM	63	12	51	-0.41833885866216175	4687	19.0
GANCICLOVIR	63	50	13	0.565578193601652	5067	79.4
ETHAMBUTOL	63	42	21	0.31895400254719625	4766	66.7
VALGANCICLOVIR	62	45	17	0.45807370263134317	4652	72.6
OXYBUTYNIN	62	9	53	-0.9384676062481782	11937	14.5
NIRMATRELVIR;RITONAVIR	62	23	39	-0.2600754545908869	6581	37.1
DONEPEZIL	62	29	33	-0.02063281247785293	4214	46.8
AXICABTAGENE CILOLEUCEL	62	58	4	0.708042319626136	8488	93.5
VERAPAMIL	62	26	36	-0.1188064233161628	5617	41.9
RANIBIZUMAB	62	26	36	-0.15017674179586235	5060	41.9
THALIDOMIDE	62	46	16	0.4177930227078264	3663	74.2
ALTEPLASE	62	45	17	0.3883905603953669	5997	72.6
INDAPAMIDE	62	33	29	-0.1269082060008297	6117	53.2
BLEOMYCIN	61	53	8	0.780996097605748	4675	86.9
BRENTUXIMAB VEDOTIN	61	45	16	0.3994555190508255	4545	73.8
ESOMEPRAZOLE MAGNESIUM	61	28	33	-0.05078664356117274	6382	45.9
PIOGLITAZONE	61	55	6	0.7549133854233656	4118	90.2
DURVALUMAB	61	52	9	0.6763297027516303	3315	85.2
VORTIOXETINE	61	19	42	-0.30668198794890406	5014	31.1
KETOROLAC	60	12	48	-0.7921898323694756	5504	20.0
MULTIENZYMES	60	27	33	-0.10174437864882542	3112	45.0
NIFEDIPINE	60	18	42	-0.3559193680377123	4618	30.0
INFLUENZA VACCINE	60	24	36	-0.389797106837084	5522	40.0
KETOPROFEN	59	39	20	0.5920496330630745	10727	66.1
METFORMIN HYDROCHLORIDE	59	30	29	0.028134377640623025	3394	50.8
C1-INHIBITOR	59	42	17	0.6237776682163971	26343	71.2
TOBRAMYCIN	59	20	39	-0.290622668169543	4193	33.9
DARUNAVIR	58	32	26	0.11164504736790605	4812	55.2
ALBENDAZOLE	58	3	55	-1.0757247697182253	5573	5.2
DALTEPARIN	58	15	43	-0.8998590332545178	6601	25.9
BECLOMETASONE	58	15	43	-0.4597509177685147	7869	25.9
METFORMIN;SITAGLIPTIN	58	28	30	-0.03313463128076948	3473	48.3
CHLORPROMAZINE	57	35	22	0.1723253036956182	4798	61.4
FENOFIBRATE	57	23	34	-0.14200335724228283	3845	40.4
AFLIBERCEPT	57	23	34	-0.214098424227967	4951	40.4
BISACODYL	57	14	43	-0.8266264644373446	10870	24.6
SUMATRIPTAN	57	12	45	-0.5148334008881212	9694	21.1
DAPTOMYCIN	56	44	12	0.6106650496931719	5190	78.6
ERYTHROMYCIN	55	12	43	-0.7796692488836197	8080	21.8
FORMOTEROL	55	26	29	-0.1325006932025616	6947	47.3
DEFERASIROX	55	31	24	0.09141216019092145	3772	56.4
INDOMETACIN	55	46	9	0.8858159125092133	8701	83.6
EFAVIRENZ;EMTRICITABINE;TENOFOVIR	54	30	24	0.2319222811588046	34242	55.6
CLADRIBINE	54	11	43	-0.5610353133533338	4195	20.4
ALIROCUMAB	53	9	44	-0.5851637750792695	5176	17.0
PERTUZUMAB	53	4	49	-2.0129340262174438	17772	7.5
ABACAVIR;LAMIVUDINE	53	37	16	0.7766237004497145	6734	69.8
OSIMERTINIB	53	38	15	0.30910588341594164	3873	71.7
COBICISTAT;ELVITEGRAVIR;EMTRICITABINE;TENOFOVIR	53	29	24	0.24649707316886163	25522	54.7
SODIUM BICARBONATE	53	18	35	-0.4158246205771567	4663	34.0
TRIMETHOPRIM	53	16	37	-0.41477829134091115	4970	30.2
ACLIDINIUM	52	20	32	-0.19881991505018942	6298	38.5
PANITUMUMAB	52	38	14	0.36380336302294913	4574	73.1
FAMOTIDINE	52	11	41	-0.535405843167253	3570	21.2
AMISULPRIDE	52	31	21	0.17011574301070911	4395	59.6
AVAPRITINIB	52	6	46	-0.48947973479626966	4901	11.5
SOLIFENACIN	52	3	49	-0.8845078594815535	3796	5.8
CYCLOSPORINE	52	27	25	0.06578473979012327	4211	51.9
VINORELBINE	52	30	22	0.14035597369833	5631	57.7
MEBEVERINE	52	0	52	-1.9206192290674766	5220	0.0
EFAVIRENZ	52	33	19	0.259403660877919	5612	63.5
TAMSULOSIN	52	42	10	1.0800234073621184	11461	80.8
PSEUDOEPHEDRINE	51	25	26	0.39609699178681596	45011	49.0
DOXAZOSIN	51	24	27	-0.2624217443002247	4873	47.1
ASPARAGINASE	51	29	22	0.19092944487480068	3880	56.9
OMBITASVIR;PARITAPREVIR;RITONAVIR	51	44	7	0.549896188541187	3577	86.3
THIOTEPA	51	44	7	0.7091604092825335	3276	86.3
EDOXABAN	50	37	13	0.5002291963319084	4862	74.0
DROXIDOPA	50	31	19	0.13575570023980033	5766	62.0
LACTULOSE	50	32	18	0.5974858699342847	7861	64.0
OXYMORPHONE	50	34	16	0.27952779175827186	8837	68.0
PRASUGREL	50	48	2	0.7561091514558973	3548	96.0
QUETIAPINE FUMARATE	50	26	24	0.08656591090932415	4751	52.0
RANITIDINE HYDROCHLORIDE	50	50	0	0.7909585396422939	13481	100.0
BUSPIRONE	50	14	36	-0.45930195770400783	3946	28.0
RIOCIGUAT	49	30	19	0.14714799470612616	4723	61.2
ROPINIROLE	49	13	36	-0.4201789731869219	3195	26.5
SIPONIMOD	48	2	46	-0.8325779193209252	4986	4.2
PETHIDINE	48	13	35	-0.4503989044039649	11100	27.1
LORATADINE	48	19	29	-0.09773310892419979	4098	39.6
ZUCLOPENTHIXOL	48	29	19	0.4637767025650072	8752	60.4
CEFALEXIN	48	18	30	-0.5150142987851501	5925	37.5
BLINATUMOMAB	48	29	19	0.273549051170805	4358	60.4
LATANOPROST	47	15	32	-0.2681246714172691	8915	31.9
ROSIGLITAZONE	47	44	3	0.5986583327544995	28486	93.6
MIFEPRISTONE	47	0	47	-1.0697655841323543	6014	0.0
ZIDOVUDINE	47	28	19	0.10926609737815102	3795	59.6
PYRAZINAMIDE	47	38	9	0.5744112869766754	3069	80.9
ASENAPINE	47	20	27	-0.1218761491731634	8171	42.6
DASABUVIR;OMBITASVIR;PARITAPREVIR;RITONAVIR	47	23	24	0.03965331686126271	3459	48.9
BOCEPREVIR	47	30	17	0.2194689795084155	4514	63.8
CINACALCET	46	24	22	0.02209290148606013	2992	52.2
TESTOSTERONE	46	34	12	1.3469524677840305	20090	73.9
TISAGENLECLEUCEL	46	41	5	0.5881277210574569	4630	89.1
TRIPTORELIN	46	20	26	-0.15018459454529945	4061	43.5
DESVENLAFAXINE	46	5	41	-0.6694429881446385	3926	10.9
PEGINTERFERON BETA-1A	46	0	46	-0.7517344310825599	8004	0.0
ITRACONAZOLE	45	26	19	0.16767927086309678	2893	57.8
LOXAPINE	45	30	15	0.17099107352168508	3681	66.7
AMFETAMINE;DEXAMFETAMINE	45	22	23	-0.045604440650539944	3543	48.9
HYDRALAZINE	45	29	16	0.22311040030339518	4948	64.4
RISEDRONIC ACID	45	11	34	-0.8116379800253006	11120	24.4
GENTAMICIN	45	28	17	0.22778272740113203	3073	62.2
NITROFURANTOIN	45	9	36	-0.9815258321406906	4610	20.0
SKIN CARE	45	5	40	-0.85843590630174	44150	11.1
ROTIGOTINE	44	9	35	-0.3990997081905779	2714	20.5
PROMETHAZINE	44	14	30	-0.3444103565137065	3102	31.8
RAVULIZUMAB	44	9	35	-0.4688058488893491	3879	20.5
CANNABIS SPP	44	35	9	0.6439613696846145	4895	79.5
NEVIRAPINE	44	28	16	0.13251906040647415	3277	63.6
OLAPARIB	44	22	22	0.12148436151346811	12250	50.0
CORTICOTROPIN	43	7	36	-0.5161262393255638	2908	16.3
ABACAVIR;DOLUTEGRAVIR;LAMIVUDINE	43	29	14	0.6249325628596957	3665	67.4
EFINACONAZOLE	43	29	14	0.48057169765869306	3941	67.4
BREXPIPRAZOLE	43	14	29	-0.1951185665570979	3284	32.6
DOCUSATE	43	10	33	-0.7563779934657946	3543	23.3
BIMATOPROST	43	15	28	-0.18467098915471875	10020	34.9
CLOMIPRAMINE	43	18	25	-0.25600190830169695	4255	41.9
LINAGLIPTIN	42	22	20	-0.005007550654069114	5496	52.4
LEVODOPA	42	31	11	0.4440712847746328	2057	73.8
FEBUXOSTAT	42	35	7	0.5868046387559905	2675	83.3
DACARBAZINE	42	32	10	0.44697916933509063	3044	76.2
CLOFAZIMINE	42	31	11	0.35362601244546177	2465	73.8
SODIUM PHOSPHATE	42	19	23	-0.5008606990510638	4710	45.2
CYAMEMAZINE	42	34	8	0.5152973331503653	3609	81.0
ALCOHOL	42	26	16	0.24489516986235665	7108	61.9
NUTRIENTS, UNSPECIFIED	42	21	21	-0.04521943175867673	5529	50.0
REMDESIVIR	42	37	5	0.6223787557026702	2485	88.1
VITAMINS, UNSPECIFIED	42	29	13	0.2676655273094977	4473	69.0
HYALURONIDASE;IMMUNOGLOBULINS, UNSPECIFIED	42	18	24	-0.17949403047064816	3759	42.9
ABACAVIR	42	29	13	0.7736306164684139	5887	69.0
SILDENAFIL CITRATE	42	40	2	0.9551626895927818	3067	95.2
POLATUZUMAB VEDOTIN	41	33	8	0.5665491465403871	3230	80.5
CEFEPIME	41	33	8	0.5131163354674362	3313	80.5
RILPIVIRINE	41	20	21	0.07115386242770497	3756	48.8
DOXORUBICIN HYDROCHLORIDE	41	31	10	0.4089564563805746	3180	75.6
LANREOTIDE	41	22	19	0.01882158805778392	2483	53.7
CEFTAZIDIME	41	31	10	0.4052369358941967	2854	75.6
AGALSIDASE BETA	41	11	30	-0.3999884264608431	3732	26.8
INDACATEROL	41	33	8	0.7853437400295906	4420	80.5
DIAMORPHINE	41	34	7	0.6722277109061039	9051	82.9
VINBLASTINE	40	33	7	0.5596868208786143	2535	82.5
VITAMIN B6	40	10	30	-0.8419806014571449	4428	25.0
RAMUCIRUMAB	40	32	8	0.491021658617057	3243	80.0
OFLOXACIN	40	8	32	-0.6199649904915874	2607	20.0
GLYCOPYRRONIUM;INDACATEROL	40	27	13	0.42294009918032094	3756	67.5
AMINOSALICYLIC ACID	40	27	13	0.6234976652290236	9133	67.5
CALCITRIOL	40	12	28	-1.0394783348509085	5437	30.0
LEVOMEPROMAZINE	40	29	11	0.4930474387904706	3042	72.5
IDARUBICIN	39	29	10	0.4822423442485393	2865	74.4
CLOBETASOL	39	6	33	-0.6062175669318578	2843	15.4
ISOSORBIDE MONONITRATE	39	25	14	0.2792480104908401	5605	64.1
HYDROXYCARBAMIDE	39	18	21	-0.1129436330867214	2391	46.2
BRIMONIDINE	39	5	34	-0.539162391837138	6576	12.8
TRAMADOL HYDROCHLORIDE	39	23	16	0.12245287702802582	3764	59.0
CARMUSTINE	39	36	3	0.8314175560780931	2478	92.3
CARIPRAZINE	39	1	38	-0.83264742774827	2292	2.6
PNEUMOCOCCAL VACCINE	39	20	19	0.05233408534630115	4732	51.3
ARTIFICIAL TEARS	39	8	31	-0.39818713610645057	8765	20.5
TAPENTADOL	39	17	22	-0.16290978342216997	2472	43.6
DEVICE, UNSPECIFIED	39	31	8	0.3494780753380639	4110	79.5
APOMORPHINE	39	9	30	-0.38553226592382656	3444	23.1
PEGVISOMANT	39	4	35	-0.6878561070871483	2012	10.3
FEXOFENADINE	39	8	31	-0.5139045832877597	3495	20.5
CETIRIZINE HYDROCHLORIDE	38	13	25	-0.20307346013086455	9549	34.2
PALIVIZUMAB	38	20	18	0.03558611231022457	3904	52.6
NEBIVOLOL	38	19	19	0.024411223085504963	2650	50.0
FOSCARBIDOPA;FOSLEVODOPA	38	16	22	-0.07250519966362236	2590	42.1
FACTOR VIII	38	28	10	0.5688530099787058	10033	73.7
EMTRICITABINE;RILPIVIRINE;TENOFOVIR	38	16	22	-0.09441256249311714	15238	42.1
ASFOTASE ALFA	38	3	35	-0.8065902313039732	4821	7.9
ALISKIREN	38	19	19	0.39333309260460064	4885	50.0
TOLVAPTAN	38	31	7	0.4968488785073248	2824	81.6
PALBOCICLIB	38	18	20	-0.33644861099180207	56177	47.4
GUSELKUMAB	38	11	27	-0.366469105670879	2500	28.9
CRIZOTINIB	38	23	15	0.10867939119998837	1926	60.5
GLIMEPIRIDE	38	31	7	0.536472199232614	4550	81.6
DASABUVIR	37	32	5	0.57973758149207	3098	86.5
DEXTROMETHORPHAN	37	27	10	0.4767650923053197	4161	73.0
PEGVALIASE	37	0	37	-0.7895731801412916	4040	0.0
VASOPRESSIN	37	25	12	0.18019504592224014	3881	67.6
ALIMEMAZINE	37	22	15	0.19640379008420494	3759	59.5
EPLERENONE	37	27	10	0.5166241043418527	2749	73.0
CASPOFUNGIN	37	34	3	0.8056959165246358	2247	91.9
DACLATASVIR	37	30	7	0.450890752564579	3020	81.1
FLUDARABINE PHOSPHATE	37	36	1	0.8696152137627927	1789	97.3
DOXEPIN	37	11	26	-0.5914186272984445	3201	29.7
URSODEOXYCHOLIC ACID	36	13	23	-0.223322216930319	1876	36.1
AMFETAMINE	36	23	13	0.16965494823670976	3438	63.9
GOSERELIN	36	24	12	0.31902208402146864	4632	66.7
CHLORHEXIDINE	36	22	14	0.6119447587642105	41626	61.1
BARICITINIB	36	9	27	-0.5246244003805283	3081	25.0
BENZYLPENICILLIN	36	11	25	-0.5445755205550138	2743	30.6
AZTREONAM	36	19	17	0.10001221816993684	3121	52.8
RANOLAZINE	36	30	6	0.5040620618782742	3737	83.3
LEVOCETIRIZINE	36	18	18	-0.017871602063769827	3737	50.0
GALCANEZUMAB	36	2	34	-0.7518208856241022	11147	5.6
FLECAINIDE	36	20	16	0.10415842839762593	2786	55.6
OZANIMOD	35	2	33	-0.6917669301202678	2783	5.7
OLODATEROL;TIOTROPIUM	35	14	21	-0.25242331676175433	2731	40.0
ACETYLCYSTEINE	35	18	17	-0.261918194151116	3403	51.4
METAMFETAMINE	35	28	7	0.6069413550784208	3921	80.0
CAFFEINE	35	28	7	1.013506531780175	5228	80.0
EPOETIN ALFA	35	18	17	0.07509076874087263	1936	51.4
TIPIRACIL;TRIFLURIDINE	35	26	9	0.37806919941316103	2084	74.3
MEMANTINE	35	19	16	0.011078397894115641	2048	54.3
TIZANIDINE	35	5	30	-0.6559479732159702	2462	14.3
VITAMIN B2	34	17	17	-0.056532669994725004	3873	50.0
AMANTADINE	34	13	21	-0.16548759957443032	2059	38.2
ROMIPLOSTIM	34	19	15	-0.002079267106813923	2424	55.9
CALCIUM;GLUCOSE;MAGNESIUM;SODIUM CHLORIDE;SODIUM LACTATE	34	20	14	0.14844642597797908	4591	58.8
BINIMETINIB	34	18	16	0.07684331299617486	2253	52.9
CABOTEGRAVIR	34	16	18	0.035382574106279145	4749	47.1
AMLODIPINE;VALSARTAN	34	23	11	0.27137048115103024	2330	67.6
VIGABATRIN	34	18	16	0.024119208969746293	3242	52.9
BOSUTINIB	34	18	16	0.045365297725729815	2114	52.9
GILTERITINIB	33	28	5	0.5793958749703244	2385	84.8
SUFENTANIL	33	16	17	-0.11778830488145915	2519	48.5
TEPROTUMUMAB	33	0	33	-0.8841986617980738	3223	0.0
ACETAMINOPHEN\OXYCODONE HYDROCHLORIDE\OXYCODONE TEREPHTHALATE	33	26	7	0.4564986635359111	4849	78.8
BENRALIZUMAB	33	11	22	-0.2397848987965026	2719	33.3
CANNABINOIDS	32	24	8	0.4781116844452491	3064	75.0
RIFAXIMIN	32	25	7	0.44207509423615776	2821	78.1
MITOXANTRONE	32	27	5	0.5355276929118269	1661	84.4
SOFOSBUVIR;VELPATASVIR	32	19	13	0.15052504059651706	2948	59.4
TRETINOIN	32	17	15	0.18659849801915518	3816	53.1
IVABRADINE	32	14	18	-0.17429277574750565	3116	43.8
PLACEBO, TRIAL	32	26	6	0.5953569864836608	1737	81.2
BIPERIDEN	32	23	9	0.3568306382893725	1812	71.9
ACALABRUTINIB	31	27	4	0.5230341398690544	1381	87.1
VALBENAZINE	31	6	25	-0.4344860860302078	1712	19.4
BEDAQUILINE	31	26	5	0.5224396912662871	1790	83.9
ABALOPARATIDE	31	2	29	-0.7631993249714256	14087	6.5
CEFAZOLIN	31	15	16	-0.08776995723622202	2311	48.4
METOPROLOL SUCCINATE	30	13	17	-0.11034289360047739	1865	43.3
INGENOL	30	4	26	-0.6048304656082102	3919	13.3
ACITRETIN	30	9	21	-0.5226348337733675	2632	30.0
PROCARBAZINE	30	22	8	0.5474608263096113	2093	73.3
SALMETEROL	30	6	24	-0.8223494304400318	2483	20.0
FLUVOXAMINE	30	10	20	-0.3357788497879971	2125	33.3
SEVOFLURANE	30	15	15	0.05023344733145274	2013	50.0
CANDESARTAN;HYDROCHLOROTHIAZIDE	30	13	17	-0.4555616135869659	2501	43.3
AMIODARONE HYDROCHLORIDE	30	16	14	0.12531694128698362	1892	53.3
ZONISAMIDE	30	20	10	0.19870725390693814	2195	66.7
FENTANYL CITRATE	29	21	8	0.3430833527703816	3344	72.4
SIMEPREVIR	29	21	8	0.32661975208210203	4397	72.4
ACYCLOVIR	29	21	8	0.43297414597053185	1926	72.4
ATAZANAVIR	29	12	17	-0.3185214817159446	3310	41.4
GLECAPREVIR;PIBRENTASVIR	29	11	18	-0.18264667048188934	4559	37.9
IDELALISIB	29	23	6	0.5213215589350668	1268	79.3
TIOGUANINE	29	24	5	0.5518126999943169	1524	82.8
LERCANIDIPINE	29	18	11	0.2795864324349214	2209	62.1
METFORMIN;VILDAGLIPTIN	29	24	5	0.5257624242066472	2253	82.8
BENSERAZIDE;LEVODOPA	29	21	8	0.4992006584739304	1626	72.4
MESNA	29	15	14	-0.01542599537006202	1838	51.7
SCOPOLAMINE	28	11	17	-0.29149031385386553	2278	39.3
DOBUTAMINE	28	10	18	-0.6553516668237297	3646	35.7
LITHIUM CARBONATE	28	18	10	0.18401391665053454	1611	64.3
FOSCARNET	28	22	6	0.573667893349504	2077	78.6
DESLORATADINE	28	14	14	0.053248855437947266	2018	50.0
VOXELOTOR	28	7	21	-0.4130558527858227	1913	25.0
MODAFINIL	28	2	26	-0.6922723217179881	1560	7.1
ISATUXIMAB	28	19	9	0.3786388893746386	1687	67.9
PHENOXYMETHYLPENICILLIN	28	2	26	-0.8159488788470792	1670	7.1
GADOBUTROL	28	2	26	-0.6933899985619361	2687	7.1
ALECTINIB	28	15	13	0.04962095658860872	1809	53.6
KETOCONAZOLE	28	4	24	-0.6479201029964105	2276	14.3
ELEXACAFTOR;IVACAFTOR;TEZACAFTOR	27	9	18	-0.23988609140129602	1887	33.3
ESKETAMINE	27	9	18	-0.2779006384162085	1499	33.3
SODIUM CITRATE	27	1	26	-1.457877400784133	7419	3.7
NUSINERSEN	27	10	17	-0.22856003064981514	2464	37.0
FLUPENTIXOL	27	19	8	0.5593330719005457	6571	70.4
EPTINEZUMAB	27	0	27	-1.1895311887812028	4194	0.0
METHOXY POLYETHYLENE GLYCOL-EPOETIN BETA	27	14	13	0.02242051751298871	4078	51.9
DESMOPRESSIN	27	7	20	-0.46869263716336323	1690	25.9
FENFLURAMINE	27	18	9	0.21979312150079272	1298	66.7
BRIVARACETAM	27	10	17	-0.24861954438700026	1791	37.0
SOTROVIMAB	26	0	26	-0.8328303254088633	1558	0.0
INCLISIRAN	26	9	17	-0.26119157751552724	1522	34.6
OXYGEN	26	21	5	0.5070335916854961	1734	80.8
BICTEGRAVIR;EMTRICITABINE;TENOFOVIR	26	15	11	0.31095105211110285	1926	57.7
TIGECYCLINE	26	22	4	0.5964232343273166	1354	84.6
MONTELUKAST SODIUM	26	9	17	-0.42957495526219713	1694	34.6
RASAGILINE	26	16	10	0.12982938548831702	1450	61.5
ROSUVASTATIN CALCIUM	26	12	14	0.0471271204954323	1762	46.2
VITAMIN A	26	3	23	-1.295915523985859	3542	11.5
BISOPROLOL FUMARATE	26	11	15	-0.14660316340451662	1292	42.3
MACROGOL;POTASSIUM;SODIUM CHLORIDE;SODIUM SULFATE;VITAMIN C	26	4	22	-0.5482785068386945	1375	15.4
CARBIDOPA;ENTACAPONE;LEVODOPA	26	16	10	0.2555852324001094	1658	61.5
BUMETANIDE	26	12	14	-0.01914678293180972	1617	46.2
LORMETAZEPAM	25	15	10	0.21181024020861006	2269	60.0
PARICALCITOL	25	22	3	0.5579581514412468	1567	88.0
IMATINIB MESYLATE	25	21	4	0.6171691828660154	1363	84.0
STAVUDINE	25	17	8	0.3234667521808079	2023	68.0
LINACLOTIDE	25	9	16	-0.21581227617893337	2242	36.0
GLIBENCLAMIDE	25	14	11	0.11893319438629608	1303	56.0
ENCORAFENIB	25	18	7	0.3425754968406293	1329	72.0
VILDAGLIPTIN	25	17	8	0.2808330433036718	1787	68.0
PERAMPANEL	25	10	15	-0.18559376415550766	1611	40.0
ZINC	25	17	8	0.25284364612179194	3301	68.0
DIROXIMEL FUMARATE	25	0	25	-0.8681665113217619	3701	0.0
OXYMETAZOLINE	25	6	19	-0.5685419658661027	2281	24.0
CALCIUM;VITAMIN D, UNSPECIFIED	25	2	23	-1.2655432251887269	1464	8.0
FLUINDIONE	24	23	1	0.8285185841195447	2088	95.8
IOPROMIDE	24	7	17	-0.3271853730193351	1375	29.2
GALANTAMINE	24	4	20	-0.4035706215741281	1635	16.7
HYDROCHLOROTHIAZIDE;LOSARTAN	24	16	8	0.2726490285096606	1881	66.7
HYDROCHLOROTHIAZIDE;LISINOPRIL	24	19	5	0.3088742706611846	2023	79.2
AFATINIB	24	14	10	0.09838534808031157	1868	58.3
TEMSIROLIMUS	24	23	1	0.7387999725317701	1166	95.8
CALCIUM CARBONATE	24	2	22	-0.9452399550550187	1140	8.3
CANNABIDIOL	24	13	11	0.09346537735455984	1599	54.2
SOTALOL	24	14	10	0.1927692224422439	1291	58.3
SERTRALINE HYDROCHLORIDE	24	9	15	-0.47310372808490336	1316	37.5
DORNASE ALFA	24	8	16	-0.23500660402201579	1550	33.3
HERBALS, UNSPECIFIED	24	6	18	-0.8578002440907637	2054	25.0
CHLORPHENAMINE	24	6	18	-0.6769258046747292	1435	25.0
FONDAPARINUX	24	14	10	0.18670085996195	1374	58.3
IVACAFTOR;LUMACAFTOR	24	3	21	-0.5594103604702223	1278	12.5
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	24	16	8	0.33058170402443515	4392	66.7
METOPROLOL TARTRATE	24	8	16	-0.36291437040424585	1058	33.3
CARISOPRODOL	23	6	17	-0.40448726612032976	1817	26.1
HYDROXYCHLOROQUINE DIPHOSPHATE	23	2	21	-0.9662556206838157	2573	8.7
ERTAPENEM	23	6	17	-0.14315408544959327	3051	26.1
ALENDRONIC ACID;VITAMIN D3	23	1	22	-1.9133420847181304	7963	4.3
LEVOFOLINIC ACID	23	14	9	0.1557517688725733	1319	60.9
FOSAPREPITANT	23	18	5	0.8347435889882953	2781	78.3
FREMANEZUMAB	23	2	21	-0.7574016681801347	4218	8.7
PHENPROCOUMON	23	18	5	0.5527880395263446	1515	78.3
ILOPROST	23	18	5	0.3499425058236131	2475	78.3
PERFLUTREN	23	3	20	-0.6503008983804174	2409	13.0
ENFORTUMAB VEDOTIN	23	17	6	0.32375186372358816	1747	73.9
WATER	23	6	17	-0.5330270680052996	1100	26.1
BUDESONIDE;FORMOTEROL;GLYCOPYRRONIUM	23	16	7	0.22126761652093685	1142	69.6
GEMCITABINE HYDROCHLORIDE	23	16	7	0.21995424179098433	1366	69.6
LIOTHYRONINE	23	3	20	-1.1749749237671716	1941	13.0
AMPICILLIN	23	9	14	-0.1856364584967497	1721	39.1
CEFOTAXIME	23	18	5	0.6947930313330094	1278	78.3
BUPROPION;NALTREXONE	23	0	23	-0.872068916880608	2772	0.0
BAMLANIVIMAB	22	8	14	-0.16544819745492226	1949	36.4
LABETALOL	22	4	18	-1.099578704270234	3714	18.2
EMTRICITABINE	22	14	8	0.225315560940117	1551	63.6
BENDAMUSTINE HYDROCHLORIDE	22	20	2	0.7231554714179977	1066	90.9
VITAMIN B1	22	17	5	0.7537385400858909	2704	77.3
DOFETILIDE	22	12	10	0.04081137994834099	1870	54.5
BIMEKIZUMAB	22	7	15	-0.2904399453130627	1572	31.8
LEUCOVORIN	22	8	14	-0.10492393575283945	1305	36.4
DACTINOMYCIN	22	9	13	-0.2370260712960056	1501	40.9
LUMATEPERONE	22	3	19	-0.5329418678242259	1578	13.6
DIMENHYDRINATE	22	12	10	0.1046484667050292	4074	54.5
CHLORMETHINE	22	3	19	-0.5015754145283802	1392	13.6
TRALOKINUMAB	22	1	21	-0.760788638097779	1951	4.5
BROLUCIZUMAB	22	9	13	-0.16752834498101363	1523	40.9
PATIROMER	22	16	6	0.3856305204395474	1465	72.7
TAFAMIDIS	22	19	3	0.5582543308517068	1648	86.4
LORLATINIB	22	8	14	-0.1404451344962414	1148	36.4
GADOTERIC ACID	22	4	18	-0.4792213026746142	2406	18.2
REPAGLINIDE	22	15	7	0.2904018538099563	1746	68.2
BENZATROPINE	22	11	11	-0.008544667770853644	1327	50.0
EPCORITAMAB	22	18	4	0.6066593009210348	2219	81.8
ALBUMIN	22	10	12	-0.15565907915726962	1412	45.5
CLOPIDOGREL BISULFATE	22	19	3	0.6251061610746411	1016	86.4
BCG VACCINE	22	21	1	0.955787728488863	1701	95.5
PAROXETINE HYDROCHLORIDE	22	5	17	-0.427680724980722	1387	22.7
BELIMUMAB	22	2	20	-1.1646900940666904	5959	9.1
ALPHA-1-ANTITRYPSIN	22	3	19	-0.5435886800747158	1164	13.6
NITROGLYCERIN	22	6	16	-0.20078842219878454	1624	27.3
VOCLOSPORIN	22	3	19	-0.6323255206349132	2812	13.6
SODIUM PICOSULFATE	22	7	15	-1.179705301357762	3545	31.8
ENTECAVIR	21	18	3	0.6278521042861753	1012	85.7
ENTACAPONE	21	16	5	0.5922392819354035	1421	76.2
CILASTATIN;IMIPENEM	21	17	4	0.5785325461358303	1062	81.0
FESOTERODINE	21	5	16	-0.506575878774258	1273	23.8
IODIXANOL	21	5	16	-0.38194514916589484	1073	23.8
NALOXONE	21	19	2	0.6928952676721927	1118	90.5
