kg_node_id,kg_drug_name,chembl_id,atc_code,atc_name,atc_l1,atc_l1_desc,atc_l2,atc_l2_desc,atc_l3,atc_l3_desc,atc_l4,atc_l4_desc,source
DRUG:LANTHANUM CARBONATE,LANTHANUM CARBONATE,CHEMBL2096647,V03AE03,lanthanum carbonate,V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AE,Drugs for treatment of hyperkalemia and hyperphosphatemia,ChEMBL_36
DRUG:LAPATINIB,LAPATINIB,CHEMBL554,L01EH01,lapatinib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,PROTEIN KINASE INHIBITORS,L01EH,Human epidermal growth factor receptor 2 (HER2) tyrosine kinase inhibitors,ChEMBL_36
DRUG:LARONIDASE,LARONIDASE,CHEMBL1201595,A16AB05,laronidase,A,ALIMENTARY TRACT AND METABOLISM,A16,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,A16A,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,A16AB,Enzymes,ChEMBL_36
DRUG:LAROTRECTINIB,LAROTRECTINIB,CHEMBL3889654,L01EX12,larotrectinib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,PROTEIN KINASE INHIBITORS,L01EX,Other protein kinase inhibitors,ChEMBL_36
DRUG:LASMIDITAN,LASMIDITAN,CHEMBL3039520,N02CC08,lasmiditan,N,NERVOUS SYSTEM,N02,ANALGESICS,N02C,ANTIMIGRAINE PREPARATIONS,N02CC,Selective serotonin (5HT1) agonists,ChEMBL_36
DRUG:LATANOPROST,LATANOPROST,CHEMBL1051,S01EE01,latanoprost,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EE,Prostaglandin analogues,ChEMBL_36
DRUG:LATANOPROSTENE BUNOD,LATANOPROSTENE BUNOD,CHEMBL2364612,S01EE06,latanoprostene bunod,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EE,Prostaglandin analogues,ChEMBL_36
DRUG:LAZERTINIB,LAZERTINIB,CHEMBL4558324,L01EB09,lazertinib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,PROTEIN KINASE INHIBITORS,L01EB,Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors,ChEMBL_36
DRUG:LEBRIKIZUMAB,LEBRIKIZUMAB,CHEMBL1743035,D11AH10,lebrikizumab,D,DERMATOLOGICALS,D11,OTHER DERMATOLOGICAL PREPARATIONS,D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11AH,"Agents for dermatitis, excluding corticosteroids",ChEMBL_36
DRUG:LECANEMAB,LECANEMAB,CHEMBL3833321,N06DX04,lecanemab,N,NERVOUS SYSTEM,N06,PSYCHOANALEPTICS,N06D,ANTI-DEMENTIA DRUGS,N06DX,Other anti-dementia drugs,ChEMBL_36
DRUG:LEFLUNOMIDE,LEFLUNOMIDE,CHEMBL960,L04AK01,leflunomide,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AK,Dihydroorotate dehydrogenase (DHODH) inhibitors,ChEMBL_36
DRUG:LEMBOREXANT,LEMBOREXANT,CHEMBL3545367,N05CJ02,lemborexant,N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CJ,Orexin receptor antagonists,ChEMBL_36
DRUG:LENACAPAVIR,LENACAPAVIR,CHEMBL4594438,J05AX31,lenacapavir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AX,Other antivirals,ChEMBL_36
DRUG:LENALIDOMIDE,LENALIDOMIDE,CHEMBL848,L04AX04,lenalidomide,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AX,Other immunosuppressants,ChEMBL_36
DRUG:LENOGRASTIM,LENOGRASTIM,CHEMBL2109128,L03AA10,lenograstim,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L03,IMMUNOSTIMULANTS,L03A,IMMUNOSTIMULANTS,L03AA,Colony stimulating factors,ChEMBL_36
DRUG:LENVATINIB,LENVATINIB,CHEMBL1289601,L01EX08,lenvatinib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,PROTEIN KINASE INHIBITORS,L01EX,Other protein kinase inhibitors,ChEMBL_36
DRUG:LERCANIDIPINE,LERCANIDIPINE,CHEMBL250270,C08CA13,lercanidipine,C,CARDIOVASCULAR SYSTEM,C08,CALCIUM CHANNEL BLOCKERS,C08C,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08CA,Dihydropyridine derivatives,ChEMBL_36
DRUG:LESINURAD,LESINURAD,CHEMBL2105720,M04AB05,lesinurad,M,MUSCULO-SKELETAL SYSTEM,M04,ANTIGOUT PREPARATIONS,M04A,ANTIGOUT PREPARATIONS,M04AB,Preparations increasing uric acid excretion,ChEMBL_36
DRUG:LETERMOVIR,LETERMOVIR,CHEMBL1241951,J05AX18,letermovir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AX,Other antivirals,ChEMBL_36
DRUG:LETROZOLE,LETROZOLE,CHEMBL1444,L02BG04,letrozole,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02,ENDOCRINE THERAPY,L02B,HORMONE ANTAGONISTS AND RELATED AGENTS,L02BG,Aromatase inhibitors,ChEMBL_36
DRUG:LEUCOVORIN CALCIUM,LEUCOVORIN CALCIUM,CHEMBL1201138,V03AF03,calcium folinate,V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AF,Detoxifying agents for antineoplastic treatment,ChEMBL_36
DRUG:LEUPRORELIN,LEUPRORELIN,,L02AE02,leuprorelin,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02,ENDOCRINE THERAPY,L02A,HORMONES AND RELATED AGENTS,L02AE,Gonadotropin releasing hormone analogues,WHO_ATC
DRUG:LEUPRORELIN,LEUPRORELIN,,L02AE02,leuprorelin,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02,ENDOCRINE THERAPY,L02A,HORMONES AND RELATED AGENTS,L02AE,Gonadotropin releasing hormone analogues,WHO_ATC
DRUG:LEUPRORELIN,LEUPRORELIN,,L02AE02,leuprorelin,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02,ENDOCRINE THERAPY,L02A,HORMONES AND RELATED AGENTS,L02AE,Gonadotropin releasing hormone analogues,WHO_ATC
DRUG:LEVAMISOLE,LEVAMISOLE,CHEMBL1454,P02CE01,levamisole,P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P02,ANTHELMINTICS,P02C,ANTINEMATODAL AGENTS,P02CE,Imidazothiazole derivatives,ChEMBL_36
DRUG:LEVETIRACETAM,LEVETIRACETAM,CHEMBL1286,N03AX14,levetiracetam,N,NERVOUS SYSTEM,N03,ANTIEPILEPTICS,N03A,ANTIEPILEPTICS,N03AX,Other antiepileptics,ChEMBL_36
DRUG:LEVOBUNOLOL,LEVOBUNOLOL,CHEMBL1201237,S01ED03,levobunolol,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01ED,Beta blocking agents,ChEMBL_36
DRUG:LEVOBUPIVACAINE,LEVOBUPIVACAINE,CHEMBL1201193,N01BB10,levobupivacaine,N,NERVOUS SYSTEM,N01,ANESTHETICS,N01B,"ANESTHETICS, LOCAL",N01BB,Amides,ChEMBL_36
DRUG:LEVOCARNITINE,LEVOCARNITINE,CHEMBL1149,A16AA01,levocarnitine,A,ALIMENTARY TRACT AND METABOLISM,A16,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,A16A,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,A16AA,Amino acids and derivatives,ChEMBL_36
DRUG:LEVOCETIRIZINE,LEVOCETIRIZINE,CHEMBL1201191,R06AE09,levocetirizine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AE,Piperazine derivatives,ChEMBL_36
DRUG:LEVODOPA,LEVODOPA,CHEMBL1009,N04BA01,levodopa,N,NERVOUS SYSTEM,N04,ANTI-PARKINSON DRUGS,N04B,DOPAMINERGIC AGENTS,N04BA,Dopa and dopa derivatives,ChEMBL_36
DRUG:LEVOFLOXACIN,LEVOFLOXACIN,CHEMBL5315124,J01MA12,levofloxacin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01M,QUINOLONE ANTIBACTERIALS,J01MA,Fluoroquinolones,ChEMBL_36
DRUG:LEVOFLOXACIN,LEVOFLOXACIN,CHEMBL5315124,S01AE05,levofloxacin,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVES,S01AE,Fluoroquinolones,ChEMBL_36
DRUG:LEVOKETOCONAZOLE,LEVOKETOCONAZOLE,CHEMBL295698,H02CA04,levoketoconazole,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,H02C,ANTIADRENAL PREPARATIONS,H02CA,Anticorticosteroids,ChEMBL_36
DRUG:LEVOMEPROMAZINE,LEVOMEPROMAZINE,CHEMBL1764,N05AA02,levomepromazine,N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AA,Phenothiazines with aliphatic side-chain,ChEMBL_36
DRUG:LEVOMETHADONE,LEVOMETHADONE,CHEMBL159659,N07BC05,levomethadone,N,NERVOUS SYSTEM,N07,OTHER NERVOUS SYSTEM DRUGS,N07B,DRUGS USED IN ADDICTIVE DISORDERS,N07BC,Drugs used in opioid dependence,ChEMBL_36
DRUG:LEVOMILNACIPRAN,LEVOMILNACIPRAN,CHEMBL99946,N06AX28,levomilnacipran,N,NERVOUS SYSTEM,N06,PSYCHOANALEPTICS,N06A,ANTIDEPRESSANTS,N06AX,Other antidepressants,ChEMBL_36
DRUG:LEVONORGESTREL,LEVONORGESTREL,CHEMBL1389,G03AD01,levonorgestrel,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AD,Emergency contraceptives,ChEMBL_36
DRUG:LEVONORGESTREL,LEVONORGESTREL,CHEMBL1389,G03AC03,levonorgestrel,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AC,Progestogens,ChEMBL_36
DRUG:LEVOSIMENDAN,LEVOSIMENDAN,CHEMBL2051955,C01CX08,levosimendan,C,CARDIOVASCULAR SYSTEM,C01,CARDIAC THERAPY,C01C,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,C01CX,Other cardiac stimulants,ChEMBL_36
DRUG:LEVOSULPIRIDE,LEVOSULPIRIDE,CHEMBL267044,N05AL07,levosulpiride,N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AL,Benzamides,ChEMBL_36
DRUG:LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,CHEMBL2103741,H03AA01,levothyroxine sodium,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H03,THYROID THERAPY,H03A,THYROID PREPARATIONS,H03AA,Thyroid hormones,ChEMBL_36
DRUG:LIDOCAINE,LIDOCAINE,CHEMBL79,R02AD02,lidocaine,R,RESPIRATORY SYSTEM,R02,THROAT PREPARATIONS,R02A,THROAT PREPARATIONS,R02AD,"Anesthetics, local",ChEMBL_36
DRUG:LIDOCAINE,LIDOCAINE,CHEMBL79,D04AB01,lidocaine,D,DERMATOLOGICALS,D04,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",D04A,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",D04AB,Anesthetics for topical use,ChEMBL_36
DRUG:LIDOCAINE,LIDOCAINE,CHEMBL79,N01BB02,lidocaine,N,NERVOUS SYSTEM,N01,ANESTHETICS,N01B,"ANESTHETICS, LOCAL",N01BB,Amides,ChEMBL_36
DRUG:LIDOCAINE,LIDOCAINE,CHEMBL79,S01HA07,lidocaine,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01H,LOCAL ANESTHETICS,S01HA,Local anesthetics,ChEMBL_36
DRUG:LIDOCAINE,LIDOCAINE,CHEMBL79,C01BB01,lidocaine,C,CARDIOVASCULAR SYSTEM,C01,CARDIAC THERAPY,C01B,"ANTIARRHYTHMICS, CLASS I AND III",C01BB,"Antiarrhythmics, class Ib",ChEMBL_36
DRUG:LIDOCAINE,LIDOCAINE,CHEMBL79,N01BB52,"lidocaine, combinations",N,NERVOUS SYSTEM,N01,ANESTHETICS,N01B,"ANESTHETICS, LOCAL",N01BB,Amides,ChEMBL_36
DRUG:LIDOCAINE,LIDOCAINE,CHEMBL79,S02DA01,lidocaine,S,SENSORY ORGANS,S02,OTOLOGICALS,S02D,OTHER OTOLOGICALS,S02DA,Analgesics and anesthetics,ChEMBL_36
DRUG:LIDOCAINE,LIDOCAINE,CHEMBL79,C05AD01,lidocaine,C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05A,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,C05AD,Local anesthetics,ChEMBL_36
DRUG:LIFITEGRAST,LIFITEGRAST,CHEMBL2048028,S01XA25,lifitegrast,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01X,OTHER OPHTHALMOLOGICALS,S01XA,Other ophthalmologicals,ChEMBL_36
DRUG:LIMAPROST,LIMAPROST,CHEMBL2107456,B01AC28,limaprost,B,BLOOD AND BLOOD FORMING ORGANS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AC,Platelet aggregation inhibitors excl. heparin,ChEMBL_36
DRUG:LINACLOTIDE,LINACLOTIDE,CHEMBL3301675,A06AX04,linaclotide,A,ALIMENTARY TRACT AND METABOLISM,A06,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06AX,Other drugs for constipation,ChEMBL_36
DRUG:LINAGLIPTIN,LINAGLIPTIN,CHEMBL237500,A10BH05,linagliptin,A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BH,Dipeptidyl peptidase 4 (DPP-4) inhibitors,ChEMBL_36
DRUG:LINCOMYCIN,LINCOMYCIN,CHEMBL1447,J01FF02,lincomycin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01F,"MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",J01FF,Lincosamides,ChEMBL_36
DRUG:LINEZOLID,LINEZOLID,CHEMBL126,J01XX08,linezolid,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01X,OTHER ANTIBACTERIALS,J01XX,Other antibacterials,ChEMBL_36
DRUG:LIOTHYRONINE SODIUM,LIOTHYRONINE SODIUM,CHEMBL1201119,H03AA02,liothyronine sodium,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H03,THYROID THERAPY,H03A,THYROID PREPARATIONS,H03AA,Thyroid hormones,ChEMBL_36
DRUG:LIPEGFILGRASTIM,LIPEGFILGRASTIM,CHEMBL4594230,L03AA14,lipegfilgrastim,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L03,IMMUNOSTIMULANTS,L03A,IMMUNOSTIMULANTS,L03AA,Colony stimulating factors,ChEMBL_36
DRUG:LIRAGLUTIDE,LIRAGLUTIDE,CHEMBL4084119,A10BJ02,liraglutide,A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BJ,Glucagon-like peptide-1 (GLP-1) analogues,ChEMBL_36
DRUG:LISDEXAMFETAMINE,LISDEXAMFETAMINE,CHEMBL1201222,N06BA12,lisdexamfetamine,N,NERVOUS SYSTEM,N06,PSYCHOANALEPTICS,N06B,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",N06BA,Centrally acting sympathomimetics,ChEMBL_36
DRUG:LISINOPRIL,LISINOPRIL,CHEMBL419213,C09AA03,lisinopril,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,"ACE INHIBITORS, PLAIN",C09AA,"ACE inhibitors, plain",ChEMBL_36
DRUG:LISOCABTAGENE MARALEUCEL,LISOCABTAGENE MARALEUCEL,CHEMBL4297236,L01XL08,lisocabtagene maraleucel,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XL,Antineoplastic cell and gene therapy,ChEMBL_36
DRUG:LITHIUM,LITHIUM,CHEMBL1201333,N05AN01,lithium,N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AN,Lithium,ChEMBL_36
DRUG:LIXISENATIDE,LIXISENATIDE,CHEMBL2108336,A10BJ03,lixisenatide,A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BJ,Glucagon-like peptide-1 (GLP-1) analogues,ChEMBL_36
DRUG:LOFEPRAMINE,LOFEPRAMINE,CHEMBL87708,N06AA07,lofepramine,N,NERVOUS SYSTEM,N06,PSYCHOANALEPTICS,N06A,ANTIDEPRESSANTS,N06AA,Non-selective monoamine reuptake inhibitors,ChEMBL_36
DRUG:LOFEXIDINE,LOFEXIDINE,CHEMBL17860,N07BC04,lofexidine,N,NERVOUS SYSTEM,N07,OTHER NERVOUS SYSTEM DRUGS,N07B,DRUGS USED IN ADDICTIVE DISORDERS,N07BC,Drugs used in opioid dependence,ChEMBL_36
DRUG:LOMITAPIDE,LOMITAPIDE,CHEMBL354541,C10AX12,lomitapide,C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AX,Other lipid modifying agents,ChEMBL_36
DRUG:LOMUSTINE,LOMUSTINE,CHEMBL514,L01AD02,lomustine,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01A,ALKYLATING AGENTS,L01AD,Nitrosoureas,ChEMBL_36
DRUG:LONCASTUXIMAB TESIRINE,LONCASTUXIMAB TESIRINE,CHEMBL4297778,L01FX22,loncastuximab tesirine,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01F,MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,L01FX,Other monoclonal antibodies and antibody drug conjugates,ChEMBL_36
DRUG:LOPERAMIDE,LOPERAMIDE,CHEMBL841,A07DA03,loperamide,A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07D,ANTIPROPULSIVES,A07DA,Antipropulsives,ChEMBL_36
DRUG:LOPERAMIDE,LOPERAMIDE,CHEMBL841,A07DA53,"loperamide, combinations",A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07D,ANTIPROPULSIVES,A07DA,Antipropulsives,ChEMBL_36
DRUG:LOPRAZOLAM,LOPRAZOLAM,CHEMBL2107448,N05CD11,loprazolam,N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CD,Benzodiazepine derivatives,ChEMBL_36
DRUG:LORACARBEF,LORACARBEF,CHEMBL1200610,J01DC08,loracarbef,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,OTHER BETA-LACTAM ANTIBACTERIALS,J01DC,Second-generation cephalosporins,ChEMBL_36
DRUG:LORATADINE,LORATADINE,CHEMBL998,R06AX13,loratadine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AX,Other antihistamines for systemic use,ChEMBL_36
DRUG:LORAZEPAM,LORAZEPAM,CHEMBL580,N05BA56,"lorazepam, combinations",N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05B,ANXIOLYTICS,N05BA,Benzodiazepine derivatives,ChEMBL_36
DRUG:LORAZEPAM,LORAZEPAM,CHEMBL580,N05BA06,lorazepam,N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05B,ANXIOLYTICS,N05BA,Benzodiazepine derivatives,ChEMBL_36
DRUG:LORCASERIN,LORCASERIN,CHEMBL360328,A08AA11,lorcaserin,A,ALIMENTARY TRACT AND METABOLISM,A08,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",A08A,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",A08AA,Centrally acting antiobesity products,ChEMBL_36
DRUG:LORLATINIB,LORLATINIB,CHEMBL3286830,L01ED05,lorlatinib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,PROTEIN KINASE INHIBITORS,L01ED,Anaplastic lymphoma kinase (ALK) inhibitors,ChEMBL_36
DRUG:LORMETAZEPAM,LORMETAZEPAM,CHEMBL22097,N05CD06,lormetazepam,N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CD,Benzodiazepine derivatives,ChEMBL_36
DRUG:LORNOXICAM,LORNOXICAM,CHEMBL1569487,M01AC05,lornoxicam,M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AC,Oxicams,ChEMBL_36
DRUG:LOSARTAN,LOSARTAN,CHEMBL191,C09CA01,losartan,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09C,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN",C09CA,"Angiotensin II receptor blockers (ARBs), plain",ChEMBL_36
DRUG:LOTEPREDNOL,LOTEPREDNOL,,S01BA14,loteprednol,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01B,ANTIINFLAMMATORY AGENTS,S01BA,"Corticosteroids, plain",WHO_ATC
DRUG:LOTEPREDNOL ETABONATE,LOTEPREDNOL ETABONATE,CHEMBL1200865,S01BA14,loteprednol,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01B,ANTIINFLAMMATORY AGENTS,S01BA,"Corticosteroids, plain",ChEMBL_36
DRUG:LOTILANER,LOTILANER,CHEMBL3707310,S01AX25,lotilaner,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVES,S01AX,Other antiinfectives,ChEMBL_36
DRUG:LOVASTATIN,LOVASTATIN,CHEMBL503,C10AA02,lovastatin,C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AA,HMG CoA reductase inhibitors,ChEMBL_36
DRUG:LOXAPINE,LOXAPINE,CHEMBL831,N05AH01,loxapine,N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AH,"Diazepines, oxazepines, thiazepines and oxepines",ChEMBL_36
DRUG:LOXOPROFEN,LOXOPROFEN,CHEMBL19299,M01AE19,loxoprofen,M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AE,Propionic acid derivatives,ChEMBL_36
DRUG:LOXOPROFEN,LOXOPROFEN,CHEMBL19299,M02AA31,loxoprofen,M,MUSCULO-SKELETAL SYSTEM,M02,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02A,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02AA,"Antiinflammatory preparations, non-steroids for topical use",ChEMBL_36
DRUG:LUBIPROSTONE,LUBIPROSTONE,CHEMBL1201134,A06AX03,lubiprostone,A,ALIMENTARY TRACT AND METABOLISM,A06,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06AX,Other drugs for constipation,ChEMBL_36
DRUG:LUMATEPERONE,LUMATEPERONE,CHEMBL3306803,N05AD10,lumateperone,N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AD,Butyrophenone derivatives,ChEMBL_36
DRUG:LURASIDONE,LURASIDONE,CHEMBL1237021,N05AE05,lurasidone,N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AE,Indole derivatives,ChEMBL_36
DRUG:LURBINECTEDIN,LURBINECTEDIN,CHEMBL4297516,L01XX69,lurbinectedin,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents,ChEMBL_36
DRUG:LUSPATERCEPT,LUSPATERCEPT,CHEMBL3039545,B03XA06,luspatercept,B,BLOOD AND BLOOD FORMING ORGANS,B03,ANTIANEMIC PREPARATIONS,B03X,OTHER ANTIANEMIC PREPARATIONS,B03XA,Other antianemic preparations,ChEMBL_36
DRUG:LUTETIUM (177LU) VIPIVOTIDE TETRAXETAN,LUTETIUM (177LU) VIPIVOTIDE TETRAXETAN,,V10XX05,lutetium (177Lu) vipivotide tetraxetan,V,VARIOUS,V10,THERAPEUTIC RADIOPHARMACEUTICALS,V10X,OTHER THERAPEUTIC RADIOPHARMACEUTICALS,V10XX,Various therapeutic radiopharmaceuticals,WHO_ATC
DRUG:LYMECYCLINE,LYMECYCLINE,CHEMBL2103929,J01AA04,lymecycline,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01A,TETRACYCLINES,J01AA,Tetracyclines,ChEMBL_36
