kg_node_id,kg_drug_name,chembl_id,atc_code,atc_name,atc_l1,atc_l1_desc,atc_l2,atc_l2_desc,atc_l3,atc_l3_desc,atc_l4,atc_l4_desc,source
DRUG:CEFIXIME,CEFIXIME,CHEMBL1541,J01DD08,cefixime,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,OTHER BETA-LACTAM ANTIBACTERIALS,J01DD,Third-generation cephalosporins,ChEMBL_36
DRUG:CEFMETAZOLE,CEFMETAZOLE,CHEMBL1201195,J01DC09,cefmetazole,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,OTHER BETA-LACTAM ANTIBACTERIALS,J01DC,Second-generation cephalosporins,ChEMBL_36
DRUG:CEFOPERAZONE,CEFOPERAZONE,CHEMBL507674,J01DD12,cefoperazone,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,OTHER BETA-LACTAM ANTIBACTERIALS,J01DD,Third-generation cephalosporins,ChEMBL_36
DRUG:CEFOTAXIME,CEFOTAXIME,CHEMBL1730,J01DD01,cefotaxime,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,OTHER BETA-LACTAM ANTIBACTERIALS,J01DD,Third-generation cephalosporins,ChEMBL_36
DRUG:CEFOTIAM,CEFOTIAM,CHEMBL1296,J01DC07,cefotiam,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,OTHER BETA-LACTAM ANTIBACTERIALS,J01DC,Second-generation cephalosporins,ChEMBL_36
DRUG:CEFOXITIN,CEFOXITIN,CHEMBL996,J01DC01,cefoxitin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,OTHER BETA-LACTAM ANTIBACTERIALS,J01DC,Second-generation cephalosporins,ChEMBL_36
DRUG:CEFPODOXIME,CEFPODOXIME,CHEMBL1672,J01DD13,cefpodoxime,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,OTHER BETA-LACTAM ANTIBACTERIALS,J01DD,Third-generation cephalosporins,ChEMBL_36
DRUG:CEFPROZIL,CEFPROZIL,,J01DC10,cefprozil,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,OTHER BETA-LACTAM ANTIBACTERIALS,J01DC,Second-generation cephalosporins,WHO_ATC
DRUG:CEFTAZIDIME,CEFTAZIDIME,CHEMBL44354,J01DD02,ceftazidime,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,OTHER BETA-LACTAM ANTIBACTERIALS,J01DD,Third-generation cephalosporins,ChEMBL_36
DRUG:CEFTIBUTEN,CEFTIBUTEN,CHEMBL1605,J01DD14,ceftibuten,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,OTHER BETA-LACTAM ANTIBACTERIALS,J01DD,Third-generation cephalosporins,ChEMBL_36
DRUG:CEFTRIAXONE,CEFTRIAXONE,CHEMBL161,J01DD04,ceftriaxone,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,OTHER BETA-LACTAM ANTIBACTERIALS,J01DD,Third-generation cephalosporins,ChEMBL_36
DRUG:CEFTRIAXONE,CEFTRIAXONE,CHEMBL161,J01DD54,"ceftriaxone, combinations",J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,OTHER BETA-LACTAM ANTIBACTERIALS,J01DD,Third-generation cephalosporins,ChEMBL_36
DRUG:CEFUROXIME,CEFUROXIME,CHEMBL1436,S01AA27,cefuroxime,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVES,S01AA,Antibiotics,ChEMBL_36
DRUG:CEFUROXIME,CEFUROXIME,CHEMBL1436,J01DC02,cefuroxime,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,OTHER BETA-LACTAM ANTIBACTERIALS,J01DC,Second-generation cephalosporins,ChEMBL_36
DRUG:CELECOXIB,CELECOXIB,CHEMBL118,L01XX33,celecoxib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents,ChEMBL_36
DRUG:CELECOXIB,CELECOXIB,CHEMBL118,M01AH01,celecoxib,M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AH,Coxibs,ChEMBL_36
DRUG:CELIPROLOL,CELIPROLOL,CHEMBL27810,C07AB08,celiprolol,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AB,"Beta blocking agents, selective",ChEMBL_36
DRUG:CEMIPLIMAB,CEMIPLIMAB,CHEMBL4297723,L01FF06,cemiplimab,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01F,MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,L01FF,PD-1/PD-L1 (Programmed cell death protein 1/death ligand 1) inhibitors,ChEMBL_36
DRUG:CENEGERMIN,CENEGERMIN,CHEMBL4297852,S01XA24,cenegermin,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01X,OTHER OPHTHALMOLOGICALS,S01XA,Other ophthalmologicals,ChEMBL_36
DRUG:CENOBAMATE,CENOBAMATE,CHEMBL3989949,N03AX25,cenobamate,N,NERVOUS SYSTEM,N03,ANTIEPILEPTICS,N03A,ANTIEPILEPTICS,N03AX,Other antiepileptics,ChEMBL_36
DRUG:CEPHALEXIN,CEPHALEXIN,CHEMBL1200544,J01DB01,cefalexin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,OTHER BETA-LACTAM ANTIBACTERIALS,J01DB,First-generation cephalosporins,ChEMBL_36
DRUG:CERITINIB,CERITINIB,CHEMBL2403108,L01ED02,ceritinib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,PROTEIN KINASE INHIBITORS,L01ED,Anaplastic lymphoma kinase (ALK) inhibitors,ChEMBL_36
DRUG:CERLIPONASE ALFA,CERLIPONASE ALFA,CHEMBL3544921,A16AB17,cerliponase alfa,A,ALIMENTARY TRACT AND METABOLISM,A16,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,A16A,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,A16AB,Enzymes,ChEMBL_36
DRUG:CETIRIZINE,CETIRIZINE,CHEMBL1000,S01GX12,cetirizine,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01G,DECONGESTANTS AND ANTIALLERGICS,S01GX,Other antiallergics,ChEMBL_36
DRUG:CETIRIZINE,CETIRIZINE,CHEMBL1000,R06AE07,cetirizine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AE,Piperazine derivatives,ChEMBL_36
DRUG:CETRIMIDE,CETRIMIDE,CHEMBL5219790,D08AJ04,cetrimide,D,DERMATOLOGICALS,D08,ANTISEPTICS AND DISINFECTANTS,D08A,ANTISEPTICS AND DISINFECTANTS,D08AJ,Quaternary ammonium compounds,ChEMBL_36
DRUG:CETRIMIDE,CETRIMIDE,CHEMBL5219790,D11AC01,cetrimide,D,DERMATOLOGICALS,D11,OTHER DERMATOLOGICAL PREPARATIONS,D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11AC,Medicated shampoos,ChEMBL_36
DRUG:CETRIMONIUM,CETRIMONIUM,CHEMBL1183605,R02AA17,cetrimonium,R,RESPIRATORY SYSTEM,R02,THROAT PREPARATIONS,R02A,THROAT PREPARATIONS,R02AA,Antiseptics,ChEMBL_36
DRUG:CETRIMONIUM,CETRIMONIUM,CHEMBL1183605,D08AJ02,cetrimonium,D,DERMATOLOGICALS,D08,ANTISEPTICS AND DISINFECTANTS,D08A,ANTISEPTICS AND DISINFECTANTS,D08AJ,Quaternary ammonium compounds,ChEMBL_36
DRUG:CETRORELIX,CETRORELIX,CHEMBL1200490,H01CC02,cetrorelix,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01C,HYPOTHALAMIC HORMONES,H01CC,Anti-gonadotropin-releasing hormones,ChEMBL_36
DRUG:CETUXIMAB,CETUXIMAB,CHEMBL1201577,L01FE01,cetuximab,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01F,MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,L01FE,EGFR (Epidermal Growth Factor Receptor) inhibitors,ChEMBL_36
DRUG:CETYLPYRIDINIUM,CETYLPYRIDINIUM,CHEMBL305906,D08AJ03,cetylpyridinium,D,DERMATOLOGICALS,D08,ANTISEPTICS AND DISINFECTANTS,D08A,ANTISEPTICS AND DISINFECTANTS,D08AJ,Quaternary ammonium compounds,ChEMBL_36
DRUG:CETYLPYRIDINIUM,CETYLPYRIDINIUM,CHEMBL305906,D09AA07,cetylpyridinium,D,DERMATOLOGICALS,D09,MEDICATED DRESSINGS,D09A,MEDICATED DRESSINGS,D09AA,Medicated dressings with antiinfectives,ChEMBL_36
DRUG:CETYLPYRIDINIUM,CETYLPYRIDINIUM,CHEMBL305906,B05CA01,cetylpyridinium,B,BLOOD AND BLOOD FORMING ORGANS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,IRRIGATING SOLUTIONS,B05CA,Antiinfectives,ChEMBL_36
DRUG:CETYLPYRIDINIUM,CETYLPYRIDINIUM,CHEMBL305906,R02AA06,cetylpyridinium,R,RESPIRATORY SYSTEM,R02,THROAT PREPARATIONS,R02A,THROAT PREPARATIONS,R02AA,Antiseptics,ChEMBL_36
DRUG:CEVIMELINE,CEVIMELINE,CHEMBL168815,N07AX03,cevimeline,N,NERVOUS SYSTEM,N07,OTHER NERVOUS SYSTEM DRUGS,N07A,PARASYMPATHOMIMETICS,N07AX,Other parasympathomimetics,ChEMBL_36
"DRUG:CHARCOAL, ACTIVATED","CHARCOAL, ACTIVATED",CHEMBL2106049,A07BA51,"medicinal charcoal, combinations",A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07B,INTESTINAL ADSORBENTS,A07BA,Charcoal preparations,ChEMBL_36
"DRUG:CHARCOAL, ACTIVATED","CHARCOAL, ACTIVATED",CHEMBL2106049,A07BA01,medicinal charcoal,A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07B,INTESTINAL ADSORBENTS,A07BA,Charcoal preparations,ChEMBL_36
DRUG:CHENODEOXYCHOLIC ACID,CHENODEOXYCHOLIC ACID,,A05AA01,chenodeoxycholic acid,A,ALIMENTARY TRACT AND METABOLISM,A05,BILE AND LIVER THERAPY,A05A,BILE THERAPY,A05AA,Bile acids and derivatives,WHO_ATC
DRUG:CHLORAL HYDRATE,CHLORAL HYDRATE,CHEMBL455917,N05CC01,chloral hydrate,N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CC,Aldehydes and derivatives,ChEMBL_36
DRUG:CHLORAMBUCIL,CHLORAMBUCIL,CHEMBL515,L01AA02,chlorambucil,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01A,ALKYLATING AGENTS,L01AA,Nitrogen mustard analogues,ChEMBL_36
DRUG:CHLORAMPHENICOL,CHLORAMPHENICOL,CHEMBL130,S01AA01,chloramphenicol,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVES,S01AA,Antibiotics,ChEMBL_36
DRUG:CHLORAMPHENICOL,CHLORAMPHENICOL,CHEMBL130,S03AA08,chloramphenicol,S,SENSORY ORGANS,S03,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,S03A,ANTIINFECTIVES,S03AA,Antiinfectives,ChEMBL_36
DRUG:CHLORAMPHENICOL,CHLORAMPHENICOL,CHEMBL130,D06AX02,chloramphenicol,D,DERMATOLOGICALS,D06,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,D06A,ANTIBIOTICS FOR TOPICAL USE,D06AX,Other antibiotics for topical use,ChEMBL_36
DRUG:CHLORAMPHENICOL,CHLORAMPHENICOL,CHEMBL130,S02AA01,chloramphenicol,S,SENSORY ORGANS,S02,OTOLOGICALS,S02A,ANTIINFECTIVES,S02AA,Antiinfectives,ChEMBL_36
DRUG:CHLORAMPHENICOL,CHLORAMPHENICOL,CHEMBL130,D10AF03,chloramphenicol,D,DERMATOLOGICALS,D10,ANTI-ACNE PREPARATIONS,D10A,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10AF,Antiinfectives for treatment of acne,ChEMBL_36
DRUG:CHLORAMPHENICOL,CHLORAMPHENICOL,CHEMBL130,J01BA01,chloramphenicol,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01B,AMPHENICOLS,J01BA,Amphenicols,ChEMBL_36
DRUG:CHLORAMPHENICOL,CHLORAMPHENICOL,CHEMBL130,G01AA05,chloramphenicol,G,GENITO URINARY SYSTEM AND SEX HORMONES,G01,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G01A,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01AA,Antibiotics,ChEMBL_36
DRUG:CHLORDIAZEPOXIDE,CHLORDIAZEPOXIDE,CHEMBL451,N05BA02,chlordiazepoxide,N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05B,ANXIOLYTICS,N05BA,Benzodiazepine derivatives,ChEMBL_36
DRUG:CHLORHEXIDINE,CHLORHEXIDINE,CHEMBL790,S03AA04,chlorhexidine,S,SENSORY ORGANS,S03,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,S03A,ANTIINFECTIVES,S03AA,Antiinfectives,ChEMBL_36
DRUG:CHLORHEXIDINE,CHLORHEXIDINE,CHEMBL790,S02AA09,chlorhexidine,S,SENSORY ORGANS,S02,OTOLOGICALS,S02A,ANTIINFECTIVES,S02AA,Antiinfectives,ChEMBL_36
DRUG:CHLORHEXIDINE,CHLORHEXIDINE,CHEMBL790,R02AA05,chlorhexidine,R,RESPIRATORY SYSTEM,R02,THROAT PREPARATIONS,R02A,THROAT PREPARATIONS,R02AA,Antiseptics,ChEMBL_36
DRUG:CHLORHEXIDINE,CHLORHEXIDINE,CHEMBL790,A01AB03,chlorhexidine,A,ALIMENTARY TRACT AND METABOLISM,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AB,Antiinfectives and antiseptics for local oral treatment,ChEMBL_36
DRUG:CHLORHEXIDINE,CHLORHEXIDINE,CHEMBL790,D08AC52,"chlorhexidine, combinations",D,DERMATOLOGICALS,D08,ANTISEPTICS AND DISINFECTANTS,D08A,ANTISEPTICS AND DISINFECTANTS,D08AC,Biguanides and amidines,ChEMBL_36
DRUG:CHLORHEXIDINE,CHLORHEXIDINE,CHEMBL790,S01AX09,chlorhexidine,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVES,S01AX,Other antiinfectives,ChEMBL_36
DRUG:CHLORHEXIDINE,CHLORHEXIDINE,CHEMBL790,D09AA12,chlorhexidine,D,DERMATOLOGICALS,D09,MEDICATED DRESSINGS,D09A,MEDICATED DRESSINGS,D09AA,Medicated dressings with antiinfectives,ChEMBL_36
DRUG:CHLORHEXIDINE,CHLORHEXIDINE,CHEMBL790,D08AC02,chlorhexidine,D,DERMATOLOGICALS,D08,ANTISEPTICS AND DISINFECTANTS,D08A,ANTISEPTICS AND DISINFECTANTS,D08AC,Biguanides and amidines,ChEMBL_36
DRUG:CHLORHEXIDINE,CHLORHEXIDINE,CHEMBL790,B05CA02,chlorhexidine,B,BLOOD AND BLOOD FORMING ORGANS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,IRRIGATING SOLUTIONS,B05CA,Antiinfectives,ChEMBL_36
DRUG:CHLORMADINONE,CHLORMADINONE,,G03DB06,chlormadinone,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03D,PROGESTOGENS,G03DB,Pregnadien derivatives,WHO_ATC
DRUG:CHLORMETHINE,CHLORMETHINE,,L01AA05,chlormethine,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01A,ALKYLATING AGENTS,L01AA,Nitrogen mustard analogues,WHO_ATC
DRUG:CHLORMEZANONE,CHLORMEZANONE,CHEMBL1200714,M03BB72,"chlormezanone, combinations with psycholeptics",M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03B,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",M03BB,"Oxazol, thiazine, and triazine derivatives",ChEMBL_36
DRUG:CHLORMEZANONE,CHLORMEZANONE,CHEMBL1200714,M03BB52,"chlormezanone, combinations excl. psycholeptics",M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03B,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",M03BB,"Oxazol, thiazine, and triazine derivatives",ChEMBL_36
DRUG:CHLORMEZANONE,CHLORMEZANONE,CHEMBL1200714,M03BB02,chlormezanone,M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03B,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",M03BB,"Oxazol, thiazine, and triazine derivatives",ChEMBL_36
DRUG:CHLOROQUINE,CHLOROQUINE,CHEMBL76,P01BA01,chloroquine,P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01B,ANTIMALARIALS,P01BA,Aminoquinolines,ChEMBL_36
DRUG:CHLOROTHIAZIDE,CHLOROTHIAZIDE,CHEMBL842,C03AH01,"chlorothiazide, combinations",C,CARDIOVASCULAR SYSTEM,C03,DIURETICS,C03A,"LOW-CEILING DIURETICS, THIAZIDES",C03AH,"Thiazides, combinations with psycholeptics and/or analgesics",ChEMBL_36
DRUG:CHLOROTHIAZIDE,CHLOROTHIAZIDE,CHEMBL842,C03AA04,chlorothiazide,C,CARDIOVASCULAR SYSTEM,C03,DIURETICS,C03A,"LOW-CEILING DIURETICS, THIAZIDES",C03AA,"Thiazides, plain",ChEMBL_36
DRUG:CHLOROXYLENOL,CHLOROXYLENOL,CHEMBL398440,D08AE05,chloroxylenol,D,DERMATOLOGICALS,D08,ANTISEPTICS AND DISINFECTANTS,D08A,ANTISEPTICS AND DISINFECTANTS,D08AE,Phenol and derivatives,ChEMBL_36
DRUG:CHLORPHENAMINE,CHLORPHENAMINE,,R06AB04,chlorphenamine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AB,Substituted alkylamines,WHO_ATC
DRUG:CHLORPHENAMINE,CHLORPHENAMINE,,R06AB04,chlorphenamine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AB,Substituted alkylamines,WHO_ATC
DRUG:CHLORPHENIRAMINE,CHLORPHENIRAMINE,CHEMBL505,R06AB54,"chlorphenamine, combinations",R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AB,Substituted alkylamines,ChEMBL_36
DRUG:CHLORPHENIRAMINE,CHLORPHENIRAMINE,CHEMBL505,R06AB04,chlorphenamine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AB,Substituted alkylamines,ChEMBL_36
DRUG:CHLORPROMAZINE,CHLORPROMAZINE,CHEMBL71,N05AA01,chlorpromazine,N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AA,Phenothiazines with aliphatic side-chain,ChEMBL_36
DRUG:CHLORPROTHIXENE,CHLORPROTHIXENE,CHEMBL908,N05AF03,chlorprothixene,N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AF,Thioxanthene derivatives,ChEMBL_36
DRUG:CHLORTALIDONE,CHLORTALIDONE,,C03BA04,chlortalidone,C,CARDIOVASCULAR SYSTEM,C03,DIURETICS,C03B,"LOW-CEILING DIURETICS, EXCL. THIAZIDES",C03BA,"Sulfonamides, plain",WHO_ATC
DRUG:CHLORTHALIDONE,CHLORTHALIDONE,CHEMBL1055,C03BA04,chlortalidone,C,CARDIOVASCULAR SYSTEM,C03,DIURETICS,C03B,"LOW-CEILING DIURETICS, EXCL. THIAZIDES",C03BA,"Sulfonamides, plain",ChEMBL_36
DRUG:CHLORZOXAZONE,CHLORZOXAZONE,CHEMBL1371,M03BB53,"chlorzoxazone, combinations excl. psycholeptics",M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03B,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",M03BB,"Oxazol, thiazine, and triazine derivatives",ChEMBL_36
DRUG:CHLORZOXAZONE,CHLORZOXAZONE,CHEMBL1371,M03BB03,chlorzoxazone,M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03B,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",M03BB,"Oxazol, thiazine, and triazine derivatives",ChEMBL_36
DRUG:CHLORZOXAZONE,CHLORZOXAZONE,CHEMBL1371,M03BB73,"chlorzoxazone, combinations with psycholeptics",M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03B,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",M03BB,"Oxazol, thiazine, and triazine derivatives",ChEMBL_36
DRUG:CHOLECALCIFEROL,CHOLECALCIFEROL,CHEMBL1042,A11CC05,colecalciferol,A,ALIMENTARY TRACT AND METABOLISM,A11,VITAMINS,A11C,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11CC,Vitamin D and analogues,ChEMBL_36
DRUG:CHOLESTYRAMINE,CHOLESTYRAMINE,CHEMBL1201625,C10AC01,colestyramine,C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AC,Bile acid sequestrants,ChEMBL_36
DRUG:CHOLIC ACID,CHOLIC ACID,CHEMBL205596,A05AA03,cholic acid,A,ALIMENTARY TRACT AND METABOLISM,A05,BILE AND LIVER THERAPY,A05A,BILE THERAPY,A05AA,Bile acids and derivatives,ChEMBL_36
DRUG:CHORIONIC GONADOTROPHIN,CHORIONIC GONADOTROPHIN,,G03GA01,chorionic gonadotrophin,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03G,GONADOTROPINS AND OTHER OVULATION STIMULANTS,G03GA,Gonadotropins,WHO_ATC
DRUG:CICLESONIDE,CICLESONIDE,CHEMBL2040682,R01AD13,ciclesonide,R,RESPIRATORY SYSTEM,R01,NASAL PREPARATIONS,R01A,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,R01AD,Corticosteroids,ChEMBL_36
DRUG:CICLESONIDE,CICLESONIDE,CHEMBL2040682,R03BA08,ciclesonide,R,RESPIRATORY SYSTEM,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03B,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS",R03BA,Glucocorticoids,ChEMBL_36
DRUG:CICLOPIROX,CICLOPIROX,CHEMBL1413,G01AX12,ciclopirox,G,GENITO URINARY SYSTEM AND SEX HORMONES,G01,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G01A,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01AX,Other antiinfectives and antiseptics,ChEMBL_36
DRUG:CICLOPIROX,CICLOPIROX,CHEMBL1413,D01AE14,ciclopirox,D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use,ChEMBL_36
DRUG:CICLOSPORIN,CICLOSPORIN,,L04AD01,ciclosporin,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AD,Calcineurin inhibitors,WHO_ATC
DRUG:CICLOSPORIN,CICLOSPORIN,,L04AD01,ciclosporin,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AD,Calcineurin inhibitors,WHO_ATC
DRUG:CICLOSPORIN,CICLOSPORIN,,S01XA18,ciclosporin,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01X,OTHER OPHTHALMOLOGICALS,S01XA,Other ophthalmologicals,WHO_ATC
DRUG:CIDOFOVIR,CIDOFOVIR,CHEMBL5314375,J05AB12,cidofovir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AB,Nucleosides and nucleotides excl. reverse transcriptase inhibitors,ChEMBL_36
DRUG:CILAZAPRIL,CILAZAPRIL,CHEMBL515606,C09AA08,cilazapril,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,"ACE INHIBITORS, PLAIN",C09AA,"ACE inhibitors, plain",ChEMBL_36
DRUG:CILOSTAZOL,CILOSTAZOL,CHEMBL799,B01AC23,cilostazol,B,BLOOD AND BLOOD FORMING ORGANS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AC,Platelet aggregation inhibitors excl. heparin,ChEMBL_36
DRUG:CILTACABTAGENE AUTOLEUCEL,CILTACABTAGENE AUTOLEUCEL,CHEMBL4802263,L01XL05,ciltacabtagene autoleucel,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XL,Antineoplastic cell and gene therapy,ChEMBL_36
