id,name,soc
AE:Amyloid related imaging abnormality-oedema/effusion,Amyloid related imaging abnormality-oedema/effusion,Investigations
AE:Superficial siderosis of central nervous system,Superficial siderosis of central nervous system,Nervous system disorders
AE:Antacid therapy,Antacid therapy,General disorders and administration site conditions
AE:Anticoagulant therapy,Anticoagulant therapy,General disorders and administration site conditions
AE:Bacteroides infection,Bacteroides infection,Infections and infestations
AE:Acquired gene mutation,Acquired gene mutation,Unclassified
AE:EGFR gene mutation,EGFR gene mutation,Unclassified
AE:Lymphangiosis carcinomatosa,Lymphangiosis carcinomatosa,Unclassified
AE:Metastases to meninges,Metastases to meninges,Unclassified
AE:Amaurosis fugax,Amaurosis fugax,Unclassified
AE:Anterior chamber cell,Anterior chamber cell,Unclassified
AE:Anterior chamber flare,Anterior chamber flare,Unclassified
AE:Anterior chamber inflammation,Anterior chamber inflammation,General disorders and administration site conditions
AE:Bacterial endophthalmitis,Bacterial endophthalmitis,Infections and infestations
AE:Choroidal neovascularisation,Choroidal neovascularisation,Unclassified
AE:Colorectal cancer metastatic,Colorectal cancer metastatic,"Neoplasms benign, malignant and unspecified"
AE:Detachment of retinal pigment epithelium,Detachment of retinal pigment epithelium,Eye disorders
AE:Diabetic retinal oedema,Diabetic retinal oedema,Eye disorders
AE:Epiretinal membrane,Epiretinal membrane,Unclassified
AE:Fournier's gangrene,Fournier's gangrene,Vascular disorders
AE:Hypopyon,Hypopyon,Unclassified
AE:Hypotony of eye,Hypotony of eye,Eye disorders
AE:Inadequate aseptic technique in use of product,Inadequate aseptic technique in use of product,Unclassified
AE:Intra-ocular injection complication,Intra-ocular injection complication,Eye disorders
AE:Keratic precipitates,Keratic precipitates,Unclassified
AE:Non-infectious endophthalmitis,Non-infectious endophthalmitis,Unclassified
AE:Polypoidal choroidal vasculopathy,Polypoidal choroidal vasculopathy,Unclassified
AE:Retinal occlusive vasculitis,Retinal occlusive vasculitis,Eye disorders
AE:Retinal pigment epithelial tear,Retinal pigment epithelial tear,Eye disorders
AE:Subretinal fluid,Subretinal fluid,Unclassified
AE:Toxic anterior segment syndrome,Toxic anterior segment syndrome,Unclassified
AE:Vena cava thrombosis,Vena cava thrombosis,Vascular disorders
AE:Visual acuity reduced transiently,Visual acuity reduced transiently,Eye disorders
AE:Vitreal cells,Vitreal cells,Unclassified
AE:Vitreous disorder,Vitreous disorder,Eye disorders
AE:Vitreous haze,Vitreous haze,Eye disorders
AE:Vitreous opacities,Vitreous opacities,Eye disorders
AE:Angiokeratoma,Angiokeratoma,Unclassified
AE:Antibody test,Antibody test,Unclassified
AE:Fabry's disease,Fabry's disease,Unclassified
AE:Globotriaosylceramide increased,Globotriaosylceramide increased,Investigations
AE:Globotriaosylsphingosine increased,Globotriaosylsphingosine increased,Investigations
AE:Neutralising antibodies positive,Neutralising antibodies positive,Unclassified
AE:Akathisia,Akathisia,Unclassified
AE:Selective eating disorder,Selective eating disorder,Psychiatric disorders
AE:Peritoneal cloudy effluent,Peritoneal cloudy effluent,Unclassified
AE:Peritoneal dialysis complication,Peritoneal dialysis complication,Renal and urinary disorders
AE:Enterococcal sepsis,Enterococcal sepsis,Infections and infestations
AE:Haemosiderosis,Haemosiderosis,Unclassified
AE:Helminthic infection,Helminthic infection,Infections and infestations
AE:Iron overload,Iron overload,Unclassified
AE:Vanishing bile duct syndrome,Vanishing bile duct syndrome,Hepatobiliary disorders
AE:Accidental underdose,Accidental underdose,General disorders and administration site conditions
AE:Allergic transfusion reaction,Allergic transfusion reaction,Surgical and medical procedures
AE:Diffuse large B-cell lymphoma refractory,Diffuse large B-cell lymphoma refractory,"Neoplasms benign, malignant and unspecified"
AE:Febrile nonhaemolytic transfusion reaction,Febrile nonhaemolytic transfusion reaction,Surgical and medical procedures
AE:Inspiratory capacity decreased,Inspiratory capacity decreased,Investigations
AE:Mechanical ventilation complication,Mechanical ventilation complication,Surgical and medical procedures
AE:Transfusion-related circulatory overload,Transfusion-related circulatory overload,Vascular disorders
AE:Brain natriuretic peptide abnormal,Brain natriuretic peptide abnormal,Investigations
AE:Intracardiac mass,Intracardiac mass,General disorders and administration site conditions
AE:Status asthmaticus,Status asthmaticus,Unclassified
AE:Drug administered in wrong device,Drug administered in wrong device,Product issues
AE:Product cleaning inadequate,Product cleaning inadequate,Unclassified
AE:Product delivery mechanism issue,Product delivery mechanism issue,Unclassified
AE:Instillation site pain,Instillation site pain,General disorders and administration site conditions
AE:Scleral hyperaemia,Scleral hyperaemia,Unclassified
AE:Alcohol interaction,Alcohol interaction,Unclassified
AE:Drug abuser,Drug abuser,Unclassified
AE:Ex-drug abuser,Ex-drug abuser,Unclassified
AE:Homicide,Homicide,Unclassified
AE:Postmortem blood drug level abnormal,Postmortem blood drug level abnormal,Investigations
AE:Victim of sexual abuse,Victim of sexual abuse,Unclassified
AE:Capillary leak syndrome,Capillary leak syndrome,Vascular disorders
AE:Device related bacteraemia,Device related bacteraemia,Infections and infestations
AE:Acanthamoeba infection,Acanthamoeba infection,Infections and infestations
AE:Acute graft versus host disease in liver,Acute graft versus host disease in liver,Hepatobiliary disorders
AE:Acute myeloid leukaemia recurrent,Acute myeloid leukaemia recurrent,"Neoplasms benign, malignant and unspecified"
AE:Adenovirus reactivation,Adenovirus reactivation,Unclassified
AE:Anti-thyroid antibody positive,Anti-thyroid antibody positive,Endocrine disorders
AE:Autoimmune hypothyroidism,Autoimmune hypothyroidism,Immune system disorders
AE:Autoimmune thyroid disorder,Autoimmune thyroid disorder,Endocrine disorders
AE:B-lymphocyte count decreased,B-lymphocyte count decreased,Investigations
AE:Band neutrophil count increased,Band neutrophil count increased,Investigations
AE:Band neutrophil percentage increased,Band neutrophil percentage increased,Investigations
AE:Basophil count increased,Basophil count increased,Blood and lymphatic system disorders
AE:Basophil percentage increased,Basophil percentage increased,Blood and lymphatic system disorders
AE:Bilirubin urine present,Bilirubin urine present,Investigations
AE:Bronchiolitis obliterans syndrome,Bronchiolitis obliterans syndrome,Unclassified
AE:CD4 lymphocytes abnormal,CD4 lymphocytes abnormal,Investigations
AE:Cells in urine,Cells in urine,Unclassified
AE:Chronic graft versus host disease in intestine,Chronic graft versus host disease in intestine,Immune system disorders
AE:Chronic graft versus host disease in liver,Chronic graft versus host disease in liver,Hepatobiliary disorders
AE:Citrobacter infection,Citrobacter infection,Infections and infestations
AE:Complications of transplanted kidney,Complications of transplanted kidney,Renal and urinary disorders
AE:Congenital aplasia,Congenital aplasia,"Congenital, familial and genetic disorders"
AE:Creatinine urine decreased,Creatinine urine decreased,Investigations
AE:Creatinine urine increased,Creatinine urine increased,Investigations
AE:Cystitis viral,Cystitis viral,Infections and infestations
AE:Disseminated cryptococcosis,Disseminated cryptococcosis,Unclassified
AE:Drug exposure before pregnancy,Drug exposure before pregnancy,Unclassified
AE:Drug monitoring procedure not performed,Drug monitoring procedure not performed,Unclassified
AE:Eosinophil count abnormal,Eosinophil count abnormal,Blood and lymphatic system disorders
AE:Eosinophil percentage decreased,Eosinophil percentage decreased,Blood and lymphatic system disorders
AE:Eosinophil percentage increased,Eosinophil percentage increased,Blood and lymphatic system disorders
AE:Epstein-Barr viraemia,Epstein-Barr viraemia,Infections and infestations
AE:Erythropenia,Erythropenia,Unclassified
AE:Expanded disability status scale score increased,Expanded disability status scale score increased,Investigations
AE:Flat affect,Flat affect,Psychiatric disorders
AE:Goodpasture's syndrome,Goodpasture's syndrome,Unclassified
AE:Graft loss,Graft loss,Unclassified
AE:Graft versus host disease in lung,Graft versus host disease in lung,Immune system disorders
AE:Graves' disease,Graves' disease,Unclassified
AE:Immature granulocyte count increased,Immature granulocyte count increased,Investigations
AE:Infusion site bruising,Infusion site bruising,General disorders and administration site conditions
AE:Infusion site discomfort,Infusion site discomfort,General disorders and administration site conditions
AE:Infusion site erythema,Infusion site erythema,Skin and subcutaneous tissue disorders
AE:Infusion site pruritus,Infusion site pruritus,Skin and subcutaneous tissue disorders
AE:Infusion site rash,Infusion site rash,Skin and subcutaneous tissue disorders
AE:Intracranial tumour haemorrhage,Intracranial tumour haemorrhage,"Neoplasms benign, malignant and unspecified"
AE:JC polyomavirus test positive,JC polyomavirus test positive,Investigations
AE:JC virus infection,JC virus infection,Infections and infestations
AE:Klebsiella sepsis,Klebsiella sepsis,Infections and infestations
AE:Klebsiella test positive,Klebsiella test positive,Infections and infestations
AE:Lactobacillus infection,Lactobacillus infection,Infections and infestations
AE:Leukaemia recurrent,Leukaemia recurrent,"Neoplasms benign, malignant and unspecified"
AE:Leukocyturia,Leukocyturia,Unclassified
AE:Lhermitte's sign,Lhermitte's sign,Unclassified
AE:Lymphocyte count abnormal,Lymphocyte count abnormal,Investigations
AE:Lymphocyte percentage increased,Lymphocyte percentage increased,Investigations
AE:Meningeal neoplasm,Meningeal neoplasm,"Neoplasms benign, malignant and unspecified"
AE:Microcytosis,Microcytosis,Unclassified
AE:Microsporidia infection,Microsporidia infection,Infections and infestations
AE:Monocyte percentage decreased,Monocyte percentage decreased,Investigations
AE:Monocyte percentage increased,Monocyte percentage increased,Investigations
AE:Myelocyte percentage increased,Myelocyte percentage increased,Investigations
AE:Neutrophil percentage decreased,Neutrophil percentage decreased,Investigations
AE:Phaeohyphomycosis,Phaeohyphomycosis,Unclassified
AE:Post procedural hypothyroidism,Post procedural hypothyroidism,"Injury, poisoning and procedural complications"
AE:Procalcitonin increased,Procalcitonin increased,Investigations
AE:Propionibacterium infection,Propionibacterium infection,Infections and infestations
AE:Protein urine,Protein urine,Unclassified
AE:Pyelonephritis fungal,Pyelonephritis fungal,Infections and infestations
AE:Red blood cells urine,Red blood cells urine,Unclassified
AE:Retinal depigmentation,Retinal depigmentation,Eye disorders
AE:Secondary progressive multiple sclerosis,Secondary progressive multiple sclerosis,Nervous system disorders
AE:Specific gravity urine increased,Specific gravity urine increased,Investigations
AE:T-lymphocyte count decreased,T-lymphocyte count decreased,Investigations
AE:Thyroid stimulating immunoglobulin,Thyroid stimulating immunoglobulin,Endocrine disorders
AE:Thyroid stimulating immunoglobulin increased,Thyroid stimulating immunoglobulin increased,Endocrine disorders
AE:Thyroxine free decreased,Thyroxine free decreased,Investigations
AE:Thyroxine free increased,Thyroxine free increased,Investigations
AE:Thyroxine increased,Thyroxine increased,Investigations
AE:Tri-iodothyronine free decreased,Tri-iodothyronine free decreased,Investigations
AE:Tri-iodothyronine free increased,Tri-iodothyronine free increased,Investigations
AE:Uhthoff's phenomenon,Uhthoff's phenomenon,Unclassified
AE:Urinary casts,Urinary casts,Renal and urinary disorders
AE:Urine leukocyte esterase,Urine leukocyte esterase,Unclassified
AE:Urine oxalate increased,Urine oxalate increased,Investigations
AE:Vasogenic cerebral oedema,Vasogenic cerebral oedema,Nervous system disorders
AE:Venoocclusive disease,Venoocclusive disease,Unclassified
AE:Viral haemorrhagic cystitis,Viral haemorrhagic cystitis,Infections and infestations
AE:pH urine increased,pH urine increased,Investigations
AE:Acetabulum fracture,Acetabulum fracture,"Injury, poisoning and procedural complications"
AE:Adenotonsillectomy,Adenotonsillectomy,Unclassified
AE:Atypical fracture,Atypical fracture,"Injury, poisoning and procedural complications"
AE:Breast lump removal,Breast lump removal,Reproductive system and breast disorders
AE:Carotid bruit,Carotid bruit,Nervous system disorders
AE:Chondrocalcinosis,Chondrocalcinosis,Unclassified
AE:Closed fracture manipulation,Closed fracture manipulation,"Injury, poisoning and procedural complications"
AE:Cystopexy,Cystopexy,Unclassified
AE:Electrocardiogram ST-T change,Electrocardiogram ST-T change,Investigations
AE:Exposed bone in jaw,Exposed bone in jaw,Unclassified
AE:Extraskeletal ossification,Extraskeletal ossification,Unclassified
AE:Internal fixation of fracture,Internal fixation of fracture,"Injury, poisoning and procedural complications"
AE:Intramedullary rod insertion,Intramedullary rod insertion,Surgical and medical procedures
AE:Low turnover osteopathy,Low turnover osteopathy,Unclassified
AE:Oestrogen deficiency,Oestrogen deficiency,Unclassified
AE:Open reduction of fracture,Open reduction of fracture,"Injury, poisoning and procedural complications"
AE:Osteotomy,Osteotomy,Unclassified
AE:Patellofemoral pain syndrome,Patellofemoral pain syndrome,General disorders and administration site conditions
AE:Periodontal operation,Periodontal operation,Unclassified
AE:QRS axis abnormal,QRS axis abnormal,Investigations
AE:Removal of internal fixation,Removal of internal fixation,Surgical and medical procedures
AE:Senile osteoporosis,Senile osteoporosis,Unclassified
AE:Sequestrectomy,Sequestrectomy,Unclassified
AE:Sputum culture positive,Sputum culture positive,"Respiratory, thoracic and mediastinal disorders"
AE:Urge incontinence,Urge incontinence,Renal and urinary disorders
AE:Vertebroplasty,Vertebroplasty,Unclassified
AE:Abdominal hernia repair,Abdominal hernia repair,Gastrointestinal disorders
AE:Adenoidal disorder,Adenoidal disorder,Unclassified
AE:Aortic calcification,Aortic calcification,Unclassified
AE:Arthrotomy,Arthrotomy,Unclassified
AE:Atopy,Atopy,Unclassified
AE:Benign breast lump removal,Benign breast lump removal,Reproductive system and breast disorders
AE:Biopsy bone,Biopsy bone,Surgical and medical procedures
AE:Biopsy lymph gland,Biopsy lymph gland,Surgical and medical procedures
AE:Blood 25-hydroxycholecalciferol decreased,Blood 25-hydroxycholecalciferol decreased,Investigations
AE:Blood alkaline phosphatase decreased,Blood alkaline phosphatase decreased,Investigations
AE:Bone debridement,Bone debridement,Surgical and medical procedures
AE:Bone fistula,Bone fistula,Unclassified
AE:Bone formation decreased,Bone formation decreased,Investigations
AE:Bone formation increased,Bone formation increased,Investigations
AE:Bone metabolism disorder,Bone metabolism disorder,Unclassified
AE:Bone scan abnormal,Bone scan abnormal,Investigations
AE:Bone trimming,Bone trimming,Unclassified
AE:Breast cyst excision,Breast cyst excision,"Neoplasms benign, malignant and unspecified"
AE:Burn oral cavity,Burn oral cavity,"Injury, poisoning and procedural complications"
AE:Carcinoid tumour pulmonary,Carcinoid tumour pulmonary,"Neoplasms benign, malignant and unspecified"
AE:Carotid endarterectomy,Carotid endarterectomy,Nervous system disorders
AE:Cataract nuclear,Cataract nuclear,Eye disorders
AE:Central nervous system mass,Central nervous system mass,Nervous system disorders
AE:Chondroplasty,Chondroplasty,Unclassified
AE:Confusion postoperative,Confusion postoperative,Unclassified
AE:Coronary angioplasty,Coronary angioplasty,Cardiac disorders
AE:Cystocele repair,Cystocele repair,Surgical and medical procedures
AE:Cystoscopy,Cystoscopy,Unclassified
AE:Dental fistula,Dental fistula,Gastrointestinal disorders
AE:Dental necrosis,Dental necrosis,Gastrointestinal disorders
AE:Dental plaque,Dental plaque,Gastrointestinal disorders
AE:Dental prosthesis user,Dental prosthesis user,Gastrointestinal disorders
AE:Denture wearer,Denture wearer,Unclassified
AE:Dermal sinus,Dermal sinus,Unclassified
AE:Dysthymic disorder,Dysthymic disorder,Unclassified
AE:Dystrophic calcification,Dystrophic calcification,Unclassified
AE:Edentulous,Edentulous,Unclassified
AE:Electrocardiogram ST segment abnormal,Electrocardiogram ST segment abnormal,Investigations
AE:Electrocardiogram ST-T segment abnormal,Electrocardiogram ST-T segment abnormal,Investigations
AE:Enchondroma,Enchondroma,Unclassified
AE:Enostosis,Enostosis,Unclassified
AE:Eosinophilic myocarditis,Eosinophilic myocarditis,Unclassified
AE:Eustachian tube dysfunction,Eustachian tube dysfunction,Unclassified
AE:Exostosis of jaw,Exostosis of jaw,Unclassified
AE:External fixation of fracture,External fixation of fracture,"Injury, poisoning and procedural complications"
AE:Foreign body aspiration,Foreign body aspiration,"Respiratory, thoracic and mediastinal disorders"
AE:Fracture displacement,Fracture displacement,"Injury, poisoning and procedural complications"
AE:Fracture reduction,Fracture reduction,"Injury, poisoning and procedural complications"
AE:Fractured ischium,Fractured ischium,Unclassified
AE:Gingivectomy,Gingivectomy,Unclassified
AE:Hormone therapy,Hormone therapy,General disorders and administration site conditions
AE:Hypercalciuria,Hypercalciuria,Unclassified
AE:Hyperparathyroidism secondary,Hyperparathyroidism secondary,Unclassified
AE:Hypoparathyroidism,Hypoparathyroidism,Unclassified
AE:Hysterosalpingo-oophorectomy,Hysterosalpingo-oophorectomy,Unclassified
AE:Ilium fracture,Ilium fracture,"Injury, poisoning and procedural complications"
AE:Impaired fasting glucose,Impaired fasting glucose,Investigations
AE:Insulin-requiring type 2 diabetes mellitus,Insulin-requiring type 2 diabetes mellitus,Metabolism and nutrition disorders
AE:Jaw fistula,Jaw fistula,Unclassified
AE:Joint dislocation reduction,Joint dislocation reduction,"Injury, poisoning and procedural complications"
AE:Large intestinal polypectomy,Large intestinal polypectomy,Unclassified
AE:Laryngeal ulceration,Laryngeal ulceration,"Respiratory, thoracic and mediastinal disorders"
AE:Lipoma excision,Lipoma excision,"Neoplasms benign, malignant and unspecified"
AE:Lumbosacral radiculopathy,Lumbosacral radiculopathy,Unclassified
AE:Malignant breast lump removal,Malignant breast lump removal,"Neoplasms benign, malignant and unspecified"
AE:Meniscus removal,Meniscus removal,Surgical and medical procedures
AE:Myositis ossificans,Myositis ossificans,Musculoskeletal and connective tissue disorders
AE:Neurectomy,Neurectomy,Unclassified
AE:Oesophageal cancer metastatic,Oesophageal cancer metastatic,"Neoplasms benign, malignant and unspecified"
AE:Oesophageal discomfort,Oesophageal discomfort,General disorders and administration site conditions
AE:Oesophageal irritation,Oesophageal irritation,Unclassified
AE:Oophorectomy bilateral,Oophorectomy bilateral,Unclassified
AE:Oral cavity fistula,Oral cavity fistula,Unclassified
AE:Oroantral fistula,Oroantral fistula,Unclassified
AE:Osteoma,Osteoma,Unclassified
AE:Osteomyelitis acute,Osteomyelitis acute,Infections and infestations
AE:Osteonecrosis of external auditory canal,Osteonecrosis of external auditory canal,Musculoskeletal and connective tissue disorders
AE:Osteopetrosis,Osteopetrosis,Unclassified
AE:Osteoporosis postmenopausal,Osteoporosis postmenopausal,Unclassified
AE:Ovarian cystectomy,Ovarian cystectomy,Reproductive system and breast disorders
AE:Peri-implantitis,Peri-implantitis,Unclassified
AE:Perineurial cyst,Perineurial cyst,"Neoplasms benign, malignant and unspecified"
AE:Phlebolith,Phlebolith,Unclassified
AE:Piriformis syndrome,Piriformis syndrome,Unclassified
AE:Poor dental condition,Poor dental condition,Gastrointestinal disorders
AE:Post laminectomy syndrome,Post laminectomy syndrome,Unclassified
AE:Postoperative heterotopic calcification,Postoperative heterotopic calcification,Unclassified
AE:Primary sequestrum,Primary sequestrum,Unclassified
AE:Product packaging difficult to open,Product packaging difficult to open,Product issues
AE:Product solubility abnormal,Product solubility abnormal,Investigations
AE:Psychogenic pain disorder,Psychogenic pain disorder,General disorders and administration site conditions
AE:Psychotic symptom,Psychotic symptom,Psychiatric disorders
AE:Pulmonary valve incompetence,Pulmonary valve incompetence,"Respiratory, thoracic and mediastinal disorders"
AE:Radicular pain,Radicular pain,General disorders and administration site conditions
AE:Radiculitis,Radiculitis,Unclassified
AE:Radiculitis lumbosacral,Radiculitis lumbosacral,Unclassified
AE:Radiotherapy to breast,Radiotherapy to breast,Reproductive system and breast disorders
AE:Rectocele repair,Rectocele repair,Surgical and medical procedures
AE:Rhinoplasty,Rhinoplasty,Unclassified
AE:Sick sinus syndrome,Sick sinus syndrome,Unclassified
AE:Sinus arrhythmia,Sinus arrhythmia,Cardiac disorders
AE:Spinal claudication,Spinal claudication,Vascular disorders
AE:Spondylolysis,Spondylolysis,Unclassified
AE:Sputum culture,Sputum culture,"Respiratory, thoracic and mediastinal disorders"
AE:Sputum purulent,Sputum purulent,"Respiratory, thoracic and mediastinal disorders"
AE:Tendon sheath incision,Tendon sheath incision,Musculoskeletal and connective tissue disorders
AE:Terminal insomnia,Terminal insomnia,Psychiatric disorders
AE:Traumatic arthritis,Traumatic arthritis,Musculoskeletal and connective tissue disorders
AE:Umbilical hernia repair,Umbilical hernia repair,General disorders and administration site conditions
AE:Varicose vein operation,Varicose vein operation,Vascular disorders
AE:Vascular operation,Vascular operation,Vascular disorders
AE:Vena cava filter insertion,Vena cava filter insertion,Surgical and medical procedures
AE:Venous insufficiency,Venous insufficiency,Vascular disorders
AE:Vessel puncture site bruise,Vessel puncture site bruise,Unclassified
AE:Wall motion score index abnormal,Wall motion score index abnormal,Investigations
AE:Calciphylaxis,Calciphylaxis,Unclassified
AE:Encephalomalacia,Encephalomalacia,Unclassified
AE:PCO2 decreased,PCO2 decreased,Investigations
AE:PO2 decreased,PO2 decreased,Investigations
AE:Procalcitonin abnormal,Procalcitonin abnormal,Investigations
AE:Soft tissue mass,Soft tissue mass,General disorders and administration site conditions
AE:Antimicrobial susceptibility test resistant,Antimicrobial susceptibility test resistant,Unclassified
AE:Growth hormone deficiency,Growth hormone deficiency,Endocrine disorders
AE:Illusion,Illusion,Unclassified
AE:Minimum inhibitory concentration,Minimum inhibitory concentration,Unclassified
AE:On and off phenomenon,On and off phenomenon,Unclassified
AE:Glycogen storage disease type II,Glycogen storage disease type II,Unclassified
AE:Anterograde amnesia,Anterograde amnesia,Nervous system disorders
AE:Galactorrhoea,Galactorrhoea,Reproductive system and breast disorders
AE:Hypercapnic coma,Hypercapnic coma,Unclassified
AE:Ovarian germ cell cancer stage II,Ovarian germ cell cancer stage II,"Neoplasms benign, malignant and unspecified"
AE:Pyramidal tract syndrome,Pyramidal tract syndrome,Unclassified
AE:Application site injury,Application site injury,"Injury, poisoning and procedural complications"
AE:Low density lipoprotein decreased,Low density lipoprotein decreased,Investigations
AE:Skin pressure mark,Skin pressure mark,Skin and subcutaneous tissue disorders
AE:Congenital bladder anomaly,Congenital bladder anomaly,"Congenital, familial and genetic disorders"
AE:Conjoined twins,Conjoined twins,Unclassified
AE:Intestinal malrotation,Intestinal malrotation,Unclassified
AE:Persistent cloaca,Persistent cloaca,Unclassified
AE:Urachal abnormality,Urachal abnormality,Unclassified
AE:Actinic cheilitis,Actinic cheilitis,Gastrointestinal disorders
AE:Adrenal cyst,Adrenal cyst,"Neoplasms benign, malignant and unspecified"
AE:Allergic reaction to excipient,Allergic reaction to excipient,Unclassified
AE:Anti-erythropoietin antibody negative,Anti-erythropoietin antibody negative,Unclassified
AE:Arrhythmic storm,Arrhythmic storm,Unclassified
AE:Autonomic neuropathy,Autonomic neuropathy,Unclassified
AE:Base excess decreased,Base excess decreased,Investigations
AE:Blood lactic acid,Blood lactic acid,Unclassified
AE:Body mass index abnormal,Body mass index abnormal,Investigations
AE:Central nervous system lupus,Central nervous system lupus,Immune system disorders
AE:Cerebellar stroke,Cerebellar stroke,Nervous system disorders
AE:Charles Bonnet syndrome,Charles Bonnet syndrome,Unclassified
AE:Cranial nerve disorder,Cranial nerve disorder,Unclassified
AE:Diffuse large B-cell lymphoma recurrent,Diffuse large B-cell lymphoma recurrent,"Neoplasms benign, malignant and unspecified"
AE:Disseminated aspergillosis,Disseminated aspergillosis,Unclassified
AE:Epidermolysis,Epidermolysis,Unclassified
AE:Fixed eruption,Fixed eruption,Unclassified
AE:Fulminant type 1 diabetes mellitus,Fulminant type 1 diabetes mellitus,Metabolism and nutrition disorders
AE:Gouty tophus,Gouty tophus,Unclassified
AE:Heart failure with preserved ejection fraction,Heart failure with preserved ejection fraction,Cardiac disorders
AE:Human herpesvirus 6 infection reactivation,Human herpesvirus 6 infection reactivation,Infections and infestations
AE:Left ventricular enlargement,Left ventricular enlargement,Cardiac disorders
AE:Lymphoid tissue hypoplasia,Lymphoid tissue hypoplasia,Unclassified
AE:Malignant transformation,Malignant transformation,"Neoplasms benign, malignant and unspecified"
AE:Metastases to spleen,Metastases to spleen,Unclassified
AE:Mononeuropathy multiplex,Mononeuropathy multiplex,Unclassified
AE:N-terminal prohormone brain natriuretic peptide abnormal,N-terminal prohormone brain natriuretic peptide abnormal,Investigations
AE:Nephrocalcinosis,Nephrocalcinosis,Unclassified
AE:Nephrogenic anaemia,Nephrogenic anaemia,Blood and lymphatic system disorders
AE:Neutropenic colitis,Neutropenic colitis,Gastrointestinal disorders
AE:Periarthritis calcarea,Periarthritis calcarea,Unclassified
AE:Platelet distribution width increased,Platelet distribution width increased,Blood and lymphatic system disorders
AE:SJS-TEN overlap,SJS-TEN overlap,Unclassified
AE:Scrotal oedema,Scrotal oedema,General disorders and administration site conditions
AE:Therapeutic drug monitoring analysis not performed,Therapeutic drug monitoring analysis not performed,Unclassified
AE:Thymus hypoplasia,Thymus hypoplasia,Unclassified
AE:Anisocoria,Anisocoria,Unclassified
AE:Heterophoria,Heterophoria,Unclassified
AE:Migraine without aura,Migraine without aura,Nervous system disorders
AE:Retrograde amnesia,Retrograde amnesia,Nervous system disorders
AE:Hyperglycaemic hyperosmolar nonketotic syndrome,Hyperglycaemic hyperosmolar nonketotic syndrome,Unclassified
AE:Metastases to pleura,Metastases to pleura,Unclassified
AE:Tumour marker decreased,Tumour marker decreased,"Neoplasms benign, malignant and unspecified"
AE:Alpha-1 antitrypsin deficiency,Alpha-1 antitrypsin deficiency,Unclassified
AE:Lung transplant,Lung transplant,Surgical and medical procedures
AE:Accidental poisoning,Accidental poisoning,"Injury, poisoning and procedural complications"
AE:Acute psychosis,Acute psychosis,Psychiatric disorders
AE:Administration related reaction,Administration related reaction,Unclassified
AE:Agitation neonatal,Agitation neonatal,"Pregnancy, puerperium and perinatal conditions"
AE:Amnestic disorder,Amnestic disorder,Unclassified
AE:Anorgasmia,Anorgasmia,Unclassified
AE:Anticholinergic syndrome,Anticholinergic syndrome,Unclassified
AE:Antipsychotic drug level increased,Antipsychotic drug level increased,Investigations
AE:Apraxia,Apraxia,Nervous system disorders
AE:Blood osmolarity increased,Blood osmolarity increased,Investigations
AE:Cerebral microangiopathy,Cerebral microangiopathy,Nervous system disorders
AE:Chemical submission,Chemical submission,Unclassified
AE:Cholinergic syndrome,Cholinergic syndrome,Unclassified
AE:Conduction disorder,Conduction disorder,Unclassified
AE:Counterfeit drug administered,Counterfeit drug administered,Product issues
AE:Counterfeit product administered,Counterfeit product administered,Product issues
AE:Depersonalisation/derealisation disorder,Depersonalisation/derealisation disorder,Unclassified
AE:Differentiation syndrome,Differentiation syndrome,Unclassified
AE:Disinhibition,Disinhibition,Unclassified
AE:Dissociative disorder,Dissociative disorder,Unclassified
AE:Disturbance in sexual arousal,Disturbance in sexual arousal,Unclassified
AE:Drug detoxification,Drug detoxification,Unclassified
AE:Drug screen false positive,Drug screen false positive,Unclassified
AE:Drug screen negative,Drug screen negative,Unclassified
AE:Drug withdrawal convulsions,Drug withdrawal convulsions,Psychiatric disorders
AE:Educational problem,Educational problem,Unclassified
AE:Electrocardiogram QRS complex shortened,Electrocardiogram QRS complex shortened,Investigations
AE:Electrocardiogram repolarisation abnormality,Electrocardiogram repolarisation abnormality,Investigations
AE:Haemangioma congenital,Haemangioma congenital,"Congenital, familial and genetic disorders"
AE:Homicidal ideation,Homicidal ideation,Psychiatric disorders
AE:Housebound,Housebound,Unclassified
AE:Hyperammonaemia,Hyperammonaemia,Unclassified
AE:Hyperprolactinaemia,Hyperprolactinaemia,Unclassified
AE:Hypervigilance,Hypervigilance,Unclassified
AE:Hypotonia neonatal,Hypotonia neonatal,"Pregnancy, puerperium and perinatal conditions"
AE:Immobilisation prolonged,Immobilisation prolonged,Unclassified
AE:Inappropriate affect,Inappropriate affect,Psychiatric disorders
AE:Infantile apnoea,Infantile apnoea,"Respiratory, thoracic and mediastinal disorders"
AE:Intrusive thoughts,Intrusive thoughts,Unclassified
AE:Libido increased,Libido increased,Investigations
AE:Logorrhoea,Logorrhoea,Unclassified
AE:Malignant catatonia,Malignant catatonia,"Neoplasms benign, malignant and unspecified"
AE:Mixed anxiety and depressive disorder,Mixed anxiety and depressive disorder,Psychiatric disorders
AE:Moaning,Moaning,Unclassified
AE:Necrosis ischaemic,Necrosis ischaemic,Unclassified
AE:Negativism,Negativism,Unclassified
AE:Nephrosclerosis,Nephrosclerosis,Unclassified
AE:Neurosis,Neurosis,Unclassified
