id,name,soc
AE:Osmolar gap increased,Osmolar gap increased,Investigations
AE:PO2 increased,PO2 increased,Investigations
AE:Performance status decreased,Performance status decreased,Investigations
AE:Persecutory delusion,Persecutory delusion,Unclassified
AE:Persistent depressive disorder,Persistent depressive disorder,Psychiatric disorders
AE:Persistent genital arousal disorder,Persistent genital arousal disorder,Reproductive system and breast disorders
AE:Pharmaceutical nomadism,Pharmaceutical nomadism,Unclassified
AE:Pneumonitis aspiration,Pneumonitis aspiration,"Respiratory, thoracic and mediastinal disorders"
AE:Poverty of speech,Poverty of speech,Nervous system disorders
AE:Prescription form tampering,Prescription form tampering,Unclassified
AE:Product counterfeit,Product counterfeit,Product issues
AE:Pupillary disorder,Pupillary disorder,Unclassified
AE:Reaction to drug excipients,Reaction to drug excipients,Unclassified
AE:Recalled product administered,Recalled product administered,Unclassified
AE:Reduced facial expression,Reduced facial expression,Unclassified
AE:Renal papillary necrosis,Renal papillary necrosis,Renal and urinary disorders
AE:Self injurious behaviour,Self injurious behaviour,Unclassified
AE:Social anxiety disorder,Social anxiety disorder,Psychiatric disorders
AE:Stupor,Stupor,Unclassified
AE:Substance abuser,Substance abuser,Unclassified
AE:Tonic clonic movements,Tonic clonic movements,Unclassified
AE:Vasoplegia syndrome,Vasoplegia syndrome,Unclassified
AE:Victim of chemical submission,Victim of chemical submission,Unclassified
AE:Victim of homicide,Victim of homicide,Unclassified
AE:Visceral congestion,Visceral congestion,Unclassified
AE:Withdrawal catatonia,Withdrawal catatonia,Psychiatric disorders
AE:Wrong patient,Wrong patient,Unclassified
AE:Wrong rate,Wrong rate,Unclassified
AE:Administration site pain,Administration site pain,General disorders and administration site conditions
AE:Erection increased,Erection increased,Investigations
AE:Exposure via partner,Exposure via partner,Unclassified
AE:Foreign body in reproductive tract,Foreign body in reproductive tract,Unclassified
AE:Genital discomfort,Genital discomfort,Reproductive system and breast disorders
AE:Painful erection,Painful erection,Unclassified
AE:Penile burning sensation,Penile burning sensation,Reproductive system and breast disorders
AE:Penile curvature,Penile curvature,Reproductive system and breast disorders
AE:Penile erythema,Penile erythema,Reproductive system and breast disorders
AE:Penile pain,Penile pain,Reproductive system and breast disorders
AE:Penile swelling,Penile swelling,Reproductive system and breast disorders
AE:Penis injury,Penis injury,"Injury, poisoning and procedural complications"
AE:Peyronie's disease,Peyronie's disease,Unclassified
AE:Priapism,Priapism,Unclassified
AE:Blood fibrinogen decreased,Blood fibrinogen decreased,Investigations
AE:NIH stroke scale abnormal,NIH stroke scale abnormal,Investigations
AE:NIH stroke scale score increased,NIH stroke scale score increased,Investigations
AE:Reperfusion arrhythmia,Reperfusion arrhythmia,Cardiac disorders
AE:Thrombolysis,Thrombolysis,Unclassified
AE:Cardiospasm,Cardiospasm,Unclassified
AE:Cerebral hypoperfusion,Cerebral hypoperfusion,Nervous system disorders
AE:Deep brain stimulation,Deep brain stimulation,Unclassified
AE:Dopamine dysregulation syndrome,Dopamine dysregulation syndrome,Unclassified
AE:Dyskinesia hyperpyrexia syndrome,Dyskinesia hyperpyrexia syndrome,Nervous system disorders
AE:Gambling disorder,Gambling disorder,Unclassified
AE:Hypersexuality,Hypersexuality,Unclassified
AE:Impulse-control disorder,Impulse-control disorder,Psychiatric disorders
AE:Parkinson's disease psychosis,Parkinson's disease psychosis,Nervous system disorders
AE:Parkinsonism hyperpyrexia syndrome,Parkinsonism hyperpyrexia syndrome,Unclassified
AE:Sleep talking,Sleep talking,Psychiatric disorders
AE:Application site irritation,Application site irritation,General disorders and administration site conditions
AE:Application site rash,Application site rash,Skin and subcutaneous tissue disorders
AE:Aspiration pleural cavity,Aspiration pleural cavity,"Respiratory, thoracic and mediastinal disorders"
AE:Bendopnoea,Bendopnoea,Unclassified
AE:Biopsy lung,Biopsy lung,Surgical and medical procedures
AE:CREST syndrome,CREST syndrome,Unclassified
AE:Cardiac output increased,Cardiac output increased,Cardiac disorders
AE:Cardioversion,Cardioversion,Unclassified
AE:Catheter management,Catheter management,Unclassified
AE:Catheter removal,Catheter removal,Surgical and medical procedures
AE:Catheter site discharge,Catheter site discharge,General disorders and administration site conditions
AE:Catheter site erythema,Catheter site erythema,Skin and subcutaneous tissue disorders
AE:Catheter site extravasation,Catheter site extravasation,General disorders and administration site conditions
AE:Catheter site inflammation,Catheter site inflammation,General disorders and administration site conditions
AE:Catheter site irritation,Catheter site irritation,General disorders and administration site conditions
AE:Catheter site pruritus,Catheter site pruritus,Skin and subcutaneous tissue disorders
AE:Catheter site rash,Catheter site rash,Skin and subcutaneous tissue disorders
AE:Catheter site related reaction,Catheter site related reaction,General disorders and administration site conditions
AE:Catheter site swelling,Catheter site swelling,General disorders and administration site conditions
AE:Catheter site vesicles,Catheter site vesicles,General disorders and administration site conditions
AE:Catheterisation cardiac abnormal,Catheterisation cardiac abnormal,Cardiac disorders
AE:Central venous catheter removal,Central venous catheter removal,Vascular disorders
AE:Continuous positive airway pressure,Continuous positive airway pressure,Unclassified
AE:Cor pulmonale,Cor pulmonale,Unclassified
AE:Device alarm issue,Device alarm issue,Product issues
AE:Device connection issue,Device connection issue,Product issues
AE:Device damage,Device damage,Product issues
AE:Device infusion issue,Device infusion issue,Product issues
AE:Diastolic hypotension,Diastolic hypotension,Vascular disorders
AE:Dizziness exertional,Dizziness exertional,Nervous system disorders
AE:Ear tube insertion,Ear tube insertion,Ear and labyrinth disorders
AE:Endarterectomy,Endarterectomy,Unclassified
AE:Heart transplant,Heart transplant,Cardiac disorders
AE:Hepatic congestion,Hepatic congestion,Hepatobiliary disorders
AE:Infusion site abscess,Infusion site abscess,Infections and infestations
AE:Infusion site cellulitis,Infusion site cellulitis,Infections and infestations
AE:Infusion site discharge,Infusion site discharge,General disorders and administration site conditions
AE:Infusion site discolouration,Infusion site discolouration,General disorders and administration site conditions
AE:Infusion site haematoma,Infusion site haematoma,Vascular disorders
AE:Infusion site haemorrhage,Infusion site haemorrhage,"Injury, poisoning and procedural complications"
AE:Infusion site induration,Infusion site induration,General disorders and administration site conditions
AE:Infusion site infection,Infusion site infection,Infections and infestations
AE:Infusion site inflammation,Infusion site inflammation,General disorders and administration site conditions
AE:Infusion site irritation,Infusion site irritation,General disorders and administration site conditions
AE:Infusion site nodule,Infusion site nodule,General disorders and administration site conditions
AE:Infusion site oedema,Infusion site oedema,General disorders and administration site conditions
AE:Infusion site pustule,Infusion site pustule,General disorders and administration site conditions
AE:Infusion site vesicles,Infusion site vesicles,General disorders and administration site conditions
AE:Infusion site warmth,Infusion site warmth,General disorders and administration site conditions
AE:Laryngeal pain,Laryngeal pain,"Respiratory, thoracic and mediastinal disorders"
AE:Life support,Life support,Unclassified
AE:Metapneumovirus infection,Metapneumovirus infection,Infections and infestations
AE:Oxygen consumption,Oxygen consumption,Unclassified
AE:Oxygen consumption increased,Oxygen consumption increased,Investigations
AE:Oxygen supplementation,Oxygen supplementation,Unclassified
AE:Paracentesis,Paracentesis,Unclassified
AE:Portopulmonary hypertension,Portopulmonary hypertension,Vascular disorders
AE:Pregnancy test positive,Pregnancy test positive,Investigations
AE:Pulmonary arterial pressure abnormal,Pulmonary arterial pressure abnormal,Investigations
AE:Pulmonary arterial pressure decreased,Pulmonary arterial pressure decreased,Investigations
AE:Pulmonary arterial pressure increased,Pulmonary arterial pressure increased,Investigations
AE:Pulmonary arterial wedge pressure increased,Pulmonary arterial wedge pressure increased,Investigations
AE:Pulmonary hypertensive crisis,Pulmonary hypertensive crisis,"Respiratory, thoracic and mediastinal disorders"
AE:Pulmonary vascular resistance abnormality,Pulmonary vascular resistance abnormality,"Respiratory, thoracic and mediastinal disorders"
AE:Pulmonary veno-occlusive disease,Pulmonary veno-occlusive disease,"Respiratory, thoracic and mediastinal disorders"
AE:Respiratory tract irritation,Respiratory tract irritation,"Respiratory, thoracic and mediastinal disorders"
AE:Right ventricular dilatation,Right ventricular dilatation,Cardiac disorders
AE:Right ventricular dysfunction,Right ventricular dysfunction,Cardiac disorders
AE:Right ventricular enlargement,Right ventricular enlargement,Cardiac disorders
AE:Senile dementia,Senile dementia,Nervous system disorders
AE:Sickle cell anaemia,Sickle cell anaemia,Blood and lymphatic system disorders
AE:Sickle cell disease,Sickle cell disease,Blood and lymphatic system disorders
AE:Suture removal,Suture removal,Surgical and medical procedures
AE:Systemic scleroderma,Systemic scleroderma,Musculoskeletal and connective tissue disorders
AE:Transplant,Transplant,Surgical and medical procedures
AE:Transplant evaluation,Transplant evaluation,Surgical and medical procedures
AE:Ventilation perfusion mismatch,Ventilation perfusion mismatch,Unclassified
AE:Walking distance test abnormal,Walking distance test abnormal,Investigations
AE:Choreoathetosis,Choreoathetosis,Unclassified
AE:Decreased eye contact,Decreased eye contact,Eye disorders
AE:Oppositional defiant disorder,Oppositional defiant disorder,Unclassified
AE:Sydenham's chorea,Sydenham's chorea,Unclassified
AE:Abnormal sleep-related event,Abnormal sleep-related event,Psychiatric disorders
AE:Adulterated product,Adulterated product,Unclassified
AE:Amphetamines negative,Amphetamines negative,Unclassified
AE:Amphetamines positive,Amphetamines positive,Unclassified
AE:Change in sustained attention,Change in sustained attention,Unclassified
AE:Dermatillomania,Dermatillomania,Unclassified
AE:Drug effect increased,Drug effect increased,Investigations
AE:Job dissatisfaction,Job dissatisfaction,Unclassified
AE:Manufacturing issue,Manufacturing issue,Unclassified
AE:Manufacturing materials issue,Manufacturing materials issue,Unclassified
AE:Product measured potency issue,Product measured potency issue,Unclassified
AE:Product physical consistency issue,Product physical consistency issue,Unclassified
AE:Product tampering,Product tampering,Unclassified
AE:Sleep-related eating disorder,Sleep-related eating disorder,Psychiatric disorders
AE:Suspected product quality issue,Suspected product quality issue,Product issues
AE:Suspected product tampering,Suspected product tampering,Unclassified
AE:Yawning,Yawning,Unclassified
AE:Myasthenic syndrome,Myasthenic syndrome,Unclassified
AE:Aplasia,Aplasia,Unclassified
AE:Aspergillus test positive,Aspergillus test positive,Investigations
AE:Bronchoscopy,Bronchoscopy,Unclassified
AE:Cardiac valve vegetation,Cardiac valve vegetation,Cardiac disorders
AE:Dependence on oxygen therapy,Dependence on oxygen therapy,General disorders and administration site conditions
AE:Device maintenance issue,Device maintenance issue,Product issues
AE:Geotrichum infection,Geotrichum infection,Infections and infestations
AE:Increased viscosity of bronchial secretion,Increased viscosity of bronchial secretion,Unclassified
AE:Infective pulmonary exacerbation of cystic fibrosis,Infective pulmonary exacerbation of cystic fibrosis,"Congenital, familial and genetic disorders"
AE:Myasthenia gravis crisis,Myasthenia gravis crisis,Musculoskeletal and connective tissue disorders
AE:Mycobacterium abscessus infection,Mycobacterium abscessus infection,Infections and infestations
AE:Post-tussive vomiting,Post-tussive vomiting,Gastrointestinal disorders
AE:Product package associated injury,Product package associated injury,"Injury, poisoning and procedural complications"
AE:Retinal ischaemia,Retinal ischaemia,Eye disorders
AE:Rhinocerebral mucormycosis,Rhinocerebral mucormycosis,Unclassified
AE:Sputum abnormal,Sputum abnormal,Investigations
AE:Thalamic infarction,Thalamic infarction,Unclassified
AE:Vascular pseudoaneurysm thrombosis,Vascular pseudoaneurysm thrombosis,Vascular disorders
AE:Application site exfoliation,Application site exfoliation,General disorders and administration site conditions
AE:Application site pustules,Application site pustules,General disorders and administration site conditions
AE:Application site swelling,Application site swelling,General disorders and administration site conditions
AE:Application site vesicles,Application site vesicles,General disorders and administration site conditions
AE:Amyloid arthropathy,Amyloid arthropathy,Unclassified
AE:Radiation inflammation,Radiation inflammation,General disorders and administration site conditions
AE:Acute interstitial pneumonitis,Acute interstitial pneumonitis,"Respiratory, thoracic and mediastinal disorders"
AE:Alveolar proteinosis,Alveolar proteinosis,Unclassified
AE:Anticoagulation drug level increased,Anticoagulation drug level increased,Investigations
AE:BRASH syndrome,BRASH syndrome,Unclassified
AE:Blood culture positive,Blood culture positive,Unclassified
AE:Cardioactive drug level increased,Cardioactive drug level increased,Investigations
AE:Cornea verticillata,Cornea verticillata,Unclassified
