drug_id	cluster	pc1	pc2
DRUG:PRENATALS	12	0.025562845	0.21007869
DRUG:PRENATE_[FOLIC_ACID,IRON,MINERALS_NOS,VITAMINS_NOS]	1	0.33486572	-0.12852716
DRUG:PRENAVITE	5	0.060852	0.14881411
DRUG:PRENDISONE	18	0.40265372	0.010704219
DRUG:PREP	6	0.6056065	-0.45113957
DRUG:PREPARATION_H_HEMORRHOIDAL_SUPPOSITORIES	18	0.55271024	0.090996146
DRUG:PREPARATION_H_[HYDROCORTISONE]	7	0.5562195	-0.08643058
DRUG:PRES_PLUS	2	-0.27561623	0.48599055
DRUG:PRESCRIBED_AMPHETAMINES	5	0.16637304	0.2629809
DRUG:PRESCRIPTION_VITAMIN_D	17	0.61601204	-0.17849278
DRUG:PRESER_VISION	5	0.2616844	0.18273547
DRUG:PRESERVATIVE_FREE_ARTIFICIAL_TEARS	18	0.42368606	0.1913543
DRUG:PRESERVATIVE_FREE_INTRAOCULAR_LIDOCAINE	18	0.30706283	0.009197921
DRUG:PRESERVATIVE_FREE_TEARS	7	0.5355411	-0.06900427
DRUG:PRESERVISION	8	0.14222354	0.3137826
DRUG:PRESERVISION_AREDS	5	0.21114552	0.17580953
DRUG:PRESERVISION_EYE_VITAMIN_AND_MINERAL_SUPPL.	2	-0.2783687	0.4408159
DRUG:PRESERVISION_EYE_VITAMINS	14	0.11035342	-0.017109334
DRUG:PRESERVISION_LUTEIN_EYE_VITA.+MIN.S	5	0.22572348	0.13164994
DRUG:PRESERVISION_WITH_LUTEIN	10	0.28210998	0.061266482
DRUG:PRESERVISON_AREDS_2	14	0.3477202	-0.038637877
DRUG:PRESINOL_250	14	0.074353255	-0.28188354
DRUG:PRESOMEN	1	0.35379562	-0.29257405
DRUG:PRESS_PLUS	2	-0.07154031	0.50683963
DRUG:PRESTIQ	8	0.03971503	0.5093231
DRUG:PRESTIQUE	8	0.102089174	0.4834173
DRUG:PRESTOLE	1	0.41908717	-0.03691995
DRUG:PRETANIX	6	0.387861	-0.51287097
DRUG:PRETOMANID	4	-0.9105432	-0.17040089
DRUG:PREVACID_24HR_15MG	4	-0.8546858	0.024133742
DRUG:PREVACID_OTC	16	-0.39271998	0.33638212
DRUG:PREVAGEN_[APOAEQUORIN;COLECALCIFEROL]	12	0.0553611	0.17348209
DRUG:PREVAGEN_[APOAEQUORIN]	16	-0.44381595	0.45210722
DRUG:PREVASTATIN	16	-0.42623436	0.36093065
DRUG:PREVEX_HC	8	0.010890506	0.41110823
DRUG:PREVICID	8	0.19056365	0.4680138
DRUG:PREVIDENT_5000_BOOST	10	0.14562795	0.14816001
DRUG:PREVIDENT_5000_PLUS	7	0.40409487	-0.08035028
DRUG:PREZISTA_[DARUNAVIR_ETHANOLATE]	2	-0.27780473	0.4001653
DRUG:PRIALT_INTRATHECAL_INFUSION	16	-0.48411492	0.36457214
DRUG:PRIDINOL	0	-0.7169381	0.076621145
DRUG:PRIDINOL_MESILATE	16	-0.28060547	0.3799868
DRUG:PRIDOPIDINE	10	0.2782718	0.13196835
DRUG:PRIFINIUM_BROMIDE	1	0.520401	-0.066773474
DRUG:PRILACE	16	-0.33929303	0.32757363
DRUG:PRILOCAINE	9	-0.9320737	-0.25217405
DRUG:PRILOCAINE_HYDROCHLORIDE	0	-0.75938046	0.08702353
DRUG:PRILOCAINE/LIDOCAINE	1	0.46578276	-0.15345958
DRUG:PRILOSEC_/00661201/	4	-0.88285583	-0.072930515
DRUG:PRILOSEC_DELAYED_RELEASE	7	0.47859585	-0.077748954
DRUG:PRILOSEC_DELAYED-RELEASE_CAPSULES	2	-0.07104872	0.4946238
DRUG:PRILOSEC_DR	12	0.06039285	0.3666415
DRUG:PRILOSEC_OTC_TAB	10	0.20489872	0.07463017
DRUG:PRILOSEC_OTC_TAB_20MG	5	0.4391377	0.16840962
DRUG:PRILOSEC_OTC,_WILDBERRY_FLAVOR	14	0.31264448	-0.11904511
DRUG:PRILOSEC_[OMEPRAZOLE_MAGNESIUM]	2	-0.19576117	0.4522814
DRUG:PRILOSEC_[OMEPRAZOLE]	10	0.24557173	0.17710951
DRUG:PRILYR	8	0.06939233	0.31609032
DRUG:PRIMAQUINE_PHOSPHATE	4	-0.8828819	-0.14755002
DRUG:PRIMID	8	0.23017296	0.23629895
DRUG:PRIMIDONE	9	-0.9817906	-0.593153
DRUG:PRIMOBOLAN_/00044802/	10	0.2703337	0.2638385
DRUG:PRIMODIL_[AMLODIPINE]	16	-0.38240045	0.34670582
DRUG:PRIMOGYNA	8	0.028652437	0.32357457
DRUG:PRIMOVIST	1	0.42453542	-0.15095928
DRUG:PRIMROSE	0	-0.77945733	0.08264011
DRUG:PRIMROSE_EXTRACT	6	0.46559197	-0.3410177
DRUG:PRIMROSE_OIL	4	-0.8332866	0.01884681
DRUG:PRINIVIL,_ZESTRIL	18	0.25937226	-0.061686665
DRUG:PRINIZIDE	5	0.4097581	0.17776379
DRUG:PRIONELLE	6	0.3390331	-0.2971158
DRUG:PRISMA	16	-0.35352895	0.38777438
DRUG:PRISMA_50_MG_CAPSULE_RIGIDE	14	0.32024375	-0.20205466
DRUG:PRISTINAMYCIN	3	-0.96292126	-0.6229907
DRUG:PRISTIQUE	10	0.1578103	0.27034858
DRUG:PRITELIVIR	7	0.38795528	-0.08039743
DRUG:PRITOR/AMLODIPINE	12	0.08491821	0.3659174
DRUG:PRIVATE_LABEL	5	0.19079134	0.25762364
DRUG:PRIVIGEN_10%_LIQUID)	0	-0.719725	0.19728974
DRUG:PRIVITUSS	8	0.1884051	0.34216675
DRUG:PRO_AIR	0	-0.7762817	0.13217238
DRUG:PRO_AIR_HFA	2	-0.19721591	0.45239374
DRUG:PRO_AIR_INHALER	16	-0.5278436	0.38174894
DRUG:PRO_CAL	8	0.11768112	0.37695208
DRUG:PRO_CIPROFLOXACIN	8	0.07022635	0.42225334
DRUG:PRO_FE	14	0.24322474	-0.18774974
DRUG:PRO_RAMIPRIL	2	-0.16231237	0.4157767
DRUG:PRO-AAS	16	-0.4123647	0.29423156
DRUG:PRO-BIOTIC	2	-0.106953695	0.4986981
DRUG:PRO-BIOTICS	2	-0.13960513	0.50679016
DRUG:PRO-BISOPROLOL	2	-0.1984731	0.4289073
DRUG:PRO-CAL_SHOT	2	-0.24405304	0.453024
DRUG:PRO-MIRTAZAPINE	1	0.6684985	-0.11567214
DRUG:PRO-PHREE	14	0.09594875	-0.10803923
DRUG:PRO-QUETIAPINE	2	-0.009997375	0.42824337
DRUG:PRO-STATIN	7	0.42279765	0.023741066
DRUG:PRO-ZOPICLONE	12	-0.19663125	0.13987401
DRUG:PROACTAZYME	5	0.09319862	0.032725185
DRUG:PROACTIV_+_COMPLEXION_PERFECTING_HYDRATOR	2	-0.20790875	0.4923323
DRUG:PROACTIV_+_PORE_TARGETING_TREATMENT	8	0.16872248	0.50632477
DRUG:PROACTIV_+_SKIN_PURIFYING_MASK	14	0.32716194	-0.23028097
DRUG:PROACTIV_+_SKIN_SMOOTHING_EXFOLIATOR	12	-0.20988095	0.32797274
DRUG:PROACTIV_+COMPLEXION_PERFECTING_HYDRATOR	1	0.58084023	-0.06532735
DRUG:PROACTIV_ACNE_CLEARING_BODY_SPRAY	4	-0.86904377	-0.10688159
DRUG:PROACTIV_ADVANCED_CLEAR_SKIN_TREATMENT	14	0.33902684	-0.11684802
DRUG:PROACTIV_AMAZONIAN_CLAY_MASK	9	-0.9137869	-0.2983607
DRUG:PROACTIV_BALANCING_TONER	1	0.57533926	-0.18661694
DRUG:PROACTIV_BLACKHEAD_DISSOLVING_GE	17	0.49813592	-0.23885225
DRUG:PROACTIV_CLARIFYING_COCONUT_MASK	18	0.5722458	0.09596011
DRUG:PROACTIV_CLARIFYING_MINERAL_SERUM	4	-0.829675	0.028257638
DRUG:PROACTIV_CLEANSER	18	0.47673398	0.02529627
DRUG:PROACTIV_CLEANSING_BAR	16	-0.5000403	0.40586618
DRUG:PROACTIV_DAILY_OIL_CONTROL	0	-0.5982123	0.25206098
DRUG:PROACTIV_DAILY_PROTECTION_PLUS_SUNSCREEN	12	0.027310275	0.29781345
DRUG:PROACTIV_DAILY_PROTECTION_PLUS_SUNSCREEN_SPF_30	16	-0.47555932	0.29510745
DRUG:PROACTIV_DARK_SPOT_CORRECTOR	2	-0.22964919	0.41163042
DRUG:PROACTIV_DEEP_CLEANSING_FACE_WASH	5	0.28717607	0.17067298
DRUG:PROACTIV_DETOX_HYDROGEL_FACE_MASK	9	-0.9034922	-0.38558674
DRUG:PROACTIV_EXTRA_STRENGTH_FORMULA_TREATMENT	2	0.011783615	0.51744366
DRUG:PROACTIV_GENERAL	16	-0.28092256	0.2970555
DRUG:PROACTIV_GENTLE_FORMULA_CLARIFYING_DAY_LOTION	4	-0.8816304	-0.036021203
DRUG:PROACTIV_GENTLE_FORMULA_CLARIFYING_NIGHT_LOTION	0	-0.7089939	0.18746111
DRUG:PROACTIV_GENTLE_FORMULA_CLARIFYING_TONER	0	-0.56203634	0.21032622
DRUG:PROACTIV_GREEN_TEA_MOISTURIZE	16	-0.48624313	0.3534473
DRUG:PROACTIV_MAKEUP_CLEANSING_WIPES	16	-0.514687	0.30285123
DRUG:PROACTIV_MARK_FADING_PADS	18	0.48085743	0.065102875
DRUG:PROACTIV_MD_DEEP_CLEANSING	17	0.6648136	-0.016125023
DRUG:PROACTIV_MD_DEEP_CLEANSING_FACE	5	0.2922856	0.13109723
DRUG:PROACTIV_MD_DEEP_CLEANSING_FACE_WAS	18	0.30867955	0.30369684
DRUG:PROACTIV_MD_DEEP_CLEANSING_FACE_WASH)	1	0.46094847	-0.061516076
DRUG:PROACTIV_MD_ULTRA_GENTLE_CLEANSER	4	-0.7789425	-0.12981156
DRUG:PROACTIV_MD_ULTRA_GENTLE_FOAMING_CLEANSER	16	-0.4076823	0.4541978
DRUG:PROACTIV_MD_ULTRA_HYDRATING_MOISTURIZER	2	-0.303916	0.4641157
DRUG:PROACTIV_MILD_RENEWING_CLEANSER	12	0.008991078	0.30280235
DRUG:PROACTIV_OIL_BLOTTING_PAPERS	2	-0.09335445	0.4756272
DRUG:PROACTIV_OIL_FREE_MOISTURE_SPF_15	16	-0.5266678	0.32238892
DRUG:PROACTIV_PORE_PURIFYING_NOSE_STRIP	16	-0.31939945	0.31734362
DRUG:PROACTIV_POST_ACNE_SCAR_GEL	2	-0.25586993	0.46527824
DRUG:PROACTIV_PROACTIV_DEEP_CLEANSING_WASH	14	0.32404763	-0.1885353
DRUG:PROACTIV_RAZOR_BUMP_RELIEF	8	0.22871163	0.31478372
DRUG:PROACTIV_REDNESS_RELIEF_SERUM	4	-0.89834034	-0.23591775
DRUG:PROACTIV_REPAIRING_CONCEALER_2_BLENDABLE_SHADES	8	0.0686366	0.3628514
DRUG:PROACTIV_SKIN_CLEARING_WATER_GEL	2	-0.04374086	0.4810613
DRUG:PROACTIV_SKIN_COOLING_SERUM	7	0.42447126	0.040461093
DRUG:PROACTIV_SOLUTION_OIL_FREE_MOISTURE_SPF_15	12	-0.108305484	0.16474101
DRUG:PROACTIV_T-ZONE_OIL_ABSORBER	4	-0.7348668	-0.24306726
DRUG:PROACTIV_T?ZONE_OIL_ABSORBER	4	-0.86754686	-0.011484861
DRUG:PROACTIV_THE_SILVER_NANO_TOWEL	2	-0.18800426	0.3854917
DRUG:PROACTIV_ULTRA_PORELESS_INSTANT_SKIN_SMOOTHER	12	-0.043914422	0.30058578
DRUG:PROACTIV+_COMPLEXION_PERFECTING_HYDRATOR	2	-0.09925179	0.4260572
DRUG:PROACTIV+_MARK_FADING_PADS	1	0.5126283	-0.099831015
DRUG:PROACTIV+_PORE_TARGETING_TREATMENT	12	0.04195101	0.15595844
DRUG:PROACTIV+_SKIN_PURIFYING_MASK	14	0.11534808	-0.07867333
DRUG:PROACTIV+_SKIN_SMOOTHING_EXFOLIATOR	2	-0.04229128	0.4186093
DRUG:PROACTIV?MD_BALANCING_TONER	16	-0.321416	0.39703575
DRUG:PROACTIV?MD_DEEP_CLEANSING_FACE?WASH	0	-0.7776857	0.07429588
DRUG:PROACTIVE_MD_BALANCING_TONER	5	0.26071796	0.21506521
DRUG:PROACTIVE_MD_DEEP_CLEANSING_FACE_WASH	8	0.09010147	0.39581427
DRUG:PROACTIVE_RENEWING_CLEANSER	5	0.23945144	0.12502584
DRUG:PROACTIVE_REPAIRING_TREATMENT	14	0.19300571	-0.0074399114
DRUG:PROACTIVE_SOLUTION_CLEANING_BAR	17	0.62502325	-0.12716639
DRUG:PROAIR_/00139502/	16	-0.5071435	0.2767839
DRUG:PROAIR_BRONQUIAL	16	-0.61503714	0.34068093
DRUG:PROAIR_HFA_AER	0	-0.62648404	0.22543588
DRUG:PROAIR_HFA_INHALATION_AEROSOL	18	0.49225193	0.20069465
DRUG:PROAIR_RESCUE_INHALER	2	-0.031305794	0.51773846
DRUG:PROAIR_[SALBUTAMOL_SULFATE]	5	0.1611551	0.104074925
DRUG:PROAIRE	18	0.46816128	0.068701595
DRUG:PROAMIN	18	0.41923088	0.13364384
DRUG:PROAMINE	1	0.53630054	-0.017705679
DRUG:PROBACLAC	16	-0.57967263	0.28979394
DRUG:PROBENECID	9	-0.95064986	-0.3061859
DRUG:PROBIATA	1	0.5650889	-0.0009165704
DRUG:PROBIOLOG	8	0.34315753	0.32546416
DRUG:PROBIOMAX	5	0.3518837	0.15441361
DRUG:PROBIOMAX_DAILY_DF	14	0.19989797	-0.21292
DRUG:PROBIOTIC	0	-0.8254617	0.15275088
DRUG:PROBIOTIC_+_ACIDOPHILUS	2	-0.09647661	0.40385595
DRUG:PROBIOTIC_10_BILLION_DAILY_MAINTENANCE	0	-0.74113005	0.20418504
DRUG:PROBIOTIC_10_[BIFIDOBACTERIUM_BIFIDUM;BIFIDOBACTERIUM_LACTIS;LACTIPLAN	2	-0.22263104	0.452763
DRUG:PROBIOTIC_10_[BIFIDOBACTERIUM_BIFIDUM;BIFIDOBACTERIUM_LACTIS;LACTOBACI	16	-0.5659211	0.39730212
DRUG:PROBIOTIC_10_[BIFIDOBACTERIUM_LACTIS;LACTIPLANTIBACILLUS_PLANTARUM;LAC	10	0.18295437	0.27137682
DRUG:PROBIOTIC_100B	18	0.4407975	0.12964484
DRUG:PROBIOTIC_100B_CELL	1	0.45246828	-0.107699156
DRUG:PROBIOTIC_10B	2	-0.0075418204	0.46981505
DRUG:PROBIOTIC_10B_CELL	16	-0.6184286	0.3420001
DRUG:PROBIOTIC_4	7	0.47585475	-0.07478961
DRUG:PROBIOTIC_ACIDOPHILUS_BEADS	18	0.39650545	0.16926238
DRUG:PROBIOTIC_ACIDOPHILUS_XTRA	7	0.45148003	-0.17203102
DRUG:PROBIOTIC_ACIDOPHILUS_[CALCIUM_PHOSPHATE_DIBASIC;LACTOBACILLUS_ACIDOPH	2	-0.08817101	0.46269283
DRUG:PROBIOTIC_ACIDOPHILUS_[LACTOBACILLUS_ACIDOPHILUS]	0	-0.8006987	0.04879749
DRUG:PROBIOTIC_ADVANCED	17	0.6945917	-0.27263975
DRUG:PROBIOTIC_AND_ACIDOPHILU	10	0.21742815	0.2066944
DRUG:PROBIOTIC_AND_ACIDOPHILUS	0	-0.69827217	0.2556403
DRUG:PROBIOTIC_BLEND	0	-0.827431	0.05252263
DRUG:PROBIOTIC_CAP	10	0.21006846	0.23702726
DRUG:PROBIOTIC_CHEWABLE	18	0.54568875	0.062379986
DRUG:PROBIOTIC_COLON_SUPPORT	1	0.4261363	-0.1394051
DRUG:PROBIOTIC_COMPLEX	0	-0.67593575	0.24572948
DRUG:PROBIOTIC_DAILY	8	0.025228009	0.38418987
DRUG:PROBIOTIC_FORMULA	0	-0.71464974	0.13634261
DRUG:PROBIOTIC_FORMULA_1B	10	0.33594847	0.20359835
DRUG:PROBIOTIC_GUMMIES	12	-0.03810967	0.36781642
DRUG:PROBIOTIC_NOS	7	0.39593384	-0.0826956
DRUG:PROBIOTIC_PEARLS	0	-0.6533749	0.28228924
DRUG:PROBIOTIC_PRODUCT	7	0.48210227	0.049610168
DRUG:PROBIOTIC_SUPPLEMENT	2	-0.022458307	0.45851204
DRUG:PROBIOTIC_[BIFIDOBACTERIUM_BIFIDUM;BIFIDOBACTERIUM_LACTIS;BIFIDOBACTER	0	-0.84199226	0.102819115
DRUG:PROBIOTIC_[BIFIDOBACTERIUM_INFANTIS;LACTOBACILLUS_ACIDOPHILUS]	0	-0.68470484	0.21978858
DRUG:PROBIOTIC-10	2	-0.13879254	0.47617456
DRUG:PROBIOTIC//BIFIDOBACTERIUM_LACTIS	18	0.28456315	0.23533186
DRUG:PROBIOTIC/ACIDOPHILUS	5	0.15783864	0.079482615
DRUG:PROBIOTICS	16	-0.58539575	0.35767213
DRUG:PROBIOTICS_NOS	3	-0.9572504	-0.631744
DRUG:PROBIOTICS_NOS\VITAMINS	6	0.65822035	-0.5360247
DRUG:PROBIOTICS_[BIFIDOBACTERIUM_LONGUM;LACTOBACILLUS_ACIDOPHILUS;LACTOBACI	16	-0.4895166	0.41229162
DRUG:PROBIOTICS_[PROBIOTICS_NOS]	16	-0.40822145	0.45114544
DRUG:PROBIOTICS_[UMBRELLA_TERM]	16	-0.348711	0.31195435
DRUG:PROBITOR	10	0.2865363	0.031883627
DRUG:PROBUCOL	4	-0.8673174	-0.27808654
DRUG:PROCAIN	6	0.4516399	-0.55146503
DRUG:PROCAINAMIDE_HYDROCHLORIDE	4	-0.75360405	-0.18579559
DRUG:PROCAINE	4	-0.8676092	0.00733009
DRUG:PROCAINE_HYDROCHLORIDE	0	-0.8499039	0.07216421
DRUG:PROCARBAZINE	3	-0.9300532	-0.6873871
DRUG:PROCARBAZINE_HYDROCHLORIDE	9	-0.95876986	-0.35749778
DRUG:PROCARDIA_/00340701/	2	-0.06141036	0.45919624
DRUG:PROCATEROL_HYDROCHLORIDE	4	-0.88141817	-0.08990005
DRUG:PROCATEROL_HYDROCHLORIDE_HYDRATE	1	0.45255262	-0.046599865
DRUG:PROCELAC	7	0.28652993	-0.123940945
DRUG:PROCHLOPER	18	0.61515063	0.020347863
DRUG:PROCHLOPERAZINE	16	-0.36546016	0.39676955
DRUG:PROCHLORAPERAZINE	5	0.38354182	0.035333842
DRUG:PROCHLORAZINE	9	-0.9656754	-0.23991044
DRUG:PROCHLORPEMAZINE	8	0.07431779	0.41917464
DRUG:PROCHLORPER	4	-0.83058333	-0.022460371
DRUG:PROCHLORPER_TAB	5	0.22572637	0.055129796
DRUG:PROCHLORPER_TAB_10_MG	18	0.38551614	0.21483424
DRUG:PROCHLORPER_TAB_10MG	8	0.04725468	0.44514313
DRUG:PROCHLORPERA	16	-0.391384	0.28954896
DRUG:PROCHLORPERAZ	7	0.35897925	0.042124838
DRUG:PROCHLORPERAZINE	3	-0.95850635	-0.6084237
DRUG:PROCHLORPERAZINE_10_MG	18	0.3322427	0.27651677
DRUG:PROCHLORPERAZINE_10MG	2	-0.19056873	0.37646446
DRUG:PROCHLORPERAZINE_10MG_TABLETS	7	0.46882015	-0.121926874
DRUG:PROCHLORPERAZINE_DIMETHANESULFONATE	2	-0.16214566	0.42145315
DRUG:PROCHLORPERAZINE_EDISYLATE	4	-0.9321566	-0.18093848
DRUG:PROCHLORPERAZINE_MALEA	16	-0.39472026	0.3796443
DRUG:PROCHLORPERAZINE_MALEATE	3	-0.8590856	-0.90165365
DRUG:PROCHLORPERAZINE_TABLET_10MG	5	0.3815363	0.05992797
DRUG:PROCLORPERAZINE	17	0.55929023	-0.2641289
DRUG:PROCOR	14	0.41784814	-0.27174145
DRUG:PROCRIT	9	-0.96530765	-0.2383591
DRUG:PROCRIT_/00909301/	9	-0.97874445	-0.4899328
DRUG:PROCRIT_/00928302/	1	0.48993373	0.06464499
DRUG:PROCRIT//ERYTHROPOIETIN	6	0.54371804	-0.24767351
DRUG:PROCTOCREAM-HC	6	0.42648733	-0.5147807
DRUG:PROCTOFOAM_/00622802/	1	0.55598867	-0.02524063
DRUG:PROCTOL	16	-0.29054725	0.3474979
DRUG:PROCTOLOG_/01026901/	1	0.39550558	-0.03806314
DRUG:PROCTOLYN	0	-0.6428301	0.15522054
DRUG:PROCTOMED	10	0.029284	0.3083156
DRUG:PROCTOSOL	0	-0.7771335	0.13879535
DRUG:PROCTOSOL_HC	0	-0.67901474	0.22006217
DRUG:PROCTOZONE_CRE	14	0.32239553	-0.20652562
DRUG:PROCTOZONE_H	5	0.35543123	0.14433053
DRUG:PROCYCLIDINE	9	-0.9816922	-0.49678504
DRUG:PROCYCLIDINE_HYDROCHLORIDE	9	-0.87095135	-0.5918045
DRUG:PRODEFEN_PLUS	12	-0.122951165	0.18401405
DRUG:PRODEINE_FORTE	8	0.13327998	0.38356665
DRUG:PRODIGY	7	0.5943652	-0.23648727
DRUG:PROFA	7	0.4006042	-0.12621492
DRUG:PROFENAMINE	8	0.014648877	0.42124465
DRUG:PROFENAMINE_HYDROCHLORIDE	12	0.10096317	0.3082129
DRUG:PROFILE_[OMEPRAZOLE]	8	0.2205435	0.47968122
DRUG:PROFINAL	18	0.3576815	0.06350872
DRUG:PROFLAM	2	-0.18424565	0.50113213
DRUG:PROGAS	1	0.3636232	-0.059657335
DRUG:PROGE_DEPOT	14	0.36979413	-0.27921927
DRUG:PROGEST	10	0.20628226	0.23387638
DRUG:PROGESTERON_DEPO	12	-0.018276311	0.14401314
DRUG:PROGESTERONE	3	-0.85317034	-0.877071
DRUG:PROGESTERONE_200MG	14	0.3300393	-0.26480496
DRUG:PROGESTERONE_MICRONIZED	8	0.114701875	0.46736702
DRUG:PROGESTERONE_W/ESTROGENS	5	0.22797123	0.22184846
DRUG:PROGESTERONE/ESTROGEN	18	0.55092674	0.09316862
DRUG:PROGESTOGEN	7	0.3810164	0.019540936
DRUG:PROGESTOGEN-ONLY_PILL	6	0.54388213	-0.6721125
DRUG:PROGLUMIDE	8	0.15824738	0.29395202
DRUG:PROGRAF_XL	12	-0.040713724	0.20050111
DRUG:PROGRESTERONE	7	0.25039065	-0.07825878
DRUG:PROGUANIL	4	-0.74267924	-0.19416972
DRUG:PROGUANIL_HYDROCHLORIDE	18	0.37670642	0.2584636
DRUG:PROGYNON	12	-0.066893354	0.2723141
DRUG:PROGYNOVA_21	14	0.21619222	-0.35548133
DRUG:PROGYNOVA_[ESTRADIOL]	8	0.10524408	0.32600555
DRUG:PROHANCE_[GADOTERIDOL]	4	-0.78408	0.03361067
DRUG:PROLACTIN	10	0.18025807	0.057511955
DRUG:PROLEAK	8	0.08180422	0.4553248
DRUG:PROLENSA_0.07%	5	0.3298639	0.31017426
DRUG:PROLEX_D	18	0.36609617	0.22650084
DRUG:PROLIA_60MG/ML_AMGEN	12	0.04649233	0.21557292
DRUG:PROLIA_INJECTION-AMGEN	7	0.4922105	0.056212425
DRUG:PROLINE	0	-0.7713396	0.08502546
DRUG:PROLIV	7	0.5244469	-0.13995954
DRUG:PROLIVE	2	-0.19345626	0.5106542
DRUG:PROLIXIN_/00000602/	6	0.6231382	-0.616556
DRUG:PROLOMET	6	0.6476651	-0.41481173
DRUG:PROLOPA_125	1	0.64810544	-0.22916335
DRUG:PROLOPA_125_HBS	6	0.4770593	-0.4681927
DRUG:PROLOPA_250	0	-0.637987	0.26895615
DRUG:PROLOPA_DISP	1	0.5130823	-0.19757462
DRUG:PROLOPA_HBS_125	18	0.39368564	0.17367014
DRUG:PROLOSEC	1	0.58456856	-0.082738996
DRUG:PROMAC_/JPN/	5	0.27982527	0.3152127
DRUG:PROMAZINE	4	-0.9363831	-0.17560948
DRUG:PROMAZINE_EMBONATE	10	0.12624866	0.1724293
DRUG:PROMAZINE_HYDROCHLORIDE	9	-1.0032724	-0.42400485
DRUG:PROMEGESTONE	9	-0.8725473	-0.42151886
DRUG:PROMENSIL	5	0.12332476	0.28167894
DRUG:PROMESTRIENE	9	-0.8921826	-0.5143728
DRUG:PROMETAZINE	1	0.5673594	-0.05082956
DRUG:PROMETH/COD	12	-0.12158674	0.29848674
DRUG:PROMETHAZIN	0	-0.50446147	0.17636701
DRUG:PROMETHAZIN_NEURAXPHARM	6	0.37663308	-0.5718134
DRUG:PROMETHAZINE	4	-0.9263914	-0.18342412
DRUG:PROMETHAZINE_-_CODEINE_/01129901/	2	-0.06357312	0.47441003
DRUG:PROMETHAZINE_-_CODEINE_[CODEINE_PHOSPHATE,PROMETHAZINE_HYDROCHLORI	2	0.0012605339	0.446512
DRUG:PROMETHAZINE_-_CODEINE_[CODEINE_PHOSPHATE;PROMETHAZINE_HYDROCHLORIDE]	10	0.23447466	0.11662081
DRUG:PROMETHAZINE_-_DEXTROMETHORPHANE	8	0.32722086	0.38144013
DRUG:PROMETHAZINE_25MG	1	0.5337222	0.06533626
DRUG:PROMETHAZINE_HCL	8	0.26398966	0.43693146
DRUG:PROMETHAZINE_HYDROCHLORIDE	3	-0.87569463	-0.8463249
DRUG:PROMETHAZINE_HYDROCHLORIDE\THIOUREA	9	-0.8588659	-0.35238355
DRUG:PROMETHAZINE_METHYLENEDISALICYLATE	0	-0.6217339	0.13763997
DRUG:PROMETHAZINE_TEOCLATE	12	-0.08630801	0.10453984
DRUG:PROMETHAZINE_[PROMETHAZINE_TEOCLATE]	5	0.16602907	0.24089852
DRUG:PROMETHAZINE_[PROMETHAZINE]	5	0.13447735	0.2780693
DRUG:PROMETHAZINE-CODEINE_SYRUP	10	0.31774944	0.11822763
DRUG:PROMETHAZINE-DM	8	0.16006109	0.41769937
DRUG:PROMETHEZINE	18	0.5643589	0.07055691
DRUG:PROMETRIUM_/00110701/	2	-0.22179228	0.4070708
DRUG:PROMOD	8	0.29993302	0.29248223
DRUG:PRONTORAL	16	-0.4803101	0.19181427
DRUG:PRONTOSAN	8	0.30404127	0.28406557
DRUG:PROPACETAMOL	16	-0.57713187	0.28051808
DRUG:PROPACETAMOL_HYDROCHLORIDE	4	-0.7949237	-0.16181833
DRUG:PROPAFENONE	9	-0.9906166	-0.4919416
DRUG:PROPAFENONE_HYDROCHLORIDE	9	-0.9479506	-0.28481767
DRUG:PROPAMIDINE	8	0.34408915	0.3263906
DRUG:PROPAMIDINE_ISETHIONATE	4	-0.73757124	0.014778882
DRUG:PROPANALOL	8	0.18008709	0.3262588
DRUG:PROPANE	6	0.46391183	-0.29399434
DRUG:PROPANOLOL_[PROPRANOLOL_HYDROCHLORIDE]	8	0.040840276	0.48149577
DRUG:PROPANTHELINE	2	-0.17850462	0.53432775
DRUG:PROPANTHELINE_BROMIDE	16	-0.4862664	0.3361849
DRUG:PROPARACAINE	9	-0.91051096	-0.34421897
DRUG:PROPARACAINE_/00143101/	2	-0.25195253	0.42326984
DRUG:PROPARACAINE_HYDROCHLORIDE	3	-0.8675108	-0.6627763
DRUG:PROPATYL_NITRATE	4	-0.7977922	-0.1249879
DRUG:PROPECIA_1_MG_MERCK	12	0.082590126	0.29168764
DRUG:PROPECIA_1MG_FILM-COATED	4	-0.81789625	-0.09159431
DRUG:PROPECIA_1MG_FILMTABLETTEN	7	0.36989614	-0.26543403
DRUG:PROPECIA_1MG_MERCK	14	-0.031065125	-0.3384729
DRUG:PROPECIA_MERCK	12	-0.12649632	0.24673936
DRUG:PROPECIA_TABLETS_0.2MG	1	0.55253047	-0.052298963
DRUG:PROPESS_10_MG_VAGINALINSERT	6	0.24286303	-0.4456577
DRUG:PROPHREE	1	0.53178865	-0.10016981
DRUG:PROPHYLACTIC_ANTI-THROMBOTIC_DRUGS_INCLUDE_ASPIRIN	1	0.47861975	-0.2309234
DRUG:PROPILTIOURACILE	5	0.27785248	0.2172226
DRUG:PROPIOMAZINE	9	-0.88790023	-0.3412874
DRUG:PROPIOMAZINE_HYDROCHLORIDE	7	0.4449178	-0.075243115
