drug_name	n_signals	n_female_higher	n_male_higher	mean_log_ratio	max_log_ratio	min_log_ratio	female_pct
MICONAZOLE	9	1	8	-1.222849350221174	0.9494921149189424	-2.1691155049291355	11.1
GEMTUZUMAB OZOGAMICIN	9	6	3	0.35660292052521575	1.4283686094571464	-0.8003183895767585	66.7
TRIAMCINOLONE ACETONIDE	9	3	6	-0.20073541482022866	1.3309596320168495	-1.2478228348213178	33.3
ELETRIPTAN	9	0	9	-1.3542087989045564	-0.5812895914906666	-2.3667251630504955	0.0
ABROCITINIB	9	1	8	-0.5289928746855665	0.559531290819948	-1.17433548356475	11.1
LOPERAMIDE;SIMETICONE	9	6	3	0.20320670010412367	0.889028598097926	-0.9384448317316934	66.7
DIPHENHYDRAMINE HYDROCHLORIDE	9	7	2	0.5401058987843511	1.5205383624421593	-0.9356765114978938	77.8
NELFINAVIR	9	7	2	0.7054261166901549	2.1710407782530536	-1.5133828051849978	77.8
DICYCLOVERINE	9	0	9	-0.7176423080165194	-0.5794719527223023	-0.9830725632343476	0.0
UNSPECIFIED, TRIAL	9	7	2	0.4113459601209555	1.0028425901909663	-0.575495891915073	77.8
LOTEPREDNOL	9	1	8	-0.6382833355308493	0.6048938600475569	-1.0908862799320556	11.1
FENOTEROL;IPRATROPIUM	9	1	8	-1.09726336597511	1.210354992007055	-2.0459957492512673	11.1
PENTOXIFYLLINE	9	4	5	0.05489199704494371	1.2311340732328626	-0.9163865212047775	44.4
BETAMETHASONE;CALCIPOTRIOL	9	3	6	-0.33098850267769003	0.630853286368505	-1.3326249861774628	33.3
NEPAFENAC	9	0	9	-0.7059099238842531	-0.5065383187316697	-1.012256608285787	0.0
FLUCLOXACILLIN	9	3	6	-0.29685280596193603	1.4259912468943488	-1.2787846941115735	33.3
ATORVASTATIN;EZETIMIBE	8	8	0	0.8520875463736257	0.9805249997526981	0.5568506953287473	100.0
DARATUMUMAB;HYALURONIDASE	8	6	2	0.2700608179885079	0.973242159239283	-1.0887967538779295	75.0
MISOPROSTOL	8	0	8	-2.8044641277956543	-2.0816070797961452	-3.98531632757958	0.0
PEGINTERFERON ALFA	8	6	2	0.31374506148297443	0.9092167198146246	-1.1091618459504966	75.0
DARIDOREXANT	8	0	8	-0.6629408459925664	-0.5464324099985072	-0.7666935754525815	0.0
ZICONOTIDE	8	3	5	-0.18683633666662983	0.7482342161903546	-0.8036577134163672	37.5
DEXAMFETAMINE;AMFETAMINE	8	6	2	0.3403797084430691	1.0925460421100097	-0.9141730750707904	75.0
ATOGEPANT	8	0	8	-0.8607555536848296	-0.5406631901310119	-1.4280853556250714	0.0
AMLODIPINE;OLMESARTAN	8	4	4	-0.06461111689239174	0.7357961374853126	-1.0836523027267315	50.0
METHYLTHIONINIUM	8	2	6	-0.14504029617118464	1.8580888567252654	-0.8997148892426545	25.0
CIDOFOVIR	8	8	0	0.7795156790728086	1.252134214219887	0.5177809534828937	100.0
PARATHYROID HORMONE	8	1	7	-0.7994308134997896	0.5156662803648334	-1.4763366202108195	12.5
AGOMELATINE	8	1	7	-0.8103879300663239	0.6915904675971603	-1.7669660306514299	12.5
LOVASTATIN	8	5	3	0.1650459836719279	0.8789596225373806	-1.005462672187206	62.5
COBICISTAT;DARUNAVIR	8	6	2	0.7863924769518552	1.6297046325178532	-0.5612802976966313	75.0
ATRACURIUM	8	4	4	-0.0650104643004476	1.3033471336455955	-1.5422948659470557	50.0
DACLIZUMAB	8	2	6	-0.2844683773506459	1.4801223775194474	-1.095461167637164	25.0
NELARABINE	8	7	1	0.7666265160516498	1.1752162090716496	-0.5462572597212139	87.5
PSEUDOEPHEDRINE HYDROCHLORIDE	8	2	6	-0.5665092293665785	2.7282434697166096	-2.1674198593249705	25.0
RISDIPLAM	8	1	7	-0.4235083259913003	0.5740383350511997	-0.6882041189658428	12.5
CYTARABINE;DAUNORUBICIN	8	8	0	0.8308610196656363	1.1845490721700989	0.5519564519485831	100.0
CHLORDIAZEPOXIDE	8	7	1	0.824268187914173	1.6139577933416032	-0.648580373295287	87.5
AVIBACTAM;CEFTAZIDIME	8	8	0	1.0986380626930932	1.9764517824163863	0.504596755521409	100.0
MARAVIROC	8	8	0	1.0900221867843842	1.8210572414338335	0.689119189400314	100.0
MEFENAMIC ACID	8	1	7	-0.747498017928542	0.7144501639584737	-1.351416027882686	12.5
BISOPROLOL;HYDROCHLOROTHIAZIDE	8	1	7	-0.7932748305285063	0.5348449636962811	-1.2113478831674813	12.5
PREDNISOLONE ACETATE	8	1	7	-0.5243889820148205	0.8110283305748238	-1.0233856258126388	12.5
LETERMOVIR	8	8	0	0.898463869444703	1.3180734364457365	0.5072482713802051	100.0
PANAX SPP	8	2	6	-0.42820973100346305	1.1332949929006988	-1.2733796287816426	25.0
CITRIC ACID	8	6	2	0.5088801877217026	1.8495425642964967	-1.987154902319273	75.0
PENICILLINS, UNSPECIFIED	8	4	4	-0.061425492804833684	0.9894044039209394	-1.1533839173706424	50.0
DEFLAZACORT	8	7	1	0.9842618214314183	2.4048195687533234	-1.679791757064198	87.5
AMIVANTAMAB	8	2	6	-0.43586569732626934	0.9267990455786546	-1.4268744754744955	25.0
DINUTUXIMAB	8	7	1	0.5829655311655555	1.2097134747500258	-0.7456912797456985	87.5
TIOPRONIN	8	2	6	-0.27258854826976253	1.1555172358328614	-0.8260803666205294	25.0
FERRIC DERISOMALTOSE	8	0	8	-1.121288939481258	-0.7050076264625558	-2.473800394446376	0.0
HYALURONIC ACID	8	1	7	-1.060308351674043	0.5922384259605775	-1.714369708995409	12.5
ERDAFITINIB	8	6	2	0.3300850527744899	1.3048758272590995	-1.0403920371630502	75.0
FLUTICASONE FUROATE\VILANTEROL TRIFENATATE	8	0	8	-0.9677198283464264	-0.6872845261258085	-1.7316774665812753	0.0
ACETYLSALICYLIC ACID;DIPYRIDAMOLE	8	2	6	-0.09288258013820336	2.7102408922463246	-1.1012138364972357	25.0
DIVALPROEX SODIUM	8	7	1	0.46423448722406124	0.9894104590352546	-1.010617523761727	87.5
DISULFIRAM	8	7	1	0.7253710707078811	1.1567111398628276	-0.7726880762030423	87.5
TRANDOLAPRIL	8	7	1	0.8053471988241611	1.6583722026885475	-0.6333473888986316	87.5
DIPYRIDAMOLE	8	4	4	0.2855256290930091	3.3971471067203405	-2.3738150612065803	50.0
TALIGLUCERASE ALFA	8	1	7	-0.5027629112373349	0.5664334022964286	-1.0582326095444061	12.5
HYDROCHLOROTHIAZIDE;TELMISARTAN	8	5	3	0.1279722331697818	0.9666300387893036	-0.8439030719008949	62.5
HYDROCODONE;IBUPROFEN	8	7	1	0.79903807091201	1.4274703594761564	-0.5843396485656203	87.5
BROTIZOLAM	8	3	5	-0.35362460511206006	1.2339813859051514	-1.6385463997714407	37.5
INDINAVIR	8	8	0	1.1673845559846932	2.5394746021744163	0.5507389803980889	100.0
DIPHENHYDRAMINE;IBUPROFEN	8	0	8	-0.7590367296530084	-0.5151716807162758	-1.290103269271284	0.0
HYDROXYPROGESTERONE	8	0	8	-3.6484744146024983	-2.182739015288704	-6.45611994771499	0.0
HYDROXYUREA	8	6	2	0.4209468326396281	1.0327030424371908	-0.5365353635115274	75.0
TAZOBACTAM	8	6	2	0.4477831133386353	1.3379581816731763	-0.8420704974983085	75.0
ALFACALCIDOL	8	2	6	-0.6137024152636117	0.6551371912147961	-2.072410446466418	25.0
SELEGILINE	8	1	7	-0.7346165488955648	0.6507434312981584	-1.386252577533527	12.5
ESZOPICLONE	8	0	8	-0.8555895847914071	-0.685779655837628	-1.1294530913741863	0.0
TECLISTAMAB	8	5	3	0.30414176505571183	1.0974920697306905	-0.7065270597841065	62.5
ETESEVIMAB	8	1	7	-0.4673717479425837	0.7985266850516113	-0.8408245750759757	12.5
DONANEMAB	8	2	6	-0.383930521660969	0.7055301959181048	-0.8816897753615625	25.0
IDECABTAGENE VICLEUCEL	8	8	0	0.7946945490676758	1.0446066294428746	0.6174030276254512	100.0
ISOFLURANE	8	5	3	0.4797768947268276	1.8186796980968003	-0.8604680205796229	62.5
BREXUCABTAGENE AUTOLEUCEL	8	8	0	0.876699817194164	1.322047351263886	0.5476970337056826	100.0
EMPAGLIFLOZIN;LINAGLIPTIN	8	2	6	-0.2559603128600079	1.1933482097927115	-0.8601981974449945	25.0
GLYCOPYRROLATE	8	7	1	0.4781271721605714	0.8501031592592354	-0.5310548248506484	87.5
ROMIDEPSIN	8	7	1	0.5495447410719014	1.0233325451033473	-0.7082062637612546	87.5
ETHOSUXIMIDE	8	2	6	-0.45961249674340354	1.421280143216043	-1.4509138974612994	25.0
ESCITALOPRAM OXALATE	8	1	7	-0.7754295178966875	0.5171438016655374	-1.4081348977807835	12.5
TUBERCULIN	8	1	7	-0.6047746236128472	0.5664921220999961	-1.252807781296891	12.5
DEXTROPROPOXYPHENE;PARACETAMOL	8	5	3	0.33276827720180635	1.279132564959787	-0.9384351277667704	62.5
GLUCOSAMINE	8	0	8	-2.0862171027556577	-1.2113164778290817	-3.1457804904892184	0.0
ACLIDINIUM BROMIDE	7	7	0	0.9375387914423673	1.7411569301551353	0.5141087077610713	100.0
METHADONE HYDROCHLORIDE	7	4	3	0.008406335623302714	0.545801145982979	-0.8605443106781014	57.1
GLYCEROL PHENYLBUTYRATE	7	1	6	-0.46197620966799086	0.5338570326205772	-0.8075307373315341	14.3
BENZODIAZEPINES, UNSPECIFIED	7	5	2	0.4500014120605958	1.0364989388831178	-0.7011909268500602	71.4
AMIFAMPRIDINE	7	4	3	0.09146670745252242	0.6675034810505851	-0.5923450122090013	57.1
LISOCABTAGENE MARALEUCEL	7	6	1	0.6030159700263853	1.4355721715290848	-0.6048291336686873	85.7
SONIDEGIB	7	2	5	-0.41510042096318117	0.9988185797157361	-1.7010733427863847	28.6
SAQUINAVIR	7	7	0	1.2519578359609966	2.1334218728131384	0.5583786611189439	100.0
NALOXEGOL	7	3	4	0.019114358988675466	0.9757332589521805	-0.7062102183021737	42.9
NADROPARIN	7	2	5	-0.20942997381445985	1.188213917799378	-0.9436959147180002	28.6
ETELCALCETIDE	7	5	2	0.2606300248594232	0.9769012054972366	-1.008829113518448	71.4
FLUPHENAZINE	7	6	1	0.521165820512387	1.7770413115632246	-1.2801411471230804	85.7
.ALPHA.-TOCOPHEROL, D-	7	1	6	-0.9833130459349643	1.2506010332417274	-1.8647830161319847	14.3
TALQUETAMAB	7	3	4	-0.17164367582879314	1.0343743670511465	-1.4884967061698289	42.9
TALAZOPARIB	7	5	2	0.42266574324999046	1.098598896420803	-0.7751146780047383	71.4
PILOCARPINE	7	1	6	-0.5770069279610647	0.7159256604610337	-1.3764899070254386	14.3
ORLISTAT	7	0	7	-1.066371655183098	-0.5082044192251396	-1.5897703121049145	0.0
TUCATINIB	7	3	4	-0.6735341837196026	0.8894525969581888	-2.6126919669737396	42.9
DIHYDROCODEINE	7	4	3	0.06600659165692256	1.4791900728428944	-1.2221201869922904	57.1
TRAZODONE HYDROCHLORIDE	7	1	6	-0.643575223172664	0.8543155943722658	-1.3439165789087069	14.3
GUAIFENESIN;PARACETAMOL;PHENYLEPHRINE	7	1	6	-0.51912937555048	0.5020319782164195	-0.9155166702888118	14.3
CODEINE;PROMETHAZINE	7	3	4	-0.059187481989341505	0.876040910030337	-0.6870294581252194	42.9
CILGAVIMAB;TIXAGEVIMAB	7	6	1	0.5075095963332821	0.9749108569427346	-0.7330200038153848	85.7
MINOCYCLINE HYDROCHLORIDE	7	2	5	-1.2544812670477319	0.9996019283705118	-3.4330576158970194	28.6
PIRARUBICIN	7	4	3	-0.10747513686866858	0.6679938657222411	-1.3444483679481676	57.1
CYCLOSERINE	7	6	1	0.8190719323829221	1.6457867477208303	-0.6403723679559818	85.7
SODIUM ZIRCONIUM CYCLOSILICATE	7	7	0	0.6569828072619038	0.9059299526613085	0.509569575184575	100.0
DORZOLAMIDE	7	3	4	-0.0850576208614038	0.8755819030682278	-0.8975762954098282	42.9
DALFAMPRIDINE	7	0	7	-0.7068334581902048	-0.5391553154466111	-0.9655279880570844	0.0
ZOLMITRIPTAN	7	1	6	-1.3226241972554216	1.040211442281533	-2.74633545270628	14.3
OLODATEROL	7	1	6	-0.7386941617154064	0.5675369806974245	-1.345427446806244	14.3
TRIHEPTANOIN	7	4	3	0.2398502014460168	1.5246793736709554	-1.0690382321029526	57.1
CEFTRIAXONE SODIUM	7	4	3	0.11052764820164575	1.141363591182661	-1.0732863142203701	57.1
DEUCRAVACITINIB	7	0	7	-0.7055560624741416	-0.52366373939864	-0.9762482017479728	0.0
FEXOFENADINE;PSEUDOEPHEDRINE	7	0	7	-0.6889531422633163	-0.515380514660216	-0.9290101323575788	0.0
CEFPROZIL	7	0	7	-0.9856031538836774	-0.5518800327082656	-1.455094629204404	0.0
NITRAZEPAM	7	2	5	-0.43481062491474626	0.9963359250609294	-1.5701828753825784	28.6
THIOPENTAL	7	5	2	0.5819631305078883	1.913082646835465	-1.0084141775448692	71.4
DEFEROXAMINE	7	2	5	-0.31570061495477536	0.6545280569068793	-0.8354801051037585	28.6
IMIQUIMOD	7	1	6	-0.4636058869894221	0.8442834398616461	-0.89026681751188	14.3
LAPATINIB	7	2	5	-0.6939018091720557	0.7805995747528025	-2.219555772328064	28.6
FINERENONE	7	6	1	0.5192540127662147	0.9111212448837663	-0.5359485777681707	85.7
NIMESULIDE	7	1	6	-0.7321537581489403	0.5873766156953373	-1.085029902195123	14.3
IMIPRAMINE	7	1	6	-0.4863076259564858	0.7822455026206441	-1.0917438625154228	14.3
ETIZOLAM	7	6	1	0.6526323718204826	1.3210451618356354	-0.9812949209398543	85.7
AMITRIPTYLINE HYDROCHLORIDE	7	2	5	-0.4798324871191092	1.6672636623252712	-1.4841438424865616	28.6
DEXRAZOXANE	7	4	3	0.09582669159690563	1.2482193745896688	-1.7939607080599513	57.1
FERUMOXYTOL	7	0	7	-0.9661242997953738	-0.7887518965067746	-1.1592355191424508	0.0
FENOTEROL	6	2	4	-0.7460163307790036	0.9532729381592251	-2.510406808096421	33.3
OMACETAXINE	6	2	4	-0.39771705650453976	0.7482100293773435	-1.9186045383954664	33.3
HERBALS, UNSPECIFIED;PLANTAGO SPP	6	1	5	-1.2568850387294184	1.0989315722758972	-2.682885750229226	16.7
MITOTANE	6	0	6	-0.8553182092697927	-0.6988379593894296	-0.9920537755920183	0.0
MARIBAVIR	6	4	2	0.2270004340761755	0.7791411531651002	-0.7349210030981889	66.7
EPHEDRINE	6	2	4	-0.19265189971391272	1.6438586593353737	-1.1810055855956088	33.3
EPINEPHRINE;LIDOCAINE	6	1	5	-0.5204246967721048	0.5356171943684138	-1.044126184013473	16.7
ECGONINE	6	5	1	0.8139327737498748	1.957618428269245	-0.568314942622707	83.3
TERAZOSIN	6	6	0	1.1010156917187623	1.6356293028614832	0.6041407605720625	100.0
FORMOTEROL;GLYCOPYRRONIUM	6	2	4	-0.35663830331965957	0.5731509663110823	-1.207595353358967	33.3
ORPHENADRINE	6	0	6	-1.4555302376466688	-1.1705111832253068	-1.8561275877464247	0.0
SODIUM POLYSTYRENE SULFONATE	6	6	0	0.9682122847997982	1.3612023856435125	0.501676335377794	100.0
COLESEVELAM	6	1	5	-1.3713937714151763	0.8541842879126617	-2.7978578893487773	16.7
GRANISETRON	6	1	5	-0.6132513024116695	0.6846783372568988	-1.2595989502937797	16.7
AVOBENZONE\HOMOSALATE\OCTISALATE\OCTOCRYLENE\OXYBENZONE	6	1	5	-0.7331356520361846	0.8436712021722261	-1.2715168463050532	16.7
ANTI-D IMMUNOGLOBULIN	6	0	6	-1.9950235490572787	-1.0183567935837075	-2.9605656919553858	0.0
SOTATERCEPT	6	3	3	-0.10054821346235261	0.63578091886415	-0.8674716774204092	50.0
PRALSETINIB	6	4	2	0.2187963260800224	0.8102714826661361	-0.8160340840263456	66.7
CITALOPRAM HYDROBROMIDE	6	1	5	-0.7526737360191582	0.5466743316705974	-1.4565215190305387	16.7
POLYMYXIN B	6	2	4	-0.19658655678269477	1.3152135022875961	-0.8742183048860399	33.3
OLODATEROL HYDROCHLORIDE\TIOTROPIUM BROMIDE MONOHYDRATE	6	2	4	-0.3308304739302794	1.315060530371003	-1.7274442193825172	33.3
GIMERACIL;OTERACIL;TEGAFUR	6	6	0	0.6832145761689743	0.9444135447206707	0.5025789979181687	100.0
PRAVASTATIN SODIUM	6	2	4	-0.24954212268588072	1.00457570497456	-1.1389530715435368	33.3
SUCROFERRIC OXYHYDROXIDE	6	4	2	0.28006461520595194	0.8715342821054286	-0.6252793114237205	66.7
PLECANATIDE	6	0	6	-0.814126168284445	-0.5097064103702729	-0.9876234435198943	0.0
GADOVERSETAMIDE	6	2	4	-0.07522277397398924	0.9578279705836206	-0.5964369776834335	33.3
MERCAPTAMINE	6	2	4	-0.2048068310536901	0.5668875519735619	-0.7609117352248691	33.3
ERIBULIN	6	1	5	-0.6408404745815721	1.1762802647960942	-1.779226694567457	16.7
FULVESTRANT	6	2	4	-0.9200106946320447	0.7305683778547771	-2.828477195219925	33.3
CALCIUM;VITAMIN D2	6	0	6	-1.1157383748960765	-0.5660275488967326	-2.1293088651695578	0.0
CALCIUM CHLORIDE;GLUCOSE;MAGNESIUM;SODIUM CHLORIDE;SODIUM LACTATE	6	5	1	0.675109442854721	1.288733366579978	-0.7134816264596369	83.3
PROPRANOLOL HYDROCHLORIDE	6	4	2	0.2975671194339757	0.8930313880541658	-0.8898268556201226	66.7
GLIMEPIRIDE;ROSIGLITAZONE	6	6	0	0.8258577381567531	1.2559031280266613	0.5124618376048589	100.0
DIPHENHYDRAMINE;NAPROXEN	6	0	6	-0.6501301880670517	-0.5002080672441462	-1.1426145196722222	0.0
PEGLOTICASE	6	2	4	-0.18712029488100979	0.9917624075968199	-1.0776311052261223	33.3
CLOXACILLIN	6	5	1	0.46126704429852516	0.9466838230361159	-0.6380454266429618	83.3
ELIGLUSTAT	6	1	5	-0.4514626513099915	0.7120483185355015	-0.8462183808289483	16.7
NAPHAZOLINE;PHENIRAMINE	6	0	6	-0.6389193640511222	-0.5192176291839972	-0.8241712521388203	0.0
DIPHTHERIA VACCINE	6	0	6	-1.6546067409740732	-1.1598681053172788	-2.2966063367810152	0.0
ELRANATAMAB	6	6	0	0.7518103007498133	0.9130993987722841	0.6079295926427069	100.0
FIDAXOMICIN	6	1	5	-0.5027543103102733	0.5162339339287585	-0.9014974117238017	16.7
BALOXAVIR MARBOXIL	6	1	5	-0.42982913869546646	0.8855058360391161	-0.8917250519157711	16.7
ARACHIS SPP	6	0	6	-0.7206771825917503	-0.5157356527175341	-1.228815061208452	0.0
DICLOFENAC POTASSIUM	6	0	6	-1.2023930834349517	-0.6854247031796179	-1.8460064167115888	0.0
CEFTAROLINE	6	6	0	0.7502762840871261	1.0190679999176615	0.5083686935484703	100.0
ELUXADOLINE	6	1	5	-0.4137073567091843	0.8923964946179681	-0.9617762820592433	16.7
VIBEGRON	6	1	5	-0.4883569318799256	0.7924154141141045	-1.4252051038115323	16.7
VERTEPORFIN	6	2	4	-0.25349851579655147	0.7320046995886687	-0.9939364527870183	33.3
CEFOXITIN	6	2	4	-0.41705231588273106	0.7684799004832903	-1.5251396011947975	33.3
DARUNAVIR;RITONAVIR	6	5	1	0.5876183576145007	1.1548265018790298	-0.602327114071157	83.3
MOXIFLOXACIN HYDROCHLORIDE	6	3	3	-0.013504453617277331	0.9868421066329903	-1.7663159165095323	50.0
ZANUBRUTINIB	6	4	2	0.2958923089131142	0.9749157443013292	-0.7012663843914635	66.7
MOSUNETUZUMAB	6	5	1	0.5785923057922191	1.2323483076100952	-1.1287796808106796	83.3
LOPERAMIDE HYDROCHLORIDE	6	0	6	-0.8539409995138737	-0.5948739173157638	-1.477135235844178	0.0
DIHYDROERGOTAMINE	6	2	4	-1.1864876500009884	1.826125204252004	-3.0090728496598516	33.3
ACEBUTOLOL	6	5	1	1.386494871238144	2.934396523990712	-0.7106103030887096	83.3
THIOCOLCHICOSIDE	5	2	3	-0.10510620660104701	1.1902334275507054	-1.3784049817325894	40.0
NALOXONE;TILIDINE	5	4	1	0.5537570939275203	1.210146585097264	-0.5568221763413737	80.0
ASCORBIC ACID;MACROGOL;POTASSIUM;SODIUM	5	1	4	-0.7668246660454747	1.2482760912374768	-1.5449825105727286	20.0
ASCIMINIB	5	2	3	-0.11717870931092442	0.6550627742117804	-0.69175124228401	40.0
PENTAMIDINE	5	4	1	0.7086759039754954	2.027573043637287	-0.6705052123734192	80.0
OLANZAPINE;SAMIDORPHAN	5	0	5	-0.6198590692662125	-0.5068971023242208	-0.7763893539755107	0.0
CHLORPROTHIXENE	5	4	1	0.45386105297094304	0.9120833398271502	-0.5945508047284851	80.0
STREPTOMYCIN	5	4	1	0.5174870218774652	1.004890189407967	-0.5295911632185559	80.0
POLIDOCANOL	5	0	5	-0.6619414759231269	-0.5066938958396212	-0.9452827875481052	0.0
CALCIUM;GLUCOSE;MAGNESIUM;SODIUM BICARBONATE;SODIUM CHLORIDE;SODIUM LACTATE	5	5	0	0.7810188992447362	1.2425163244179167	0.5522906113989821	100.0
METHYLPHENIDATE HYDROCHLORIDE	5	3	2	0.2942441490579145	1.0593466739534916	-0.6458749843539588	60.0
TEBENTAFUSP	5	2	3	-0.13398443374660435	0.916632287709354	-1.03185517627484	40.0
FLUDROCORTISONE	5	1	4	-0.7701664806206769	0.5039810596430758	-1.671183403910379	20.0
OLARATUMAB	5	2	3	-0.24989745943214184	0.6322182452379939	-1.0116293954440505	40.0
POMALIDOMIDE, TRIAL	5	5	0	0.741702695911368	0.9170781358494725	0.5057706268288964	100.0
CLORHEXIDINE;ISOPROPANOL	5	0	5	-2.165997672636723	-0.6695250047524146	-3.6597673716764634	0.0
CASIRIVIMAB	5	0	5	-0.785442410765269	-0.5005804220792882	-1.1609584088357137	0.0
GADOTERIDOL	5	0	5	-0.6940650442197709	-0.5232642467235393	-0.8421969005189025	0.0
CARBON MONOXIDE	5	4	1	0.9006648174245256	1.7680943388212094	-0.6151816402461989	80.0
MORPHINE;NALTREXONE	5	0	5	-0.784919893669388	-0.6707798594660739	-1.1365147312339643	0.0
FERROUS SULFATE	5	1	4	-0.6672508852215973	0.7752751535268401	-2.058575120162424	20.0
SUXAMETHONIUM	5	2	3	-0.12900412418285598	1.4911242623606464	-1.0578035351008175	40.0
CARGLUMIC ACID	5	2	3	-0.0862336055418295	0.9477116596046087	-0.9346778551046112	40.0
MOCLOBEMIDE	5	3	2	0.27637165523661333	1.591642171786726	-0.9775492046876213	60.0
EMICIZUMAB	5	4	1	1.4801855550197425	3.088413695595698	-0.5321643865726626	80.0
VORINOSTAT	5	3	2	0.22572274767182804	1.2262973767176422	-0.8284408440875559	60.0
VONOPRAZAN	5	0	5	-0.9925514378043492	-0.5988889296796625	-1.4754545390708538	0.0
NORFLOXACIN	5	0	5	-1.1292395059188165	-0.7325012507344804	-1.400890978617268	0.0
EDARAVONE	5	3	2	0.30048380898641636	1.1525875730101003	-0.6445467886102751	60.0
PIMECROLIMUS	5	0	5	-0.8050448664209295	-0.5643372734439454	-1.2275250492516687	0.0
MICAFUNGIN SODIUM	5	4	1	0.5882615614757547	1.5579500404712499	-0.6517191776015538	80.0
BAMLANIVIMAB;ETESEVIMAB	5	1	4	-0.4159182631271596	0.7947057089576091	-0.893158513678892	20.0
OMEPRAZOLE MAGNESIUM	5	3	2	0.03728528193774783	0.7512764962981199	-0.8649587597764046	60.0
PAPAVERINE	5	5	0	1.6431005963848626	2.4244137453955203	0.7581183417906905	100.0
ETONOGESTREL	5	0	5	-5.065354946644419	-0.5194039291399344	-6.568155804227702	0.0
CALCIUM;GLUCOSE;HYDROCHLORIC ACID;MAGNESIUM;SODIUM BICARBONATE;SODIUM CHLORIDE;SODIUM LACTATE	5	5	0	0.8399416877823604	1.2445194385953635	0.5465660329682844	100.0
TAFASITAMAB	5	4	1	0.44640918954128506	1.0423728444488995	-0.7540187119821014	80.0
PITOLISANT	5	0	5	-0.8755272554626801	-0.5048702259926516	-1.0661125877094708	0.0
CLOTIAPINE	5	5	0	0.9352942171597884	1.6426270150696616	0.5452731417818937	100.0
ALMOTRIPTAN	5	0	5	-3.448923859177621	-2.920031419443562	-3.9968550816776816	0.0
SULFAGUANIDINE	5	5	0	1.8888602791494677	3.143578345826664	0.7114350841390324	100.0
PERITONEAL DIALYTICS, UNSPECIFIED	5	5	0	0.7428387982484562	0.9862626451255823	0.5853853020257371	100.0
DEXCHLORPHENIRAMINE	5	1	4	-0.42488116665326076	0.8801614923435204	-1.2163449009617349	20.0
BENVITIMOD	5	0	5	-0.8706326273429589	-0.6641332893222653	-1.5701159558567825	0.0
DOPAMINE	5	5	0	0.6638795651443186	0.7344970336968202	0.6049576422495044	100.0
BRINZOLAMIDE;TIMOLOL	5	0	5	-0.9405110450379637	-0.6024574045987103	-1.517820421184509	0.0
BROMOCRIPTINE	5	1	4	-0.6247283057405926	0.5734909359830473	-1.3773196691007343	20.0
RAMELTEON	5	0	5	-0.629358914958388	-0.5044226295825305	-0.7717829796846094	0.0
LORCASERIN	5	1	4	-0.4480774217041733	0.755042489821267	-0.9853073588845762	20.0
IOFLUPANE (123I)	5	2	3	-0.11695672335419025	0.934555679974443	-1.003790887522257	40.0
HYDROCHLOROTHIAZIDE;TRIAMTERENE	5	2	3	-0.17954694685457168	0.7795621954565163	-0.9688289530107681	40.0
LEVOGLUTAMIDE	5	1	4	-0.3580604167401503	0.6247750806622014	-0.8123776000292149	20.0
MEDROXYPROGESTERONE	5	0	5	-2.3260182665294105	-0.9923586153062625	-4.199706797826167	0.0
INTRAUTERINE CONTRACEPTIVE DEVICE	5	0	5	-2.8359646698638996	-1.2088757312638108	-4.988827239907412	0.0
LEMBOREXANT	5	0	5	-0.7694272954302201	-0.5294331328817732	-1.0434870251699873	0.0
MEPERIDINE HYDROCHLORIDE	5	0	5	-0.9430184716333482	-0.5607947416710681	-1.218315634639887	0.0
CEFDINIR	5	0	5	-0.7650506635214607	-0.5967438707064372	-0.9682251287371209	0.0
RILMENIDINE	5	4	1	0.66300975583395	1.025492079413683	-0.5663943726918377	80.0
HERBALS, UNSPECIFIED;NUTRIENTS, UNSPECIFIED	5	4	1	-0.015404227050797114	1.2398449741084336	-3.442835542654028	80.0
AMPICILLIN;SULBACTAM	5	3	2	0.1905475229747039	0.9743775673350292	-0.9341223964385381	60.0
PRUCALOPRIDE	5	0	5	-0.908526661772914	-0.5907630597178458	-1.3015935240617298	0.0
ANAGRELIDE	5	4	1	0.5988939753265651	1.153942208880518	-0.642964061598722	80.0
RUFINAMIDE	5	3	2	0.4018095287944514	2.3476136564778955	-0.7323919452682097	60.0
HISTRELIN	5	0	5	-1.7634013113163807	-0.589179065409944	-5.59811612386203	0.0
INTERFERON GAMMA	5	3	2	0.2669691355112483	1.1958148277451213	-0.7542781402710369	60.0
LEVOSALBUTAMOL	5	0	5	-1.354248140290082	-0.7272681658323139	-1.9228235498870756	0.0
LEVAMISOLE	5	5	0	0.8496870017149959	1.0776166294705876	0.6213344128413789	100.0
BENDROFLUMETHIAZIDE	5	2	3	-0.4056253805372945	0.8653799860963187	-1.5677344562738622	40.0
CRIZANLIZUMAB	5	3	2	0.08861627030343419	0.7444476187956619	-0.823037329026445	60.0
ROCURONIUM BROMIDE	5	4	1	0.6837513849504816	1.3420244951657656	-0.5486476435953644	80.0
RITLECITINIB	5	1	4	-0.6888338596880859	0.5223234228446754	-1.3614794236599828	20.0
TROPICAMIDE	5	2	3	-0.2416435914406061	0.5822284578642489	-0.7838187810888129	40.0
ACETAMINOPHEN\CODEINE PHOSPHATE	5	4	1	0.41217730533754793	0.8794665507423667	-0.5184628392060113	80.0
RASBURICASE	5	4	1	0.67310701079622	1.3311487182829955	-0.7195539112354421	80.0
