drug_name	n_signals	n_female_higher	n_male_higher	mean_log_ratio	max_log_ratio	min_log_ratio	female_pct
SOLRIAMFETOL	5	1	4	-0.4456097157372044	0.5887424626947853	-0.9260077048535531	20.0
ANIDULAFUNGIN	5	3	2	0.23276814577310617	1.2498154384402786	-1.1514189884251036	60.0
TRIMEBUTINE	5	2	3	-0.4352891894122465	0.727989318190625	-2.160794688443694	40.0
BENZOYL PEROXIDE	5	0	5	-0.8550495273236534	-0.558561837655617	-1.3243740952918488	0.0
ACLIDINIUM;FORMOTEROL	5	1	4	-1.7950938111811978	0.5557285586283871	-3.1002144699350964	20.0
COVID-19 VACCINE NOS	5	1	4	-0.38110610892623004	0.6027901879929689	-0.8696151366759137	20.0
ATOVAQUONE;PROGUANIL	5	0	5	-0.825335452205632	-0.6305381438777321	-1.0346215650595472	0.0
AMLODIPINE;PERINDOPRIL	5	5	0	1.1225285529904574	1.680066697704346	0.8416824214703142	100.0
BRIMONIDINE TARTRATE\TIMOLOL MALEATE	5	0	5	-0.6492573469388326	-0.5198960848107954	-0.7874171652763753	0.0
ASUNAPREVIR	5	5	0	0.5924085017881381	0.7641882641536855	0.5161955554802216	100.0
SELPERCATINIB	5	4	1	0.4187020312161323	0.8691122166915357	-0.5020940017163991	80.0
DIFLUPREDNATE	4	0	4	-0.6235524145367223	-0.5602367635118441	-0.6666881375226836	0.0
ELECTROLYTES, UNSPECIFIED;MACROGOL	4	0	4	-0.8120603423989725	-0.5006515417503776	-1.1576410751975925	0.0
NICORANDIL	4	4	0	0.9003653229201705	1.0184244184564608	0.7510675011024	100.0
SACUBITRIL, TRIAL;VALSARTAN, TRIAL	4	4	0	0.8729542514283068	1.046268919897222	0.6736236531434554	100.0
DEFERASIROX, TRIAL	4	4	0	0.6061180873561808	0.6792576229803711	0.5377191196469755	100.0
CEMIPLIMAB	4	3	1	0.5698191090826876	1.5297870768280464	-0.5855907035264244	75.0
TELBIVUDINE	4	3	1	0.4614599829660585	1.1077129952998508	-0.8342192614693076	75.0
LEVOMETHADONE	4	4	0	0.9656663546300512	1.3164872275088557	0.7067804925696617	100.0
OMAVELOXOLONE	4	0	4	-0.6670990583528525	-0.5598916709159814	-0.8028973794314713	0.0
CEFPODOXIME	4	0	4	-0.8507329857564845	-0.668101661298454	-1.0908461774727425	0.0
NETARSUDIL	4	1	3	-0.6030177032109076	0.6512952686819302	-1.0962903404326685	25.0
IMDEVIMAB	4	0	4	-0.7417312255501135	-0.5329619590193235	-0.9731848957391256	0.0
LEVOMILNACIPRAN	4	2	2	0.06907150602898302	1.0850863738565777	-0.9726799704983465	50.0
NITISINONE	4	3	1	0.6820052057428175	1.6311474891202415	-0.9703997845341941	75.0
AMINOLEVULINIC ACID	4	0	4	-0.7520481602834386	-0.6086794153535764	-0.9735490968547262	0.0
LENOGRASTIM	4	4	0	1.2494797531481985	1.6490159446752888	1.0190910969284022	100.0
EXEMESTANE	4	0	4	-2.6091354736841006	-2.307442333017085	-3.0150658377419166	0.0
AVALGLUCOSIDASE ALFA	4	1	3	-0.34895044641754236	0.6060451412924583	-0.7106962342214291	25.0
CEFTOLOZANE;TAZOBACTAM	4	4	0	0.8373639095288097	1.37290323631336	0.5415835083326339	100.0
KETOROLAC TROMETHAMINE	4	0	4	-0.9038088403609762	-0.6671297124799498	-1.14275527526085	0.0
ISOPROPANOL	4	0	4	-2.8068587404818333	-2.596472555156593	-3.245016966293455	0.0
DEXAMETHASONE SODIUM PHOSPHATE	4	1	3	-0.23928427306373817	0.8106203018698452	-0.6259097047709123	25.0
ENTRECTINIB	4	2	2	-0.039885603412827014	0.5610496160620966	-0.6274243817813809	50.0
BIVALIRUDIN	4	4	0	1.087964851946108	1.530670290594995	0.752566178443101	100.0
TORSEMIDE	4	1	3	-0.43449717353701955	0.5449889567902226	-0.8290217436137377	25.0
AVOBENZONE\HOMOSALATE\OCTISALATE\OCTOCRYLENE	4	1	3	-0.5849036731581096	0.5253576949015359	-1.1834107024318565	25.0
IPRATROPIUM BROMIDE	4	0	4	-0.7030524147693051	-0.5991122373906679	-0.7737844392226094	0.0
.ALPHA.1-PROTEINASE INHIBITOR HUMAN	4	2	2	0.05876159333369296	0.7811211407489458	-0.6109731613813256	50.0
LAROTRECTINIB	4	1	3	-0.3779261406480103	0.5526690761971756	-0.9175712383677863	25.0
ARTIFICIAL TEARS;GLYCEROL	4	0	4	-0.6090201283290928	-0.5220238084086866	-0.6932871115873667	0.0
CLAVULANIC ACID	4	1	3	-0.36358123019926625	1.2720316167623151	-1.1344707701802883	25.0
IOMEPROL	4	4	0	0.9129186723798322	1.4953680231319337	0.6142463835755638	100.0
LATANOPROSTENE BUNOD	4	0	4	-0.6803202280977052	-0.55512765430292	-0.8383143121767369	0.0
CLEMASTINE	4	0	4	-0.8654604644581879	-0.5504910252823325	-1.1746672243376741	0.0
IOBITRIDOL	4	4	0	0.7996814326428927	1.2858989394700462	0.5355573729757372	100.0
TENAPANOR	4	3	1	0.5208886354275877	0.9539713019230072	-0.5769120952898056	75.0
NITROUS OXIDE	4	2	2	0.1145628897405365	1.1452222825158667	-0.6600752025399905	50.0
TIMOLOL MALEATE	4	1	3	-0.43221411688030975	0.5562807160597414	-0.8815183963474885	25.0
INVESTIGATIONAL PRODUCT	4	3	1	0.21374209311149894	0.672343120231996	-1.0873090042639315	75.0
VERAPAMIL HYDROCHLORIDE	4	4	0	0.8224473455179171	1.098030758235919	0.626317442141135	100.0
INTRAUTERINE CONTRACEPTIVE DEVICE;LEVONORGESTREL	4	0	4	-3.962352485224514	-3.3179139932364663	-4.5022761402502	0.0
CANRENOIC ACID	4	4	0	0.8370485177553616	1.210433958331457	0.548618385532083	100.0
ARSENIC TRIOXIDE	4	2	2	-0.31626167229355207	0.8955211365203297	-2.3196415223700457	50.0
NIRSEVIMAB	4	1	3	-0.3505121845910535	0.5063564046806821	-0.6911535079604665	25.0
LENACAPAVIR	4	2	2	0.39187783773909446	1.9080794318706742	-0.7047153296870743	50.0
ZAFIRLUKAST	4	0	4	-1.787321894448041	-1.0825699874189971	-2.330989228341744	0.0
ANTHOXANTHUM SPP;DACTYLIS SPP;LOLIUM SPP;PHLEUM SPP;POA SPP	4	0	4	-0.7345910172016938	-0.5695314315495263	-0.8693572536964699	0.0
FLUMAZENIL	4	4	0	0.829960624489458	1.1495625151146052	0.5928989245223231	100.0
TROSPIUM	4	1	3	-0.4633001882666471	0.7779117036583449	-1.0413334210224292	25.0
OMEPRAZOLE SODIUM	4	4	0	0.890913395441567	1.2895361626216317	0.7242224959143084	100.0
ETHIODIZED OIL	4	2	2	0.03425498734265747	0.7435840175023296	-0.5939559061249442	50.0
MEGESTROL	4	1	3	-0.4178429486156804	0.5707160585282425	-0.8590647579051799	25.0
MELPERONE	4	1	3	-0.9615918369825496	0.5910659108806382	-2.6003268198751233	25.0
FOSPHENYTOIN	4	4	0	0.695202428509061	0.9354463623899449	0.5346941284933766	100.0
CYCLOPHOSPHAMIDE;DOXORUBICIN;PREDNISONE;VINCRISTINE	4	4	0	0.5834125424138192	0.6790302653589191	0.5281818725708032	100.0
EBASTINE	4	0	4	-0.9665112120863347	-0.5347732127852345	-1.3025442154360758	0.0
MIGLUSTAT	4	2	2	-0.09885473582447388	0.7676698052283064	-0.9421010699962363	50.0
PRISTINAMYCIN	4	2	2	-0.17023266091184103	0.8949867179999202	-1.2446809512382713	50.0
OMEPRAZOLE;SODIUM BICARBONATE	4	1	3	-0.40083247621256457	0.5044145928155483	-0.8095526214060543	25.0
OMEPRAZOLE\SODIUM BICARBONATE	4	4	0	0.764800242861885	0.8642849954537608	0.6697388710159	100.0
CARBIMAZOLE	4	1	3	-0.32592980626498624	0.6211438666686443	-0.7640916475164197	25.0
ADAPALENE;BENZOYL PEROXIDE	4	1	3	-0.18466681051587985	0.9668783166566106	-0.5736396077446289	25.0
MEPIVACAINE	4	0	4	-0.8884265067803023	-0.6420983159066579	-1.2331797365261643	0.0
DILTIAZEM HYDROCHLORIDE	4	3	1	0.5753268891551884	1.3832510420834234	-0.9899705091685351	75.0
DUTASTERIDE	4	4	0	2.749781740241848	5.088759044734165	1.0397664958795774	100.0
GADOLINIUM	4	1	3	-0.4093053961650792	0.671272668406877	-1.002203050945539	25.0
OPIOIDS, UNSPECIFIED	4	3	1	0.4450447940119583	1.3556453494776126	-0.8173401480028217	75.0
GEMFIBROZIL	4	0	4	-0.9302036563265589	-0.5157775291892901	-1.2562279301239498	0.0
OPICAPONE	4	2	2	0.025704417920735967	0.7545917682553656	-0.7064577025277807	50.0
CORTISONE ACETATE	4	2	2	0.08932194745251495	2.0858157543695564	-1.7727954429470776	50.0
ANDEXANET ALFA	4	4	0	1.1019757912882127	1.7175307216311655	0.5378877573850878	100.0
GLYCEROL;GLYCINE SPP;MEDIUM-CHAIN TRIGLYCERIDES;PHOSPHOLIPIDS	4	0	4	-0.7149426623535184	-0.550743584391614	-0.8937868628610621	0.0
POLYETHYLENE GLYCOL 3350	4	0	4	-0.7519757590285663	-0.662966871973137	-0.9381037437292818	0.0
STIRIPENTOL	4	3	1	0.33071809020041687	0.7033774053612984	-0.5671712369503796	75.0
PRALATREXATE	4	3	1	0.5364714183314087	1.4975993305819486	-0.5964784542691648	75.0
SOTORASIB	4	4	0	0.9626834973946831	1.316325973638084	0.5406406834712413	100.0
ETHIONAMIDE	4	3	1	0.3159688171867686	0.7569306786358306	-0.6135560363623846	75.0
FOSINOPRIL	4	3	1	0.42265490124500027	1.0756873556956756	-0.6144699718101765	75.0
MECLOZINE	4	1	3	-0.5672386616278946	1.0552147762415272	-1.8427548769252926	25.0
CYPROTERONE	4	4	0	1.208280131777596	1.7126124636929234	0.8217067568192645	100.0
MITAPIVAT	4	0	4	-0.7094226001164401	-0.5315311632734311	-1.033422844632205	0.0
FLUNITRAZEPAM	4	4	0	0.7368365358738936	1.0686939641663211	0.554513311153847	100.0
SELENIUM	4	0	4	-1.062808987395432	-0.5118688848384345	-1.989246146776834	0.0
ETIFOXINE	4	0	4	-1.0261856192324053	-0.5301665425268571	-1.7684951292929414	0.0
PHENCYCLIDINE	4	4	0	1.0392003730892698	1.5810471678975844	0.7126782243270364	100.0
FLUORESCEIN	4	0	4	-0.792437688514165	-0.7173397901675518	-0.855636936176468	0.0
BUPROPION;DEXTROMETHORPHAN	4	2	2	0.0148332511715778	0.6847017777361897	-0.6538689038947796	50.0
UMECLIDINIUM BROMIDE\VILANTEROL TRIFENATATE	4	0	4	-0.8594353311645389	-0.6482741455623593	-1.1543518773430939	0.0
FLUOROMETHOLONE	4	1	3	-0.353734025371532	0.7174824141254782	-0.9678003073334707	25.0
SELUMETINIB	4	1	3	-0.47442265179732945	0.6308842791795639	-1.2612554524427255	25.0
BUTALBITAL;CAFFEINE;PARACETAMOL	4	2	2	-0.07666077960876622	0.5941709546401361	-0.8495239007102784	50.0
PHLEUM SPP	4	0	4	-0.6222781705249281	-0.5841167451091189	-0.689834790734916	0.0
TALIMOGENE LAHERPAREPVEC	4	1	3	-0.26542727982032566	0.7358686168778696	-0.6458754656823449	25.0
BUTENAFINE	4	2	2	0.042510878862278695	1.3383040258325525	-0.9524142414676139	50.0
LUBIPROSTONE	4	1	3	-0.4235908485053794	0.8406405721111072	-1.1453898845331483	25.0
HYDRALAZINE HYDROCHLORIDE	4	0	4	-0.8485036799504755	-0.5239267463057349	-1.138005280093534	0.0
CEFIXIME	4	1	3	-0.504744997871053	0.8339127885380947	-1.3304894840690928	25.0
DOLUTEGRAVIR;LAMIVUDINE	4	2	2	0.06891951646727573	0.9892732663420976	-0.6711070106575239	50.0
PROPYLTHIOURACIL	4	0	4	-1.1587517609911249	-0.8124783679542362	-1.4156573923221618	0.0
MOMETASONE FUROATE	4	0	4	-0.6889143576337453	-0.5474308290552359	-0.9812131191945699	0.0
MACROGOL;POTASSIUM;SODIUM BICARBONATE;SODIUM CHLORIDE;SODIUM SULFATE	4	0	4	-0.7376627252964407	-0.5516491517250621	-0.9187368458243439	0.0
SUNITINIB MALATE	4	4	0	0.8171180915734572	1.2830049696585557	0.5784373894955597	100.0
MOBOCERTINIB	4	2	2	-0.02896134636985187	0.6626212473938908	-0.8122298041348526	50.0
SNAKE VENOM ANTISERUM	4	1	3	-0.37324876439204424	0.5697199348533699	-0.764724052169024	25.0
GUANIDINE	4	4	0	2.26415527322243	3.2007775653798722	1.194377688778543	100.0
PHENELZINE	4	0	4	-0.889958232539651	-0.7721896533587314	-0.9867828959313261	0.0
PALONOSETRON	3	0	3	-0.7016115979644905	-0.5287830054220435	-0.9076490761497318	0.0
ASPIRIN\OXYCODONE HYDROCHLORIDE\OXYCODONE TEREPHTHALATE	3	0	3	-1.1957978093689912	-0.6648374563659276	-1.6602946987352425	0.0
TIROFIBAN	3	2	1	0.5449204362866422	1.3946337892980596	-0.6522743278080019	66.7
TILDRAKIZUMAB	3	3	0	0.6009435156600795	0.7368761618069017	0.5174894451781143	100.0
TRIFLUOPERAZINE	3	0	3	-2.976863047967168	-2.8719038464219837	-3.1268871964377944	0.0
AESCULUS SPP	3	1	2	-0.49405130858626894	1.138271760122744	-1.7094743790776086	33.3
TERBUTALINE SULFATE	3	3	0	0.7419210885965213	0.9041160136354591	0.5215348172673338	100.0
ULOBETASOL	3	1	2	-0.07065083881725998	1.2684084741971657	-0.853656623074222	33.3
SIMETICONE	3	0	3	-0.9617017381474278	-0.5000918554387213	-1.592037622516515	0.0
PROTAMINE	3	2	1	0.15632509597404323	0.779692873237535	-0.8331513759619429	66.7
PROTHIPENDYL	3	0	3	-0.9293962524961668	-0.7372199850996308	-1.2576923854093482	0.0
PROTIONAMIDE	3	2	1	0.366799561701026	0.9469652042223196	-0.7069615078145208	66.7
PYRIMETHAMINE	3	2	1	0.4846156622860556	1.1095937104033182	-0.7103687824054143	66.7
SATRALIZUMAB	3	0	3	-0.9151597285894089	-0.6559012768469872	-1.1837736913323238	0.0
VILOXAZINE	3	1	2	-0.1745051716175292	0.8481644561967907	-0.8625678145676894	33.3
RESLIZUMAB	3	0	3	-0.92489527738292	-0.6627026802697165	-1.3194263652391218	0.0
RESTASIS?	3	0	3	-0.7935310331449544	-0.620618653413838	-0.8869708570879089	0.0
AMINO ACIDS, UNSPECIFIED	3	2	1	0.28716595945471063	0.7774086633830865	-0.5093325695838363	66.7
AMINOBENZOIC ACID	3	1	2	-0.48508325933600166	0.9962996651507039	-1.5138888138231037	33.3
AMLODIPINE;BENAZEPRIL	3	0	3	-0.9394917198603174	-0.6917131076908369	-1.2981044495161256	0.0
VALGANCICLOVIR HYDROCHLORIDE	3	3	0	0.9731530932855437	1.1325093538581656	0.8310296109152722	100.0
ACETAMINOPHEN\OXYCODONE HYDROCHLORIDE	3	1	2	-0.12368390272827783	1.0831575148498738	-0.8392307606683738	33.3
RITODRINE	3	0	3	-2.429911278312569	-2.3126103361340604	-2.6257116685209656	0.0
VALPROMIDE	3	3	0	0.9382308352182861	1.2426456572156817	0.7411928783288901	100.0
UBROGEPANT	3	0	3	-1.0867248254753072	-0.8548729480690489	-1.4795303210193786	0.0
PROMETHAZINE HYDROCHLORIDE	3	0	3	-0.8733611413517872	-0.7403508231780989	-1.0832333581461624	0.0
OXYMORPHONE HYDROCHLORIDE	3	3	0	0.6160370094394243	0.8054138227554501	0.5018457088315076	100.0
PHLOROGLUCINOL	3	0	3	-1.4024805914607075	-1.3274956000304097	-1.5124857644780585	0.0
ZOLBETUXIMAB	3	3	0	0.7697245174059569	0.8273404410062402	0.7243381500849635	100.0
.DELTA.8-TETRAHYDROCANNABINOL\HERBALS	3	3	0	0.803405584552855	1.0370636599336365	0.6806022484036189	100.0
ARTICAINE;EPINEPHRINE	3	0	3	-0.6655959698008851	-0.5971838587167584	-0.7601653976993754	0.0
ZANAMIVIR	3	2	1	0.28005949142440895	0.8298576798995185	-0.6150137844849288	66.7
PENTOSTATIN	3	3	0	0.9103020977852081	1.135814746093773	0.6052508852761898	100.0
ZALEPLON	3	1	2	-0.24154233900342806	0.7485962966794371	-0.7936855640580209	33.3
TARLATAMAB	3	2	1	0.5192506499763815	1.3878950364928988	-0.5218484904803725	66.7
VON WILLEBRAND FACTOR	3	0	3	-0.7962762417375743	-0.687637784339878	-0.9624537044453079	0.0
TRIMIPRAMINE	3	1	2	-0.178276652916625	0.8306872872795359	-0.8156249604228234	33.3
PIPERACILLIN	3	2	1	0.16670307065701837	0.6693705094633877	-0.7041349671224515	66.7
ALLERGENS, ANIMALS	3	0	3	-0.9990304430891163	-0.6499032334978765	-1.5912691907306007	0.0
ALLERGENS, HOUSE DUST & MITE	3	0	3	-1.0780336964624502	-0.7607809649253374	-1.3754586599738556	0.0
PITAVASTATIN	3	1	2	-0.2728563706563452	0.6172653727600923	-0.7895305201514935	33.3
TRICLOSAN	3	0	3	-2.701166136399372	-2.2110229123539296	-3.420483410713217	0.0
POTASSIUM BROMIDE	3	1	2	-0.330679671288751	0.6217433354435249	-1.0607946784961404	33.3
ACAMPROSATE	3	3	0	0.8938072770940154	1.4995449235284537	0.5820095608521272	100.0
OXYTOCIN	3	0	3	-2.2755701694683608	-1.8602372449952496	-2.845577325041662	0.0
.ALPHA.-TOCOPHEROL	3	0	3	-1.337814653809603	-0.8916120971814312	-1.7328557538942424	0.0
MEMANTINE HYDROCHLORIDE	3	0	3	-0.7416257596781062	-0.545068286509442	-1.1180273009553496	0.0
MIDAZOLAM HYDROCHLORIDE	3	3	0	0.6687403119006698	0.9171386218676214	0.542544293139068	100.0
MILRINONE	3	3	0	0.935848192645194	1.461148278893722	0.6087855739029273	100.0
FACTOR IX	3	3	0	1.2660595344698398	1.7955148970015093	0.8785282263006579	100.0
DARVOCET /00220901/	3	3	0	0.8446385674118343	1.0629225345222157	0.7128368345412914	100.0
CERITINIB, TRIAL	3	2	1	0.3770987650530029	1.0263980554579548	-0.5143431023384979	66.7
CALCIUM;MAGNESIUM;POTASSIUM;SODIUM ACETATE;SODIUM CHLORIDE;SODIUM CITRATE	3	1	2	-0.1637927752285957	0.5394544837896333	-0.5189672403055534	33.3
CALCIUM;IRON;VITAMIN A;VITAMIN B1;VITAMIN B12;VITAMIN B2;VITAMIN B3;VITAMIN B6;VITAMIN B9;VITAMIN C;VITAMIN D, UNSPECIFIED;VITAMIN E;ZINC	3	0	3	-0.913370069690386	-0.6850343195492474	-1.0989458568691308	0.0
GUAIFENESIN;PSEUDOEPHEDRINE	3	0	3	-0.7777254745631733	-0.5490434724458169	-0.961021305074615	0.0
EFGARTIGIMOD ALFA	3	2	1	0.15131886629540445	0.6384176900646041	-0.7001691116869377	66.7
CHARCOAL, ACTIVATED	3	0	3	-1.2247115005631728	-0.5211293890322187	-1.7538343846516398	0.0
ELACESTRANT	3	0	3	-1.1240354000421318	-0.7552261370589168	-1.3358249611977904	0.0
LECITHIN;POLOXAMER	3	0	3	-0.9315184143959151	-0.552915796550919	-1.5961320628408089	0.0
FOSAMPRENAVIR	3	3	0	1.5050396041224323	2.5469574760494114	0.6084340499565488	100.0
CALCIUM CHLORIDE;GLUCOSE;MAGNESIUM;SODIUM BICARBONATE;SODIUM CHLORIDE;SODIUM LACTATE	3	3	0	1.0634348430022975	1.4989624329072193	0.7387238336885522	100.0
CALASPARGASE PEGOL-MKNL	3	1	2	-0.3600975177954902	0.5445428373656576	-1.0263276623028925	33.3
LASMIDITAN	3	0	3	-0.7577032306561643	-0.662915570912769	-0.8344088441040552	0.0
CALCIUM CHLORIDE;GLUCOSE;MAGNESIUM;SODIUM CHLORIDE	3	2	1	0.2532028221154404	0.9582435024383908	-0.7446271083135803	66.7
NALBUPHINE	3	1	2	-0.08519077022729227	1.1382451695718365	-0.7106294918527969	33.3
ENALAPRIL MALEATE	3	2	1	0.3739966664345105	0.9134033295372452	-0.6528602469653697	66.7
ISONIAZID;PYRAZINAMIDE;RIFAMPICIN	3	3	0	0.861554241155114	0.9782487003036131	0.7275791287953856	100.0
CALCIUM CHLORIDE\DEXTROSE\MAGNESIUM CHLORIDE\SODIUM CHLORIDE SOLUTION	3	3	0	0.717998176505727	0.8443667587025914	0.5872175850958732	100.0
IRINOTECAN HYDROCHLORIDE	3	2	1	0.1025533183611634	0.7640405283945587	-1.024653797365362	66.7
COSMETICS	3	0	3	-0.7940530593785765	-0.6066180791469638	-0.8889700250324011	0.0
CORTICOSTEROID, UNSPECIFIED	3	2	1	0.2150870870208695	0.7119390227157845	-0.5885938315157511	66.7
COLLAGENASE	3	1	2	-0.3392464978587119	0.6309060314579984	-1.1126689986266012	33.3
IPTACOPAN	3	2	1	0.29851020757016833	0.8600372205871787	-0.6234902413697233	66.7
DROPERIDOL	3	1	2	-0.224725925125023	0.9341557859221572	-0.820167335057723	33.3
BELZUTIFAN	3	3	0	0.7567062100339818	0.8096309523965841	0.7092051423481944	100.0
ENALAPRIL;HYDROCHLOROTHIAZIDE	3	2	1	0.25741358776589457	0.9445554035441273	-0.7997318954023092	66.7
FACTOR VIII;VON WILLEBRAND FACTOR	3	1	2	-0.15673181434611538	1.2993653976371258	-0.9216660712632863	33.3
LUSPATERCEPT	3	2	1	0.2335415467138009	0.7534930907574479	-0.7882342242828582	66.7
MAGNESIUM SULFATE	3	0	3	-0.8623291804700286	-0.7288342297358357	-1.1097126636604682	0.0
CAFFEINE;OPIUM;PARACETAMOL	3	1	2	-0.2674414842836755	1.0335417464789058	-1.069757537122284	33.3
FAMOTIDINE;IBUPROFEN	3	1	2	-0.19495889046460704	0.5804711248408321	-0.661963505760087	33.3
BETAHISTINE	3	1	2	-0.1693040032869577	0.8419603800697999	-0.8154583876254535	33.3
CEFIDEROCOL	3	3	0	1.019264905745917	1.5054563708231798	0.6449713468158562	100.0
BUTALBITAL;PARACETAMOL	3	0	3	-2.440248188373833	-2.3849257980699177	-2.5031346511244337	0.0
FEDRATINIB	3	2	1	0.39048057512852724	0.9433893498345951	-0.6585430637241068	66.7
GENTAMICIN SULFATE	3	2	1	0.1609591138718789	0.7210621295638693	-0.7704775833004007	66.7
BENZOYL PEROXIDE;CLINDAMYCIN	3	1	2	-0.6821084820490956	0.6533237049835243	-1.4818646162507905	33.3
CALCITONIN	3	0	3	-0.8795636022406194	-0.7888983360718536	-1.0271004687022014	0.0
GALLIUM (68GA) DOTATATE	3	2	1	0.12076269368743116	1.0852603709572004	-1.484656391981114	66.7
DORAVIRINE	3	3	0	1.3926184165850897	2.0178843349883717	0.5040867561416317	100.0
DEXTROAMPHETAMINE	3	2	1	0.31324265428172976	0.7914497823056026	-0.5975114719522598	66.7
METFORMIN;SAXAGLIPTIN	3	2	1	0.2784325371445878	0.8107873759382818	-0.5006974010554467	66.7
DORIPENEM	3	3	0	0.6819431864239207	0.8216980129384113	0.5535341723036988	100.0
DORZOLAMIDE HYDROCHLORIDE	3	0	3	-0.5639982158017713	-0.5098247985510587	-0.6151550330661371	0.0
FELBAMATE	3	1	2	-0.22987215682863638	0.7075959213780099	-0.8517141556427186	33.3
BENFOTIAMINE	3	3	0	2.055742334873159	2.3122684358888	1.9260288797961977	100.0
DEXAMETHASONE;NEOMYCIN;POLYMYXIN B	3	0	3	-1.1809778678287093	-0.8052635976636662	-1.530923477989154	0.0
FUSIDIC ACID	3	3	0	0.8625828087205036	1.0334786671032339	0.6347340482918251	100.0
FLUNARIZINE	3	1	2	-0.7228685904356166	0.6620390389508666	-1.6858310721338257	33.3
DOXEPIN HYDROCHLORIDE	3	1	2	-0.721622707550294	0.5473003560432748	-1.4155760238291375	33.3
METOPIMAZINE	3	0	3	-0.7373896973905043	-0.5821994667730417	-0.9254006122723921	0.0
BEMPEDOIC ACID	3	1	2	-0.20405627028825482	0.5163496610775642	-0.6216768709020062	33.3
COLESTIPOL	3	0	3	-1.3585899693993886	-0.7497025448879588	-2.1255284504716654	0.0
NABUMETONE	3	0	3	-0.9430101121170565	-0.5852056909891028	-1.5419566813256578	0.0
ICODEXTRIN	3	3	0	0.7599258835324384	0.9098050419569472	0.6070570596932647	100.0
CAPLACIZUMAB	3	2	1	0.24168296357825292	0.6942370434314409	-0.5359986409681026	66.7
ETODOLAC	3	1	2	-0.22248311184447697	0.89628913491722	-0.8774468680608477	33.3
HERBALS, UNSPECIFIED;MITRAGYNA SPP	3	3	0	1.0130209858014707	1.039839390281012	0.961610874442564	100.0
IMMUNOGLOBULIN CYTOMEGALOVIRUS	3	1	2	-0.5972080021232435	0.8994555823971071	-2.0039446122379774	33.3
NITRENDIPINE	3	1	2	-0.31763905851478236	0.6884541844921805	-0.9166138301402413	33.3
CHLORPROMAZINE HYDROCHLORIDE	3	2	1	0.26820404857894964	1.3830938366342003	-1.2145917605201926	66.7
ILOPERIDONE	3	1	2	-0.5503854646890017	0.8780693304968415	-1.299537129492803	33.3
CIPROFLOXACIN;DEXAMETHASONE	3	0	3	-0.7329225873607065	-0.6615928168379774	-0.8531482860732851	0.0
NO MEDICATION	3	1	2	-0.2292366972875687	0.6321395352608448	-0.7343042530569197	33.3
CHLORPHENAMINE;DEXTROMETHORPHAN	3	2	1	0.020273645806070384	0.6280015314977323	-1.1892769638275715	66.7
FLUOCINONIDE	3	0	3	-0.818209362185959	-0.7869584160688112	-0.8560655948086031	0.0
AZELAIC ACID	3	0	3	-1.092069457098752	-0.5127426336112269	-1.4117466994117143	0.0
BUPRENORPHINE HYDROCHLORIDE\NALOXONE HYDROCHLORIDE	3	1	2	-0.33071506964303027	0.5934287461705892	-0.9180107957275663	33.3
BUPIVACAINE;EPINEPHRINE	3	0	3	-1.0206103243525384	-0.8651477037007851	-1.1541794180514315	0.0
CHLORZOXAZONE	3	0	3	-1.1209116808543584	-0.5960704169828402	-1.7189090436964856	0.0
CARBOCISTEINE	3	2	1	0.027055217214314514	1.2316190741117947	-1.9836650434054475	66.7
OCTREOTIDE ACETATE	3	0	3	-0.8456132169555229	-0.7765679781041861	-0.9566849501136443	0.0
HYDROCORTISONE;PRAMOCAINE	3	1	2	-0.037161794940558344	1.1814884432344028	-0.7094440866953553	33.3
NIROGACESTAT	3	1	2	-0.41591963967240214	0.5415300919153034	-1.0456893778505405	33.3
CODEINE SULFATE	3	1	2	-0.5466457884667237	1.2750572158803628	-2.2559083397182733	33.3
BUTALBITAL	3	3	0	0.7990489073074173	1.007390794053304	0.604224372522637	100.0
FLIBANSERIN	3	0	3	-3.143901523728873	-2.0216461050951926	-4.630571742706665	0.0
INTERLEUKIN-2	3	1	2	-0.016543763764622927	1.0621794005221181	-0.5790921213189959	33.3
ESTAZOLAM	3	1	2	-0.06974747626123778	1.3439403047072984	-0.7826831778143979	33.3
ATENOLOL;CHLORTALIDONE	3	0	3	-2.6965763583669964	-2.3019523133153728	-2.9761770227885522	0.0
ATOSIBAN	3	0	3	-2.8407010533246386	-2.0189056028557397	-3.2645958509752413	0.0
PROXYMETACAINE	2	0	2	-0.6727824978879382	-0.6202532530708647	-0.7253117427050118	0.0
