drug_name	pt	ror_female	ror_male	log_ror_ratio	a_female	a_male
ESTRIOL	Dry skin	13.833770063499719	732.5166882726627	-3.9693734143309025	166	128
DALFAMPRIDINE	Needle fatigue	8.521430671480474	448.9028629922199	-3.964222277630423	13	73
ESOMEPRAZOLE MAGNESIUM\NAPROXEN	Nightmare	2.499999283955476	130.57075854082223	-3.955624845403934	10	211
CARBIDOPA\LEVODOPA	Complication of device insertion	0.29647650080693255	15.457948779464289	-3.9539106741237178	17	20
ESOMEPRAZOLE MAGNESIUM	Anti-cyclic citrullinated peptide antibody positive	0.3660347649831268	19.068254452001863	-3.9530518455040644	17	19
ESTRIOL	Tension headache	469.69187873872045	24288.426073131955	-3.945678320010432	159	124
ASPIRIN	Device expulsion	0.0360123986572255	1.8567985560098754	-3.942745790976474	56	12
ABATACEPT	Onychoclasis	0.5192097301152041	26.531262011930608	-3.9337711094341916	25	84
ZOPICLONE	Device dislocation	0.22083433648560824	11.239263360125124	-3.9297557721863106	22	118
HYDROXYCHLOROQUINE SULFATE	Onychoclasis	0.5413850159339092	27.39883920257195	-3.924125226328516	16	54
ESTRIOL	Eye pruritus	55.67712923785103	2803.04420895052	-3.918891866583984	159	123
PERTUZUMAB	Tooth disorder	0.42560445180621226	21.104396115442484	-3.903726246422717	12	12
GOLD	Diverticulitis	6.260941604800925	310.4273116903886	-3.9036191832285243	38	151
ESTRIOL	Abdominal discomfort	11.987380741741	590.2445304943237	-3.89668241789179	170	129
INSULIN ASPART	Abortion spontaneous	1.4508285131409677	69.7473054472352	-3.8727440067490146	167	16
SULFASALAZINE	Apparent death	2.471061386500494	118.13732616501963	-3.8671999593826207	23	283
ALENDRONATE SODIUM\CHOLECALCIFEROL	Diastolic dysfunction	22.61598229913613	1080.7625047809922	-3.8667652562256563	11	61
BOTULINUM TOXIN TYPE A	Nightmare	7.722676391956128	365.4080792074536	-3.8568537674317085	37	225
GOLD SODIUM THIOMALATE	Red blood cell sedimentation rate abnormal	49.99333373714532	2364.2634186471664	-3.8563321302435347	34	67
ADO-TRASTUZUMAB EMTANSINE	Tooth disorder	1.232289383290773	58.029697094017095	-3.852081171807916	13	11
CICLESONIDE	Conjunctivitis allergic	31.00130886908252	1448.4315115534603	-3.8442071085902576	13	258
TRASTUZUMAB	Oligohydramnios	7.557120223124767	351.05006186467403	-3.8384386449359686	73	20
ESTRIOL	Pruritus	5.750830394311478	266.1478722573254	-3.8347078042781786	172	129
ESTRIOL	Lip swelling	70.46231210793097	3228.6907539462754	-3.824754007858962	177	129
BACLOFEN	Implant site erythema	7.040728799016691	322.15882926597214	-3.823332995122899	31	47
FLUTICASONE PROPIONATE\SALMETEROL XINAFOATE	Mycotic allergy	9.237045856712758	416.0733848898879	-3.8076395286311757	22	235
NITROFURANTOIN\NITROFURANTOIN MONOHYDRATE	Maternal exposure timing unspecified	8.415936062648987	376.67587785176164	-3.8012580183651825	10	11
TRASTUZUMAB	SARS-CoV-2 test positive	0.4083595436011423	18.130617554858933	-3.7932093451027282	16	48
TOCILIZUMAB	Apparent death	1.8921073523297471	83.73386202411675	-3.789952250736259	26	283
SODIUM FERRIC GLUCONATE COMPLEX	Dry mouth	2.2624023706868095	99.90104320295683	-3.7877528834887695	10	119
ESTRIOL	Anosmia	211.99140206505706	9338.393044717886	-3.7853437479810177	160	129
LISDEXAMFETAMINE DIMESYLATE	Systemic lupus erythematosus	0.451509577754372	19.859127510307715	-3.7838224188054284	18	64
HYDROXYCHLOROQUINE	Onychoclasis	0.6384445493914794	27.991705009684143	-3.7806286690303286	15	71
BACLOFEN	Needle fatigue	7.186246591249747	315.0585459183674	-3.7805894780022498	11	75
EPIRUBICIN	Oligohydramnios	6.966306703505054	304.87272516639985	-3.778809195365016	15	10
ESTRIOL	Visual impairment	17.0817291442219	743.7414071490019	-3.773683982191682	177	128
ESTRIOL	Arthralgia	5.886452180423462	255.483420614586	-3.770504047673588	205	129
DILTIAZEM	Nodule	0.7426899478875466	32.20778682605629	-3.769684869162509	16	219
DEXTROSE\DEXTROSE MONOHYDRATE	Stress	0.6542176127658746	28.14017479330093	-3.7615135048658424	12	189
ALMOTRIPTAN	Product use in unapproved indication	2.9910299864926957	128.31646625211053	-3.758881800008179	10	85
FULVESTRANT	Breast cancer metastatic	94.94442881155969	4043.1276339172377	-3.7514820776873963	1381	11
DENOSUMAB	Rhinalgia	0.46822792924957196	19.891823846903442	-3.7491088586521264	11	48
PEGINTERFERON ALFA-2A	Pregnancy	2.6411678773250875	111.7778597993562	-3.7452923100019735	61	31
ESTRADIOL	Meningioma	13.847218428094394	584.9031699336743	-3.7433619351042218	274	41
DESOXIMETASONE	Dysgeusia	0.25758722518914157	10.809565201517154	-3.736828286604596	13	52
ESTRIOL	Amnesia	36.707207161676806	1533.2518416244156	-3.732173029422478	160	129
ESTRIOL	Peripheral swelling	11.518287301773666	476.0934038708173	-3.7216780891068857	171	125
BREMELANOTIDE ACETATE	Off label use	1.0769812501540135	44.48941865641292	-3.72108938920042	30	23
ALENDRONATE SODIUM	Eosinophilic granulomatosis with polyangiitis	4.5273011022473995	186.83898081282695	-3.7201212019756955	18	156
TIOTROPIUM BROMIDE MONOHYDRATE	Conjunctivitis allergic	3.2592263186406965	134.02375222643047	-3.7165271980220402	10	237
VARICELLA-ZOSTER VIRUS STRAIN OKA/MERCK LIVE ANTIGEN	Alopecia	1.1073742871329608	45.43789069715171	-3.714354647813644	24	99
ESTRIOL	Disturbance in attention	46.75045323243204	1915.8889373734553	-3.7131130404713946	167	133
ESTRIOL	Heart rate increased	23.15029143099998	946.307625170919	-3.710560332095646	169	124
DESOXIMETASONE	Ankle fracture	0.9849877293003391	40.16457369507644	-3.7081114511792057	13	32
FORMOTEROL FUMARATE\MOMETASONE FUROATE	Mycotic allergy	123.48021472392638	5025.742464509409	-3.7062475375746056	14	195
ESTRIOL	Chest pain	14.7203155411488	598.0407398824248	-3.7044303292334617	179	132
ESTRIOL	Pain	4.124296065876416	167.03714919593517	-3.7013208834258915	211	131
DICLOFENAC	Onychoclasis	0.7830794285412519	31.51753898537531	-3.695065330898168	11	84
BOTULINUM TOXIN TYPE A	Nephrolithiasis	3.8668864970086023	155.5805503601742	-3.694713945743378	27	173
ESTRIOL	Rash papular	56.93648121324967	2281.3333158116066	-3.6905790568747596	106	105
DIHYDROERGOTAMINE MESYLATE	Product use in unapproved indication	2.4311400765533073	96.31254360126263	-3.679238251152622	17	152
ESTRIOL	Malaise	5.758174383582123	227.5393697492536	-3.676702800087169	212	129
ACETAMINOPHEN\CODEINE PHOSPHATE	Device dislocation	0.16141014780389903	6.3520443570003575	-3.6725833585680676	17	56
MINERAL OIL	Systemic lupus erythematosus	3.321161944826086	129.76052702367159	-3.66537594680545	10	39
ESTRIOL	Memory impairment	15.331826715204372	596.2994860017498	-3.6608121888600813	180	125
PERTUZUMAB	Nasal discomfort	1.666884495113126	63.29965111460738	-3.6369235052236157	16	10
ATENOLOL\CHLORTHALIDONE	Hyperhidrosis	1.960692810334751	74.44933725556051	-3.6368209717719053	16	268
TIOTROPIUM BROMIDE MONOHYDRATE	Mycotic allergy	9.963031544092019	377.3831096374527	-3.6343794802136173	20	227
DESOXIMETASONE	Impaired quality of life	1.1697743177611846	44.25063565640938	-3.6330588970659226	15	46
ALMOTRIPTAN	Hyperhidrosis	8.553251712593095	322.82964393632597	-3.630813238026249	14	90
PANTOPRAZOLE MAGNESIUM	Vasculitis	5.2508574586002466	197.89815574010885	-3.6293611446995104	11	137
BOTULINUM TOXIN TYPE A	Sedation	11.336480705697808	426.1362609301043	-3.6267332497426796	39	225
SILDENAFIL CITRATE	Drug effect incomplete	0.28516689081881935	10.670494203098915	-3.622163069586698	21	764
CHOLECALCIFEROL	Needle fatigue	1.7420988233964492	65.14159832984276	-3.6214727297184295	13	69
PROPYLENE GLYCOL	Stress	1.1806579998530908	43.90780512163577	-3.616020187425776	10	66
PANTOPRAZOLE MAGNESIUM	Respiratory symptom	17.61033094598573	651.1949381327335	-3.6103233261175904	10	135
ESTRIOL	COVID-19	11.316983312521879	413.2470040214477	-3.597740941444903	176	129
ESTRIOL	Muscular weakness	22.411600733096737	813.2877877209872	-3.5915063146747395	183	129
OXYQUINOLINE SULFATE	C-reactive protein abnormal	174.64698923742802	6292.153659316075	-3.5842919529898514	10	34
PARAFFIN	Systemic lupus erythematosus	6.503126573074557	233.8011761855055	-3.5821880072638628	11	39
ESTRIOL	Back pain	10.168378753591089	364.72599865726755	-3.57986360030468	188	125
CALCIUM CARBONATE	Neurological symptom	1.1502259414402933	41.20764733800222	-3.57866546023626	11	174
TRASTUZUMAB	Incorrect dose administered	0.05257701491729995	1.8834795694572193	-3.5785971344753067	29	73
MEDROXYPROGESTERONE ACETATE	Treatment noncompliance	0.728391642093054	26.067525244374117	-3.577606701635776	19	20
SODIUM FERRIC GLUCONATE COMPLEX	General physical health deterioration	3.0006279501566806	107.10988913487422	-3.5750337252340953	15	208
ALENDRONATE SODIUM\CHOLECALCIFEROL	Productive cough	1.7162888905352465	61.15403729253466	-3.5732315447021374	17	62
INFLUENZA A VIRUS A/CALIFORNIA/7/2009 (H1N1) LIVE(ATTENUATED) ANTIGEN\INFLUENZA A VIRUS A/TEXAS/50/2012 (H3N2) LIVE (ATTENUATED) ANTIGEN\INFLUENZA B VIRUS B/BRISBANE/60/2008 LIVE(ATTENUATED) ANTIGEN\INFLUENZA B VIRUS B/MASSACHUSETTS/2/2012 LIVE (ATTENUATED) ANTIGEN	Wheezing	47.30773582059533	1682.0892505497704	-3.571118071153655	19	38
GOLD SODIUM THIOMALATE	Haemoglobin decreased	1.0698645364600892	37.96671366104231	-3.569177780544121	17	103
BIOTIN	Appendicitis	1.416519599464582	50.036154874213835	-3.564542964866683	14	66
AZD-1222	Systemic lupus erythematosus	5.574553417675495	196.72071243619774	-3.5635728097913715	23	68
BUPROPION	Tearfulness	2.116680666068038	74.37995730575729	-3.559337376390079	13	96
EMTRICITABINE	Abortion spontaneous	13.701361948750936	478.81067931962764	-3.5538100375679074	60	11
PERTUZUMAB	Neutrophil count increased	3.861155411925111	133.90934356351235	-3.5461965622223888	33	57
CITALOPRAM HYDROBROMIDE	Hand deformity	0.3087274550587987	10.630966206163272	-3.5390674962586233	23	41
ESTRIOL	Dehydration	19.004647339878016	649.7187027469759	-3.5318559581220335	164	129
TAMOXIFEN	Breast cancer metastatic	57.688354089847486	1960.5034278459586	-3.52590125257454	494	12
ESTRIOL	Blindness	57.635638245616235	1942.6369264599934	-3.5176604736538337	158	125
PERTUZUMAB	Lymphocyte count decreased	3.2882737557534307	110.66879368845034	-3.516179167362846	70	58
LATANOPROST	Systemic lupus erythematosus	0.4453991594881976	14.967159461177285	-3.5146428429295655	28	77
FLUOROURACIL	Carbohydrate antigen 15-3 increased	6.96856907526469	232.3441132782227	-3.5068096136015408	14	10
ESTRIOL	Tinnitus	51.624448614060576	1712.7973414403823	-3.501887814477761	166	123
RISPERIDONE	Galactorrhoea	81.0258253415129	2679.2443993247252	-3.498522157968499	394	3116
ANASTROZOLE	Blood oestrogen increased	12.644555999659564	416.57630045327	-3.4948428724086766	10	12
METHOTREXATE	Acne cystic	0.2506813155733747	8.255165792981613	-3.4944119667378515	12	59
PANTOPRAZOLE SODIUM ANHYDROUS	Full blood count abnormal	15.68600641315876	514.7571144779627	-3.49092616340562	22	71
ALENDRONATE SODIUM	Neuritis	9.483747221857893	310.5740744555621	-3.4888429232626685	31	146
HYDROXYCHLOROQUINE	Apparent death	2.036978116866397	66.64684662473404	-3.4879403386859273	18	162
CYPROTERONE ACETATE\ETHINYL ESTRADIOL	Malaise	2.4664071542897927	80.53939759343076	-3.4859839775135457	39	10
ESCITALOPRAM OXALATE	Spirometry abnormal	10.767158768649976	351.3405981570135	-3.485255471503104	11	228
TRAMADOL	Gallbladder injury	1.5942865466198133	51.90034928116739	-3.4828991900657407	10	16
LETROZOLE	Cardio-respiratory arrest	0.2886251302416133	9.389889716158539	-3.482260108392181	22	15
