pt	n_drugs	n_signals	mean_bias	median_bias	n_strong	n_f_biased	n_m_biased	max_bias
Intestinal anastomosis complication	1	1	-0.6661679315943498	-0.6661679315943498	1	0	1	0.6661679315943498
Intestinal angioedema	2	2	0.10012171243743595	0.10012171243743595	2	1	1	0.8327811186703858
Intestinal cyst	1	1	-0.9337109598398861	-0.9337109598398861	1	0	1	0.9337109598398861
Intestinal diaphragm disease	1	1	-1.6340521844296563	-1.6340521844296563	1	0	1	1.6340521844296563
Intestinal dilatation	7	7	0.2652275646555342	0.7267024675709063	7	4	3	1.1128731883261924
Intestinal fibrosis	1	1	-1.3448679607483582	-1.3448679607483582	1	0	1	1.3448679607483582
Intestinal fistula	6	6	-0.21459254657697557	-0.5738960486144135	6	2	4	0.7206135632839227
Intestinal haemorrhage	42	42	0.07566240061061236	0.5708428549656592	42	23	19	1.5713987302167245
Intestinal ischaemia	48	48	0.04287610119703782	0.5243268931060902	48	26	22	1.3924925168615272
Intestinal mass	4	4	0.08582825850738568	0.10186970608988977	4	2	2	0.7852720991991036
Intestinal mucosal atrophy	1	1	-0.9264831290620674	-0.9264831290620674	1	0	1	0.9264831290620674
Intestinal obstruction	105	105	0.2769733149351497	0.5812711452174774	105	74	31	1.545509342978852
Intestinal operation	1	1	-1.0079247685949126	-1.0079247685949126	1	0	1	1.0079247685949126
Intestinal perforation	71	71	0.4154061287107631	0.6306439067972764	71	53	18	1.6806996002005412
Intestinal polyp	22	22	-0.5658027879298545	-0.7044487577315824	22	6	16	2.0259044084452715
Intestinal prolapse	1	1	-0.844299742470101	-0.844299742470101	1	0	1	0.844299742470101
Intestinal pseudo-obstruction	6	6	0.5854951734265647	0.9805029759062447	6	4	2	1.527591918876374
Intestinal resection	7	7	-0.13552518335084277	-0.5559430104085689	7	3	4	0.8901746074346871
Intestinal scarring	1	1	-1.0270645591716754	-1.0270645591716754	1	0	1	1.0270645591716754
Intestinal sepsis	13	13	-1.8137594799057597	-1.8864382553287797	13	0	13	2.472960577804267
Intestinal stenosis	13	13	-0.8155652800253603	-0.928395623986859	13	1	12	1.8812296954695422
Intestinal tuberculosis	1	1	-0.6120755887652335	-0.6120755887652335	1	0	1	0.6120755887652335
Intestinal ulcer	4	4	-0.4151386217959522	-0.6657989918334891	4	1	3	0.8457175879509933
Intestinal villi atrophy	2	2	0.5847016668953252	0.5847016668953252	2	2	0	0.6506620577463204
Intestine transplant rejection	1	1	-0.7294197590363534	-0.7294197590363534	1	0	1	0.7294197590363534
Intra-abdominal fluid collection	9	9	-0.43794180763214724	-0.6341747276726427	9	2	7	1.2367672592295187
Intra-abdominal haematoma	5	5	0.5404084708077109	0.8044471738823746	5	4	1	0.9199701879026271
Intra-abdominal haemorrhage	8	8	-0.18167337753911827	-0.6026399353698391	8	3	5	1.1436515106192053
Intra-ocular injection complication	1	1	0.6262881131295662	0.6262881131295662	1	1	0	0.6262881131295662
Intracardiac thrombus	10	10	0.19497505587570158	0.5640159601084869	10	6	4	1.1442658587820353
Intracranial aneurysm	23	23	-0.9624424343126536	-0.8520466734818636	23	1	22	2.163516587010331
Intracranial haematoma	1	1	0.8804850417873069	0.8804850417873069	1	1	0	0.8804850417873069
Intracranial hypotension	1	1	-0.7086194830745168	-0.7086194830745168	1	0	1	0.7086194830745168
Intracranial mass	6	6	0.4487618345279676	0.6291344809160572	6	5	1	1.0297449471300277
Intracranial pressure increased	31	31	-0.4283508301236051	-0.6511267370279303	31	8	23	1.8690975313044969
Intracranial tumour haemorrhage	2	2	1.1268875072431241	1.1268875072431241	2	2	0	1.2840166616770592
Intracranial venous sinus thrombosis	1	1	-1.5354886537375738	-1.5354886537375738	1	0	1	1.5354886537375738
Intraductal papillary mucinous neoplasm	1	1	-1.1242757900872509	-1.1242757900872509	1	0	1	1.1242757900872509
Intramedullary rod insertion	3	3	-0.47604252955237886	-0.8428131089354243	3	1	2	1.4282966343162788
Intraocular pressure decreased	1	1	-0.6532595458086742	-0.6532595458086742	1	0	1	0.6532595458086742
Intraocular pressure increased	46	46	-0.4759109596435926	-0.6180431489381082	46	13	33	1.9154072501291817
Intraocular pressure test abnormal	1	1	-1.0426434939010794	-1.0426434939010794	1	0	1	1.0426434939010794
Intravascular haemolysis	1	1	-0.9026532307650453	-0.9026532307650453	1	0	1	0.9026532307650453
Intraventricular haemorrhage	15	15	-0.07985703191520756	-0.5733717926962616	15	7	8	1.1402852368550538
Intrusive thoughts	10	10	-1.2047447823352293	-1.078039249250547	10	0	10	2.0961634481930944
Intussusception	6	6	0.6421359426652732	0.7982361595389202	6	5	1	1.3641864667395402
Investigation	8	8	0.2581295232060239	0.5632511451420213	8	6	2	0.9409598104644907
Investigation abnormal	6	6	0.49897428732671617	0.6453979899431594	6	5	1	0.86005939883886
Iodine allergy	1	1	-1.438883364238152	-1.438883364238152	1	0	1	1.438883364238152
Iridocyclitis	14	14	-0.07758754945185768	-0.11249079093054332	14	7	7	1.746089059272645
Iris atrophy	1	1	-0.8705807175822888	-0.8705807175822888	1	0	1	0.8705807175822888
Iritis	12	12	-0.5066980980959908	-0.7047606024779491	12	3	9	1.260190611826624
Iron deficiency	92	92	-0.940605922572941	-1.0101408762871489	92	16	76	3.260006469327608
Iron deficiency anaemia	66	66	0.3099590550495312	0.5986102959682145	66	45	21	1.5519450930250727
Iron overload	3	3	-0.17212490623685742	-0.5755821935441313	3	1	2	0.7678560492434807
Irritability	106	106	-0.3185288227073684	-0.5782392427246945	106	33	73	1.7331118458141135
Irritable bowel syndrome	123	123	0.8579705711047795	0.8988100449465966	123	77	46	4.285717144477694
Ischaemia	36	36	0.7652390102288429	0.7768043479718117	36	34	2	1.7063459805087164
Ischaemic cardiomyopathy	13	13	0.8917683272367184	0.8087258369951457	13	13	0	1.351130588973368
Ischaemic cerebral infarction	10	10	0.6594378596270423	0.666732537758187	10	9	1	1.4663054508268423
Ischaemic hepatitis	8	8	0.6965304239268215	0.6138630721311973	8	8	0	1.0956935021845369
Ischaemic stroke	99	99	0.3098993823012249	0.650744909930031	99	66	33	1.6706439516664533
JC polyomavirus test positive	10	10	-0.8182004381241906	-0.6965614278019605	10	0	10	1.332842983708173
JC virus infection	14	14	-0.11973511215994212	-0.5261770043047312	14	6	8	1.6841830322938527
JC virus test positive	5	5	-0.8864171253621146	-0.8586409549731666	5	0	5	1.2088895983708527
Jarisch-Herxheimer reaction	4	4	0.42505000546423655	0.6222708938735677	4	3	1	1.1536550950269437
Jaundice	136	136	0.3643033484503032	0.6395498261699125	136	98	38	1.6623392522748701
Jaundice cholestatic	41	41	0.6334135129075046	0.6325396967640385	41	30	11	3.4334631206061843
Jaundice neonatal	9	9	-0.44643155234732634	-0.6564313556447586	9	2	7	1.0363373820864723
Jaw disorder	40	40	-0.875091689448019	-0.774921404796377	40	1	39	1.991317618363598
Jaw fistula	1	1	-2.205503185357472	-2.205503185357472	1	0	1	2.205503185357472
Jaw fracture	14	14	-0.1424309624445226	-0.5840874077010174	14	6	8	1.3821725675808474
Jaw operation	1	1	-1.6536367699074674	-1.6536367699074674	1	0	1	1.6536367699074674
Joint ankylosis	16	16	-1.7473207866637726	-1.6314018192100233	16	0	16	3.3845282600472957
Joint arthroplasty	20	20	-1.479700872244448	-1.4503842694450395	20	0	20	2.8396511441006207
Joint contracture	5	5	-0.5935303291802816	-0.5742485879830587	5	0	5	0.7287466956801788
Joint crepitation	8	8	-0.5665587176310078	-0.6160604966668768	8	1	7	1.384908095926775
Joint destruction	5	5	0.8846008317304431	1.242274420996375	5	4	1	1.8477627419035234
Joint dislocation	103	103	0.6065662916290225	0.749949666702631	103	73	30	2.6366389605712497
Joint effusion	65	65	0.05413275795190731	-0.5017693225524228	65	32	33	1.8481466653779544
Joint fluid drainage	1	1	-0.63507646800815	-0.63507646800815	1	0	1	0.63507646800815
Joint hyperextension	1	1	-0.5572399353642472	-0.5572399353642472	1	0	1	0.5572399353642472
Joint injury	133	133	0.02659471805050752	0.5418186361663231	133	76	57	2.1811148960648694
Joint instability	5	5	-0.20414414615447668	-0.5224559909559242	5	2	3	1.287639961982909
Joint laxity	1	1	-2.121899116399825	-2.121899116399825	1	0	1	2.121899116399825
Joint lock	20	20	-1.3137571118874023	-1.2649334763040168	20	1	19	2.4732915014464307
Joint noise	16	16	-0.5810529021412615	-0.7722265852212706	16	3	13	1.6585964505624498
Joint range of motion decreased	119	119	0.6607860742137146	0.8602673534284532	119	71	48	3.570045355582085
Joint space narrowing	5	5	-1.1025256438936888	-1.0793899369860056	5	0	5	1.8093974982795673
Joint stiffness	133	133	0.4744076918942244	0.6455139957193422	133	90	43	2.390030775754684
Joint swelling	271	271	0.278691491685349	0.5612908981904988	271	147	124	3.9502330643649195
Joint warmth	7	7	-0.6900746859462978	-0.7597722437818446	7	1	6	1.3207551830340725
Judgement impaired	9	9	0.3522106663839487	0.6293623132218198	9	7	2	1.0941146888148088
Jugular vein distension	2	2	-0.6171283451947036	-0.6171283451947036	2	0	2	0.6819007562618109
Jugular vein thrombosis	10	10	-0.14576514002036714	0.027126882230186944	10	5	5	1.6002323063306299
Juvenile idiopathic arthritis	18	18	-0.7242016954355316	-0.6704364615376626	18	5	13	2.6071539920228823
Kaposi's sarcoma	16	16	0.871199305868203	0.9084481145446883	16	14	2	2.08370611521082
Kawasaki's disease	1	1	-0.7451607584934431	-0.7451607584934431	1	0	1	0.7451607584934431
Keratic precipitates	1	1	0.7109762418869785	0.7109762418869785	1	1	0	0.7109762418869785
Keratitis	16	16	-0.1649475093311111	-0.5533924355096308	16	6	10	1.1039528157376013
Keratoacanthoma	5	5	-0.029154519796137056	-0.5892110158071401	5	2	3	1.0961940381116748
Keratopathy	2	2	0.11840792925642435	0.11840792925642435	2	1	1	0.7893321628006921
Ketoacidosis	30	30	0.184771010135339	0.5639211190145204	30	20	10	1.2510865671542917
Ketonuria	5	5	0.6824172840687872	0.7457285956483835	5	4	1	1.414020859204095
Ketosis	1	1	1.078449542175424	1.078449542175424	1	1	0	1.078449542175424
Kidney duplex	2	2	0.1596396105019739	0.1596396105019739	2	1	1	1.0258304819610482
Kidney enlargement	2	2	-0.0726001107866247	-0.0726001107866247	2	1	1	0.6514739508924194
Kidney fibrosis	16	16	0.5096749748060426	0.7642504720332166	16	12	4	1.5739485022143902
Kidney infection	83	83	-0.28233304361882966	-0.5863983800221699	83	34	49	2.8170238873079745
Kidney transplant rejection	18	18	0.5806271588278787	0.664748901683591	18	16	2	1.3519228538057204
Klebsiella bacteraemia	19	19	0.3907333567792808	0.7121798361039015	19	14	5	1.0618409798105906
Klebsiella infection	82	82	0.5721213314826571	0.749827238295306	82	65	17	1.8090796827520095
Klebsiella sepsis	12	12	0.8431120072101806	1.0222792765332156	12	11	1	1.288618678824151
Klebsiella test positive	10	10	0.528859665506358	0.7427901304838829	10	8	2	1.3309084811853695
Knee arthroplasty	102	102	0.35216365785881426	0.5786154238896106	102	58	44	2.455186845260937
Knee deformity	12	12	-0.29055732363682046	-0.555057941385248	12	4	8	1.4071231887781086
Knee operation	38	38	-0.338466460069204	-0.5767121674682195	38	11	27	1.1769978691646144
Kounis syndrome	14	14	0.16463930240654515	0.5353630676190191	14	8	6	1.4942310361339013
Kyphosis	40	40	-0.7184737937428058	-0.7825272891671426	40	5	35	1.8562658040019488
Labelled drug-drug interaction issue	14	14	0.2135375695151194	0.5558961217883875	14	8	6	1.4911296374327327
Labelled drug-drug interaction medication error	75	75	0.3219845091083559	0.6308770108343736	75	51	24	1.7640698370766354
Labelled drug-food interaction medication error	1	1	0.5316509333476384	0.5316509333476384	1	1	0	0.5316509333476384
Labile blood pressure	5	5	0.7936953814933403	1.1742225157141128	5	4	1	1.6580772225484304
Laboratory test abnormal	87	87	0.6237507811646156	0.7179978152651134	87	71	16	2.163022871474731
Laboratory test interference	2	2	0.0988936926709501	0.0988936926709501	2	1	1	0.8829015856007641
Labyrinthitis	17	17	-0.38890019847962437	-0.6408940496847306	17	7	10	1.846107623064175
Laceration	45	45	-0.018591768194522986	-0.5060787454686677	45	21	24	2.6326338304059145
Lack of administration site rotation	1	1	0.6602694735627206	0.6602694735627206	1	1	0	0.6602694735627206
Lack of injection site rotation	1	1	-0.9208629968762602	-0.9208629968762602	1	0	1	0.9208629968762602
Lack of satiety	1	1	-1.1101746691011738	-1.1101746691011738	1	0	1	1.1101746691011738
Lacrimation increased	109	109	-0.21785983836561318	-0.591558459706783	109	41	68	2.3676191329085885
Lactic acidosis	162	162	0.5386712355329342	0.6922581431291561	162	131	31	1.9257426221847338
Lactose intolerance	14	14	-0.700863336102939	-0.795149002567572	14	1	13	1.1284811216012518
Lacunar infarction	8	8	-0.07987096022714256	-0.5590442683111745	8	3	5	1.0112879956228242
Lagophthalmos	2	2	-0.649699007446692	-0.649699007446692	2	0	2	0.673160574689016
Langerhans' cell histiocytosis	1	1	0.9778613845064761	0.9778613845064761	1	1	0	0.9778613845064761
Language disorder	16	16	0.0571052494178754	0.5642151440170959	16	9	7	1.528722005749087
Laparotomy	1	1	-0.9611209150884521	-0.9611209150884521	1	0	1	0.9611209150884521
Large for dates baby	5	5	-1.000087834039575	-0.7061226272164104	5	0	5	1.9750484304567388
Large intestinal haemorrhage	6	6	0.007605302177875787	-0.0019219475462314284	6	3	3	0.6227133449215931
Large intestinal obstruction	8	8	-0.25961744901453	-0.6227832639253825	8	3	5	0.9833293723378677
Large intestinal stenosis	5	5	-0.4664065794586486	-0.6991852900681289	5	1	4	0.953901195985519
Large intestinal ulcer	24	24	-0.23318071909061264	-0.5928635102272448	24	9	15	1.3921115042614567
Large intestinal ulcer haemorrhage	1	1	-0.6953262265875279	-0.6953262265875279	1	0	1	0.6953262265875279
Large intestine infection	5	5	-0.354201137260968	-0.8230033355488149	5	2	3	1.0878955788095366
Large intestine perforation	68	68	0.28867646280422793	0.5680687201681837	68	46	22	1.4208113700818619
Large intestine polyp	65	65	0.1005396606357911	0.5291615730712246	65	36	29	1.6364984333324932
Laryngeal cancer	1	1	0.6339294872941723	0.6339294872941723	1	1	0	0.6339294872941723
Laryngeal discomfort	1	1	-0.883152297823231	-0.883152297823231	1	0	1	0.883152297823231
Laryngeal disorder	1	1	-0.8766649126965429	-0.8766649126965429	1	0	1	0.8766649126965429
Laryngeal dyspnoea	1	1	-1.0340197541879803	-1.0340197541879803	1	0	1	1.0340197541879803
Laryngeal oedema	25	25	-0.028957488856183777	0.5078554567047079	25	13	12	1.2819856567756547
Laryngeal pain	1	1	-0.6979730120092003	-0.6979730120092003	1	0	1	0.6979730120092003
Laryngitis	61	61	0.20326676522936252	0.5855535119449413	61	32	29	2.4432439050860135
Laryngospasm	21	21	-0.3432013499452642	-0.6353073762359743	21	6	15	1.63955116500619
Latent tuberculosis	15	15	-0.2739692560493567	-0.5293473787720989	15	4	11	1.1164407302230253
Laziness	5	5	-0.11135901737207843	-0.5186901499797445	5	2	3	1.1473592210367234
Learning disability	10	10	0.2837644319408277	0.5787890465875201	10	7	3	1.023590526855695
Learning disorder	3	3	-0.06559464786118711	-0.5400634073359997	3	1	2	1.4029256486300006
Left atrial dilatation	18	18	0.3748352786164329	0.585156397788841	18	14	4	1.045450412485559
Left atrial enlargement	4	4	-0.39816688547281	-0.6759810012169064	4	1	3	0.9360050820254666
Left ventricular dilatation	3	3	0.1537002484896954	-0.5204159816070086	3	1	2	1.7471808627427123
Left ventricular dysfunction	97	97	0.21388612181430228	0.5822296030022349	97	59	38	1.9358191234287296
Left ventricular failure	36	36	0.24951060761538052	0.5572607100062713	36	23	13	2.0079257209999377
Left ventricular hypertrophy	63	63	0.387573301506234	0.645908221589767	63	44	19	2.064330118118183
Left-to-right cardiac shunt	2	2	-0.9842492531264289	-0.9842492531264289	2	0	2	1.40855133561705
Leg amputation	18	18	0.8034047659637156	0.7434544761918778	18	18	0	1.361713154715011
Legionella infection	3	3	0.4045238818207639	0.9368970389521645	3	2	1	1.1465679455454354
Leishmaniasis	1	1	0.5469901539662969	0.5469901539662969	1	1	0	0.5469901539662969
Lennox-Gastaut syndrome	2	2	0.18747106900241534	0.18747106900241534	2	1	1	1.2252760299454644
Lenticular opacities	1	1	-0.9711778114853853	-0.9711778114853853	1	0	1	0.9711778114853853
Lentigo	4	4	-0.5422119569302156	-0.789948098347456	4	1	3	1.3677813773711978
Lentigo maligna	2	2	0.9079961096478517	0.9079961096478517	2	2	0	0.9860822505070534
Lethargy	129	129	0.06131544556383058	0.5434388782037856	129	71	58	1.6114044878212443
Leukaemia	56	56	0.28258787455473333	0.5927150124673655	56	42	14	2.2365147580298146
Leukaemia recurrent	21	21	0.875054733060564	0.8054050984723091	21	21	0	1.3697610781698937
Leukaemic infiltration extramedullary	1	1	-0.5096662872444351	-0.5096662872444351	1	0	1	0.5096662872444351
Leukocytosis	111	111	0.2891799897063224	0.5796315671160597	111	81	30	2.9783713074264004
Leukocyturia	5	5	0.4791444554974519	0.7960665602398701	5	4	1	1.2554984879483382
Leukoderma	1	1	0.9012166442663129	0.9012166442663129	1	1	0	0.9012166442663129
Leukoencephalopathy	28	28	0.36490697049979165	0.6201687617396461	28	21	7	2.163437466632628
Leukopenia	180	180	0.08491532829117433	0.5414824113147199	180	101	79	2.3880656539820277
Libido decreased	47	47	0.34868939236511076	0.6337827924625489	47	33	14	1.714700605444597
Libido disorder	2	2	0.8821855793634128	0.8821855793634128	2	2	0	1.0521938661781132
Libido increased	17	17	0.7794731332031318	0.8726293894998793	17	15	2	1.5124626500662925
Lichen planus	9	9	-0.9198585028645311	-0.9383023633331893	9	0	9	1.489275297476622
