pt	n_drugs	n_signals	mean_bias	median_bias	n_strong	n_f_biased	n_m_biased	max_bias
Diplegia	4	4	-0.7638272428044632	-0.6791617365317364	4	0	4	1.18858658991266
Diplopia	109	109	-0.0349706498014885	-0.5106227345737023	109	50	59	3.4753738692868112
Disability	123	123	1.05049312524378	0.9738864720551716	123	115	8	2.6665389255960066
Disability assessment scale score increased	5	5	-0.34374050869128336	0.6391523853669575	5	3	2	3.132750418465533
Discharge	6	6	0.01162514954161222	0.05848210750707644	6	3	3	0.9998047915159046
Discoloured vomit	3	3	-0.8790502321937992	-0.806498782688248	3	0	3	1.2284322987885334
Discomfort	253	253	0.3276459348251978	-0.5175317717681295	253	116	137	3.970985026316674
Discouragement	9	9	-0.9840009865437543	-1.0565415914678842	9	0	9	1.7034499166545054
Disease complication	29	29	0.27626186404287995	0.6074020040419111	29	19	10	1.9931163060097794
Disease progression	208	208	0.4140054071132402	0.6080618170229053	208	160	48	2.128269432526976
Disease recurrence	116	116	-0.09648240559113559	-0.5452445118286164	116	51	65	1.7971002623335968
Disease susceptibility	2	2	0.06357622263920198	0.06357622263920198	2	1	1	0.8147642676061961
Disinhibition	14	14	-0.5816246271977693	-0.8282628318734657	14	5	9	1.9766886696972725
Dislocation of vertebra	4	4	1.149446032435827	1.0789975569365953	4	4	0	1.7068330383808532
Disorganised speech	18	18	0.2273080049818715	0.5734234378498209	18	11	7	1.7138676630214784
Disorientation	127	127	0.33211819567622614	0.6212978172145316	127	87	40	2.8006788911278093
Disseminated Bacillus Calmette-Guerin infection	1	1	2.4533450800715393	2.4533450800715393	1	1	0	2.4533450800715393
Disseminated aspergillosis	10	10	0.34721116430810106	0.7958573414524464	10	7	3	1.965326376215774
Disseminated cryptococcosis	5	5	0.7884075593447373	0.7963668550071282	5	5	0	1.1212222012487074
Disseminated cytomegaloviral infection	3	3	0.5453462919313544	1.077448155919939	3	2	1	1.1503678720435146
Disseminated intravascular coagulation	116	116	0.5718664302442731	0.7165069358150451	116	97	19	1.978465063513676
Disseminated mucormycosis	12	12	2.02221037545997	2.116800371203616	12	12	0	3.3755105504510783
Disseminated mycobacterium avium complex infection	3	3	1.3981226494858927	1.6508651507143934	3	3	0	1.7770786704895112
Disseminated strongyloidiasis	1	1	1.3626924895976746	1.3626924895976746	1	1	0	1.3626924895976746
Disseminated toxoplasmosis	1	1	1.1578611085486454	1.1578611085486454	1	1	0	1.1578611085486454
Disseminated tuberculosis	21	21	0.25177347471973327	0.6239492492341397	21	14	7	1.2109510979667486
Disseminated varicella zoster vaccine virus infection	1	1	1.0230884301584238	1.0230884301584238	1	1	0	1.0230884301584238
Disseminated varicella zoster virus infection	3	3	0.41429311904393623	0.816770271100246	3	2	1	0.931812192694509
Dissociation	38	38	-0.838549987000189	-0.8196629997059823	38	2	36	1.7255498409936774
Dissociative disorder	7	7	-0.9355673565315457	-0.8394784955795402	7	0	7	1.552055096866526
Distractibility	3	3	-0.06750777523928116	-0.5867335055270393	3	1	2	1.062299946327893
Distributive shock	15	15	0.630705638172132	0.8839484740163173	15	11	4	3.2462582569157195
Disturbance in attention	122	122	0.12593041647788542	0.5811148062448173	122	72	50	3.7131130404713946
Disturbance in sexual arousal	2	2	0.8118454304017388	0.8118454304017388	2	2	0	0.9416749098382996
Disturbance in social behaviour	34	34	0.8207910549386654	1.2101984628856337	34	21	13	3.3556985357652764
Diverticular perforation	18	18	-0.3139649713372216	-0.6699523718639739	18	6	12	1.4022143092144221
Diverticulitis	115	115	-0.26465524005305513	-0.5315195523998631	115	52	63	3.9036191832285243
Diverticulum	60	60	-0.2005209133555402	-0.5511354226788542	60	21	39	1.6708731749153818
Diverticulum intestinal	46	46	0.2717339071687142	0.6064845240807122	46	28	18	1.711465960043528
Diverticulum intestinal haemorrhagic	17	17	0.5777711992836195	0.6269608249575902	17	15	2	1.4890147488005567
Divorced	2	2	-0.8227926045491859	-0.8227926045491859	2	0	2	0.8659729962707798
Dizziness	414	414	0.06226030935963693	0.5145254765316232	414	216	198	4.058706219698683
Dizziness exertional	3	3	0.7958003417691163	0.7103310281389024	3	3	0	1.1709949012230614
Dizziness postural	59	59	0.2485817702057026	0.5962602400945596	59	38	21	1.7640573131379023
Documented hypersensitivity to administered product	2	2	-0.14288123188743612	-0.14288123188743612	2	1	1	0.8713504196847411
Donor specific antibody present	3	3	0.9215840779695809	0.9967993755728592	3	3	0	1.192208822044677
Dopamine dysregulation syndrome	5	5	1.0022741632264307	0.9321272505752477	5	5	0	1.3737721486564618
Double outlet right ventricle	1	1	0.5824344950404111	0.5824344950404111	1	1	0	0.5824344950404111
Double stranded DNA antibody positive	5	5	-1.3576328517965337	-1.2952705997384113	5	0	5	2.6691294630271596
Drain placement	1	1	-0.7164488496279344	-0.7164488496279344	1	0	1	0.7164488496279344
Drooling	31	31	0.29363785438551165	0.5790634446816889	31	20	11	1.9081538396457194
Drop attacks	3	3	-0.6308462693118517	-0.5804025335137081	3	0	3	0.7616652104562932
Dropped head syndrome	2	2	1.0119365170269627	1.0119365170269627	2	2	0	1.299388837010799
Drowning	2	2	0.30907758741487323	0.30907758741487323	2	1	1	1.2085224810973418
Drug abuse	263	263	0.617334504842031	0.8318657241260984	263	206	57	3.464554892806977
Drug abuser	3	3	-0.032274451534543856	0.5038231425412897	3	2	1	1.1871190111322456
Drug administered at inappropriate site	20	20	-0.5110162972090115	-0.6814809668917738	20	3	17	1.1962286185046038
Drug administered to patient of inappropriate age	34	34	-0.24758219361961273	-0.6172275101981884	34	12	22	1.5880722134379794
Drug administration error	36	36	0.21548176127945512	0.5863067172278078	36	23	13	1.6813985986069444
Drug clearance decreased	19	19	0.4276496276316117	0.7748792694660266	19	14	5	1.4357497544710132
Drug delivery device implantation	2	2	-0.8505629851465772	-0.8505629851465772	2	0	2	1.008814365824973
Drug delivery system issue	2	2	-0.646338696686666	-0.646338696686666	2	0	2	0.7402995562340232
Drug delivery system malfunction	12	12	-0.5883416722554714	-0.8301143972680067	12	2	10	1.0044371545054664
Drug delivery system removal	1	1	-1.7150870632761985	-1.7150870632761985	1	0	1	1.7150870632761985
Drug dependence	213	213	0.714826527884492	0.7854414599801736	213	183	30	2.1273137264962987
Drug detoxification	6	6	0.056535150835241244	0.06729472547965176	6	3	3	0.8768540393767241
Drug dispensed to wrong patient	2	2	-0.7671170303386505	-0.7671170303386505	2	0	2	0.9086956579272575
Drug dispensing error	23	23	0.4902510075025646	0.6124537589055714	23	17	6	3.356546944763242
Drug diversion	22	22	1.0008192072086415	1.1587885236828988	22	19	3	3.2233996365669135
Drug dose omission	83	83	0.01869805199671829	0.5043479755426078	83	42	41	1.2380275654370327
Drug dose omission by device	37	37	0.061210410749448545	0.5485470593470567	37	21	16	1.3453945155472649
Drug dose titration not performed	3	3	-0.9636974216532622	-0.9932354695715266	3	0	3	1.021020036098635
Drug effect decreased	69	69	0.04602942070254299	0.5088985147504691	69	36	33	2.066767388284522
Drug effect delayed	12	12	-0.16444620577493083	-0.5512389601302641	12	5	7	0.9967946010631511
Drug effect incomplete	78	78	-0.18610309427933167	-0.5474440512641288	78	31	47	3.622163069586698
Drug effect increased	7	7	-0.6692457876928636	-0.6613100721103019	7	0	7	0.7551163157511465
Drug effect less than expected	29	29	-0.37486532771399966	-0.601868809086332	29	7	22	1.1529324888451746
Drug effect variable	1	1	-0.5245631734823445	-0.5245631734823445	1	0	1	0.5245631734823445
Drug effective for unapproved indication	54	54	-0.5841261057330581	-0.6221366493374274	54	11	43	2.8398741338834292
Drug eruption	134	134	0.5713367191022685	0.6679242992634361	134	106	28	2.434613385306063
Drug hypersensitivity	400	400	-0.17097532567462723	-0.5558373182222642	400	174	226	3.328549216438656
Drug ineffective	597	597	-0.1533251878615675	-0.5684197698224691	597	227	370	3.0822413197807097
Drug ineffective for unapproved indication	192	192	0.07984835915860415	0.5049208535223777	192	99	93	2.7475425722508646
Drug interaction	423	423	0.37957869273372014	0.6345916515091523	423	315	108	2.38454544091631
Drug intolerance	408	408	-0.07514327941827473	-0.5478783727361204	408	181	227	3.3599049782107326
Drug label confusion	1	1	-0.6386630655972315	-0.6386630655972315	1	0	1	0.6386630655972315
Drug level above therapeutic	32	32	0.40136775186968293	0.6259387112625057	32	24	8	1.4476133657732215
Drug level below therapeutic	27	27	0.13390336753933688	0.5266305457591772	27	15	12	1.4276256771664262
Drug level changed	1	1	-0.6158814673354996	-0.6158814673354996	1	0	1	0.6158814673354996
Drug level decreased	38	38	0.25832424347480587	0.5466105703673156	38	26	12	1.7559902802234997
Drug level fluctuating	2	2	-0.07041231796857256	-0.07041231796857256	2	1	1	0.9225377480495921
Drug level increased	112	112	0.17695194334383085	0.5570108188535193	112	68	44	2.818628623284866
Drug monitoring procedure incorrectly performed	4	4	-0.6048422632389245	-0.5983154713077837	4	0	4	0.7027194267374065
Drug monitoring procedure not performed	4	4	-0.02531153867562147	-0.05618565945627785	4	2	2	0.7051127413981285
Drug prescribing error	53	53	-0.2343311462482287	-0.5653531606128286	53	16	37	2.79814246181963
Drug reaction with eosinophilia and systemic symptoms	172	172	0.31106380628367875	0.6305294114214829	172	114	58	1.9584601998649518
Drug resistance	178	178	0.6167283465270659	0.7147301048957756	178	148	30	2.336950846907991
Drug screen false positive	14	14	-0.13498979531340594	-0.5064232752569477	14	5	9	1.0131093430687999
Drug screen negative	4	4	0.4412686087673324	0.7416440940144169	4	3	1	0.8836881995976423
Drug screen positive	30	30	0.2541649557410071	0.5882138941286327	30	21	9	1.6195345215427936
Drug specific antibody	6	6	1.1217610274645036	1.065363745475682	6	6	0	1.8572541255193906
Drug specific antibody absent	1	1	0.5693052343363765	0.5693052343363765	1	1	0	0.5693052343363765
Drug specific antibody present	23	23	-0.9733980489946721	-1.1650359150802667	23	7	16	3.1636393698475325
Drug titration error	10	10	-0.7270411210774345	-0.6732358542951963	10	0	10	0.9823043810525257
Drug tolerance	57	57	1.0501449826988198	1.1241686972987823	57	50	7	2.3660033742390487
Drug tolerance decreased	47	47	0.5517413179884068	0.9034066035825662	47	30	17	2.5369013462711116
Drug tolerance increased	6	6	-0.24564997721661408	-0.5725728817025406	6	2	4	0.8708203801598804
Drug use disorder	44	44	0.48584217905637606	0.684721993062642	44	34	10	2.343207507216345
Drug withdrawal convulsions	6	6	-0.07093363970444472	-0.040578493048961606	6	3	3	1.0436131114297822
Drug withdrawal syndrome	144	144	0.767704717272288	0.7531970055679554	144	140	4	1.6541246908392528
Drug withdrawal syndrome neonatal	39	39	-0.3963371066098829	-0.6528561177759119	39	14	25	2.699918197158773
Drug-disease interaction	3	3	0.8857600604726695	0.8236157077934751	3	3	0	1.0639906233505085
Drug-genetic interaction	2	2	0.09842027679437304	0.09842027679437304	2	1	1	1.5230919790204989
Drug-induced liver injury	190	190	0.596543929232187	0.8254308718839839	190	136	54	2.6078590134777193
Dry age-related macular degeneration	6	6	-0.9594977659812692	-1.0656725091055868	6	1	5	1.8963715752801529
Dry eye	122	122	0.14814873408857754	0.5388760344772169	122	75	47	1.672396883233244
Dry gangrene	5	5	0.49431957391943004	0.6916735486013791	5	4	1	0.9081206637043846
Dry mouth	266	266	0.016785364809453505	-0.5428155676976719	266	127	139	3.7877528834887695
Dry skin	220	220	-0.5967100219353478	-0.655187663430093	220	34	186	3.9693734143309025
Dry throat	37	37	-0.44363332023634017	-0.6510254633159649	37	9	28	1.1791493435386056
Ductus arteriosus premature closure	2	2	-0.29221933250485144	-0.29221933250485144	2	1	1	1.164714113727681
Duodenal perforation	6	6	0.39454511070239207	0.684594288666915	6	4	2	1.3928862696756246
Duodenal stenosis	1	1	0.5247208404983995	0.5247208404983995	1	1	0	0.5247208404983995
Duodenal ulcer	56	56	0.6636660134276732	0.7794041796617406	56	49	7	1.765051314969131
Duodenal ulcer haemorrhage	15	15	0.5532178614285673	0.5860729726655863	15	12	3	1.4403620719145287
Duodenal ulcer perforation	26	26	1.1572727449205564	1.660896915439729	26	18	8	4.538373382788614
Duodenitis	30	30	0.4877842941729768	0.6250581585114179	30	24	6	1.2163399504294636
Dupuytren's contracture	5	5	0.39395266215617103	0.6057641348207847	5	4	1	0.7313320626977199
Dust allergy	25	25	-1.786870056843606	-1.9671471936307796	25	2	23	4.150935180755578
Dysaesthesia	24	24	-0.19951813751347827	-0.629869524647195	24	10	14	1.6657328676026653
Dysaesthesia pharynx	1	1	0.5801077074778298	0.5801077074778298	1	1	0	0.5801077074778298
Dysarthria	172	172	0.2807139204487653	0.6095486566210053	172	111	61	2.103259813884531
Dysbiosis	13	13	0.8691416403475469	0.9534955951289589	13	12	1	1.5548391206151033
Dyscalculia	1	1	0.6749757387042279	0.6749757387042279	1	1	0	0.6749757387042279
Dyschezia	18	18	-0.197472360087228	-0.5329733140706497	18	6	12	1.1993582171151058
Dysentery	5	5	-0.02691989088057727	-0.5145663848552918	5	2	3	0.8971519199919166
Dysgeusia	157	157	-0.48138953471669366	-0.6367955489226624	157	38	119	3.736828286604596
Dysgraphia	33	33	-0.204317230766116	-0.5629797703729544	33	13	20	1.217352724715765
Dyshidrotic eczema	2	2	-0.27291459830449855	-0.27291459830449855	2	1	1	1.271115080932534
Dyskinesia	129	129	0.43116745574838394	0.6371646243766762	129	100	29	2.1056952079197373
Dyslalia	1	1	0.7928202986529178	0.7928202986529178	1	1	0	0.7928202986529178
Dyslexia	2	2	-0.9371328037576174	-0.9371328037576174	2	0	2	1.1391546506530714
Dyslipidaemia	89	89	0.6266393398423524	0.7295727330227539	89	73	16	2.0748886442819785
Dysmetria	1	1	-0.60074163675074	-0.60074163675074	1	0	1	0.60074163675074
Dysmorphism	10	10	-0.1324434545604908	-0.5396495519448951	10	4	6	2.1416606227948165
Dyspareunia	2	2	-3.757308091656961	-3.757308091656961	2	0	2	4.052551735959944
Dyspepsia	260	260	0.3149393611603075	0.6090224804914915	260	157	103	2.843516476442261
Dysphagia	224	224	0.2869450920654239	0.5925995920397426	224	155	69	2.6725683064826655
Dysphemia	20	20	-0.19754020758638557	-0.6078162425271337	20	8	12	1.4173087889906733
Dysphonia	163	163	-0.04382850117829097	-0.5064648679865501	163	80	83	2.458655392028534
Dysphoria	23	23	-0.3566726654770601	-0.6808092347694804	23	6	17	1.6053626223097313
Dysplasia	13	13	0.4808835190715376	0.6886254081948393	13	10	3	1.364303353690174
Dysplastic naevus	1	1	0.9873909199548119	0.9873909199548119	1	1	0	0.9873909199548119
Dyspnoea	448	448	0.11413299458089969	0.5519019865252761	448	254	194	3.4053226771810214
Dyspnoea at rest	43	43	-0.5521900383461728	-0.8180414919943096	43	9	34	1.7830939454653414
Dyspnoea exertional	186	186	-0.07900937148327869	0.5028446634620745	186	94	92	3.009131125551283
Dyspnoea paroxysmal nocturnal	4	4	-0.4294715046629935	-0.7018174303580486	4	1	3	0.9066427376335617
Dyspraxia	2	2	-1.0537159620653374	-1.0537159620653374	2	0	2	1.131431167937133
Dysstasia	118	118	-0.4649978984242439	-0.6369292597105993	118	23	95	1.882779930304148
Dystonia	85	85	0.20818977186791837	0.6162876622292133	85	50	35	1.908658068595495
Dysuria	163	163	0.4511408798136812	0.6243480998937725	163	128	35	2.3636097840306594
Ear congestion	12	12	-0.05582335426221036	-0.6112904557752473	12	5	7	1.3939271703023277
Ear discomfort	46	46	-0.40857018848338006	-0.7378833512371386	46	14	32	1.5403954735803305
Ear disorder	27	27	-0.5458263160876573	-0.6706139109074603	27	6	21	1.518430261827404
Ear haemorrhage	8	8	0.7214537624454013	0.6751193451549227	8	8	0	1.011453219873722
Ear infection	140	140	0.4280482323707305	0.6702846900588196	140	95	45	2.1151348011511595
Ear infection bacterial	1	1	-1.2746205263912698	-1.2746205263912698	1	0	1	1.2746205263912698
Ear inflammation	1	1	-1.0321104793709466	-1.0321104793709466	1	0	1	1.0321104793709466
Ear malformation	1	1	0.5440399576282149	0.5440399576282149	1	1	0	0.5440399576282149
Ear pain	100	100	0.4535871651910472	0.6901261500364984	100	68	32	2.033044012883633
Ear pruritus	22	22	-0.39883350125365163	-0.6517574195067616	22	6	16	1.5605476839490242
Ear swelling	7	7	-0.5274839527298921	-0.6139197096235604	7	1	6	1.1190338740631032
Ear, nose and throat disorder	2	2	-0.71795249990056	-0.71795249990056	2	0	2	0.7291668442653875
Early satiety	5	5	-0.8544112137139475	-0.9016672438640561	5	0	5	0.9708791674869492
Eastern Cooperative Oncology Group performance status worsened	7	7	0.0720970050003799	0.5198728997498338	7	4	3	0.7850461042694575
Eating disorder	111	111	0.19921563934668268	0.5871634016641456	111	67	44	2.795711487557115
Ecchymosis	45	45	0.3483560967600451	0.5869252098065345	45	34	11	1.1353805201295912
Echocardiogram abnormal	4	4	-0.871312114672	-0.7518990442934326	4	0	4	1.4283989539295376
Echolalia	2	2	0.6175779142467477	0.6175779142467477	2	2	0	0.7299701821039116
Economic problem	77	77	0.021431630460661072	0.5176294809305433	77	42	35	1.5606667167758077
Ecthyma	1	1	-1.072259693330519	-1.072259693330519	1	0	1	1.072259693330519
Eczema	159	159	-0.08992299190392693	-0.5089173969201058	159	77	82	2.275055698989841
Eczema eyelids	1	1	-0.7066289436682136	-0.7066289436682136	1	0	1	0.7066289436682136
Eczema herpeticum	3	3	0.3724936508416603	0.6368928990335894	3	2	1	1.3748004319810734
Eczema infected	1	1	-0.5255291531220275	-0.5255291531220275	1	0	1	0.5255291531220275
Educational problem	5	5	0.33422673848780826	0.6758519846062222	5	3	2	1.8033826042790781
Effusion	4	4	-0.08733815388002875	-0.01983088070894934	4	2	2	1.089549698271266
Ejection fraction	2	2	0.589841540739184	0.589841540739184	2	1	1	2.0574003152994558
Ejection fraction abnormal	9	9	1.5166101559451146	1.36128258903408	9	9	0	2.7642356795654988
Ejection fraction decreased	151	151	0.3161685152103686	0.6549526490436135	151	94	57	2.6873256182269123
Elbow deformity	3	3	0.9202911808550093	0.98957975722227	3	3	0	1.0838083272994015
Elbow operation	3	3	-1.5024449848788788	-1.4381706153932694	3	0	3	1.939289622233469
Electric shock	4	4	-0.6345841209266553	-0.928570821819674	4	1	3	1.8449299065544702
Electric shock sensation	24	24	-0.9559430196050887	-0.8844852483434742	24	0	24	2.0167702732466486
Electrocardiogram PR prolongation	1	1	0.5349772401772446	0.5349772401772446	1	1	0	0.5349772401772446
Electrocardiogram QRS complex prolonged	36	36	0.011655529413036067	0.554565990058151	36	19	17	1.365571105324363
Electrocardiogram QT prolonged	195	195	0.17343799812689237	0.5804261894007265	195	119	76	2.609092486413283
Electrocardiogram ST segment abnormal	1	1	0.7415169142712559	0.7415169142712559	1	1	0	0.7415169142712559
Electrocardiogram ST segment depression	8	8	-0.009857473176056078	-0.08566679856274434	8	4	4	0.9553530778168592
Electrocardiogram ST segment elevation	35	35	0.540857258933918	0.7369310189479951	35	27	8	1.6675962904729884
Electrocardiogram T wave abnormal	4	4	-0.21967167409920915	-0.1222843945743764	4	2	2	1.2165754592251172
Electrocardiogram T wave amplitude decreased	1	1	-0.5962826741722174	-0.5962826741722174	1	0	1	0.5962826741722174
Electrocardiogram T wave inversion	10	10	0.11732884238999941	-0.010941610265515211	10	5	5	1.4856775883087119
Electrocardiogram T wave peaked	2	2	0.8694407346018833	0.8694407346018833	2	2	0	1.07289702486344
Electrocardiogram abnormal	65	65	-0.15861178667813203	-0.5303965553296022	65	26	39	1.5457126016893419
Electrocardiogram repolarisation abnormality	2	2	0.024399311522047107	0.024399311522047107	2	1	1	1.1014936439363427
Electroencephalogram abnormal	18	18	0.0022040094024888455	-0.027214062083749768	18	9	9	1.6400753385700337
Electrolyte imbalance	116	116	0.37640116274990837	0.5709604504370869	116	83	33	1.8024645538529047
Embedded device	19	19	-2.461745676347118	-2.4205710671077934	19	0	19	6.429194654367729
Embolia cutis medicamentosa	2	2	-1.2262246562305543	-1.2262246562305543	2	0	2	1.7559374009181687
Embolic cerebral infarction	3	3	0.8315081157028003	0.6415442743296509	3	3	0	1.327268978674922
Embolic stroke	16	16	-0.06516754040060678	0.5684672712183376	16	9	7	2.1747422324874766
Embolism	61	61	0.11330558732000999	0.5115939027409224	61	35	26	1.697273128743919
Embolism arterial	3	3	-0.4146415897666567	-0.9074442824177772	3	1	2	0.9736823091946812
Embolism venous	15	15	-0.04292643727683912	-0.6143497040642929	15	7	8	1.4781467233465793
Emergency care	9	9	0.016939696680672165	0.5069389514823174	9	5	4	0.9288068806322537
Emergency care examination	2	2	0.011038941854634832	0.011038941854634832	2	1	1	0.6020333230979228
Emotional disorder	205	205	0.8435813239197677	0.8928752035710843	205	193	12	4.243169638870754
Emotional distress	284	284	0.4866327020094193	0.6504514136755165	284	215	69	4.511400159680646
Emotional poverty	15	15	-0.09524411669265802	-0.5704425089378574	15	6	9	1.27445630468781
Emphysema	72	72	0.3742729593987151	0.6268505152645347	72	53	19	1.7172205133536669
Emphysematous pyelonephritis	1	1	0.5374063632708875	0.5374063632708875	1	1	0	0.5374063632708875
Empyema	19	19	0.0553459355025166	0.6123548234104292	19	11	8	1.4326040200819796
Enanthema	2	2	-0.12299610907765196	-0.12299610907765196	2	1	1	1.1053965759734732
Encapsulating peritoneal sclerosis	3	3	1.2081454887081053	1.2302470856017689	3	3	0	1.4294542728268005
Encephalitis	41	41	0.5362525518645551	0.7651509502099847	41	32	9	1.4929344625302252
Encephalitis autoimmune	15	15	0.42182093914532487	0.5781185801492852	15	12	3	1.1465073659292162
Encephalitis cytomegalovirus	11	11	0.08115310495314189	0.807259714275516	11	7	4	2.3089852197252325
Encephalitis viral	10	10	0.5110381017042975	0.6258130533826352	10	8	2	1.310988846846174
Encephalomalacia	2	2	0.047305148236284844	0.047305148236284844	2	1	1	1.1291429206482135
Encephalopathy	164	164	0.4548648693371799	0.658670102939152	164	126	38	2.235468338924609
End stage renal disease	156	156	0.20914511369977795	0.5782471859918665	156	107	49	2.965788659994023
Endarterectomy	2	2	-0.8326930198041107	-0.8326930198041107	2	0	2	0.9047508334970179
Endocarditis	63	63	0.6162030393033872	0.7330476638674481	63	55	8	1.757492920979576
Endocarditis bacterial	2	2	-0.10898147755537002	-0.10898147755537002	2	1	1	0.8972240824638017
Endocarditis noninfective	1	1	0.5536708673769241	0.5536708673769241	1	1	0	0.5536708673769241
Endocarditis staphylococcal	2	2	0.9376207379582432	0.9376207379582432	2	2	0	1.2504482989915038
Endocrine disorder	2	2	0.7743279194542038	0.7743279194542038	2	2	0	0.9049564882829791
Endocrine ophthalmopathy	14	14	-0.8891573544449428	-0.8452929645764669	14	0	14	1.4095163745754902
Endodontic procedure	8	8	-0.6114660457617506	-0.5580600074683328	8	0	8	0.9022872997712428
Endophthalmitis	25	25	-0.06137516126594075	0.5524610664082111	25	13	12	1.654160028415591
Endotracheal intubation	15	15	0.3008903530498753	0.6268281558836155	15	11	4	1.0096414681716783
Endotracheal intubation complication	1	1	0.791631217315298	0.791631217315298	1	1	0	0.791631217315298
Energy increased	28	28	-0.4384707641243084	-0.5956045167269298	28	6	22	1.738272695951407
Engraft failure	3	3	0.7787016405369801	0.7552548598009561	3	3	0	0.9179940900435538
Engraftment syndrome	14	14	0.640156497432241	0.8058058514042543	14	11	3	1.6293474139154043
Enlarged uvula	1	1	-0.6169844206390853	-0.6169844206390853	1	0	1	0.6169844206390853
Enteritis	58	58	0.3659764146701981	0.636479529770193	58	43	15	1.9376746868304053
Enteritis infectious	8	8	0.6410561195849547	0.7745063434878556	8	7	1	1.1090304994306885
Enterobacter bacteraemia	2	2	0.9431145906742571	0.9431145906742571	2	2	0	1.2692169184005357
Enterobacter infection	13	13	1.020995985069471	0.9793662018346032	13	12	1	2.279054383209392
Enterobiasis	1	1	-1.0902389629841236	-1.0902389629841236	1	0	1	1.0902389629841236
Enterococcal bacteraemia	9	9	0.7895249543297498	0.9106516860868582	9	8	1	1.3365357855197457
Enterococcal infection	74	74	0.6364581470438815	0.7320283495814468	74	65	9	1.70574312580852
Enterococcal sepsis	9	9	0.31276370428165906	0.748909505221305	9	5	4	1.55824224232527
Enterococcus test positive	6	6	0.7870138002759064	0.9595133285638981	6	5	1	1.4334078296720199
Enterocolitis	65	65	0.37471066396716446	0.6760066913709712	65	47	18	2.4677463228866188
Enterocolitis haemorrhagic	1	1	0.5590565220721414	0.5590565220721414	1	1	0	0.5590565220721414
Enterocolitis infectious	6	6	-0.33662429345059586	-0.7277919989904282	6	2	4	1.351854937324875
Enterocolitis viral	1	1	-0.7976713553499263	-0.7976713553499263	1	0	1	0.7976713553499263
Enterocolonic fistula	1	1	-0.6163771134230309	-0.6163771134230309	1	0	1	0.6163771134230309
Enterocutaneous fistula	9	9	-0.10446999301700159	-0.6242788692750959	9	3	6	1.2531744483609244
Enterostomy	1	1	-0.6223948151950188	-0.6223948151950188	1	0	1	0.6223948151950188
Enterovesical fistula	2	2	-0.0689012080434877	-0.0689012080434877	2	1	1	0.8113033339984933
Enterovirus infection	12	12	0.4218037940650501	0.6993428702417248	12	9	3	1.1351161539260695
Enterovirus test positive	1	1	1.000348965279374	1.000348965279374	1	1	0	1.000348965279374
Enthesopathy	33	33	-0.22984790681774525	-0.5435632392054949	33	12	21	1.7340171246535858
Enuresis	32	32	0.33001618652189796	0.6032326888502753	32	23	9	1.3820916832278405
Environmental exposure	2	2	-0.5845543594316653	-0.5845543594316653	2	0	2	0.6265988219335403
Enzyme level increased	2	2	-1.0946533940221816	-1.0946533940221816	2	0	2	1.1034633848460877
Eosinophil count abnormal	4	4	0.10869355306426001	-0.0779678092979516	4	2	2	1.393034985598938
Eosinophil count decreased	17	17	0.12861178729943562	0.6464350071722643	17	10	7	1.7096027625210293
Eosinophil count increased	76	76	0.29759590411586545	0.6310327298563121	76	48	28	1.9672360030696623
Eosinophil percentage increased	2	2	-1.0042180450615408	-1.0042180450615408	2	0	2	1.071135501095149
Eosinophilia	168	168	0.27822339423528125	0.5911849625768337	168	109	59	2.326426258103435
Eosinophilic bronchitis	6	6	-1.5780234078897097	-1.375183612610063	6	0	6	2.767882980508648
Eosinophilic fasciitis	1	1	1.2165291007034833	1.2165291007034833	1	1	0	1.2165291007034833
Eosinophilic granulomatosis with polyangiitis	38	38	-1.4850921833660096	-1.4755439067116667	38	1	37	3.7201212019756955
Eosinophilic myocarditis	1	1	-0.864785734040805	-0.864785734040805	1	0	1	0.864785734040805
Eosinophilic oesophagitis	5	5	0.09760989404087243	0.5567557969684009	5	3	2	1.2535910320009251
Eosinophilic pleural effusion	1	1	1.1572851600657852	1.1572851600657852	1	1	0	1.1572851600657852
Eosinophilic pneumonia	25	25	0.05711929036169872	0.5369939058762307	25	13	12	1.3271805358021893
Eosinophilic pneumonia acute	2	2	0.5995235107754948	0.5995235107754948	2	2	0	0.6302877723077805
Eosinophilic pneumonia chronic	3	3	-0.5734536478182176	-0.5662108850998749	3	1	2	1.9620062078132228
Ephelides	1	1	-0.5153976281831002	-0.5153976281831002	1	0	1	0.5153976281831002
Epicondylitis	4	4	0.09087745206718215	0.10852189144410251	4	2	2	1.038800675083621
Epidermal necrosis	1	1	0.759834498098121	0.759834498098121	1	1	0	0.759834498098121
Epidermodysplasia verruciformis	2	2	0.6785777074105583	0.6785777074105583	2	2	0	0.7644151295900183
Epidural lipomatosis	1	1	1.1283334043366122	1.1283334043366122	1	1	0	1.1283334043366122
Epigastric discomfort	26	26	0.29986808818722915	0.5113304624019914	26	15	11	2.484399034658447
Epiglottic cancer	1	1	0.5476519957194038	0.5476519957194038	1	1	0	0.5476519957194038
Epilepsia partialis continua	1	1	-1.497441361063645	-1.497441361063645	1	0	1	1.497441361063645
Epilepsy	154	154	0.8124828533562647	0.8632229912147179	154	115	39	3.57263758237324
Epiphyses premature fusion	1	1	-1.4515028997228314	-1.4515028997228314	1	0	1	1.4515028997228314
Episcleritis	4	4	-0.9808173937104776	-0.8853205775732146	4	0	4	1.5502468583685605
