drug_name	n_aes	n_signals	mean_bias	n_strong	n_f_biased	n_m_biased	max_bias
INFLIXIMAB-QBTX	1	1	0.5001790649870964	1	1	0	0.5001790649870964
INFLUENZA A VIRUS A/BRISBANE/10/2010 (H1N1) ANTIGEN (MDCK CELL DERIVED, PROPIOLACTONE INACTIVATED)\INFLUENZA A VIRUS A/VICTORIA/361/2011 IVR-165 (H3N2) ANTIGEN (MDCK CELL DERIVED, PROPIOLACTONE INACTIVATED)\INFLUENZA B VIRUS B/WISCONSIN/1/2010) ANTIGEN (MDCK CELL DERIVED, PROPIOLACTONE INACTIVATED)	1	1	-0.5512164799531779	1	0	1	0.5512164799531779
INFLUENZA A VIRUS A/CALIFORNIA/7/2009 (H1N1) LIVE(ATTENUATED) ANTIGEN\INFLUENZA A VIRUS A/TEXAS/50/2012 (H3N2) LIVE (ATTENUATED) ANTIGEN\INFLUENZA B VIRUS B/BRISBANE/60/2008 LIVE(ATTENUATED) ANTIGEN\INFLUENZA B VIRUS B/MASSACHUSETTS/2/2012 LIVE (ATTENUATED) ANTIGEN	4	4	-3.4747707018863774	4	0	4	3.9868686348131632
INFLUENZA A VIRUS A/CALIFORNIA/7/2009 X-179A (H1N1) ANTIGEN (FORMALDEHYDE INACTIVATED)\INFLUENZA A VIRUS A/TEXAS/50/2012 X-223A (H3N2) ANTIGEN (FORMALDEHYDE INACTIVATED)\INFLUENZA B VIRUS B/BRISBANE/60/2008 ANTIGEN (FORMALDEHYDE INACTIVATED)\INFLUENZA B VIRUS B/MASSACHUSETTS/2/2012 ANTIGEN (FORMALDE	1	1	-0.5589360486105169	1	0	1	0.5589360486105169
INFLUENZA A VIRUS A/CALIFORNIA/7/2009 X-179A (H1N1) ANTIGEN (FORMALDEHYDE INACTIVATED)\INFLUENZA A VIRUS A/VICTORIA/210/2009 X-187 (H3N2) ANTIGEN (FORMALDEHYDE INACTIVATED)\INFLUENZA B VIRUS B/BRISBANE/60/2008 ANTIGEN (FORMALDEHYDE INACTIVATED)	6	6	-0.38754289717637863	6	2	4	1.2270405960317603
INFLUENZA VIRUS VACCINE	144	144	-0.08150245005627416	144	72	72	2.930068961501041
INFLUENZA VIRUS VACCINE TRIVALENT TYPE A+B	1	1	0.7251150084375314	1	1	0	0.7251150084375314
INFLUENZA VIRUS VACCINE TRIVALENT TYPE A+B AFLURIA	2	2	-0.8769765018045694	2	0	2	1.1948197108392475
INGENOL MEBUTATE	30	30	-0.5963544924979925	30	4	26	1.231038181826885
INOSITOL	7	7	-2.084760346304809	7	0	7	2.6001129203334528
INOTERSEN SODIUM	20	20	0.771706757243919	20	20	0	1.4529818886898622
INOTUZUMAB OZOGAMICIN	25	25	0.3595693766339464	25	18	7	1.5467014468183098
INSULIN ASPART	278	278	-0.046398442628569896	278	145	133	3.8727440067490146
INSULIN ASPART\INSULIN DEGLUDEC	5	5	0.4519867033870467	5	4	1	1.0330702077049667
INSULIN BEEF	21	21	0.04711620753680341	21	11	10	1.0421270129630744
INSULIN DEGLUDEC	119	119	-0.48728119321638985	119	38	81	3.0281543897018164
INSULIN DEGLUDEC\LIRAGLUTIDE	8	8	0.5171839329849438	8	6	2	1.5686893471974495
INSULIN DETEMIR	141	141	0.08528120268963806	141	70	71	2.7635557573946636
INSULIN GLARGINE	335	335	-0.1253786383897849	335	142	193	2.785362917391839
INSULIN GLARGINE-YFGN	8	8	-0.12727096399016885	8	4	4	1.2951813355705757
INSULIN GLARGINE\LIXISENATIDE	10	10	-0.08479484616243049	10	5	5	1.2149768128875988
INSULIN GLULISINE	68	68	-0.15038111607958068	68	31	37	2.044190598403925
INSULIN HUMAN	162	162	0.06516430794639544	162	84	78	2.576465332986103
INSULIN LISPRO	223	223	0.05013261065500526	223	115	108	2.0282653661204155
INSULIN LISPRO-AABC	4	4	-0.6788972197245189	4	0	4	0.924989976649173
INSULIN NOS	288	288	0.23144946519759854	288	188	100	1.4727966082111208
INSULIN PORK\INSULIN PURIFIED PORK	13	13	-0.8341619256942401	13	3	10	1.8377217946245386
INTERFERON	21	21	0.29936565434296025	21	15	6	1.0556377445237421
INTERFERON ALFA-2A	3	3	0.5435027376842811	3	2	1	1.3396591819782766
INTERFERON ALFA-2B	11	11	0.1556077696396845	11	6	5	0.9920900193310301
INTERFERON BETA	15	15	-0.8637153055363138	15	0	15	1.4624405604217876
INTERFERON BETA-1A	181	181	-0.5699897016076511	181	31	150	3.0614962522163385
INTERFERON BETA-1B	69	69	-0.6949078008724037	69	4	65	1.5055397213101374
INTERFERON GAMMA	1	1	0.7846348629623342	1	1	0	0.7846348629623342
INTERFERON GAMMA-1B	4	4	0.00580697811849501	4	2	2	0.8672763459135281
INVESTIGATIONAL PRODUCT	27	27	0.4834984681906668	27	22	5	1.0063352366611544
IOBENGUANE I-123	1	1	-0.6007505549075609	1	0	1	0.6007505549075609
IOBITRIDOL	3	3	0.9554169555661375	3	3	0	1.2130223686287571
IODINE	23	23	0.12750615203063215	23	15	8	1.9932016713530059
IODINE\IOFLUPANE I-123	5	5	-0.13868354892147902	5	2	3	1.0248761439920084
IODINE\POTASSIUM IODIDE	1	1	-0.6963132206914452	1	0	1	0.6963132206914452
IODIXANOL	21	21	-0.31918548667501767	21	6	15	0.8847613207197992
IOHEXOL	23	23	-0.5724873205574351	23	4	19	1.3079054524530938
IOMEPROL	6	6	0.6281494677423722	6	5	1	1.3779799546372986
IOPAMIDOL	13	13	-0.3906720212773226	13	3	10	0.8426685609890107
IOPROMIDE	25	25	-0.39404403332072574	25	6	19	1.1899067756105166
IOVERSOL	12	12	-0.6748661012984228	12	1	11	1.0816525422313223
IPILIMUMAB	168	168	0.4227611231155304	168	128	40	1.7357444568131726
IPRATROPIUM	107	107	-0.3141139490532923	107	47	60	2.902055497729547
IPRATROPIUM BROMIDE	254	254	-0.030682208046499997	254	136	118	2.9946944966857103
IPTACOPAN HYDROCHLORIDE	2	2	-0.022271529794945677	2	1	1	0.7488862988918855
IRBESARTAN	246	246	0.2858904716762581	246	163	83	2.795711487557115
IRINOTECAN	126	126	0.39199051031055104	126	90	36	1.935460818082966
IRINOTECAN HYDROCHLORIDE	65	65	0.4008078214750696	65	47	18	1.7321692330844678
IRON	196	196	-0.1840302223127302	196	76	120	2.3643633631119862
IRON DEXTRAN	9	9	-0.7186481087521861	9	1	8	1.4716341219994065
IRON POLYMALTOSE	8	8	-0.4432006873317256	8	2	6	1.1101478719338216
IRON SUCROSE	71	71	0.3230030532453152	71	45	26	1.6714313377867231
IRON\POLYSACCHARIDES	2	2	-0.5143590879920285	2	0	2	0.5224845265242116
IRON\VITAMINS	8	8	0.16181246496003293	8	5	3	0.9298788897581706
ISATUXIMAB	26	26	0.47470511632083023	26	20	6	1.8491536680089746
ISATUXIMAB-IRFC	1	1	-0.6808313841494574	1	0	1	0.6808313841494574
ISAVUCONAZOLE	17	17	0.670215171432079	17	15	2	1.575948994709023
ISAVUCONAZONIUM	1	1	0.760992762426251	1	1	0	0.760992762426251
ISAVUCONAZONIUM SULFATE	12	12	-0.23363751975536554	12	4	8	0.8552136890350233
ISOFLURANE	9	9	0.3561857752572521	9	6	3	1.8357803126733134
ISOLEUCINE\LEUCINE\VALINE	1	1	0.5908494800933134	1	1	0	0.5908494800933134
ISONIAZID	140	140	0.461518293057406	140	101	39	2.6800933777657305
ISONIAZID\PYRAZINAMIDE\RIFAMPIN	4	4	0.8620109099066977	4	4	0	1.0851821293458037
ISONIAZID\RIFAMPIN	2	2	-0.7887033134934314	2	0	2	0.8763949769219059
ISOPROPANOLAMINE	1	1	-1.070780385958493	1	0	1	1.070780385958493
ISOPROPYL ALCOHOL	1	1	1.5500914470421054	1	1	0	1.5500914470421054
ISOPROPYL MYRISTATE\PARAFFIN	2	2	-1.0079876041526052	2	0	2	1.1420161266651134
ISOPROTERENOL	1	1	0.5477422140226952	1	1	0	0.5477422140226952
ISOPROTERENOL HYDROCHLORIDE	1	1	0.5979600584587472	1	1	0	0.5979600584587472
ISOSORBIDE	60	60	0.20071603124898033	60	39	21	1.1089345273707134
ISOSORBIDE DINITRATE	71	71	0.6880282438713066	71	66	5	1.6334579194795649
ISOSORBIDE MONONITRATE	174	174	0.4458863478083843	174	129	45	1.9980261837389048
ISOTRETINOIN	223	223	-0.7603973040326065	223	19	204	3.4021466576482164
ISRADIPINE	1	1	1.0133332217977375	1	1	0	1.0133332217977375
ISTRADEFYLLINE	11	11	0.4201821510651541	11	8	3	1.0424293738842936
ITOPRIDE	1	1	-0.628106524035695	1	0	1	0.628106524035695
ITRACONAZOLE	109	109	0.3665150915663855	109	76	33	1.786706859168187
IVABRADINE	69	69	0.46965972503990083	69	54	15	1.5485930272321669
IVABRADINE HYDROCHLORIDE	34	34	-0.6305882131276214	34	6	28	2.1467633277848766
IVACAFTOR	22	22	-0.42504712948082624	22	5	17	1.4221744456536702
IVACAFTOR\LUMACAFTOR	23	23	-0.5521085469789232	23	3	20	1.1745362885185748
IVACAFTOR\TEZACAFTOR	16	16	-0.4761476742217683	16	2	14	1.0673348136510594
IVERMECTIN	29	29	-0.4410734106417741	29	7	22	1.5297956541469349
IVOSIDENIB	2	2	0.9899608777589786	2	2	0	1.053635252729872
IXAZOMIB	81	81	0.42932392185463764	81	63	18	1.2936208266502798
IXAZOMIB CITRATE	48	48	0.06758566704938289	48	26	22	1.2614744346990048
IXEKIZUMAB	84	84	-0.4586958236614138	84	19	65	2.068572326474405
KALETRA	1	1	0.6997752521328935	1	1	0	0.6997752521328935
KANAMYCIN\KANAMYCIN A SULFATE	2	2	0.982108640880948	2	2	0	1.4356208504795769
KEFLEX /UNK/	2	2	-0.7632523886903622	2	0	2	0.9375752356439041
KETAMINE	97	97	0.35038392506090693	97	63	34	2.294396983521723
KETAMINE HYDROCHLORIDE	50	50	-0.04454573936821735	50	27	23	2.5971721887432615
KETOCONAZOLE	93	93	-0.3852711470757947	93	26	67	1.7938074968614994
KETOPROFEN	110	110	0.3294126866568921	110	65	45	2.9991633672402744
KETOPROFEN LYSINE	2	2	0.326236780161141	2	1	1	1.2849700030170843
KETOROLAC TROMETHAMINE	119	119	-0.44759529083240607	119	35	84	3.4032517947670753
KETOTIFEN	9	9	-0.5355555109396886	9	2	7	1.3674172715291069
KETOTIFEN FUMARATE	18	18	-0.5371824875394107	18	6	12	2.3552444810492
L-M-X	2	2	-0.5937144120386422	2	0	2	0.6474322143221062
LABETALOL HYDROCHLORIDE	20	20	-1.027285757446594	20	1	19	2.246831566096572
LABETALOL\LABETALOL HYDROCHLORIDE	76	76	-0.6127120772149177	76	12	64	5.146461332430405
LACIDIPINE	6	6	-0.6541807873534705	6	0	6	0.8631829224793626
LACOSAMIDE	147	147	-0.15133237238718927	147	63	84	1.6391945859854733
LACTASE	16	16	-0.26471486515855125	16	6	10	1.5652484844108978
LACTITOL	1	1	-0.9812929425852265	1	0	1	0.9812929425852265
LACTOBACILLUS ACIDOPHILUS	43	43	-0.09510091321396476	43	18	25	3.0700967670834567
LACTOBACILLUS ACIDOPHILUS\LACTOBACILLUS DELBRUECKII SUBSP. BULGARICUS	3	3	-0.7752052991916386	3	0	3	1.0133527227411567
LACTOBACILLUS RHAMNOSUS	18	18	-0.06679463133074273	18	8	10	0.9430796881338789
LACTULOSE	234	234	0.5063741197383334	234	169	65	3.064967829170554
LAFUTIDINE	5	5	0.5330902584154797	5	4	1	1.1872388713903348
LAMIVUDINE	182	182	0.3853722341230056	182	119	63	4.431937986372766
LAMIVUDINE\NEVIRAPINE\ZIDOVUDINE	1	1	-1.201668292852984	1	0	1	1.201668292852984
LAMIVUDINE\TENOFOVIR	1	1	-1.3589486542794575	1	0	1	1.3589486542794575
LAMIVUDINE\TENOFOVIR DISOPROXIL FUMARATE	1	1	-1.2054415715374314	1	0	1	1.2054415715374314
LAMIVUDINE\ZIDOVUDINE	51	51	-0.6126625045840447	51	9	42	1.6888430041072597
LAMOTRIGINE	399	399	-0.10557649917091795	399	169	230	2.868054689753507
LANADELUMAB	4	4	-0.3881396580388757	4	1	3	1.0904086937399744
LANADELUMAB-FLYO	6	6	-0.8209907733163194	6	0	6	1.892246854558266
LANOLIN\LIGHT MINERAL OIL\PARAFFIN	5	5	-0.17637692610569988	5	2	3	1.1501491432310744
LANREOTIDE	7	7	-0.6115042875349702	7	1	6	1.3582363292518969
LANREOTIDE ACETATE	40	40	0.24810005912000305	40	29	11	1.1659707541865674
LANSOPRAZOLE	529	529	0.41115725727162883	529	368	161	3.3213759914022116
LANTHANUM CARBONATE	45	45	-0.14627874094738774	45	24	21	2.045984695064394
LAPATINIB	4	4	-1.0376182116819253	4	1	3	2.5917773629066505
LAPATINIB DITOSYLATE	4	4	-0.7650310701544316	4	1	3	1.9829310743649882
LAPINE T-LYMPHOCYTE IMMUNE GLOBULIN	150	150	0.56617758183853	150	125	25	2.6130388486094303
LARONIDASE	20	20	-0.17737209922746464	20	7	13	1.377697257991916
LAROTRECTINIB	3	3	-0.4506136372404354	3	1	2	1.189892021753925
LASIX /00032601/	6	6	-0.3800297958479968	6	1	5	0.8150623594326816
LASMIDITAN	4	4	-0.8346803500424663	4	0	4	1.3126594987935023
LATANOPROST	159	159	-0.3555194881082339	159	54	105	3.5146428429295655
LATANOPROSTENE BUNOD	4	4	-0.7952392889051988	4	0	4	1.1991851334507608
LATANOPROST\NETARSUDIL MESYLATE	2	2	-0.5631633086985353	2	0	2	0.5743354428575775
LATANOPROST\TIMOLOL MALEATE	3	3	-0.8621391439466377	3	0	3	1.0720295491780925
LAXANS	3	3	0.956208429505193	3	3	0	1.0145390816765842
LEBRIKIZUMAB-LBKZ	2	2	0.5836471862501604	2	2	0	0.6534053768537339
LECANEMAB-IRMB	12	12	-0.5423698444975865	12	2	10	1.0718934631805743
LECITHIN	18	18	-0.5513440881391233	18	2	16	1.6494598903718445
LECITHIN\POLOXAMER 407	2	2	-0.6493227208948791	2	0	2	0.7169218866147649
LEDIPASVIR	2	2	1.143479896042293	2	2	0	1.568459279767386
LEDIPASVIR\SOFOSBUVIR	82	82	0.5864019766149179	82	71	11	1.5454961339531035
LEFLUNOMIDE	523	523	-0.2802976839586332	523	194	329	4.1099513286308875
LEMBOREXANT	11	11	-0.02211477047414451	11	5	6	1.56873737725889
LENACAPAVIR	2	2	0.9051165198267812	2	2	0	1.184104147141101
LENALIDOMIDE	340	340	0.09126975836745364	340	191	149	1.869451851725825
LENOGRASTIM	23	23	0.9140149462179322	23	23	0	1.5763978254682018
LENVATINIB	148	148	0.21797391432517826	148	86	62	1.947754102280584
LENVATINIB MESYLATE	25	25	0.03650099889705608	25	13	12	1.7425808448484281
LERCANIDIPINE	105	105	0.3326890304926978	105	70	35	2.3468023483716536
LERCANIDIPINE HYDROCHLORIDE	45	45	0.4906099602417798	45	36	9	1.4552669379393706
LESTAURTINIB	1	1	1.1628326231269943	1	1	0	1.1628326231269943
LETERMOVIR	28	28	0.4638516001914518	28	22	6	1.5677889744341684
LETROZOLE	30	30	-0.8615066037984742	30	9	21	3.482260108392181
LEUCOGEN	5	5	0.782581027873845	5	5	0	1.278032379664877
LEUCOVORIN	134	134	0.37197419890600547	134	100	34	2.2166956515006513
LEUCOVORIN CALCIUM	133	133	0.2572771428767577	133	89	44	1.7828436063109703
LEUCOVORIN\LEUCOVORIN CALCIUM	125	125	0.3722775720394143	125	91	34	2.1544509324692385
LEUPROLIDE	5	5	-0.4697947593979449	5	1	4	1.3177638249678858
LEUPROLIDE ACETATE	315	315	0.38887430847252286	315	206	109	2.7576167780623773
LEVALBUTEROL	20	20	-0.5186681275656895	20	6	14	2.533955056515081
LEVALBUTEROL HYDROCHLORIDE	26	26	-0.36953101580342085	26	8	18	1.3191626745920026
LEVALBUTEROL TARTRATE	10	10	-0.7748714766675461	10	0	10	1.0957176250665939
LEVAMISOLE	8	8	0.6719362553801	8	7	1	1.2221343488012466
LEVEMIR FLEXPEN	1	1	0.7122417456609131	1	1	0	0.7122417456609131
LEVETIRACETAM	352	352	0.06272593321148526	352	193	159	2.479949153370155
LEVETIRACETAM (KEPPRA	1	1	0.6105781812787218	1	1	0	0.6105781812787218
LEVOBUNOLOL	1	1	-0.6007733130565691	1	0	1	0.6007733130565691
LEVOBUPIVACAINE	1	1	-1.2522162085120772	1	0	1	1.2522162085120772
LEVOCARNITINE	18	18	-0.13029810680945195	18	7	11	0.9061891900558002
LEVOCARNITINE HYDROCHLORIDE	1	1	0.5645573863723544	1	1	0	0.5645573863723544
LEVOCETIRIZINE	27	27	-0.3024627402963113	27	7	20	1.3248698549152116
LEVOCETIRIZINE DIHYDROCHLORIDE	63	63	-0.5335745040748059	63	10	53	2.0807562248689897
LEVOCETIRIZINE HYDROCHLORIDE	2	2	1.4206671560588848	2	2	0	1.735783453690641
LEVODOPA	73	73	0.4568409669412189	73	56	17	2.36283683601095
LEVOFLOXACIN	335	335	0.1088271073902768	335	195	140	3.8967960701620084
LEVOKETOCONAZOLE	1	1	-0.6291333957360943	1	0	1	0.6291333957360943
LEVOLEUCOVORIN	5	5	-0.19806992560828637	5	2	3	0.9161143386883966
LEVOLEUCOVORIN CALCIUM	43	43	0.5224489736478334	43	36	7	1.294437038208026
LEVOMEFOLATE CALCIUM	6	6	-0.6489951680408447	6	1	5	1.049283121602788
LEVOMEFOLATE CALCIUM\METHYLCOBALAMIN\PYRIDOXAL PHOSPHATE ANHYDROUS	3	3	-0.7599438654409068	3	0	3	0.9255472778428491
LEVOMEFOLIC ACID	4	4	-0.6780328696713673	4	0	4	0.7730288345542442
LEVOMEPROMAZINE	75	75	0.2864283399011971	75	51	24	1.948712638984804
LEVOMEPROMAZINE MALEATE	5	5	0.6976277375414155	5	5	0	0.9710396396703411
LEVOMETHADONE	5	5	1.1769745355328403	5	5	0	2.5331121042763325
LEVOMILNACIPRAN	1	1	-0.7111826428291445	1	0	1	0.7111826428291445
LEVOMILNACIPRAN HYDROCHLORIDE	7	7	0.24766776760687823	7	4	3	1.162558348491658
LEVONORGESTREL	4	4	-4.176101809284348	4	0	4	4.655922821659587
LEVOSIMENDAN	4	4	1.0068747061460408	4	3	1	2.17408185045771
LEVOSULPIRIDE	3	3	-0.780762927794454	3	0	3	0.9361800889294292
LEVOTHYROXINE	405	405	-0.24441410909716113	405	152	253	3.2989030782931485
LEVOTHYROXINE SODIUM	493	493	-0.3390091757150081	493	177	316	3.254092748146753
LEVOTHYROXINE SODIUM\LIOTHYRONINE SODIUM	2	2	-0.6537343073569485	2	0	2	0.6881358685230918
LEVOTHYROXINE SODIUM\POTASSIUM IODIDE	6	6	-0.7859846744744265	6	1	5	1.6378175704612485
LEVOTHYROXINE\LIOTHYRONINE	17	17	-1.166641068144179	17	0	17	2.504522686874661
LEVOTHYROXINUM NATRICUM	1	1	-1.6306402065628878	1	0	1	1.6306402065628878
LICORICE	1	1	-0.66115270323348	1	0	1	0.66115270323348
LIDOCAINE	223	223	-0.21085214587973672	223	84	139	1.660755696133497
LIDOCAINE HYDROCHLORIDE	71	71	-0.2731227788935778	71	24	47	1.931000933538615
LIDOCAINE HYDROCHLORIDE\METHYLPREDNISOLONE ACETATE	1	1	-0.6974033821019681	1	0	1	0.6974033821019681
LIDOCAINE\MENTHOL	2	2	-0.6147636476848652	2	0	2	0.6795648726067971
LIDOCAINE\PRILOCAINE	35	35	-0.23815550063712942	35	13	22	1.4552118148461652
LIFITEGRAST	28	28	-0.684543401808303	28	2	26	1.8459913961048748
LIGHT MINERAL OIL\MINERAL OIL	1	1	-1.062242512566444	1	0	1	1.062242512566444
LIMAPROST	7	7	-0.15978976515995727	7	3	4	1.1777833677869436
LINACLOTIDE	64	64	-0.12674482660973496	64	28	36	2.0523302303275313
LINAGLIPTIN	142	142	0.17834648687732707	142	86	56	1.5742613494031097
LINAGLIPTIN\METFORMIN HYDROCHLORIDE	3	3	-0.8736880341650846	3	0	3	1.3462396433623447
LINCOMYCIN HYDROCHLORIDE	1	1	0.5546621220834216	1	1	0	0.5546621220834216
LINEZOLID	159	159	0.6076636322647152	159	135	24	1.7101683013379687
LIORESAL INTRATHECAL	2	2	0.07378156318231527	2	1	1	0.85471568558134
LIORESAL INTRATHECAL 2000 MCG/ML	1	1	0.5756751625082059	1	1	0	0.5756751625082059
LIOTHYRONINE	30	30	-0.9962866750781942	30	0	30	2.166258410867256
LIOTHYRONINE SODIUM	49	49	-1.0181546856484998	49	4	45	2.592153801923492
LIPEGFILGRASTIM	12	12	-0.829009117569877	12	3	9	2.3230580832183954
LIPIODOL ULTRA FLUIDE	1	1	-0.6602273792872843	1	0	1	0.6602273792872843
LIPITOR /NET/	1	1	-1.1899054682588222	1	0	1	1.1899054682588222
LIQUACEL	1	1	0.5723120096700454	1	1	0	0.5723120096700454
LIRAGLUTIDE	127	127	-0.6157968236773378	127	23	104	2.458763416527635
LISDEXAMFETAMINE	12	12	-0.6159386158722985	12	3	9	1.8440880722383486
LISDEXAMFETAMINE DIMESYLATE	150	150	-0.4057687524545887	150	47	103	3.7838224188054284
LISINOPRIL	459	459	0.4634500249319094	459	338	121	3.001211325915591
LISINOPRIL W/HYDROCHLOROTHIAZIDE	1	1	-0.5583164940986909	1	0	1	0.5583164940986909
LISOCABTAGENE MARALEUCEL	8	8	0.5957502933871993	8	7	1	1.4227749079280394
LITHIUM	172	172	0.06269001246130661	172	93	79	2.888634029172648
LITHIUM CARBONATE	125	125	-0.22794139457547108	125	49	76	2.9805759750712313
LITHIUM SULFATE	6	6	-0.0958675787228798	6	3	3	1.0157004229665778
LMX /00033401/	1	1	-0.5830594892593114	1	0	1	0.5830594892593114
LOBAPLATIN	1	1	0.5655751804138742	1	1	0	0.5655751804138742
LOMITAPIDE MESYLATE	12	12	-0.7378230254971544	12	1	11	2.001705475011136
LOMOTIL	3	3	-0.6545503084794352	3	0	3	0.7159324514767967
LOMUSTINE	13	13	0.4118576926687092	13	10	3	1.4753969546546828
LOPERAMIDE	226	226	0.3695874134373732	226	156	70	2.210860815675386
LOPERAMIDE HYDROCHLORIDE	181	181	0.05977739906883706	181	94	87	1.994190102644099
LOPINAVIR	17	17	0.5543022518897658	17	15	2	4.439197258666888
LOPINAVIR\RITONAVIR	89	89	0.37308186585306274	89	58	31	2.8896561354057875
LOPRAZOLAM	3	3	-0.35591444297456426	3	1	2	1.078659596279362
LORATADINE	190	190	-0.08415356629315136	190	85	105	2.08199024416597
LORATADINE\PSEUDOEPHEDRINE SULFATE	20	20	-0.5278645777795805	20	2	18	0.9004752003403317
LORAZEPAM	520	520	0.28071564686935435	520	333	187	2.5707810292757456
LORCASERIN HYDROCHLORIDE	6	6	-0.4628483935205696	6	1	5	1.1284560511961126
LORLATINIB	22	22	-0.2711715722563546	22	6	16	1.1625803191735178
LORMETAZEPAM	65	65	0.3069417696500754	65	44	21	1.5117115991457828
LORNOXICAM	2	2	-0.43105559104269514	2	1	1	1.6910574798295015
LORTAB	4	4	-0.428417648318847	4	1	3	0.8581961789009928
LOSARTAN	248	248	0.09094452385928234	248	142	106	2.0807561561265238
LOSARTAN POTASSIUM	179	179	-0.15108452081926238	179	77	102	2.2232315057633243
LOTEPREDNOL	1	1	-0.6173570123701845	1	0	1	0.6173570123701845
LOTEPREDNOL ETABONATE	32	32	-0.8248700038151046	32	1	31	1.7514786535367035
LOTEPREDNOL ETABONATE\TOBRAMYCIN	1	1	-0.7973025582125028	1	0	1	0.7973025582125028
LOTILANER	2	2	-0.9400887731041455	2	0	2	1.283416814073641
LOVASTATIN	78	78	-0.23155256987557707	78	31	47	2.0049553861625014
LOW CALCIUM PERITONEAL DIALYSIS SOLUTION	2	2	0.9351679437544714	2	2	0	0.9807743016916376
LOXAPINE	53	53	0.2858977100029297	53	37	16	2.083919678188879
LOXAPINE SUCCINATE	4	4	0.39432974198864296	4	3	1	1.242662134275433
LOXOPROFEN	23	23	0.14220023422279965	23	14	9	1.145565071994627
LOXOPROFEN SODIUM	72	72	0.18826014834441626	72	44	28	1.208527340416106
LOXOPROFEN SODIUM DIHYDRATE	4	4	-0.36972082671181056	4	1	3	0.8195327532463561
LUBIPROSTONE	45	45	-0.3119281864475293	45	16	29	1.3066316370467974
LUMATEPERONE	26	26	-0.5100455501035848	26	4	22	1.2361872432034793
LUMIGAN 0.01%	1	1	-1.1047149035449952	1	0	1	1.1047149035449952
LURASIDONE	18	18	-0.3065894905940317	18	5	13	1.0530379590182728
LURASIDONE HYDROCHLORIDE	79	79	-0.4483527924306215	79	20	59	1.9460344898988904
LUSPATERCEPT-AAMT	6	6	0.013543310694406877	6	3	3	0.8057602382318692
LUTEIN	44	44	-0.8575822065565841	44	9	35	2.6249137868132086
LUTETIUM CHLORIDE LU-177	1	1	1.0579768697188598	1	1	0	1.0579768697188598
LUTETIUM LU-177	8	8	1.066088236055735	8	7	1	1.6632369748280764
LUTETIUM OXODOTREOTIDE LU-177	14	14	-0.07790178094188129	14	6	8	1.3146971941725147
LYMECYCLINE	2	2	-0.15408594095712097	2	1	1	0.835371789565035
LYSERGIDE	2	2	1.543810303397266	2	2	0	1.6266723602017752
LYSINE	18	18	-0.6182864603835385	18	2	16	1.1879085025892977
MAALOX	1	1	-0.5686535248103786	1	0	1	0.5686535248103786
MACITENTAN	132	132	-0.01438391257878707	132	69	63	1.980714647013203
MACITENTAN\TADALAFIL	1	1	-0.5397378138619932	1	0	1	0.5397378138619932
MAGALDRATE	10	10	0.2308305287340524	10	6	4	1.2662440726497783
MAGNESIUM	299	299	0.3163606939739689	299	191	108	2.769996458616325
MAGNESIUM ASPARTATE	14	14	0.09075364520457326	14	7	7	1.333587598045132
MAGNESIUM ASPARTATE HYDROCHLORIDE	1	1	-0.6140367938283975	1	0	1	0.6140367938283975
MAGNESIUM ASPARTATE\POTASSIUM ASPARTATE	3	3	-0.8634160211657371	3	1	2	2.4409592273125513
MAGNESIUM CARBONATE	65	65	-1.1047561780611976	65	6	59	2.7379024177846683
MAGNESIUM CHLORIDE	7	7	-0.9416968445744764	7	1	6	1.718066874998755
MAGNESIUM CITRATE	72	72	0.6004765866888684	72	51	21	2.2859079269608737
MAGNESIUM GLUCONATE	11	11	-0.7977754223557273	11	2	9	2.025677434997649
MAGNESIUM GLYCEROPHOSPHATE	1	1	-0.5332096533920764	1	0	1	0.5332096533920764
MAGNESIUM GLYCINATE	12	12	-0.9083138630530346	12	1	11	1.9424077516314289
MAGNESIUM HYDROXIDE	89	89	0.2876210934130884	89	54	35	3.015785870811842
MAGNESIUM ISOGLYCYRRHIZINATE	3	3	-0.16691944313058368	3	1	2	0.6931525940296599
MAGNESIUM OXIDE	230	230	0.1822184073120722	230	153	77	2.9210853684218043
MAGNESIUM SALICYLATE	1	1	-0.6274939882753577	1	0	1	0.6274939882753577
MAGNESIUM SULFATE	93	93	0.04626914433112194	93	46	47	2.6572890160576916
MAGNESIUM SULFATE\POTASSIUM CHLORIDE\SODIUM SULFATE	8	8	-0.5660408337214098	8	1	7	1.241403129699062
MAGNESIUM SULFATE\POTASSIUM SULFATE\SODIUM SULFATE	19	19	-0.6600673105763505	19	3	16	1.3048663902077633
MAGNESIUM TRISILICATE	2	2	-2.1610635787004417	2	0	2	2.1910509506365337
MAGNESIUM\PYRIDOXINE	1	1	-0.9266717295713048	1	0	1	0.9266717295713048
MANIDIPINE	5	5	0.6799927421969467	5	5	0	1.047697617815343
MANNITOL	44	44	-0.3860130345834131	44	15	29	2.1141323371705
MAPROTILINE	1	1	-1.1598303942777923	1	0	1	1.1598303942777923
MARALIXIBAT CHLORIDE	2	2	0.881897195346647	2	2	0	1.1823966599063571
MARAVIROC	12	12	0.6756072986714612	12	10	2	1.8694870571583801
MARIBAVIR	10	10	0.2067977019535443	10	6	4	1.104599445462452
MAVACAMTEN	8	8	-0.27023529927862894	8	2	6	0.8694529361565252
