drug_name	n_aes	n_signals	mean_bias	n_strong	n_f_biased	n_m_biased	max_bias
FLURBIPROFEN	8	8	-0.05777602408543679	8	3	5	1.2236406954462071
FLURBIPROFEN AXETIL	4	4	0.7968834822356544	4	4	0	1.1111449441556671
FLUTAMIDE	5	5	1.191426857992091	5	5	0	2.200855764790179
FLUTEMETAMOL F-18	1	1	-1.0142436667248635	1	0	1	1.0142436667248635
FLUTICASONE	202	202	-0.18488133723286207	202	87	115	2.647071931500593
FLUTICASONE FUROATE	136	136	-0.2868321902304847	136	53	83	2.5774038615754233
FLUTICASONE FUROATE\SALMETEROL XINAFOATE	13	13	-0.7560705421967874	13	0	13	1.0519694973659486
FLUTICASONE FUROATE\UMECLIDINIUM BROMIDE\VILANTEROL TRIFENATATE	104	104	-0.635426028678088	104	21	83	2.5705472555969533
FLUTICASONE FUROATE\VILANTEROL TRIFENATATE	217	217	-0.5720128252914403	217	59	158	2.7203007677058313
FLUTICASONE PROPIONATE	285	285	-0.21573582293222823	285	105	180	2.1955786087724256
FLUTICASONE PROPIONATE\FORMOTEROL FUMARATE	4	4	-1.140888687187101	4	0	4	1.6739834593564056
FLUTICASONE PROPIONATE\SALMETEROL XINAFOATE	372	372	-0.3269714249943761	372	142	230	3.8076395286311757
FLUTICASONE\FORMOTEROL	2	2	-1.047201447881506	2	0	2	1.4120486803251957
FLUVASTATIN SODIUM	47	47	0.0060986079482012335	47	23	24	1.3609525845192467
FLUVOXAMINE	35	35	-0.015363405027140042	35	17	18	2.0943339807453567
FLUVOXAMINE MALEATE	37	37	-0.2772340449850583	37	12	25	1.882427502889928
FLUXIDE	1	1	0.9777149706833472	1	1	0	0.9777149706833472
FOLATE SODIUM	59	59	-0.5484542040063917	59	12	47	5.152680016807321
FOLIC ACID	721	721	-0.09255143361024985	721	279	442	5.341524870682812
FOLIC ACID TAB	1	1	-0.6975319146172855	1	0	1	0.6975319146172855
FOLIC ACID\IRON	1	1	-0.9809906898837567	1	0	1	0.9809906898837567
FOLIC ACID\IRON\MINERALS\VITAMINS	6	6	-1.0582853579766553	6	0	6	1.412535936781057
FOLIC ACID\VITAMINS	4	4	-1.1709304096643056	4	0	4	2.2266138333989627
FOLS?URE	1	1	-0.7588018498593857	1	0	1	0.7588018498593857
FOMEPIZOLE	2	2	0.7758391553483241	2	2	0	0.8819311083267561
FONDAPARINUX	13	13	0.23105160212741965	13	9	4	1.0474135366229327
FONDAPARINUX SODIUM	32	32	0.473430967314197	32	24	8	2.0843357409073597
FORMOTEROL	60	60	0.21278573200182516	60	37	23	1.9741407769355253
FORMOTEROL FUMARATE	85	85	0.46565033857889565	85	61	24	2.480023040307394
FORMOTEROL FUMARATE DIHYDRATE	5	5	-0.13740636350546612	5	2	3	0.6520953005049257
FORMOTEROL FUMARATE DIHYDRATE\MOMETASONE FUROATE	54	54	-0.4927330635494527	54	9	45	1.1749958833986003
FORMOTEROL FUMARATE\GLYCOPYRROLATE	8	8	-0.6675972043499347	8	0	8	0.9322685171451486
FORMOTEROL FUMARATE\MOMETASONE FUROATE	141	141	-0.3925112876887983	141	55	86	3.7062475375746056
FORMOTEROL\MOMETASONE	27	27	-0.8322015237583711	27	3	24	2.168606533788936
FOSAMPRENAVIR	2	2	1.8462460091173036	2	2	0	2.5278372392284445
FOSAMPRENAVIR CALCIUM	6	6	0.641171559663665	6	6	0	0.759365775794167
FOSAPREPITANT	26	26	0.6258999028264031	26	18	8	2.010613861594792
FOSAPREPITANT DIMEGLUMINE	16	16	0.6878217902684978	16	13	3	1.5591160027637518
FOSCARBIDOPA\FOSLEVODOPA	38	38	-0.07232735842059711	38	16	22	1.2371358871800697
FOSCARNET	24	24	0.6075217452741907	24	20	4	1.5734419328481772
FOSCARNET SODIUM	18	18	0.5450955947567487	18	15	3	1.498036016622521
FOSFOMYCIN	47	47	-0.5771257739956828	47	7	40	1.9079368588866052
FOSFOMYCIN TROMETHAMINE	28	28	-1.0400027134136676	28	0	28	1.898091873363528
FOSINOPRIL	18	18	0.2822877589334041	18	12	6	1.2594146861988622
FOSINOPRIL SODIUM	4	4	0.6607403043206372	4	4	0	0.7673574006028648
FOSPHENYTOIN	4	4	0.838895992169961	4	4	0	1.0757004315690604
FOSPHENYTOIN SODIUM	8	8	0.6913722426108623	8	8	0	0.9510872893333042
FOSTAMATINIB	16	16	-0.4259651430485273	16	3	13	0.8786560630629937
FOSTAMATINIB DISODIUM	1	1	-0.5674167294378321	1	0	1	0.5674167294378321
FOTEMUSTINE	1	1	0.631234177927683	1	1	0	0.631234177927683
FREMANEZUMAB-VFRM	30	30	-0.7785801699501237	30	1	29	1.8409876926252877
FRUQUINTINIB	18	18	-0.07421037780775526	18	8	10	0.8565278048439147
FULVESTRANT	11	11	-1.2127696600653424	11	1	10	3.7514820776873963
FURAZOLIDONE	2	2	-2.837104963020267	2	0	2	3.0402535367197987
FUROSEMIDE	738	738	0.34589221356984146	738	537	201	3.6435611282472595
FUROSEMIDE SODIUM	3	3	-0.2421064199293426	3	1	2	0.7261567189038873
FUROSEMIDE TEVA 40 MG	1	1	-0.6210932386183718	1	0	1	0.6210932386183718
FUROSEMIDE\POTASSIUM CHLORIDE	4	4	-1.2123683315196976	4	0	4	1.529341522016112
FUROSEMIDE\SPIRONOLACTONE	11	11	0.6926363034796963	11	8	3	2.525018510471225
FUSIDATE SODIUM	16	16	0.2188741711818395	16	11	5	1.6729397265382446
FUSIDIC ACID	15	15	-0.09443989242616553	15	7	8	1.6819035063023815
GABAPENTIN	448	448	-0.1931625978047354	448	192	256	2.747850329635633
GABAPENTIN ENACARBIL	12	12	-1.0551924085871822	12	0	12	1.6114578655633998
GADOBENATE DIMEGLUMINE	18	18	-0.455756948179696	18	2	16	0.9169083128389871
GADOBUTROL	27	27	-0.7062357134815969	27	1	26	1.4125108330062597
GADODIAMIDE	14	14	-0.43132116436876006	14	3	11	1.264687909369496
GADOLINIUM	8	8	-0.5117946296011704	8	1	7	0.9260630226858755
GADOPENTETATE DIMEGLUMINE	17	17	-0.5309288202141467	17	3	14	1.2537359785089568
GADOPICLENOL	1	1	-1.3568275907580647	1	0	1	1.3568275907580647
GADOTERATE MEGLUMINE	21	21	-0.46288012261998723	21	4	17	0.9925571181158429
GADOTERIDOL	5	5	-0.4615913444167967	5	1	4	0.8556597402116702
GADOVERSETAMIDE	6	6	-0.08956354350237206	6	2	4	0.9419538422442087
GADOXETATE DISODIUM	15	15	-0.6552668403276003	15	1	14	1.1671196331930913
GALANTAMINE	40	40	0.0465642593654332	40	15	25	2.748020610147592
GALANTAMINE HYDROBROMIDE	6	6	-0.3924398453716937	6	2	4	2.261104308311461
GALCANEZUMAB	1	1	-1.4487681016202376	1	0	1	1.4487681016202376
GALCANEZUMAB-GNLM	37	37	-0.6971677062832534	37	2	35	1.7938331294029104
GALSULFASE	14	14	-0.47432188767455263	14	2	12	0.9414479094901009
GANCICLOVIR	110	110	0.5978088991312192	110	87	23	2.5688454466423822
GANCICLOVIR SODIUM	2	2	0.6725497519450805	2	2	0	0.7940285559945682
GARENOXACIN MESYLATE	3	3	0.6290462335612484	3	3	0	0.8387499089668121
GARLIC	26	26	-0.6445813064483795	26	2	24	1.2393409384545118
GASTER D	3	3	0.27745395013575896	3	2	1	0.7088250106971407
GATIFLOXACIN	5	5	-0.49961829119710455	5	1	4	1.2089985643878662
GEFITINIB	18	18	-0.14307071025113455	18	8	10	1.4784758225448114
GELATIN	1	1	-0.7617429119271087	1	0	1	0.7617429119271087
GEMCITABINE	169	169	0.5368836552423154	169	139	30	2.0465621666474734
GEMCITABINE HYDROCHLORIDE	92	92	0.5396479416081175	92	74	18	1.7114605359762056
GEMCITABINE HYDROCHLORIDE\OXALIPLATIN	1	1	1.1062037199084598	1	1	0	1.1062037199084598
GEMCITABINE\GEMCITABINE HYDROCHLORIDE	7	7	0.2710580764403681	7	5	2	0.7526153193795075
GEMFIBROZIL	57	57	0.017728453047397334	57	30	27	1.0705706955166772
GEMTUZUMAB OZOGAMICIN	11	11	0.3036516525437694	11	8	3	1.305371890642856
GENTAMICIN	112	112	0.41720284938235447	112	83	29	2.0191598323989113
GENTAMICIN SULFATE	23	23	-0.05678088582294988	23	10	13	0.8679519179262125
GILENYA CAPSULE, 0.5 MG	1	1	-1.107312384686285	1	0	1	1.107312384686285
GILENYA CAPSULE, 0.5MG	4	4	-0.8087881839532681	4	0	4	0.963439013069023
GILTERITINIB	35	35	0.5225404849732697	35	28	7	1.3521236177053761
GIMERACIL\OTERACIL POTASSIUM\TEGAFUR	7	7	0.5760523142417139	7	6	1	1.0851667309412059
GIMERACIL\OTERACIL\TEGAFUR	11	11	0.35646321804456266	11	8	3	0.8303707654152382
GINGER	10	10	-0.3027383636124933	10	3	7	1.1022234537005255
GINKGO	43	43	0.07314981614776724	43	30	13	2.429172817984409
GLANDOMED	1	1	1.3504532858704055	1	1	0	1.3504532858704055
GLASDEGIB	2	2	0.06495656187555876	2	1	1	0.964590756818196
GLATIRAMER	13	13	-0.7296722148707045	13	0	13	0.9440774937483751
GLATIRAMER ACETATE	121	121	-0.5784997728873651	121	15	106	1.54969743165178
GLECAPREVIR\PIBRENTASVIR	36	36	-0.09646416168566027	36	15	21	1.0175369082872756
GLEEVEC UNKNOWN	2	2	0.03613466470195681	2	1	1	0.6127486670105341
GLICLAZIDE	296	296	0.6137197471649165	296	236	60	3.617211055872838
GLIMEPIRIDE	143	143	0.35457928524543075	143	101	42	1.602653476870569
GLIMEPIRIDE\METFORMIN	1	1	0.5126859767648108	1	1	0	0.5126859767648108
GLIMEPIRIDE\ROSIGLITAZONE MALEATE	4	4	0.7479743755693542	4	4	0	0.9394835751779362
GLIPIZIDE	123	123	-0.12835161709728113	123	51	72	1.6045115764905626
GLIQUIDONE	2	2	1.1580982637493868	2	2	0	1.4028690240685762
GLOFITAMAB	8	8	0.40891419335983026	8	6	2	1.1739651858570348
GLOFITAMAB-GXBM	3	3	0.17519913583391897	3	2	1	1.126257798836615
GLUCAGON	46	46	-0.18505532386808013	46	25	21	2.993089712277875
GLUCAGON HYDROCHLORIDE	1	1	-2.024787868365998	1	0	1	2.024787868365998
GLUCARPIDASE	2	2	0.7277748385566372	2	2	0	0.8829015856007641
GLUCOSAMINE	181	181	0.9272156444862322	181	120	61	3.7979867138187697
GLUCOSAMINE CHONDROITIN /01430901/	1	1	-0.6029513942980167	1	0	1	0.6029513942980167
GLUCOSAMINE HYDROCHLORIDE	1	1	-0.6894504036127086	1	0	1	0.6894504036127086
GLUCOSAMINE SULFATE	9	9	0.37398985252691025	9	5	4	1.5651075995781436
GLUTAMINE	14	14	0.1335205507448077	14	8	6	0.9226455831092788
GLUTATHIONE	16	16	0.33474403047354473	16	11	5	0.9519806261750492
GLYBURIDE	104	104	-0.0013676443570258983	104	52	52	1.5149794943468788
GLYBURIDE\METFORMIN	1	1	0.8402667961652576	1	1	0	0.8402667961652576
GLYBURIDE\METFORMIN HYDROCHLORIDE	9	9	0.5636875888923778	9	8	1	1.0928572393315883
GLYCERIN	52	52	0.1175335901108859	52	24	28	2.42366837462625
GLYCERIN\HYPROMELLOSES\POLYETHYLENE GLYCOL 400	9	9	-0.6658887720901933	9	0	9	0.9174421786620238
GLYCEROL PHENYLBUTYRATE	8	8	-0.35010783023288183	8	2	6	0.8633145850934197
GLYCINE	1	1	-0.5965386497956434	1	0	1	0.5965386497956434
GLYCINE\MANNITOL\SODIUM CHLORIDE	2	2	-1.1460209487019426	2	0	2	1.7799644571944981
GLYCOLIC ACID\SALICYLIC ACID	1	1	-0.9267093033080803	1	0	1	0.9267093033080803
GLYCOPYRROLATE	114	114	0.08683155566251674	114	64	50	2.262027361774675
GLYCOPYRROLATE\INDACATEROL MALEATE	19	19	0.37563812435597865	19	15	4	1.1595262704747193
GLYCOPYRRONIUM	23	23	0.2642830728062944	23	15	8	1.5569781171375674
GLYCOPYRRONIUM TOSYLATE	5	5	-0.7073981954105832	5	1	4	1.4064385959671224
GLYCOPYRRONIUM\INDACATEROL	56	56	0.5536030228430975	56	43	13	2.926684077780184
GLYCOSAMINOGLYCANS	17	17	0.035387090996694015	17	10	7	1.577390047600658
GLYCYRRHIZIN	1	1	0.9455415337355486	1	1	0	0.9455415337355486
GOLD	85	85	-0.597362238070928	85	31	54	3.9036191832285243
GOLD SODIUM THIOMALATE	80	80	-0.6654523734695729	80	30	50	4.050493188830294
GOLIMUMAB	389	389	0.32624561081624587	389	200	189	4.902413471598086
GONADORELIN	1	1	0.6482182717329529	1	1	0	0.6482182717329529
GONADORELIN DIACETATE TETRAHYDRATE	1	1	0.5689709293787092	1	1	0	0.5689709293787092
GONADOTROPHIN, CHORIONIC	2	2	-0.9513581335771792	2	0	2	1.260230089979493
GOSERELIN	33	33	-0.5040009842740439	33	11	22	2.209649568585628
GOSERELIN ACETATE	64	64	0.6882386321280387	64	54	10	2.3886534174398317
GRANISETRON	58	58	0.12477874851735207	58	34	24	1.357098158552346
GRANISETRON HYDROCHLORIDE	27	27	0.23020945174897475	27	16	11	1.2034810847306696
GRANULOCYTE COLONY-STIMULATING FACTOR NOS	62	62	0.6343134942225078	62	55	7	1.7692718459737518
GRAZOPREVIR	1	1	0.6203345823426614	1	1	0	0.6203345823426614
GREEN TEA LEAF	1	1	-0.7602663002858115	1	0	1	0.7602663002858115
GUAIFENESIN	111	111	-0.35686543594951503	111	30	81	1.6407264783258508
GUAIFENESIN\HYDROCODONE BITARTRATE	1	1	0.5243906864079806	1	1	0	0.5243906864079806
GUAIFENESIN\PSEUDOEPHEDRINE HYDROCHLORIDE	10	10	-0.7517551785754523	10	0	10	1.1466296239692229
GUANFACINE	25	25	0.26092249526759487	25	16	9	1.573813308447079
GUANFACINE HYDROCHLORIDE	29	29	0.055756279717859535	29	16	13	1.3059774811396216
GUANIDINE	9	9	1.1087277130690425	9	9	0	1.9639115758369565
GUSELKUMAB	43	43	-0.42671779868244186	43	10	33	1.8109442064124233
HACHIAZULE	1	1	-0.7872219516727496	1	0	1	0.7872219516727496
HALOBETASOL	4	4	-0.378520723797407	4	1	3	0.9654801254118025
HALOBETASOL PROPIONATE	12	12	-0.30563061220107585	12	3	9	0.8980857068651271
HALOPERIDOL	219	219	0.23806958631016473	219	139	80	2.234040098993537
HALOPERIDOL DECANOATE	27	27	-0.00820717968416813	27	14	13	1.3507219652163742
HALOPERIDOL LACTATE	2	2	1.051935898142973	2	2	0	1.082938594368676
HEMIN	1	1	-2.1005338349346365	1	0	1	2.1005338349346365
HEPARIN	1	1	0.5253536787321995	1	1	0	0.5253536787321995
HEPARIN CALCIUM	52	52	-0.1091589411580426	52	26	26	2.1799297088454224
HEPARIN SODIUM	320	320	0.34908707097237934	320	240	80	2.2652017056552607
HEPATITIS A VIRUS STRAIN HM175 ANTIGEN (FORMALDEHYDE INACTIVATED)\HEPATITIS B VIRUS SUBTYPE ADW2 HBSAG SURFACE PROTEIN ANTIGEN	1	1	-0.5526390690478468	1	0	1	0.5526390690478468
HEPATITIS B VIRUS VACCINE	2	2	1.1409592052027404	2	2	0	1.2626792596134857
HERBALS	128	128	-0.04209178088145649	128	69	59	2.116881377989662
HERBALS\DIAMMONIUM GLYCYRRHIZINATE	2	2	0.6924425680065549	2	2	0	0.7945360006506635
HERBALS\KARAYA GUM	1	1	0.7646139401189718	1	1	0	0.7646139401189718
HERBALS\MINERALS\VITAMINS	2	2	-0.9885126561958253	2	0	2	1.197042171350741
HERBALS\MITRAGYNINE	9	9	0.7094061251485719	9	8	1	1.1131859915068385
HERBALS\PLANTAGO OVATA LEAF	15	15	0.3591135154132538	15	9	6	1.8687993925825688
HERBALS\PLANTAGO OVATA SEED COAT	3	3	-0.4095737081389171	3	1	2	0.9359724899871197
HERBALS\PLANTAGO OVATA SEED\PLANTAGO SEED	2	2	-0.8249765008776518	2	0	2	1.0578014047752418
HERBALS\SAW PALMETTO	2	2	1.7835062907861818	2	2	0	2.0739468189173293
HERBALS\SENNOSIDES	4	4	-0.5079633440917477	4	1	3	1.017603003254667
HERBALS\TURMERIC	66	66	-0.49324539803014505	66	14	52	1.8754249047795337
HEROIN	1	1	0.9702339184852764	1	1	0	0.9702339184852764
HIGH DENSITY POLYETHYLENE	5	5	-0.3385141082645153	5	1	4	0.8893894116322818
HISTRELIN ACETATE	4	4	-1.9679938330982076	4	0	4	5.466463672519766
HOMATROPINE METHYLBROMIDE\HYDROCODONE BITARTRATE	5	5	-0.4328275333678122	5	1	4	0.8488530315773051
HOMEOPATHICS	9	9	-0.06582993622638249	9	4	5	1.0070953551734532
HORSE CHESTNUT	8	8	-1.5023123169564647	8	0	8	3.347865541172953
HUMALOG LISPRO	8	8	0.13948823927455684	8	5	3	0.7279257877509326
HUMAN C1-ESTERASE INHIBITOR	67	67	0.5681832407949141	67	47	20	2.120578460957087
HUMAN CLOSTRIDIUM TETANI TOXOID IMMUNE GLOBULIN	1	1	-0.7711713436598209	1	0	1	0.7711713436598209
HUMAN COAGULATION FACTOR VIII/VON WILLEBRAND FACTOR COMPLEX	6	6	-0.27422532586240994	6	2	4	1.467294272578991
HUMAN CYTOMEGALOVIRUS IMMUNE GLOBULIN	5	5	0.03306643740055213	5	3	2	1.2022314900790299
HUMAN HEPATITIS B VIRUS IMMUNE GLOBULIN	1	1	1.0125448734689488	1	1	0	1.0125448734689488
HUMAN IMMUNOGLOBULIN G	309	309	0.018060571337173172	309	166	143	2.3075627789279762
HUMAN IMMUNOGLOBULIN G\HYALURONIDASE (HUMAN RECOMBINANT)	33	33	-0.08366475283628852	33	15	18	1.6254809839356275
HUMAN IMMUNOGLOBULIN G\HYALURONIDASE RECOMBINANT HUMAN	16	16	-0.5609428103000289	16	2	14	1.1689902591081858
HUMAN PLASMA	5	5	0.3291197443509665	5	4	1	0.935963317015197
HUMAN PLATELET, ALLOGENIC	17	17	0.47205198482704963	17	14	3	1.1350054106977996
HUMAN RED BLOOD CELL	44	44	0.642349605106402	44	41	3	1.5196343914251085
HUMAN RHO(D) IMMUNE GLOBULIN	10	10	-1.5215828243458716	10	0	10	2.6308744351788316
HUMIRA 40 MG/ 0.8 ML PRE-FILLED SYRINGE	20	20	-0.6883585937208511	20	0	20	0.9913779562532951
HUMIRA 40 MG/0.8 ML PEN	45	45	-0.6181295214999548	45	3	42	1.0941849234347554
HUMIRA PEN	2	2	-0.9122186676122861	2	0	2	1.0771597661939476
HYALURONATE SODIUM	30	30	-0.27558865153927026	30	9	21	2.010323150248035
HYALURONIC ACID	5	5	-0.12953666548475878	5	2	3	1.4624731499360786
HYALURONIDASE	2	2	-0.4484065070205359	2	1	1	1.6833826901656976
HYALURONIDASE (HUMAN RECOMBINANT)\RITUXIMAB	5	5	0.8724679417964957	5	4	1	1.7442772709263197
HYALURONIDASE-ZZXF\PERTUZUMAB\TRASTUZUMAB	1	1	-0.5251865324012974	1	0	1	0.5251865324012974
HYDRALAZINE HYDROCHLORIDE	166	166	0.19604334493550352	166	105	61	2.150230536187134
HYDROCHLOROTHIAZIDE	388	388	-0.01016102670288697	388	194	194	2.4848334918166115
HYDROCHLOROTHIAZIDE\IRBESARTAN	53	53	0.09694722007041091	53	31	22	1.2434910955470584
HYDROCHLOROTHIAZIDE\LISINOPRIL	97	97	-0.06046446897806097	97	46	51	1.528153257788446
HYDROCHLOROTHIAZIDE\LOSARTAN	24	24	-0.2265510039966054	24	9	15	1.3562372773623441
HYDROCHLOROTHIAZIDE\LOSARTAN POTASSIUM	64	64	-0.013843600635174673	64	33	31	1.3113065817388587
HYDROCHLOROTHIAZIDE\METOPROLOL SUCCINATE	1	1	-0.5775292070562271	1	0	1	0.5775292070562271
HYDROCHLOROTHIAZIDE\NEBIVOLOL HYDROCHLORIDE	2	2	-0.15202644840378454	2	1	1	1.1228487824513493
HYDROCHLOROTHIAZIDE\OLMESARTAN MEDOXOMIL	34	34	-0.30828221896374375	34	10	24	1.6406181867552638
HYDROCHLOROTHIAZIDE\QUINAPRIL HYDROCHLORIDE	6	6	-0.14466979055735824	6	2	4	1.018714258678577
HYDROCHLOROTHIAZIDE\RAMIPRIL	28	28	0.24314269217346182	28	18	10	1.2918821674423018
HYDROCHLOROTHIAZIDE\SPIRONOLACTONE	11	11	-0.7582916629322224	11	2	9	1.7997199256738994
HYDROCHLOROTHIAZIDE\TELMISARTAN	23	23	0.18564639416313422	23	14	9	1.4556302795677916
HYDROCHLOROTHIAZIDE\TRIAMTERENE	32	32	-0.5909948443863795	32	5	27	2.1095483388424268
HYDROCHLOROTHIAZIDE\VALSARTAN	132	132	0.072373685240184	132	77	55	2.159457794417845
HYDROCODONE	127	127	-0.24463882250136154	127	42	85	1.3969343269627836
HYDROCODONE /ACETAMINOPHEN	1	1	-1.3349572117096764	1	0	1	1.3349572117096764
HYDROCODONE BITARTRATE	50	50	0.27517654445245104	50	34	16	1.3298291461223317
HYDROCODONE BITARTRATE\IBUPROFEN	23	23	0.5442320816519428	23	20	3	1.2571148284156712
HYDROCODONE+PARACETAMOL	3	3	0.6685145244858797	3	3	0	0.8268097830353774
HYDROCORT [HYDROCORTISONE]	2	2	-0.553290100460986	2	0	2	0.5632904086680462
HYDROCORTISONE	433	433	0.47903712784919583	433	285	148	3.311660819419744
HYDROCORTISONE ACETATE	131	131	0.02403102747497412	131	62	69	4.124850075431562
HYDROCORTISONE ACETATE\PRAMOXINE HYDROCHLORIDE	4	4	-0.24292734132869048	4	1	3	1.048296423705909
HYDROCORTISONE BUTYRATE	42	42	1.448676823323213	42	36	6	2.862782925977209
HYDROCORTISONE SODIUM SUCCINATE	131	131	0.7934025522486942	131	91	40	3.277123381081788
HYDROCORTISONE VALERATE	5	5	-0.412496084686821	5	1	4	0.9631325326261201
HYDROCORTISONE\MICONAZOLE NITRATE	1	1	-0.7727167189428982	1	0	1	0.7727167189428982
HYDROCORTISONE\NEOMYCIN SULFATE\POLYMYXIN B SULFATE	2	2	-0.948537770828805	2	0	2	1.0718342755222865
HYDROGEN PEROXIDE	2	2	-0.6875961170823646	2	0	2	0.7524856426604666
HYDROMORPHONE	339	339	0.5167295432605511	339	266	73	2.715279589939539
HYDROMORPHONE HYDROCHLORIDE	482	482	0.6738555547792779	482	411	71	2.8629918086000745
HYDROQUINONE	3	3	-0.6389605560980324	3	0	3	0.7723652046122137
HYDROTALCITE	3	3	-0.2029231204268027	3	1	2	1.0508646280503209
HYDROXOCOBALAMIN	33	33	-0.05385193079183615	33	14	19	1.4192678388205404
HYDROXYCHLOROQUINE	410	410	0.1851504558722633	410	223	187	3.7806286690303286
HYDROXYCHLOROQUINE DIPHOSPHATE	56	56	-0.29803847884248497	56	25	31	2.8396511441006207
HYDROXYCHLOROQUINE SULFATE	408	408	-0.2676086103942082	408	163	245	4.007876787939223
HYDROXYPROGESTERONE CAPROATE	7	7	-3.9059068276728257	7	0	7	6.474904147921193
HYDROXYUREA	83	83	0.20672645201717474	83	54	29	1.3278700599976077
HYDROXYZINE HYDROCHLORIDE	192	192	0.137729208255642	192	116	76	1.7956476067635876
HYDROXYZINE PAMOATE	44	44	-0.44572253189341704	44	10	34	2.910585733211121
HYOSCYAMINE	15	15	-0.6615791623048246	15	1	14	1.543036619473779
HYOSCYAMINE SULFATE	12	12	-0.7393042654442176	12	0	12	1.0254520675894865
HYOSCYAMINE SULFATE\METHENAMINE\METHYLENE BLUE\PHENYL SALICYLATE\SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE	3	3	-0.8490279352273037	3	0	3	1.1145457207919365
HYPOCHLORITE ION	1	1	1.5282705833870143	1	1	0	1.5282705833870143
HYPROMELLOSE 2910 (4000 MPA.S)	16	16	-0.5769816814846754	16	2	14	1.3888274217755998
HYPROMELLOSES	23	23	-0.5806332937593084	23	3	20	1.2467703896839217
IBALIZUMAB-UIYK	1	1	0.6566023907348976	1	1	0	0.6566023907348976
IBANDRONATE SODIUM	26	26	-0.3760422057143136	26	8	18	1.6370231444218692
IBANDRONIC ACID	9	9	-0.673190638780833	9	1	8	1.1068594785183814
IBRITUMOMAB TIUXETAN	1	1	0.8034762826634589	1	1	0	0.8034762826634589
IBRUTINIB	188	188	0.22758114908299984	188	119	69	2.750600706413888
IBUPROFEN	570	570	0.024867715677940362	570	269	301	3.494345178705041
IBUPROFEN SODIUM	12	12	-0.5616177437762143	12	1	11	1.0522413644202049
IBUPROFEN\PHENYLEPHRINE HYDROCHLORIDE	2	2	-0.7842690142217783	2	0	2	0.8688540304301169
IBUPROFEN\PSEUDOEPHEDRINE HYDROCHLORIDE	6	6	-1.0698089332527974	6	1	5	1.6885446431085172
ICATIBANT ACETATE	25	25	-0.38908337560812456	25	7	18	1.410167006356973
ICOSAPENT	13	13	1.1516345424329228	13	12	1	1.6012044174743205
ICOSAPENT ETHYL	36	36	0.25319918962843374	36	26	10	1.1672732775085861
IDARUBICIN	40	40	0.6422851222215525	40	33	7	1.8638565807720708
IDARUBICIN HYDROCHLORIDE	14	14	0.1848858773519562	14	9	5	1.6078100129005581
IDARUCIZUMAB	13	13	0.8158466128794093	13	13	0	1.4126264927304708
IDECABTAGENE VICLEUCEL	8	8	0.822860825510622	8	8	0	1.0308330062571815
IDELALISIB	34	34	0.6180587761043657	34	28	6	2.0028389283314247
IFOSFAMIDE	129	129	0.35151531339809305	129	92	37	2.1617836550235503
IGURATIMOD	4	4	-0.4379259128466736	4	1	3	1.042633490147616
ILOPERIDONE	6	6	-0.747103093305055	6	1	5	1.46420285893852
ILOPROST	22	22	0.3278814799659925	22	17	5	1.0642563842389066
IMATINIB	46	46	0.4837967076552413	46	37	9	1.4136365839544742
IMATINIB MESYLATE	141	141	0.5786052033629931	141	126	15	1.683444270344514
IMDEVIMAB	5	5	-0.8356501885694773	5	0	5	1.245798569259627
IMIDAPRIL	2	2	0.9648372940706039	2	2	0	1.121793163952731
IMIGLUCERASE	14	14	-0.33408681151308617	14	2	12	1.5153231757898982
IMIPENEM	32	32	0.5751780331036428	32	28	4	1.4461878550643543
IMIPRAMINE	16	16	-0.1737316560958694	16	6	10	0.9223890938505633
IMIPRAMINE HYDROCHLORIDE	12	12	-0.8147348932619015	12	0	12	1.1629855673350886
IMIQUIMOD	9	9	-0.43303364696858637	9	2	7	1.1092621764333515
IMMUNE GLOBULIN NOS	39	39	0.6487406471421234	39	35	4	1.6923666882769792
IMURAN /00001501/	1	1	-0.5721240720065698	1	0	1	0.5721240720065698
INCLISIRAN SODIUM	26	26	-0.42964897971628757	26	5	21	1.0427689019152597
INCOBOTULINUMTOXINA	9	9	-0.9735851343075159	9	2	7	2.3488581611365835
INDACATEROL	45	45	0.7465177625872236	45	43	2	1.6555033676760669
INDACATEROL MALEATE	12	12	0.4275510761267845	12	8	4	1.5271205899623608
INDAPAMIDE	146	146	0.18369012809837262	146	86	60	1.9677175837769496
INDAPAMIDE\PERINDOPRIL	30	30	0.15778361943192618	30	18	12	1.9257426221847338
INDAPAMIDE\PERINDOPRIL ARGININE	4	4	0.09072968281994168	4	2	2	0.8059312349891974
INDAPAMIDE\PERINDOPRIL ERBUMINE	10	10	-0.4852208306507129	10	3	7	1.7822016758723587
INDINAVIR	5	5	1.4289567262698963	5	5	0	2.4061323344906738
INDINAVIR SULFATE	7	7	0.9657962408322989	7	7	0	1.6410031975070367
INDOMETHACIN	151	151	0.47238293292856565	151	108	43	2.1298763286181375
INDOMETHACIN SODIUM	3	3	-0.18122032770873595	3	1	2	1.3534460536988435
INFLIXIMAB	644	644	0.2070116137021784	644	326	318	4.414903065456315
INFLIXIMAB-ABDA	17	17	-0.7873899568228664	17	0	17	1.7172653535730398
INFLIXIMAB-AXXQ	4	4	-0.6926975527812481	4	0	4	0.8170330576510981
INFLIXIMAB-DYYB	48	48	-0.7085687631062084	48	11	37	2.4245998441411265
