drug	n_signals	n_ae	n_trials	signal_rate
DRUG:TRABECTEDIN	16	91	0	0.17582417582417584
DRUG:FRUQUINTINIB	16	94	0	0.1702127659574468
DRUG:VITAMIN E	16	183	0	0.08743169398907104
DRUG:DEFIBROTIDE	16	69	0	0.2318840579710145
DRUG:PROPAFENONE	16	139	0	0.11510791366906475
DRUG:ATROPINE;DIPHENOXYLATE	16	87	0	0.1839080459770115
DRUG:PANTOPRAZOLE SODIUM	16	215	0	0.07441860465116279
DRUG:GADOBENIC ACID	16	121	0	0.1322314049586777
DRUG:LORATADINE;PSEUDOEPHEDRINE	16	128	0	0.125
DRUG:PRAZEPAM	15	114	0	0.13157894736842105
DRUG:PERPHENAZINE	15	90	0	0.16666666666666666
DRUG:QUINAPRIL	15	89	0	0.16853932584269662
DRUG:CYPROHEPTADINE	15	89	0	0.16853932584269662
DRUG:QUININE	15	104	0	0.14423076923076922
DRUG:ANASTROZOLE	15	864	0	0.017361111111111112
DRUG:PENTOSAN POLYSULFATE	15	149	0	0.10067114093959731
DRUG:DEXTROMETHORPHAN;GUAIFENESIN	15	145	0	0.10344827586206896
DRUG:ACETAZOLAMIDE	15	205	0	0.07317073170731707
DRUG:GADOXETIC ACID	15	51	0	0.29411764705882354
DRUG:CAPMATINIB	15	94	0	0.1595744680851064
DRUG:RIZATRIPTAN	15	166	0	0.09036144578313253
DRUG:DEXMEDETOMIDINE	15	110	0	0.13636363636363635
DRUG:COLISTIN	15	93	0	0.16129032258064516
DRUG:TIMOLOL	15	166	0	0.09036144578313253
DRUG:DEUTETRABENAZINE	15	196	0	0.07653061224489796
DRUG:ATOVAQUONE	15	105	0	0.14285714285714285
DRUG:LAMIVUDINE;ZIDOVUDINE	15	99	0	0.15151515151515152
DRUG:BRIMONIDINE;BRINZOLAMIDE	15	84	0	0.17857142857142858
DRUG:CASIRIVIMAB;IMDEVIMAB	15	89	0	0.16853932584269662
DRUG:ONASEMNOGENE ABEPARVOVEC	15	126	0	0.11904761904761904
DRUG:IOVERSOL	15	83	0	0.18072289156626506
DRUG:DRONEDARONE	15	152	0	0.09868421052631579
DRUG:LECANEMAB	15	60	0	0.25
DRUG:CANDESARTAN CILEXETIL	15	120	0	0.125
DRUG:TEZEPELUMAB	15	199	0	0.07537688442211055
DRUG:SULFUR HEXAFLUORIDE	15	66	0	0.22727272727272727
DRUG:PIPAMPERONE	15	156	0	0.09615384615384616
DRUG:FINASTERIDE	15	985	0	0.015228426395939087
DRUG:METHOCARBAMOL	14	207	0	0.06763285024154589
DRUG:GADOPENTETIC ACID	14	87	0	0.16091954022988506
DRUG:CHLOROQUINE	14	161	0	0.08695652173913043
DRUG:TRIAZOLAM	14	97	0	0.14432989690721648
DRUG:METOLAZONE	14	104	0	0.1346153846153846
DRUG:FOSTAMATINIB	14	137	0	0.10218978102189781
DRUG:CAFFEINE;DIHYDROCODEINE;PARACETAMOL	14	57	0	0.24561403508771928
DRUG:BRIGATINIB	14	127	0	0.11023622047244094
DRUG:GALSULFASE	14	85	0	0.16470588235294117
DRUG:CABERGOLINE	14	144	0	0.09722222222222222
DRUG:CHORIONIC GONADOTROPHIN	14	124	0	0.11290322580645161
DRUG:FLURAZEPAM	14	99	0	0.1414141414141414
DRUG:RIFABUTIN	14	87	0	0.16091954022988506
DRUG:TERBUTALINE	14	141	0	0.09929078014184398
DRUG:DIDANOSINE	14	112	0	0.125
DRUG:BISMUTH	14	117	0	0.11965811965811966
DRUG:AMINOPHYLLINE	14	85	0	0.16470588235294117
DRUG:DESONIDE	14	59	0	0.23728813559322035
DRUG:HYDROXYQUINOLINE	14	136	0	0.10294117647058823
DRUG:LANTHANUM CARBONATE	14	120	0	0.11666666666666667
DRUG:TIAPRIDE	14	80	0	0.175
DRUG:ALBIGLUTIDE	14	139	0	0.10071942446043165
DRUG:PANOBINOSTAT	14	68	0	0.20588235294117646
DRUG:ROFECOXIB	14	96	0	0.14583333333333334
DRUG:VARICELLA ZOSTER VACCINE	14	229	0	0.0611353711790393
DRUG:IBANDRONIC ACID	14	687	0	0.020378457059679767
DRUG:BILASTINE	14	98	0	0.14285714285714285
DRUG:AMBROXOL	14	143	0	0.0979020979020979
DRUG:CHLORAMBUCIL	14	109	0	0.12844036697247707
DRUG:LOXOPROFEN	14	87	0	0.16091954022988506
DRUG:ADEFOVIR DIPIVOXIL	14	58	0	0.2413793103448276
DRUG:FLUOXETINE HYDROCHLORIDE	14	94	0	0.14893617021276595
DRUG:NALOXONE;OXYCODONE	14	128	0	0.109375
DRUG:MAGNESIUM;POTASSIUM SULFATE;SODIUM SULFATE	14	95	0	0.14736842105263157
DRUG:LUTETIUM (177LU) DOTATATE	14	104	0	0.1346153846153846
DRUG:PEXIDARTINIB	14	111	0	0.12612612612612611
DRUG:AMANTADINE HYDROCHLORIDE	14	94	0	0.14893617021276595
DRUG:LOMITAPIDE	13	122	0	0.10655737704918032
DRUG:IOPAMIDOL	13	84	0	0.15476190476190477
DRUG:DEXAMFETAMINE	13	88	0	0.14772727272727273
DRUG:MANNITOL	13	176	0	0.07386363636363637
DRUG:ACARBOSE	13	89	0	0.14606741573033707
DRUG:CRISABOROLE	13	103	0	0.1262135922330097
DRUG:ROPIVACAINE	13	116	0	0.11206896551724138
DRUG:LOMUSTINE	13	63	0	0.20634920634920634
DRUG:ACETYLSALICYLIC ACID;OXYCODONE	13	74	0	0.17567567567567569
DRUG:SPARSENTAN	13	129	0	0.10077519379844961
DRUG:DOXYLAMINE	13	114	0	0.11403508771929824
DRUG:RUCAPARIB	13	353	0	0.036827195467422094
DRUG:CHLORAMPHENICOL	13	125	0	0.104
DRUG:UNSPECIFIED INGREDIENT	13	284	0	0.045774647887323945
DRUG:ACENOCOUMAROL	13	140	0	0.09285714285714286
DRUG:CAPSAICIN	13	98	0	0.1326530612244898
DRUG:G-CSF, UNSPECIFIED	13	73	0	0.1780821917808219
DRUG:ZIPRASIDONE HYDROCHLORIDE	13	43	0	0.3023255813953488
DRUG:PEGINTERFERONS, UNSPECIFIED	13	73	0	0.1780821917808219
DRUG:MOXONIDINE	13	157	0	0.08280254777070063
DRUG:CIPROFLOXACIN HYDROCHLORIDE	13	108	0	0.12037037037037036
DRUG:ALBUTEROL	13	186	0	0.06989247311827956
DRUG:ELOTUZUMAB	13	96	0	0.13541666666666666
DRUG:ESOMEPRAZOLE;NAPROXEN	13	284	0	0.045774647887323945
DRUG:TENECTEPLASE	13	32	0	0.40625
DRUG:GADODIAMIDE	13	56	0	0.23214285714285715
DRUG:ZOLPIDEM TARTRATE	13	90	0	0.14444444444444443
DRUG:NICARDIPINE	13	96	0	0.13541666666666666
DRUG:NAPROXEN SODIUM	13	190	0	0.06842105263157895
DRUG:DULOXETINE HYDROCHLORIDE	13	194	0	0.06701030927835051
DRUG:ONDANSETRON HYDROCHLORIDE	13	131	0	0.09923664122137404
DRUG:CHLORTALIDONE	12	159	0	0.07547169811320754
DRUG:VINDESINE	12	71	0	0.16901408450704225
DRUG:SELINEXOR	12	59	0	0.2033898305084746
DRUG:INTERFERON ALFA-2B	12	101	0	0.1188118811881188
DRUG:RADIOTHERAPY, UNSPECIFIED	12	85	0	0.1411764705882353
DRUG:AZELASTINE;FLUTICASONE	12	85	0	0.1411764705882353
DRUG:SEVELAMER	12	91	0	0.13186813186813187
DRUG:VITAMIN B, UNSPECIFIED	12	280	0	0.04285714285714286
DRUG:BRODALUMAB	12	123	0	0.0975609756097561
DRUG:RIMEGEPANT	12	191	0	0.06282722513089005
DRUG:MUPIROCIN	12	138	0	0.08695652173913043
DRUG:THIAMAZOLE	12	106	0	0.11320754716981132
DRUG:TAMOXIFEN	12	639	0	0.018779342723004695
DRUG:OLMESARTAN MEDOXOMIL	12	53	0	0.22641509433962265
DRUG:NADOLOL	12	127	0	0.09448818897637795
DRUG:MACROGOL;PROPYLENE GLYCOL	12	69	0	0.17391304347826086
DRUG:INDAPAMIDE;PERINDOPRIL	12	88	0	0.13636363636363635
DRUG:VENLAFAXINE HYDROCHLORIDE	12	181	0	0.06629834254143646
DRUG:NIRAPARIB	12	727	0	0.016506189821182942
DRUG:TRAVOPROST	12	152	0	0.07894736842105263
DRUG:PASIREOTIDE	12	148	0	0.08108108108108109
DRUG:GLUCAGON	12	127	0	0.09448818897637795
DRUG:GEFITINIB	12	152	0	0.07894736842105263
DRUG:PLANTAGO SPP	12	120	0	0.1
DRUG:INDOMETHACIN	12	109	0	0.11009174311926606
DRUG:SUGAMMADEX	12	75	0	0.16
DRUG:IVACAFTOR;TEZACAFTOR	12	95	0	0.12631578947368421
DRUG:ABEMACICLIB	12	496	0	0.024193548387096774
DRUG:MIDOMAFETAMINE	12	89	0	0.1348314606741573
DRUG:CHLORHEXIDINE;ISOPROPANOL	12	296	0	0.04054054054054054
DRUG:METHYLDOPA	12	152	0	0.07894736842105263
DRUG:IDARUCIZUMAB	12	42	0	0.2857142857142857
DRUG:TASIMELTEON	12	115	0	0.10434782608695652
DRUG:DICLOFENAMIDE	12	96	0	0.125
DRUG:VILANTEROL	12	139	0	0.08633093525179857
DRUG:CERITINIB	12	97	0	0.12371134020618557
DRUG:NITRIC OXIDE	12	43	0	0.27906976744186046
DRUG:AZELASTINE	11	116	0	0.09482758620689655
DRUG:PYRIDOSTIGMINE	11	140	0	0.07857142857142857
DRUG:PARAFFIN	11	59	0	0.1864406779661017
DRUG:ROPEGINTERFERON ALFA-2B	11	91	0	0.12087912087912088
DRUG:DAPAGLIFLOZIN;METFORMIN	11	99	0	0.1111111111111111
DRUG:LEUCOVORIN CALCIUM	11	78	0	0.14102564102564102
DRUG:TETRACYCLINE	11	212	0	0.05188679245283019
DRUG:HYDROCHLOROTHIAZIDE;IRBESARTAN	11	134	0	0.08208955223880597
DRUG:IMIGLUCERASE	11	99	0	0.1111111111111111
DRUG:EZETIMIBE;SIMVASTATIN	11	144	0	0.0763888888888889
DRUG:DELORAZEPAM	11	75	0	0.14666666666666667
DRUG:RIFAMPIN	11	68	0	0.16176470588235295
DRUG:DIGITOXIN	11	119	0	0.09243697478991597
DRUG:SACITUZUMAB GOVITECAN	11	214	0	0.0514018691588785
DRUG:CEPHALEXIN	11	120	0	0.09166666666666666
DRUG:DIPHENHYDRAMINE;PARACETAMOL	11	141	0	0.07801418439716312
DRUG:INTERFERON	11	60	0	0.18333333333333332
DRUG:ENOXAPARIN SODIUM	11	103	0	0.10679611650485436
DRUG:DOCOSANOL	11	143	0	0.07692307692307693
DRUG:APROTININ	11	16	0	0.6875
DRUG:TALC	11	25	0	0.44
DRUG:XANTOFYL	11	120	0	0.09166666666666666
DRUG:PROCYCLIDINE	11	171	0	0.06432748538011696
DRUG:MILNACIPRAN	11	149	0	0.0738255033557047
DRUG:VANDETANIB	11	80	0	0.1375
DRUG:DEXAMETHASONE;TOBRAMYCIN	11	71	0	0.15492957746478872
DRUG:ALPELISIB	11	317	0	0.03470031545741325
DRUG:PRIMIDONE	11	74	0	0.14864864864864866
DRUG:XIPAMIDE	11	97	0	0.1134020618556701
DRUG:ESLICARBAZEPINE	11	121	0	0.09090909090909091
DRUG:AMLODIPINE BESYLATE	11	108	0	0.10185185185185185
DRUG:CILTACABTAGENE AUTOLEUCEL	11	65	0	0.16923076923076924
DRUG:POVIDONE	11	167	0	0.0658682634730539
DRUG:XYLOMETAZOLINE	11	109	0	0.10091743119266056
DRUG:COLESTYRAMINE	11	135	0	0.08148148148148149
DRUG:ISAVUCONAZOLE	11	124	0	0.08870967741935484
DRUG:VITAMIN B5	11	139	0	0.07913669064748201
DRUG:BRINZOLAMIDE	11	110	0	0.1
DRUG:CLIOQUINOL	10	190	0	0.05263157894736842
DRUG:KETOTIFEN	10	57	0	0.17543859649122806
DRUG:REMIFENTANIL	10	89	0	0.11235955056179775
DRUG:CISATRACURIUM	10	84	0	0.11904761904761904
DRUG:OLOPATADINE	10	103	0	0.0970873786407767
DRUG:SULPIRIDE	10	95	0	0.10526315789473684
DRUG:RIBOCICLIB	10	1193	0	0.008382229673093043
DRUG:EMPAGLIFLOZIN;METFORMIN	10	53	0	0.18867924528301888
DRUG:BELUMOSUDIL	10	83	0	0.12048192771084337
DRUG:SULFADIAZINE	10	96	0	0.10416666666666667
DRUG:CITRIC ACID;MAGNESIUM;SODIUM PICOSULFATE	10	150	0	0.06666666666666667
DRUG:DEFERIPRONE	10	77	0	0.12987012987012986
DRUG:CILOSTAZOL	10	64	0	0.15625
DRUG:FARICIMAB	10	74	0	0.13513513513513514
DRUG:BECAPLERMIN	10	61	0	0.16393442622950818
DRUG:LANADELUMAB	10	250	0	0.04
DRUG:BENZONATATE	10	69	0	0.14492753623188406
DRUG:SODIUM FLUORIDE	10	213	0	0.046948356807511735
DRUG:PHENTERMINE;TOPIRAMATE	10	172	0	0.05813953488372093
DRUG:SODIUM	10	170	1	0.058823529411764705
DRUG:ENZALUTAMIDE	10	1041	0	0.009606147934678195
DRUG:CANAGLIFLOZIN;METFORMIN	10	56	0	0.17857142857142858
DRUG:PROGESTERONE	10	333	0	0.03003003003003003
DRUG:ALFUZOSIN	10	189	0	0.05291005291005291
DRUG:AVACOPAN	10	95	0	0.10526315789473684
DRUG:LOPINAVIR	10	52	0	0.19230769230769232
DRUG:BUPROPION HYDROCHLORIDE	10	109	0	0.09174311926605505
DRUG:ETRAVIRINE	10	144	0	0.06944444444444445
DRUG:ROMOSOZUMAB	10	335	0	0.029850746268656716
DRUG:ELBASVIR;GRAZOPREVIR	10	90	0	0.1111111111111111
DRUG:FLUTICASONE PROPIONATE	10	133	0	0.07518796992481203
DRUG:ORITAVANCIN	10	29	0	0.3448275862068966
DRUG:LOSARTAN POTASSIUM	10	130	0	0.07692307692307693
DRUG:BISMUTH;METRONIDAZOLE;TETRACYCLINE	9	58	0	0.15517241379310345
DRUG:INTERFERON BETA	9	27	0	0.3333333333333333
DRUG:TINZAPARIN	9	105	0	0.08571428571428572
DRUG:OMADACYCLINE	9	43	0	0.20930232558139536
DRUG:IODINE	9	306	0	0.029411764705882353
DRUG:TOLTERODINE	9	187	0	0.0481283422459893
DRUG:ENASIDENIB	9	73	0	0.1232876712328767
DRUG:VANCOMYCIN HYDROCHLORIDE	9	95	0	0.09473684210526316
DRUG:INSULIN;LIXISENATIDE	9	69	0	0.13043478260869565
DRUG:DICLOFENAC;MISOPROSTOL	9	140	0	0.06428571428571428
DRUG:RILONACEPT	9	49	0	0.1836734693877551
DRUG:CEDAZURIDINE;DECITABINE	9	74	0	0.12162162162162163
DRUG:PROPIOMAZINE	9	61	0	0.14754098360655737
DRUG:ALOGLIPTIN	9	58	0	0.15517241379310345
DRUG:FLUOCINOLONE	9	47	0	0.19148936170212766
DRUG:MAGNESIUM;POTASSIUM;SODIUM SULFATE	9	37	0	0.24324324324324326
DRUG:MAVACAMTEN	9	99	0	0.09090909090909091
DRUG:PROMAZINE	9	52	0	0.17307692307692307
DRUG:MEFLOQUINE	9	46	0	0.1956521739130435
DRUG:BEBTELOVIMAB	9	69	0	0.13043478260869565
DRUG:CALCIUM CHLORIDE\DEXTROSE\MAGNESIUM CHLORIDE\SODIUM CHLORIDE\SODIUM LACTATE	9	68	0	0.1323529411764706
DRUG:PRAZOSIN	9	99	0	0.09090909090909091
DRUG:MITOMYCIN	9	61	0	0.14754098360655737
DRUG:HYDROCHLOROTHIAZIDE;RAMIPRIL	9	100	0	0.09
DRUG:BELANTAMAB MAFODOTIN	9	62	0	0.14516129032258066
DRUG:GLOFITAMAB	9	42	0	0.21428571428571427
DRUG:DOXYCYCLINE HYCLATE	9	111	0	0.08108108108108109
DRUG:MIDODRINE	9	90	0	0.1
DRUG:BENAZEPRIL	9	65	0	0.13846153846153847
DRUG:MICONAZOLE	9	126	0	0.07142857142857142
DRUG:GEMTUZUMAB OZOGAMICIN	9	74	0	0.12162162162162163
DRUG:TRIAMCINOLONE ACETONIDE	9	128	0	0.0703125
DRUG:ELETRIPTAN	9	136	0	0.0661764705882353
DRUG:ABROCITINIB	9	82	0	0.10975609756097561
DRUG:LOPERAMIDE;SIMETICONE	9	74	0	0.12162162162162163
DRUG:DIPHENHYDRAMINE HYDROCHLORIDE	9	153	0	0.058823529411764705
DRUG:NELFINAVIR	9	65	0	0.13846153846153847
DRUG:DICYCLOVERINE	9	66	0	0.13636363636363635
DRUG:UNSPECIFIED, TRIAL	9	78	0	0.11538461538461539
DRUG:LOTEPREDNOL	9	84	0	0.10714285714285714
DRUG:FENOTEROL;IPRATROPIUM	9	86	0	0.10465116279069768
DRUG:PENTOXIFYLLINE	9	98	0	0.09183673469387756
DRUG:BETAMETHASONE;CALCIPOTRIOL	9	78	0	0.11538461538461539
DRUG:NEPAFENAC	9	46	0	0.1956521739130435
DRUG:FLUCLOXACILLIN	9	83	0	0.10843373493975904
DRUG:ATORVASTATIN;EZETIMIBE	8	108	0	0.07407407407407407
DRUG:DARATUMUMAB;HYALURONIDASE	8	69	0	0.11594202898550725
DRUG:MISOPROSTOL	8	202	0	0.039603960396039604
DRUG:PEGINTERFERON ALFA	8	41	0	0.1951219512195122
DRUG:DARIDOREXANT	8	63	0	0.12698412698412698
DRUG:ZICONOTIDE	8	84	0	0.09523809523809523
DRUG:DEXAMFETAMINE;AMFETAMINE	8	41	0	0.1951219512195122
DRUG:ATOGEPANT	8	140	0	0.05714285714285714
DRUG:AMLODIPINE;OLMESARTAN	8	64	0	0.125
DRUG:METHYLTHIONINIUM	8	55	2	0.14545454545454545
DRUG:CIDOFOVIR	8	45	0	0.17777777777777778
DRUG:PARATHYROID HORMONE	8	192	0	0.041666666666666664
DRUG:AGOMELATINE	8	80	0	0.1
DRUG:LOVASTATIN	8	82	0	0.0975609756097561
DRUG:COBICISTAT;DARUNAVIR	8	70	0	0.11428571428571428
DRUG:ATRACURIUM	8	94	0	0.0851063829787234
DRUG:DACLIZUMAB	8	119	0	0.06722689075630252
DRUG:NELARABINE	8	59	0	0.13559322033898305
DRUG:PSEUDOEPHEDRINE HYDROCHLORIDE	8	147	0	0.05442176870748299
DRUG:RISDIPLAM	8	86	0	0.09302325581395349
DRUG:CYTARABINE;DAUNORUBICIN	8	50	0	0.16
DRUG:CHLORDIAZEPOXIDE	8	65	0	0.12307692307692308
DRUG:AVIBACTAM;CEFTAZIDIME	8	50	0	0.16
DRUG:MARAVIROC	8	66	0	0.12121212121212122
DRUG:MEFENAMIC ACID	8	134	0	0.05970149253731343
DRUG:BISOPROLOL;HYDROCHLOROTHIAZIDE	8	130	0	0.06153846153846154
DRUG:PREDNISOLONE ACETATE	8	41	0	0.1951219512195122
DRUG:LETERMOVIR	8	44	0	0.18181818181818182
DRUG:PANAX SPP	8	139	0	0.05755395683453238
DRUG:CITRIC ACID	8	114	0	0.07017543859649122
DRUG:PENICILLINS, UNSPECIFIED	8	171	0	0.04678362573099415
DRUG:DEFLAZACORT	8	83	0	0.0963855421686747
DRUG:AMIVANTAMAB	8	82	0	0.0975609756097561
DRUG:DINUTUXIMAB	8	60	0	0.13333333333333333
DRUG:TIOPRONIN	8	55	0	0.14545454545454545
DRUG:FERRIC DERISOMALTOSE	8	95	0	0.08421052631578947
DRUG:HYALURONIC ACID	8	150	0	0.05333333333333334
DRUG:ERDAFITINIB	8	31	0	0.25806451612903225
DRUG:FLUTICASONE FUROATE\VILANTEROL TRIFENATATE	8	41	0	0.1951219512195122
DRUG:ACETYLSALICYLIC ACID;DIPYRIDAMOLE	8	52	0	0.15384615384615385
DRUG:DIVALPROEX SODIUM	8	38	0	0.21052631578947367
DRUG:DISULFIRAM	8	51	0	0.1568627450980392
DRUG:TRANDOLAPRIL	8	81	0	0.09876543209876543
DRUG:DIPYRIDAMOLE	8	66	0	0.12121212121212122
DRUG:TALIGLUCERASE ALFA	8	38	0	0.21052631578947367
DRUG:HYDROCHLOROTHIAZIDE;TELMISARTAN	8	110	0	0.07272727272727272
DRUG:HYDROCODONE;IBUPROFEN	8	48	0	0.16666666666666666
DRUG:BROTIZOLAM	8	50	0	0.16
DRUG:INDINAVIR	8	48	0	0.16666666666666666
DRUG:DIPHENHYDRAMINE;IBUPROFEN	8	87	0	0.09195402298850575
DRUG:HYDROXYPROGESTERONE	8	226	0	0.035398230088495575
DRUG:HYDROXYUREA	8	66	0	0.12121212121212122
DRUG:TAZOBACTAM	8	73	0	0.1095890410958904
DRUG:ALFACALCIDOL	8	206	0	0.038834951456310676
DRUG:SELEGILINE	8	65	0	0.12307692307692308
DRUG:ESZOPICLONE	8	106	0	0.07547169811320754
DRUG:TECLISTAMAB	8	73	0	0.1095890410958904
DRUG:ETESEVIMAB	8	54	0	0.14814814814814814
DRUG:DONANEMAB	8	27	0	0.2962962962962963
DRUG:IDECABTAGENE VICLEUCEL	8	38	0	0.21052631578947367
DRUG:ISOFLURANE	8	68	0	0.11764705882352941
DRUG:BREXUCABTAGENE AUTOLEUCEL	8	73	0	0.1095890410958904
DRUG:EMPAGLIFLOZIN;LINAGLIPTIN	8	42	0	0.19047619047619047
DRUG:GLYCOPYRROLATE	8	53	0	0.1509433962264151
DRUG:ROMIDEPSIN	8	33	0	0.24242424242424243
DRUG:ETHOSUXIMIDE	8	67	0	0.11940298507462686
DRUG:ESCITALOPRAM OXALATE	8	99	0	0.08080808080808081
DRUG:TUBERCULIN	8	55	0	0.14545454545454545
DRUG:DEXTROPROPOXYPHENE;PARACETAMOL	8	213	0	0.03755868544600939
DRUG:GLUCOSAMINE	8	210	0	0.0380952380952381
DRUG:ACLIDINIUM BROMIDE	7	74	0	0.0945945945945946
DRUG:METHADONE HYDROCHLORIDE	7	63	0	0.1111111111111111
DRUG:GLYCEROL PHENYLBUTYRATE	7	42	0	0.16666666666666666
DRUG:BENZODIAZEPINES, UNSPECIFIED	7	36	0	0.19444444444444445
DRUG:AMIFAMPRIDINE	7	162	0	0.043209876543209874
DRUG:LISOCABTAGENE MARALEUCEL	7	25	0	0.28
DRUG:SONIDEGIB	7	43	0	0.16279069767441862
DRUG:SAQUINAVIR	7	56	0	0.125
DRUG:NALOXEGOL	7	81	0	0.08641975308641975
DRUG:NADROPARIN	7	92	0	0.07608695652173914
DRUG:ETELCALCETIDE	7	66	0	0.10606060606060606
DRUG:FLUPHENAZINE	7	63	0	0.1111111111111111
DRUG:.ALPHA.-TOCOPHEROL, D-	7	139	0	0.050359712230215826
DRUG:TALQUETAMAB	7	41	0	0.17073170731707318
DRUG:TALAZOPARIB	7	40	0	0.175
DRUG:PILOCARPINE	7	74	0	0.0945945945945946
DRUG:ORLISTAT	7	181	0	0.03867403314917127
DRUG:TUCATINIB	7	352	0	0.019886363636363636
DRUG:DIHYDROCODEINE	7	82	0	0.08536585365853659
DRUG:TRAZODONE HYDROCHLORIDE	7	61	0	0.11475409836065574
DRUG:GUAIFENESIN;PARACETAMOL;PHENYLEPHRINE	7	47	0	0.14893617021276595
DRUG:CODEINE;PROMETHAZINE	7	34	0	0.20588235294117646
DRUG:CILGAVIMAB;TIXAGEVIMAB	7	58	0	0.1206896551724138
DRUG:MINOCYCLINE HYDROCHLORIDE	7	66	0	0.10606060606060606
DRUG:PIRARUBICIN	7	33	0	0.21212121212121213
DRUG:CYCLOSERINE	7	62	0	0.11290322580645161
DRUG:SODIUM ZIRCONIUM CYCLOSILICATE	7	41	0	0.17073170731707318
DRUG:DORZOLAMIDE	7	70	0	0.1
DRUG:DALFAMPRIDINE	7	89	0	0.07865168539325842
DRUG:ZOLMITRIPTAN	7	175	0	0.04
DRUG:OLODATEROL	7	19	0	0.3684210526315789
DRUG:TRIHEPTANOIN	7	14	0	0.5
DRUG:CEFTRIAXONE SODIUM	7	73	0	0.0958904109589041
DRUG:DEUCRAVACITINIB	7	52	0	0.1346153846153846
DRUG:FEXOFENADINE;PSEUDOEPHEDRINE	7	92	0	0.07608695652173914
DRUG:CEFPROZIL	7	46	0	0.15217391304347827
DRUG:NITRAZEPAM	7	118	0	0.059322033898305086
DRUG:THIOPENTAL	7	69	0	0.10144927536231885
DRUG:DEFEROXAMINE	7	46	0	0.15217391304347827
DRUG:IMIQUIMOD	7	69	0	0.10144927536231885
DRUG:LAPATINIB	7	375	0	0.018666666666666668
DRUG:FINERENONE	7	33	0	0.21212121212121213
DRUG:NIMESULIDE	7	75	0	0.09333333333333334
DRUG:IMIPRAMINE	7	75	0	0.09333333333333334
DRUG:ETIZOLAM	7	52	0	0.1346153846153846
DRUG:AMITRIPTYLINE HYDROCHLORIDE	7	129	0	0.05426356589147287
DRUG:DEXRAZOXANE	7	63	0	0.1111111111111111
DRUG:FERUMOXYTOL	7	58	0	0.1206896551724138
DRUG:FENOTEROL	6	120	0	0.05
DRUG:OMACETAXINE	6	40	0	0.15
DRUG:HERBALS, UNSPECIFIED;PLANTAGO SPP	6	130	0	0.046153846153846156
DRUG:MITOTANE	6	61	0	0.09836065573770492
DRUG:MARIBAVIR	6	72	0	0.08333333333333333
DRUG:EPHEDRINE	6	56	0	0.10714285714285714
DRUG:EPINEPHRINE;LIDOCAINE	6	63	0	0.09523809523809523
DRUG:ECGONINE	6	41	0	0.14634146341463414
DRUG:TERAZOSIN	6	52	0	0.11538461538461539
DRUG:FORMOTEROL;GLYCOPYRRONIUM	6	76	0	0.07894736842105263
DRUG:ORPHENADRINE	6	55	0	0.10909090909090909
DRUG:SODIUM POLYSTYRENE SULFONATE	6	36	0	0.16666666666666666
DRUG:COLESEVELAM	6	92	0	0.06521739130434782
DRUG:GRANISETRON	6	67	0	0.08955223880597014
DRUG:AVOBENZONE\HOMOSALATE\OCTISALATE\OCTOCRYLENE\OXYBENZONE	6	44	0	0.13636363636363635
DRUG:ANTI-D IMMUNOGLOBULIN	6	100	0	0.06
DRUG:SOTATERCEPT	6	167	0	0.03592814371257485
DRUG:PRALSETINIB	6	55	0	0.10909090909090909
DRUG:CITALOPRAM HYDROBROMIDE	6	126	0	0.047619047619047616
DRUG:POLYMYXIN B	6	40	0	0.15
DRUG:OLODATEROL HYDROCHLORIDE\TIOTROPIUM BROMIDE MONOHYDRATE	6	41	0	0.14634146341463414
DRUG:GIMERACIL;OTERACIL;TEGAFUR	6	74	0	0.08108108108108109
DRUG:PRAVASTATIN SODIUM	6	65	0	0.09230769230769231
DRUG:SUCROFERRIC OXYHYDROXIDE	6	34	0	0.17647058823529413
DRUG:PLECANATIDE	6	35	0	0.17142857142857143
DRUG:GADOVERSETAMIDE	6	34	0	0.17647058823529413
DRUG:MERCAPTAMINE	6	34	0	0.17647058823529413
DRUG:ERIBULIN	6	219	0	0.0273972602739726
DRUG:FULVESTRANT	6	971	0	0.006179196704428424
DRUG:CALCIUM;VITAMIN D2	6	116	0	0.05172413793103448
DRUG:CALCIUM CHLORIDE;GLUCOSE;MAGNESIUM;SODIUM CHLORIDE;SODIUM LACTATE	6	31	0	0.1935483870967742
DRUG:PROPRANOLOL HYDROCHLORIDE	6	57	0	0.10526315789473684
DRUG:GLIMEPIRIDE;ROSIGLITAZONE	6	19	0	0.3157894736842105
DRUG:DIPHENHYDRAMINE;NAPROXEN	6	41	0	0.14634146341463414
DRUG:PEGLOTICASE	6	88	0	0.06818181818181818
DRUG:CLOXACILLIN	6	52	0	0.11538461538461539
DRUG:ELIGLUSTAT	6	39	0	0.15384615384615385
DRUG:NAPHAZOLINE;PHENIRAMINE	6	31	0	0.1935483870967742
DRUG:DIPHTHERIA VACCINE	6	59	0	0.1016949152542373
DRUG:ELRANATAMAB	6	34	0	0.17647058823529413
DRUG:FIDAXOMICIN	6	74	0	0.08108108108108109
DRUG:BALOXAVIR MARBOXIL	6	38	0	0.15789473684210525
DRUG:ARACHIS SPP	6	20	0	0.3
DRUG:DICLOFENAC POTASSIUM	6	111	0	0.05405405405405406
DRUG:CEFTAROLINE	6	43	0	0.13953488372093023
